Record Date,Federal Tax Refund Type,Federal Tax Refund Type Description,Federal Tax Refunds Today,Federal Tax Refunds Month to Date,Federal Tax Refunds Fiscal Year to Date,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2022-08-11,IRS Tax Refunds Individual,EFT,87,2934,307419,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,08,11
2022-08-10,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,08,10
2022-08-10,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,08,10
2022-08-10,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,08,10
2022-08-10,IRS - Economic Impact Payments (EFT),null,0,0,1818,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,08,10
2022-08-10,IRS Tax Refunds Business,Checks,33,3916,95356,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,08,10
2022-08-10,IRS Tax Refunds Business,EFT,4,228,28775,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,08,10
2022-08-10,IRS Tax Refunds Individual,Checks,47,1061,52722,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,08,10
2022-08-10,IRS Tax Refunds Individual,EFT,1136,2847,307332,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,08,10
2022-08-09,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,08,09
2022-08-09,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,08,09
2022-08-09,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,08,09
2022-08-09,IRS - Economic Impact Payments (EFT),null,0,0,1818,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,08,09
2022-08-09,IRS Tax Refunds Business,Checks,1998,3883,95323,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,08,09
2022-08-09,IRS Tax Refunds Business,EFT,119,223,28771,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,08,09
2022-08-09,IRS Tax Refunds Individual,Checks,50,1014,52676,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,08,09
2022-08-09,IRS Tax Refunds Individual,EFT,108,1711,306196,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,08,09
2022-08-08,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,08,08
2022-08-08,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,08,08
2022-08-08,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,08,08
2022-08-08,IRS - Economic Impact Payments (EFT),null,0,0,1818,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,08,08
2022-08-08,IRS Tax Refunds Business,Checks,4,1885,93325,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,08,08
2022-08-08,IRS Tax Refunds Business,EFT,0,104,28651,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,08,08
2022-08-08,IRS Tax Refunds Individual,Checks,48,965,52626,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,08,08
2022-08-08,IRS Tax Refunds Individual,EFT,114,1603,306087,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,08,08
2022-08-05,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,08,05
2022-08-05,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,08,05
2022-08-05,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,08,05
2022-08-05,IRS - Economic Impact Payments (EFT),null,0,0,1818,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,08,05
2022-08-05,IRS Tax Refunds Business,Checks,32,1881,93321,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,08,05
2022-08-05,IRS Tax Refunds Business,EFT,1,104,28651,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,08,05
2022-08-05,IRS Tax Refunds Individual,Checks,750,917,52578,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,08,05
2022-08-05,IRS Tax Refunds Individual,EFT,71,1489,305974,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,08,05
2022-08-04,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,08,04
2022-08-04,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,08,04
2022-08-04,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,08,04
2022-08-04,IRS - Economic Impact Payments (EFT),null,0,0,1818,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,08,04
2022-08-04,IRS Tax Refunds Business,Checks,21,1849,93289,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,08,04
2022-08-04,IRS Tax Refunds Business,EFT,4,103,28650,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,08,04
2022-08-04,IRS Tax Refunds Individual,Checks,44,166,51827,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,08,04
2022-08-04,IRS Tax Refunds Individual,EFT,89,1418,305902,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,08,04
2022-08-03,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,08,03
2022-08-03,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,08,03
2022-08-03,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,08,03
2022-08-03,IRS - Economic Impact Payments (EFT),null,0,0,1818,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,08,03
2022-08-03,IRS Tax Refunds Business,Checks,17,1828,93268,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,08,03
2022-08-03,IRS Tax Refunds Business,EFT,0,99,28646,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,08,03
2022-08-03,IRS Tax Refunds Individual,Checks,42,122,51783,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,08,03
2022-08-03,IRS Tax Refunds Individual,EFT,1107,1328,305813,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,08,03
2022-08-02,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,08,02
2022-08-02,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,08,02
2022-08-02,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,08,02
2022-08-02,IRS - Economic Impact Payments (EFT),null,0,0,1818,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,08,02
2022-08-02,IRS Tax Refunds Business,Checks,1807,1811,93251,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,08,02
2022-08-02,IRS Tax Refunds Business,EFT,46,99,28646,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,08,02
2022-08-02,IRS Tax Refunds Individual,Checks,39,80,51741,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,08,02
2022-08-02,IRS Tax Refunds Individual,EFT,114,222,304707,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,08,02
2022-08-01,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,08,01
2022-08-01,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,08,01
2022-08-01,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,08,01
2022-08-01,IRS - Economic Impact Payments (EFT),null,0,0,1818,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,08,01
2022-08-01,IRS Tax Refunds Business,Checks,4,4,91444,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,08,01
2022-08-01,IRS Tax Refunds Business,EFT,53,53,28600,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,08,01
2022-08-01,IRS Tax Refunds Individual,Checks,42,42,51703,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,08,01
2022-08-01,IRS Tax Refunds Individual,EFT,108,108,304593,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,08,01
2022-07-29,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,07,29
2022-07-29,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,07,29
2022-07-29,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,07,29
2022-07-29,IRS - Economic Impact Payments (EFT),null,0,0,1818,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,07,29
2022-07-29,IRS Tax Refunds Business,Checks,45,8148,91440,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,07,29
2022-07-29,IRS Tax Refunds Business,EFT,9,6775,28547,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,07,29
2022-07-29,IRS Tax Refunds Individual,Checks,701,4153,51661,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,07,29
2022-07-29,IRS Tax Refunds Individual,EFT,78,6233,304485,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,07,29
2022-07-28,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,07,28
2022-07-28,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,07,28
2022-07-28,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,07,28
2022-07-28,IRS - Economic Impact Payments (EFT),null,0,0,1818,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,07,28
2022-07-28,IRS Tax Refunds Business,Checks,13,8102,91395,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,07,28
2022-07-28,IRS Tax Refunds Business,EFT,31,6766,28538,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,07,28
2022-07-28,IRS Tax Refunds Individual,Checks,58,3452,50960,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,07,28
2022-07-28,IRS Tax Refunds Individual,EFT,80,6155,304407,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,07,28
2022-07-27,IRS Tax Refunds Business,EFT,56,6734,28507,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,07,27
2022-07-27,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,07,27
2022-07-27,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,07,27
2022-07-27,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,07,27
2022-07-27,IRS - Economic Impact Payments (EFT),null,0,0,1818,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,07,27
2022-07-27,IRS Tax Refunds Business,Checks,8,8090,91382,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,07,27
2022-07-27,IRS Tax Refunds Individual,Checks,36,3394,50903,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,07,27
2022-07-27,IRS Tax Refunds Individual,EFT,1091,6075,304327,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,07,27
2022-07-26,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,07,26
2022-07-26,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,07,26
2022-07-26,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,07,26
2022-07-26,IRS - Economic Impact Payments (EFT),null,0,0,1818,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,07,26
2022-07-26,IRS Tax Refunds Business,Checks,1718,8082,91375,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,07,26
2022-07-26,IRS Tax Refunds Business,EFT,68,6679,28451,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,07,26
2022-07-26,IRS Tax Refunds Individual,Checks,58,3358,50867,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,07,26
2022-07-26,IRS Tax Refunds Individual,EFT,98,4984,303236,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,07,26
2022-07-25,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,07,25
2022-07-25,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,07,25
2022-07-25,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,07,25
2022-07-25,IRS - Economic Impact Payments (EFT),null,0,0,1818,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,07,25
2022-07-25,IRS Tax Refunds Business,Checks,14,6364,89656,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,07,25
2022-07-25,IRS Tax Refunds Business,EFT,82,6611,28383,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,07,25
2022-07-25,IRS Tax Refunds Individual,Checks,77,3300,50809,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,07,25
2022-07-25,IRS Tax Refunds Individual,EFT,93,4887,303138,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,07,25
2022-07-22,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,07,22
2022-07-22,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,07,22
2022-07-22,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,07,22
2022-07-22,IRS - Economic Impact Payments (EFT),null,0,0,1818,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,07,22
2022-07-22,IRS Tax Refunds Business,Checks,32,6350,89642,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,07,22
2022-07-22,IRS Tax Refunds Business,EFT,17,6529,28301,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,07,22
2022-07-22,IRS Tax Refunds Individual,Checks,608,3223,50732,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,07,22
2022-07-22,IRS Tax Refunds Individual,EFT,70,4794,303045,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,07,22
2022-07-21,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,07,21
2022-07-21,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,07,21
2022-07-21,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,07,21
2022-07-21,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,07,21
2022-07-21,IRS Tax Refunds Business,Checks,58,6318,89611,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,07,21
2022-07-21,IRS Tax Refunds Business,EFT,115,6512,28285,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,07,21
2022-07-21,IRS Tax Refunds Individual,Checks,46,2616,50124,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,07,21
2022-07-21,IRS Tax Refunds Individual,EFT,79,4724,302976,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,07,21
2022-07-20,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,07,20
2022-07-20,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,07,20
2022-07-20,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,07,20
2022-07-20,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,07,20
2022-07-20,IRS Tax Refunds Business,Checks,2,6260,89552,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,07,20
2022-07-20,IRS Tax Refunds Business,EFT,155,6398,28170,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,07,20
2022-07-20,IRS Tax Refunds Individual,Checks,49,2570,50078,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,07,20
2022-07-20,IRS Tax Refunds Individual,EFT,1119,4645,302896,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,07,20
2022-07-19,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,07,19
2022-07-19,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,07,19
2022-07-19,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,07,19
2022-07-19,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,07,19
2022-07-19,IRS Tax Refunds Business,Checks,2217,6257,89550,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,07,19
2022-07-19,IRS Tax Refunds Business,EFT,44,6243,28015,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,07,19
2022-07-19,IRS Tax Refunds Individual,Checks,32,2521,50029,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,07,19
2022-07-19,IRS Tax Refunds Individual,EFT,103,3526,301778,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,07,19
2022-07-18,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,07,18
2022-07-18,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,07,18
2022-07-18,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,07,18
2022-07-18,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,07,18
2022-07-18,IRS Tax Refunds Business,Checks,9,4040,87333,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,07,18
2022-07-18,IRS Tax Refunds Business,EFT,2,6199,27971,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,07,18
2022-07-18,IRS Tax Refunds Individual,Checks,38,2489,49997,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,07,18
2022-07-18,IRS Tax Refunds Individual,EFT,107,3424,301675,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,07,18
2022-07-15,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,07,15
2022-07-15,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,07,15
2022-07-15,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,07,15
2022-07-15,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,07,15
2022-07-15,IRS Tax Refunds Business,Checks,34,4031,87323,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,07,15
2022-07-15,IRS Tax Refunds Business,EFT,1,6197,27970,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,07,15
2022-07-15,IRS Tax Refunds Individual,Checks,672,2451,49959,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,07,15
2022-07-15,IRS Tax Refunds Individual,EFT,88,3317,301568,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,07,15
2022-07-14,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,07,14
2022-07-14,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,07,14
2022-07-14,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,07,14
2022-07-14,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,07,14
2022-07-14,IRS Tax Refunds Business,Checks,33,3997,87289,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,07,14
2022-07-14,IRS Tax Refunds Business,EFT,329,6196,27968,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,07,14
2022-07-14,IRS Tax Refunds Individual,Checks,55,1778,49287,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,07,14
2022-07-14,IRS Tax Refunds Individual,EFT,89,3229,301480,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,07,14
2022-07-13,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,07,13
2022-07-13,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,07,13
2022-07-13,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,07,13
2022-07-13,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,07,13
2022-07-13,IRS Tax Refunds Business,Checks,47,3964,87256,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,07,13
2022-07-13,IRS Tax Refunds Business,EFT,25,5867,27640,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,07,13
2022-07-13,IRS Tax Refunds Individual,Checks,36,1723,49231,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,07,13
2022-07-13,IRS Tax Refunds Individual,EFT,1115,3140,301391,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,07,13
2022-07-12,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,07,12
2022-07-12,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,07,12
2022-07-12,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,07,12
2022-07-12,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,07,12
2022-07-12,IRS Tax Refunds Business,Checks,1625,3917,87210,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,07,12
2022-07-12,IRS Tax Refunds Business,EFT,5533,5843,27615,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,07,12
2022-07-12,IRS Tax Refunds Individual,Checks,43,1687,49195,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,07,12
2022-07-12,IRS Tax Refunds Individual,EFT,104,2024,300276,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,07,12
2022-07-11,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,07,11
2022-07-11,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,07,11
2022-07-11,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,07,11
2022-07-11,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,07,11
2022-07-11,IRS Tax Refunds Business,Checks,11,2292,85584,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,07,11
2022-07-11,IRS Tax Refunds Business,EFT,24,310,22082,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,07,11
2022-07-11,IRS Tax Refunds Individual,Checks,745,1644,49152,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,07,11
2022-07-11,IRS Tax Refunds Individual,EFT,122,1920,300171,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,07,11
2022-07-08,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,07,08
2022-07-08,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,07,08
2022-07-08,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,07,08
2022-07-08,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,07,08
2022-07-08,IRS Tax Refunds Business,Checks,30,2281,85574,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,07,08
2022-07-08,IRS Tax Refunds Business,EFT,17,286,22058,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,07,08
2022-07-08,IRS Tax Refunds Individual,Checks,46,898,48407,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,07,08
2022-07-08,IRS Tax Refunds Individual,EFT,104,1797,300049,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,07,08
2022-07-07,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,07,07
2022-07-07,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,07,07
2022-07-07,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,07,07
2022-07-07,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,07,07
