Record Date,Federal Tax Refund Type,Federal Tax Refund Type Description,Federal Tax Refunds Today,Federal Tax Refunds Month to Date,Federal Tax Refunds Fiscal Year to Date,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2026-02-24,Taxes - Business Tax Refunds (EFT),null,240,4067,11542,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,02,24
2026-02-24,Taxes - Individual Tax Refunds (Checks),null,74,2641,17303,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,02,24
2026-02-24,Taxes - Individual Tax Refunds (EFT),null,14466,75022,93733,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,02,24
2026-02-23,Taxes - Business Tax Refunds (Checks),null,111,5215,33988,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,02,23
2026-02-23,Taxes - Business Tax Refunds (EFT),null,40,3827,11302,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,02,23
2026-02-23,Taxes - Individual Tax Refunds (Checks),null,495,2568,17229,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,02,23
2026-02-23,Taxes - Individual Tax Refunds (EFT),null,27089,60556,79267,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,02,23
2026-02-20,Taxes - Business Tax Refunds (Checks),null,70,5104,33877,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,02,20
2026-02-20,Taxes - Business Tax Refunds (EFT),null,-2,3786,11261,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,02,20
2026-02-20,Taxes - Individual Tax Refunds (Checks),null,21,2073,16734,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,02,20
2026-02-20,Taxes - Individual Tax Refunds (EFT),null,1271,33467,52178,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,02,20
2026-02-19,Taxes - Business Tax Refunds (Checks),null,4,5034,33807,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,02,19
2026-02-19,Taxes - Business Tax Refunds (EFT),null,7,3788,11263,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,02,19
2026-02-19,Taxes - Individual Tax Refunds (Checks),null,24,2052,16713,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,02,19
2026-02-19,Taxes - Individual Tax Refunds (EFT),null,8251,32196,50907,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,02,19
2026-02-18,Taxes - Business Tax Refunds (Checks),null,1,5030,33802,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,02,18
2026-02-18,Taxes - Business Tax Refunds (EFT),null,1427,3781,11256,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,02,18
2026-02-18,Taxes - Individual Tax Refunds (Checks),null,17,2028,16689,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,02,18
2026-02-18,Taxes - Individual Tax Refunds (EFT),null,1386,23945,42655,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,02,18
2026-02-17,Taxes - Business Tax Refunds (Checks),null,1400,5029,33801,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,02,17
2026-02-17,Taxes - Business Tax Refunds (EFT),null,40,2355,9829,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,02,17
2026-02-17,Taxes - Individual Tax Refunds (Checks),null,10,2011,16672,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,02,17
2026-02-17,Taxes - Individual Tax Refunds (EFT),null,3243,22558,41269,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,02,17
2026-02-13,Taxes - Business Tax Refunds (Checks),null,11,3628,32401,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,02,13
2026-02-13,Taxes - Business Tax Refunds (EFT),null,-4,2314,9789,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,02,13
2026-02-13,Taxes - Individual Tax Refunds (Checks),null,589,2001,16662,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,02,13
2026-02-13,Taxes - Individual Tax Refunds (EFT),null,1272,19315,38026,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,02,13
2026-02-12,Taxes - Business Tax Refunds (Checks),null,36,3618,32390,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,02,12
2026-02-12,Taxes - Business Tax Refunds (EFT),null,12,2318,9793,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,02,12
2026-02-12,Taxes - Individual Tax Refunds (Checks),null,12,1412,16073,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,02,12
2026-02-12,Taxes - Individual Tax Refunds (EFT),null,710,18044,36754,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,02,12
2026-02-11,Taxes - Business Tax Refunds (Checks),null,21,3581,32354,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,02,11
2026-02-11,Taxes - Business Tax Refunds (EFT),null,79,2306,9781,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,02,11
2026-02-11,Taxes - Individual Tax Refunds (Checks),null,29,1401,16062,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,02,11
2026-02-11,Taxes - Individual Tax Refunds (EFT),null,6797,17333,36044,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,02,11
2026-02-10,Taxes - Business Tax Refunds (Checks),null,3152,3561,32333,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,02,10
2026-02-10,Taxes - Business Tax Refunds (EFT),null,44,2227,9702,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,02,10
2026-02-10,Taxes - Individual Tax Refunds (Checks),null,35,1372,16033,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,02,10
2026-02-10,Taxes - Individual Tax Refunds (EFT),null,1417,10536,29246,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,02,10
2026-02-09,Taxes - Business Tax Refunds (Checks),null,329,408,29181,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,02,09
2026-02-09,Taxes - Business Tax Refunds (EFT),null,927,2184,9659,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,02,09
2026-02-09,Taxes - Individual Tax Refunds (Checks),null,3,1336,15997,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,02,09
2026-02-09,Taxes - Individual Tax Refunds (EFT),null,2435,9119,27830,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,02,09
2026-02-06,Taxes - Business Tax Refunds (Checks),null,18,79,28852,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,02,06
2026-02-06,Taxes - Business Tax Refunds (EFT),null,59,1257,8732,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,02,06
2026-02-06,Taxes - Individual Tax Refunds (Checks),null,937,1334,15995,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,02,06
2026-02-06,Taxes - Individual Tax Refunds (EFT),null,976,6684,25395,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,02,06
2026-02-05,Taxes - Business Tax Refunds (Checks),null,15,61,28833,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,02,05
2026-02-05,Taxes - Business Tax Refunds (EFT),null,1057,1198,8673,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,02,05
2026-02-05,Taxes - Individual Tax Refunds (Checks),null,52,397,15058,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,02,05
2026-02-05,Taxes - Individual Tax Refunds (EFT),null,-14,5708,24419,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,02,05
2026-02-04,Taxes - Business Tax Refunds (Checks),null,1,46,28818,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,02,04
2026-02-04,Taxes - Business Tax Refunds (EFT),null,20,141,7616,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,02,04
2026-02-04,Taxes - Individual Tax Refunds (Checks),null,337,345,15006,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,02,04
2026-02-04,Taxes - Individual Tax Refunds (EFT),null,2860,5722,24433,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,02,04
2026-02-03,Taxes - Business Tax Refunds (Checks),null,7,45,28818,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,02,03
2026-02-03,Taxes - Business Tax Refunds (EFT),null,115,121,7596,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,02,03
2026-02-03,Taxes - Individual Tax Refunds (Checks),null,1,8,14669,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,02,03
2026-02-03,Taxes - Individual Tax Refunds (EFT),null,1220,2862,21572,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,02,03
2026-02-02,Taxes - Business Tax Refunds (Checks),null,39,39,28811,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,02,02
2026-02-02,Taxes - Business Tax Refunds (EFT),null,6,6,7481,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,02,02
2026-02-02,Taxes - Individual Tax Refunds (Checks),null,7,7,14668,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,02,02
2026-02-02,Taxes - Individual Tax Refunds (EFT),null,1641,1641,20352,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,02,02
2026-01-30,Taxes - Business Tax Refunds (Checks),null,31,3304,28773,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,01,30
2026-01-30,Taxes - Business Tax Refunds (EFT),null,743,1400,7475,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,01,30
2026-01-30,Taxes - Individual Tax Refunds (Checks),null,1,790,14661,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,01,30
2026-01-30,Taxes - Individual Tax Refunds (EFT),null,0,227,18711,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,01,30
2026-01-29,Taxes - Business Tax Refunds (Checks),null,3,3273,28741,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,01,29
2026-01-29,Taxes - Business Tax Refunds (EFT),null,73,658,6732,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,01,29
2026-01-29,Taxes - Individual Tax Refunds (Checks),null,3,789,14660,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,01,29
2026-01-29,Taxes - Individual Tax Refunds (EFT),null,0,227,18711,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,01,29
2026-01-28,Taxes - Business Tax Refunds (Checks),null,2,3270,28739,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,01,28
2026-01-28,Taxes - Business Tax Refunds (EFT),null,221,585,6659,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,01,28
2026-01-28,Taxes - Individual Tax Refunds (Checks),null,0,786,14657,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,01,28
2026-01-28,Taxes - Individual Tax Refunds (EFT),null,0,227,18711,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,01,28
2026-01-27,Taxes - Business Tax Refunds (Checks),null,19,3268,28736,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,01,27
2026-01-27,Taxes - Business Tax Refunds (EFT),null,-56,364,6438,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,01,27
2026-01-27,Taxes - Individual Tax Refunds (Checks),null,5,786,14656,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,01,27
2026-01-27,Taxes - Individual Tax Refunds (EFT),null,0,227,18711,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,01,27
2026-01-26,Taxes - Business Tax Refunds (Checks),null,8,3248,28717,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,01,26
2026-01-26,Taxes - Business Tax Refunds (EFT),null,8,420,6494,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,01,26
2026-01-26,Taxes - Individual Tax Refunds (Checks),null,5,780,14651,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,01,26
2026-01-26,Taxes - Individual Tax Refunds (EFT),null,2,227,18711,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,01,26
2026-01-23,Taxes - Business Tax Refunds (Checks),null,13,3240,28709,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,01,23
2026-01-23,Taxes - Business Tax Refunds (EFT),null,24,412,6487,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,01,23
2026-01-23,Taxes - Individual Tax Refunds (Checks),null,22,776,14647,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,01,23
2026-01-23,Taxes - Individual Tax Refunds (EFT),null,0,225,18709,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,01,23
2026-01-22,Taxes - Business Tax Refunds (Checks),null,14,3228,28696,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,01,22
2026-01-22,Taxes - Business Tax Refunds (EFT),null,0,389,6463,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,01,22
2026-01-22,Taxes - Individual Tax Refunds (Checks),null,3,754,14625,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,01,22
2026-01-22,Taxes - Individual Tax Refunds (EFT),null,0,225,18709,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,01,22
2026-01-21,Taxes - Business Tax Refunds (Checks),null,9,3213,28682,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,01,21
2026-01-21,Taxes - Business Tax Refunds (EFT),null,0,388,6463,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,01,21
2026-01-21,Taxes - Individual Tax Refunds (Checks),null,3,751,14622,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,01,21
2026-01-21,Taxes - Individual Tax Refunds (EFT),null,0,226,18709,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,01,21
2026-01-20,Taxes - Business Tax Refunds (Checks),null,470,3204,28673,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,01,20
2026-01-20,Taxes - Business Tax Refunds (EFT),null,5,388,6463,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,01,20
2026-01-20,Taxes - Individual Tax Refunds (Checks),null,1,749,14620,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,01,20
2026-01-20,Taxes - Individual Tax Refunds (EFT),null,1,226,18709,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,01,20
2026-01-16,Taxes - Business Tax Refunds (Checks),null,20,2735,28203,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,01,16
2026-01-16,Taxes - Business Tax Refunds (EFT),null,17,384,6458,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,01,16
2026-01-16,Taxes - Individual Tax Refunds (Checks),null,3,747,14618,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,01,16
2026-01-16,Taxes - Individual Tax Refunds (EFT),null,1,225,18709,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,01,16
2026-01-15,Taxes - Business Tax Refunds (Checks),null,48,2715,28184,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,01,15
2026-01-15,Taxes - Business Tax Refunds (EFT),null,125,366,6441,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,01,15
2026-01-15,Taxes - Individual Tax Refunds (Checks),null,2,744,14615,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,01,15
2026-01-15,Taxes - Individual Tax Refunds (EFT),null,0,223,18707,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,01,15
2026-01-14,Taxes - Business Tax Refunds (Checks),null,10,2668,28136,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,01,14
2026-01-14,Taxes - Business Tax Refunds (EFT),null,9,242,6316,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,01,14
2026-01-14,Taxes - Individual Tax Refunds (Checks),null,2,743,14614,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,01,14
2026-01-14,Taxes - Individual Tax Refunds (EFT),null,0,223,18707,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,01,14
2026-01-13,Taxes - Business Tax Refunds (Checks),null,1212,2658,28126,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,01,13
2026-01-13,Taxes - Business Tax Refunds (EFT),null,58,232,6307,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,01,13
2026-01-13,Taxes - Individual Tax Refunds (Checks),null,20,741,14612,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,01,13
2026-01-13,Taxes - Individual Tax Refunds (EFT),null,0,224,18707,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,01,13
2026-01-12,Taxes - Business Tax Refunds (Checks),null,112,1446,26914,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,01,12
2026-01-12,Taxes - Business Tax Refunds (EFT),null,0,174,6249,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,01,12
2026-01-12,Taxes - Individual Tax Refunds (Checks),null,2,721,14592,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,01,12
2026-01-12,Taxes - Individual Tax Refunds (EFT),null,0,224,18707,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,01,12
2026-01-09,Taxes - Business Tax Refunds (Checks),null,42,1333,26802,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,01,09
2026-01-09,Taxes - Business Tax Refunds (EFT),null,122,174,6249,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,01,09
2026-01-09,Taxes - Individual Tax Refunds (Checks),null,2,719,14590,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,01,09
2026-01-09,Taxes - Individual Tax Refunds (EFT),null,0,224,18708,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,01,09
2026-01-08,Taxes - Business Tax Refunds (Checks),null,28,1292,26760,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,01,08
2026-01-08,Taxes - Business Tax Refunds (EFT),null,-5,52,6126,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,01,08
2026-01-08,Taxes - Individual Tax Refunds (Checks),null,1,717,14588,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,01,08
2026-01-08,Taxes - Individual Tax Refunds (EFT),null,0,224,18708,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,01,08
2026-01-07,Taxes - Business Tax Refunds (Checks),null,1,1263,26732,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,01,07
2026-01-07,Taxes - Business Tax Refunds (EFT),null,5,56,6131,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,01,07
2026-01-07,Taxes - Individual Tax Refunds (Checks),null,491,716,14587,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,01,07
2026-01-07,Taxes - Individual Tax Refunds (EFT),null,-6,224,18708,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,01,07
2026-01-06,Taxes - Business Tax Refunds (Checks),null,1262,1262,26730,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,01,06
2026-01-06,Taxes - Business Tax Refunds (EFT),null,52,51,6126,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,01,06
2026-01-06,Taxes - Individual Tax Refunds (Checks),null,0,224,14095,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,01,06
2026-01-06,Taxes - Individual Tax Refunds (EFT),null,-3,230,18714,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,01,06
2026-01-05,Taxes - Business Tax Refunds (Checks),null,0,0,25468,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,01,05
2026-01-05,Taxes - Business Tax Refunds (EFT),null,0,0,6074,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,01,05
2026-01-05,Taxes - Individual Tax Refunds (Checks),null,0,224,14095,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,01,05
2026-01-05,Taxes - Individual Tax Refunds (EFT),null,236,233,18717,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,01,05
2026-01-02,Taxes - Business Tax Refunds (Checks),null,0,0,25468,V,Income Tax Refunds Issued,Classification,1,2026,2,2026,1,01,02
2026-01-02,Taxes - Business Tax Refunds (EFT),null,0,0,6074,V,Income Tax Refunds Issued,Classification,2,2026,2,2026,1,01,02
2026-01-02,Taxes - Individual Tax Refunds (Checks),null,224,224,14095,V,Income Tax Refunds Issued,Classification,3,2026,2,2026,1,01,02
2026-01-02,Taxes - Individual Tax Refunds (EFT),null,-3,-3,18481,V,Income Tax Refunds Issued,Classification,4,2026,2,2026,1,01,02
2025-12-31,Taxes - Business Tax Refunds (Checks),null,0,8643,25468,V,Income Tax Refunds Issued,Classification,1,2026,1,2025,4,12,31
2025-12-31,Taxes - Business Tax Refunds (EFT),null,0,3540,6075,V,Income Tax Refunds Issued,Classification,2,2026,1,2025,4,12,31
2025-12-31,Taxes - Individual Tax Refunds (Checks),null,8,4320,13871,V,Income Tax Refunds Issued,Classification,3,2026,1,2025,4,12,31
2025-12-31,Taxes - Individual Tax Refunds (EFT),null,-4,2523,18484,V,Income Tax Refunds Issued,Classification,4,2026,1,2025,4,12,31
2025-12-30,Taxes - Business Tax Refunds (Checks),null,1483,8643,25468,V,Income Tax Refunds Issued,Classification,1,2026,1,2025,4,12,30
2025-12-30,Taxes - Business Tax Refunds (EFT),null,39,3540,6075,V,Income Tax Refunds Issued,Classification,2,2026,1,2025,4,12,30
2025-12-30,Taxes - Individual Tax Refunds (Checks),null,10,4312,13863,V,Income Tax Refunds Issued,Classification,3,2026,1,2025,4,12,30
2025-12-30,Taxes - Individual Tax Refunds (EFT),null,193,2527,18488,V,Income Tax Refunds Issued,Classification,4,2026,1,2025,4,12,30
2025-12-29,Taxes - Business Tax Refunds (Checks),null,0,7161,23986,V,Income Tax Refunds Issued,Classification,1,2026,1,2025,4,12,29
2025-12-29,Taxes - Business Tax Refunds (EFT),null,0,3501,6036,V,Income Tax Refunds Issued,Classification,2,2026,1,2025,4,12,29
2025-12-29,Taxes - Individual Tax Refunds (Checks),null,596,4302,13853,V,Income Tax Refunds Issued,Classification,3,2026,1,2025,4,12,29
