Record Date,Debt Category,Debt Category Description,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2024-09-17,Debt Not Subject to Limit,Unamortized Discount (-),109348,108335,108524,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,4,2024,3,09,17
2024-09-17,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,4,2024,3,09,17
2024-09-17,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,4,2024,3,09,17
2024-09-17,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,4,2024,3,09,17
2024-09-16,Debt Held by the Public,null,28245786,28188906,28168005,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,4,2024,3,09,16
2024-09-16,Intragovernmental Holdings,null,7100684,7079875,7088052,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,4,2024,3,09,16
2024-09-16,Debt Not Subject to Limit,Other Debt (-),476,476,476,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,4,2024,3,09,16
2024-09-16,Debt Not Subject to Limit,Unamortized Discount (-),108335,109947,108524,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,4,2024,3,09,16
2024-09-16,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,4,2024,3,09,16
2024-09-16,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,4,2024,3,09,16
2024-09-16,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,4,2024,3,09,16
2024-09-13,Debt Held by the Public,null,28188906,28193986,28168005,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,4,2024,3,09,13
2024-09-13,Intragovernmental Holdings,null,7079875,7079894,7088052,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,4,2024,3,09,13
2024-09-13,Debt Not Subject to Limit,Other Debt (-),476,476,476,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,4,2024,3,09,13
2024-09-13,Debt Not Subject to Limit,Unamortized Discount (-),109947,110810,108524,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,4,2024,3,09,13
2024-09-13,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,4,2024,3,09,13
2024-09-13,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,4,2024,3,09,13
2024-09-13,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,4,2024,3,09,13
2024-09-12,Debt Held by the Public,null,28193986,28232461,28168005,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,4,2024,3,09,12
2024-09-12,Intragovernmental Holdings,null,7079894,7076724,7088052,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,4,2024,3,09,12
2024-09-12,Debt Not Subject to Limit,Other Debt (-),476,476,476,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,4,2024,3,09,12
2024-09-12,Debt Not Subject to Limit,Unamortized Discount (-),110810,108757,108524,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,4,2024,3,09,12
2024-09-12,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,4,2024,3,09,12
2024-09-12,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,4,2024,3,09,12
2024-09-12,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,4,2024,3,09,12
2024-09-11,Debt Held by the Public,null,28232461,28232619,28168005,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,4,2024,3,09,11
2024-09-11,Intragovernmental Holdings,null,7076724,7098542,7088052,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,4,2024,3,09,11
2024-09-11,Debt Not Subject to Limit,Other Debt (-),476,476,476,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,4,2024,3,09,11
2024-09-11,Debt Not Subject to Limit,Unamortized Discount (-),108757,109628,108524,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,4,2024,3,09,11
2024-09-11,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,4,2024,3,09,11
2024-09-11,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,4,2024,3,09,11
2024-09-11,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,4,2024,3,09,11
2024-09-10,Debt Held by the Public,null,28232619,28253300,28168005,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,4,2024,3,09,10
2024-09-10,Intragovernmental Holdings,null,7098542,7093333,7088052,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,4,2024,3,09,10
2024-09-10,Debt Not Subject to Limit,Other Debt (-),476,476,476,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,4,2024,3,09,10
2024-09-10,Debt Not Subject to Limit,Unamortized Discount (-),109628,108600,108524,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,4,2024,3,09,10
2024-09-10,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,4,2024,3,09,10
2024-09-10,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,4,2024,3,09,10
2024-09-10,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,4,2024,3,09,10
2024-09-09,Debt Held by the Public,null,28253300,28253281,28168005,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,4,2024,3,09,09
2024-09-09,Intragovernmental Holdings,null,7093333,7089805,7088052,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,4,2024,3,09,09
2024-09-09,Debt Not Subject to Limit,Other Debt (-),476,476,476,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,4,2024,3,09,09
2024-09-09,Debt Not Subject to Limit,Unamortized Discount (-),108600,111225,108524,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,4,2024,3,09,09
2024-09-09,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,4,2024,3,09,09
2024-09-09,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,4,2024,3,09,09
2024-09-09,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,4,2024,3,09,09
2024-09-06,Debt Held by the Public,null,28253281,28258351,28168005,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,4,2024,3,09,06
2024-09-06,Intragovernmental Holdings,null,7089805,7087221,7088052,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,4,2024,3,09,06
2024-09-06,Debt Not Subject to Limit,Other Debt (-),476,476,476,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,4,2024,3,09,06
2024-09-06,Debt Not Subject to Limit,Unamortized Discount (-),111225,112101,108524,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,4,2024,3,09,06
2024-09-06,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,4,2024,3,09,06
2024-09-06,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,4,2024,3,09,06
2024-09-06,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,4,2024,3,09,06
2024-09-05,Debt Held by the Public,null,28258351,28254186,28168005,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,4,2024,3,09,05
2024-09-05,Intragovernmental Holdings,null,7087221,7089639,7088052,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,4,2024,3,09,05
2024-09-05,Debt Not Subject to Limit,Other Debt (-),476,476,476,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,4,2024,3,09,05
2024-09-05,Debt Not Subject to Limit,Unamortized Discount (-),112101,108009,108524,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,4,2024,3,09,05
2024-09-05,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,4,2024,3,09,05
2024-09-05,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,4,2024,3,09,05
2024-09-05,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,4,2024,3,09,05
2024-09-04,Debt Held by the Public,null,28254186,28252445,28168005,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,4,2024,3,09,04
2024-09-04,Intragovernmental Holdings,null,7089639,7067242,7088052,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,4,2024,3,09,04
2024-09-04,Debt Not Subject to Limit,Other Debt (-),476,476,476,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,4,2024,3,09,04
2024-09-04,Debt Not Subject to Limit,Unamortized Discount (-),108009,108887,108524,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,4,2024,3,09,04
2024-09-04,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,4,2024,3,09,04
2024-09-04,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,4,2024,3,09,04
2024-09-04,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,4,2024,3,09,04
2024-09-03,Debt Held by the Public,null,28252445,28168005,28168005,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,4,2024,3,09,03
2024-09-03,Intragovernmental Holdings,null,7067242,7088052,7088052,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,4,2024,3,09,03
2024-09-03,Debt Not Subject to Limit,Other Debt (-),476,476,476,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,4,2024,3,09,03
2024-09-03,Debt Not Subject to Limit,Unamortized Discount (-),108887,108524,108524,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,4,2024,3,09,03
2024-09-03,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,4,2024,3,09,03
2024-09-03,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,4,2024,3,09,03
2024-09-03,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,4,2024,3,09,03
2024-08-30,Debt Held by the Public,null,28168005,28132285,27930512,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,4,2024,3,08,30
2024-08-30,Intragovernmental Holdings,null,7088052,7147491,7174259,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,4,2024,3,08,30
2024-08-30,Debt Not Subject to Limit,Other Debt (-),476,476,476,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,4,2024,3,08,30
2024-08-30,Debt Not Subject to Limit,Unamortized Discount (-),108524,112441,108960,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,4,2024,3,08,30
2024-08-30,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,4,2024,3,08,30
2024-08-30,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,4,2024,3,08,30
2024-08-30,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,4,2024,3,08,30
2024-08-29,Debt Held by the Public,null,28132285,28122422,27930512,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,4,2024,3,08,29
2024-08-29,Intragovernmental Holdings,null,7147491,7147274,7174259,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,4,2024,3,08,29
2024-08-29,Debt Not Subject to Limit,Other Debt (-),476,476,476,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,4,2024,3,08,29
2024-08-29,Debt Not Subject to Limit,Unamortized Discount (-),112441,110062,108960,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,4,2024,3,08,29
2024-08-29,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,4,2024,3,08,29
2024-08-29,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,4,2024,3,08,29
2024-08-29,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,4,2024,3,08,29
2024-08-28,Debt Held by the Public,null,28122422,28122458,27930512,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,4,2024,3,08,28
2024-08-28,Intragovernmental Holdings,null,7147274,7167034,7174259,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,4,2024,3,08,28
2024-08-28,Debt Not Subject to Limit,Other Debt (-),476,476,476,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,4,2024,3,08,28
2024-08-28,Debt Not Subject to Limit,Unamortized Discount (-),110062,110941,108960,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,4,2024,3,08,28
2024-08-28,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,4,2024,3,08,28
2024-08-28,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,4,2024,3,08,28
2024-08-28,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,4,2024,3,08,28
2024-08-27,Debt Held by the Public,null,28122458,28066894,27930512,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,4,2024,3,08,27
2024-08-27,Intragovernmental Holdings,null,7167034,7158290,7174259,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,4,2024,3,08,27
2024-08-27,Debt Not Subject to Limit,Other Debt (-),476,476,476,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,4,2024,3,08,27
2024-08-27,Debt Not Subject to Limit,Unamortized Discount (-),110941,109646,108960,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,4,2024,3,08,27
2024-08-27,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,4,2024,3,08,27
2024-08-27,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,4,2024,3,08,27
2024-08-27,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,4,2024,3,08,27
2024-08-26,Debt Held by the Public,null,28066894,28067341,27930512,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,4,2024,3,08,26
2024-08-26,Intragovernmental Holdings,null,7158290,7146626,7174259,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,4,2024,3,08,26
2024-08-26,Debt Not Subject to Limit,Other Debt (-),476,476,476,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,4,2024,3,08,26
2024-08-26,Debt Not Subject to Limit,Unamortized Discount (-),109646,112264,108960,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,4,2024,3,08,26
2024-08-26,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,4,2024,3,08,26
2024-08-26,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,4,2024,3,08,26
2024-08-26,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,4,2024,3,08,26
2024-08-23,Debt Held by the Public,null,28067341,28067310,27930512,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,4,2024,3,08,23
2024-08-23,Intragovernmental Holdings,null,7146626,7143041,7174259,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,4,2024,3,08,23
2024-08-23,Debt Not Subject to Limit,Other Debt (-),476,476,476,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,4,2024,3,08,23
2024-08-23,Debt Not Subject to Limit,Unamortized Discount (-),112264,113136,108960,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,4,2024,3,08,23
2024-08-23,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,4,2024,3,08,23
2024-08-23,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,4,2024,3,08,23
2024-08-23,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,4,2024,3,08,23
2024-08-22,Debt Held by the Public,null,28067310,28056284,27930512,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,4,2024,3,08,22
2024-08-22,Intragovernmental Holdings,null,7143041,7137715,7174259,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,4,2024,3,08,22
2024-08-22,Debt Not Subject to Limit,Other Debt (-),476,476,476,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,4,2024,3,08,22
2024-08-22,Debt Not Subject to Limit,Unamortized Discount (-),113136,110398,108960,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,4,2024,3,08,22
2024-08-22,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,4,2024,3,08,22
2024-08-22,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,4,2024,3,08,22
2024-08-22,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,4,2024,3,08,22
2024-08-21,Debt Held by the Public,null,28056284,28055639,27930512,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,4,2024,3,08,21
2024-08-21,Intragovernmental Holdings,null,7137715,7160261,7174259,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,4,2024,3,08,21
2024-08-21,Debt Not Subject to Limit,Other Debt (-),476,476,476,477,IIIC,Debt Subject to Limit,Balance Transactions,4,2024,4,2024,3,08,21
2024-08-21,Debt Not Subject to Limit,Unamortized Discount (-),110398,111270,108960,90889,IIIC,Debt Subject to Limit,Balance Transactions,5,2024,4,2024,3,08,21
2024-08-21,Debt Not Subject to Limit,Federal Financing Bank (-),4514,4514,4514,5492,IIIC,Debt Subject to Limit,Balance Transactions,6,2024,4,2024,3,08,21
2024-08-21,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2024,4,2024,3,08,21
2024-08-21,Statutory Debt Limit,null,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,9,2024,4,2024,3,08,21
2024-08-20,Debt Held by the Public,null,28055639,28030148,27930512,26330142,IIIC,Debt Subject to Limit,Balance Transactions,1,2024,4,2024,3,08,20
2024-08-20,Intragovernmental Holdings,null,7160261,7147886,7174259,6837192,IIIC,Debt Subject to Limit,Balance Transactions,2,2024,4,2024,3,08,20
