ei,xi,pnl,slv,root
2025-05-16 02:05:00,2025-05-16 02:10:00,26.75,ZN#5,ZN
2025-05-16 02:10:00,2025-05-16 02:15:00,-62.535714285708195,ZB#0,ZB
2025-05-16 03:40:00,2025-05-16 03:50:00,26.75,ZB#1,ZB
2025-05-16 04:00:00,2025-05-16 04:05:00,26.75,ZB#2,ZB
2025-05-16 04:05:00,2025-05-16 04:10:00,26.75,ZN#4,ZN
2025-05-16 04:20:00,2025-05-16 04:25:00,26.75,ZB#0,ZB
2025-05-16 04:30:00,2025-05-16 04:50:00,26.75,ZN#5,ZN
2025-05-16 05:25:00,2025-05-16 05:30:00,26.75,ZN#3,ZN
2025-05-16 05:50:00,2025-05-16 05:55:00,26.75,ZB#2,ZB
2025-05-16 07:30:00,2025-05-16 07:35:00,58.0,ZB#1,ZB
2025-05-16 07:25:00,2025-05-16 08:00:00,-75.9285714285694,ZB#0,ZB
2025-05-16 08:00:00,2025-05-16 08:10:00,89.25,ZB#2,ZB
2025-05-16 10:20:00,2025-05-16 10:40:00,-42.4464285714306,ZB#0,ZB
2025-05-16 10:35:00,2025-05-16 11:00:00,58.0,ZB#2,ZB
2025-05-16 11:00:00,2025-05-16 11:05:00,-11.196428571430602,ZB#1,ZB
2025-05-16 11:40:00,2025-05-16 12:05:00,-64.7678571428612,ZB#2,ZB
2025-05-16 12:20:00,2025-05-16 12:30:00,-78.1607142857082,ZB#0,ZB
2025-05-16 12:50:00,2025-05-16 13:10:00,120.5,ZB#2,ZB
2025-05-16 19:20:00,2025-05-16 19:50:00,-61.4196428571388,ZB#0,ZB
2025-05-18 23:25:00,2025-05-18 23:40:00,58.0,ZB#1,ZB
2025-05-18 23:35:00,2025-05-19 00:00:00,-83.7410714285694,ZB#0,ZB
2025-05-19 00:00:00,2025-05-19 00:05:00,42.375,ZN#3,ZN
2025-05-19 00:00:00,2025-05-19 00:05:00,26.75,ZN#4,ZN
2025-05-19 00:05:00,2025-05-19 00:10:00,26.75,ZN#5,ZN
2025-05-19 01:45:00,2025-05-19 02:00:00,-94.9017857142918,ZB#1,ZB
2025-05-19 02:25:00,2025-05-19 02:30:00,26.75,ZN#5,ZN
2025-05-19 02:30:00,2025-05-19 02:35:00,26.75,ZN#4,ZN
2025-05-19 02:10:00,2025-05-19 02:55:00,151.75,ZB#0,ZB
2025-05-19 04:30:00,2025-05-19 05:00:00,26.75,ZN#5,ZN
2025-05-19 04:55:00,2025-05-19 05:05:00,-123.9196428571388,ZB#0,ZB
2025-05-19 05:15:00,2025-05-19 05:30:00,89.25,ZB#2,ZB
2025-05-19 05:15:00,2025-05-19 05:45:00,42.375,ZN#3,ZN
2025-05-19 05:50:00,2025-05-19 06:00:00,58.0,ZB#1,ZB
2025-05-19 06:45:00,2025-05-19 06:50:00,-18.450892857138797,ZN#5,ZN
2025-05-19 09:30:00,2025-05-19 10:15:00,120.5,ZB#0,ZB
2025-05-19 11:50:00,2025-05-19 12:00:00,-58.0714285714306,ZB#2,ZB
2025-05-19 12:30:00,2025-05-19 12:30:00,-129.5,ZB#1,ZB
2025-05-19 17:10:00,2025-05-19 17:25:00,89.25,ZB#1,ZB
2025-05-19 18:55:00,2025-05-19 19:05:00,151.75,ZB#0,ZB
2025-05-19 23:55:00,2025-05-20 00:00:00,26.75,ZB#1,ZB
2025-05-20 00:00:00,2025-05-20 00:05:00,7.776785714291805,ZN#3,ZN
2025-05-19 22:15:00,2025-05-20 00:05:00,-69.2321428571388,ZB#0,ZB
2025-05-20 00:10:00,2025-05-20 00:20:00,26.75,ZN#5,ZN
2025-05-20 00:15:00,2025-05-20 00:20:00,89.25,ZB#0,ZB
2025-05-20 01:35:00,2025-05-20 02:30:00,-4.5,ZB#2,ZB
2025-05-20 02:15:00,2025-05-20 02:55:00,26.75,ZN#5,ZN
2025-05-20 02:25:00,2025-05-20 02:55:00,58.0,ZB#0,ZB
2025-05-20 02:55:00,2025-05-20 03:05:00,-35.75,ZN#4,ZN
2025-05-20 03:10:00,2025-05-20 03:15:00,-35.75,ZB#2,ZB
2025-05-20 03:15:00,2025-05-20 03:30:00,-35.75,ZB#1,ZB
2025-05-20 04:25:00,2025-05-20 04:30:00,-31.84375,ZN#5,ZN
2025-05-20 05:00:00,2025-05-20 05:05:00,26.75,ZN#4,ZN
2025-05-20 04:30:00,2025-05-20 05:05:00,89.25,ZB#0,ZB
2025-05-20 05:30:00,2025-05-20 05:35:00,58.0,ZB#2,ZB
2025-05-20 05:30:00,2025-05-20 05:35:00,58.0,ZB#1,ZB
2025-05-20 05:30:00,2025-05-20 05:45:00,-51.375,ZN#3,ZN
