cond,mech,tpw,tr,ho,trpos,both
lifetime plan + stop-limit,imp,54.048672566371685,-2.6674549760230675,-3.0819024234932986,False,False
frictionless,imp,54.048672566371685,-1.583279033473695,-2.0024470511226324,False,False
full cost today,rev,127.38938053097345,-3.367741790028139,-3.6052837435061442,False,False
no exit slippage,rev,127.38938053097345,-3.0147686913383187,-3.2549980292204297,False,False
no commission,rev,127.38938053097345,-1.56774179002814,-1.805283743506144,False,False
lifetime plan + stop-limit,rev,127.38938053097345,-2.273957930814247,-2.513112314934715,False,False
frictionless,rev,127.38938053097345,-1.214768691338319,-1.4549980292204299,False,False
full cost today,rev,26.784660766961654,-3.4395244342226508,-5.25228644938539,False,False
no exit slippage,rev,26.784660766961654,-3.116408675116989,-4.922251525054773,False,False
no commission,rev,26.784660766961654,-1.6395244342226507,-3.4522864493853898,False,False
lifetime plan + stop-limit,rev,26.784660766961654,-2.3636549787592536,-4.172265494787021,False,False
frictionless,rev,26.784660766961654,-1.3164086751169888,-3.122251525054773,False,False
full cost today,vol,14.461651917404131,-2.71952901794735,-4.10972033973402,False,False
no exit slippage,vol,14.461651917404131,-2.375199121040133,-3.7609061104850072,False,False
no commission,vol,14.461651917404131,-0.9195290179473499,-2.3097203397340205,False,False
lifetime plan + stop-limit,vol,14.461651917404131,-1.6309310798030188,-3.0184318021846126,False,False
frictionless,vol,14.461651917404131,-0.5751991210401334,-1.9609061104850085,False,False
full cost today,vwr,64.66814159292036,-4.620818138956826,-5.551082103321007,False,False
no exit slippage,vwr,64.66814159292036,-4.262817538536532,-5.194888463074211,False,False
no commission,vwr,64.66814159292036,-2.820818138956826,-3.7510821033210062,False,False
lifetime plan + stop-limit,vwr,64.66814159292036,-3.5240177787046494,-4.4553659191729285,False,False
frictionless,vwr,64.66814159292036,-2.462817538536532,-3.3948884630742096,False,False
full cost today,imp,12.09439528023599,-6.089519236632333,-9.625350851934561,False,False
no exit slippage,imp,12.09439528023599,-5.676191354375588,-9.194895216442955,False,False
no commission,imp,12.09439528023599,-4.289519236632334,-7.825350851934561,False,False
lifetime plan + stop-limit,imp,12.09439528023599,-4.959522507278285,-8.485077470639595,False,False
frictionless,imp,12.09439528023599,-3.8761913543755875,-7.394895216442954,False,False
full cost today,imp,15.022123893805311,-4.41885122152505,-5.067081588907913,False,False
no exit slippage,imp,15.022123893805311,-4.007550301682738,-4.654460229684612,False,False
no commission,imp,15.022123893805311,-2.618851221525051,-3.2670815889079137,False,False
lifetime plan + stop-limit,imp,15.022123893805311,-3.2900706696196638,-3.937508773373933,False,False
frictionless,imp,15.022123893805311,-2.2075503016827382,-2.8544602296846127,False,False
full cost today,rev,83.94542772861357,-3.2936477539508457,-2.927611687209086,False,False
no exit slippage,rev,83.94542772861357,-2.9591855796884188,-2.593592226131241,False,False
no commission,rev,83.94542772861357,-1.4936477539508457,-1.1276116872090858,False,False
lifetime plan + stop-limit,rev,83.94542772861357,-2.210970449393389,-1.845200010562378,False,False
frictionless,rev,83.94542772861357,-1.159185579688419,-0.7935922261312416,False,False
full cost today,rev,1.9985250737463127,-1.0171536293871855,-7.7677286622130275,False,False
no exit slippage,rev,1.9985250737463127,-0.6962980144139236,-7.398681043165409,False,False
no commission,rev,1.9985250737463127,0.7828463706128145,-5.9677286622130294,True,False
lifetime plan + stop-limit,rev,1.9985250737463127,0.05735973959677283,-6.664300090784459,True,False
frictionless,rev,1.9985250737463127,1.1037019855860766,-5.598681043165411,True,False
full cost today,vwr,182.83923303834808,-3.5271469435771743,-3.895705919468028,False,False
no exit slippage,vwr,182.83923303834808,-3.1863602051303963,-3.5585872192027765,False,False
no commission,vwr,182.83923303834808,-1.7271469435771751,-2.0957059194680285,False,False
lifetime plan + stop-limit,vwr,182.83923303834808,-2.440674900509107,-2.8114346993088764,False,False
frictionless,vwr,182.83923303834808,-1.3863602051303974,-1.7585872192027765,False,False
full cost today,rev,38.4070796460177,-2.988846880772455,-3.320459344880025,False,False
no exit slippage,rev,38.4070796460177,-2.6578053732603597,-2.995713052920619,False,False
no commission,rev,38.4070796460177,-1.1888468807724555,-1.5204593448800254,False,False
lifetime plan + stop-limit,rev,38.4070796460177,-1.908221976265197,-2.2436115697043806,False,False
frictionless,rev,38.4070796460177,-0.8578053732603597,-1.1957130529206188,False,False
full cost today,imp,53.98967551622419,-5.730839829025765,-4.6115996830671495,False,False
no exit slippage,imp,53.98967551622419,-5.355066820659086,-4.242153714882838,False,False
no commission,imp,53.98967551622419,-3.930839829025765,-2.8115996830671492,False,False
lifetime plan + stop-limit,imp,53.98967551622419,-4.623376024005757,-3.507932102156562,False,False
frictionless,imp,53.98967551622419,-3.5550668206590865,-2.4421537148828376,False,False
full cost today,vol,9.041297935103245,-3.556294018678538,-3.936850166708054,False,False
no exit slippage,vol,9.041297935103245,-3.1526242939078966,-3.5388909830345865,False,False
no commission,vol,9.041297935103245,-1.756294018678539,-2.136850166708056,False,False
lifetime plan + stop-limit,vol,9.041297935103245,-2.432092183816154,-2.8160746565039747,False,False
frictionless,vol,9.041297935103245,-1.3526242939078967,-1.738890983034587,False,False
full cost today,vol,18.805309734513276,-3.882337545789049,-3.574106539606491,False,False
no exit slippage,vol,18.805309734513276,-3.512269160728554,-3.2143222560933937,False,False
no commission,vol,18.805309734513276,-2.082337545789049,-1.774106539606491,False,False
lifetime plan + stop-limit,vol,18.805309734513276,-2.778296514752751,-2.476235969498631,False,False
frictionless,vol,18.805309734513276,-1.7122691607285545,-1.4143222560933941,False,False
full cost today,rev,101.85103244837758,-3.567372381187394,-3.9855051598364657,False,False
no exit slippage,rev,101.85103244837758,-3.201119991130032,-3.61591399302059,False,False
no commission,rev,101.85103244837758,-1.7673723811873936,-2.185505159836466,False,False
lifetime plan + stop-limit,rev,101.85103244837758,-2.465620947152977,-2.8817504597469394,False,False
frictionless,rev,101.85103244837758,-1.4011199911300323,-1.81591399302059,False,False
full cost today,sqz,2.256637168141593,-5.506708793487615,-3.386446719573034,False,False
no exit slippage,sqz,2.256637168141593,-5.157570862453133,-3.041852124978439,False,False
no commission,sqz,2.256637168141593,-3.7067087934876146,-1.5864467195730338,False,False
lifetime plan + stop-limit,sqz,2.256637168141593,-4.415226034866924,-2.297689962816276,False,False
frictionless,sqz,2.256637168141593,-3.3575708624531315,-1.2418521249784393,False,False
full cost today,vol,47.65486725663717,-4.421688201806684,-4.799575615889455,False,False
no exit slippage,vol,47.65486725663717,-3.9770278090079927,-4.359931397337994,False,False
no commission,vol,47.65486725663717,-2.6216882018066845,-2.9995756158894555,False,False
lifetime plan + stop-limit,vol,47.65486725663717,-3.2728919661274705,-3.6537890847585803,False,False
frictionless,vol,47.65486725663717,-2.1770278090079938,-2.5599313973379947,False,False
full cost today,vol,119.68289085545723,-3.5219436316067108,-4.353629275010939,False,False
no exit slippage,vol,119.68289085545723,-3.1717944260256155,-3.9998433742276482,False,False
no commission,vol,119.68289085545723,-1.7219436316067105,-2.5536292750109384,False,False
lifetime plan + stop-limit,vol,119.68289085545723,-2.429854108258053,-3.2593577345409637,False,False
frictionless,vol,119.68289085545723,-1.3717944260256152,-2.199843374227649,False,False
full cost today,vwr,26.696165191740413,-3.6311620792083663,-4.234016966883613,False,False
no exit slippage,vwr,26.696165191740413,-3.2703676694989143,-3.8849603631100273,False,False
no commission,vwr,26.696165191740413,-1.8311620792083663,-2.4340169668836116,False,False
lifetime plan + stop-limit,vwr,26.696165191740413,-2.5326854333826945,-3.142583004619461,False,False
frictionless,vwr,26.696165191740413,-1.4703676694989145,-2.0849603631100266,False,False
full cost today,vwr,74.52802359882006,-2.6144922734868583,-4.185340173244681,False,False
no exit slippage,vwr,74.52802359882006,-2.1615131862844383,-3.726291032213918,False,False
no commission,vwr,74.52802359882006,-0.8144922734868585,-2.385340173244681,False,False
lifetime plan + stop-limit,vwr,74.52802359882006,-1.4607048211654055,-3.027910688626223,False,False
frictionless,vwr,74.52802359882006,-0.36151318628443824,-1.926291032213918,False,False
full cost today,vol,12.610619469026549,-4.385281262172555,-4.723293966200803,False,False
no exit slippage,vol,12.610619469026549,-3.940362720667512,-4.28030109209154,False,False
no commission,vol,12.610619469026549,-2.5852812621725545,-2.9232939662008044,False,False
lifetime plan + stop-limit,vol,12.610619469026549,-3.2363301372695297,-3.575498241735247,False,False
frictionless,vol,12.610619469026549,-2.140362720667512,-2.4803010920915405,False,False
full cost today,orb,1.5339233038348083,-3.341576871569646,-4.169209081218779,False,False
no exit slippage,orb,1.5339233038348083,-2.8585836742907342,-3.6774058025302545,False,False
no commission,orb,1.5339233038348083,-1.5415768715696465,-2.369209081218779,False,False
lifetime plan + stop-limit,orb,1.5339233038348083,-2.169780953202299,-2.9921271140056636,False,False
frictionless,orb,1.5339233038348083,-1.058583674290735,-1.8774058025302542,False,False
full cost today,imp,238.75368731563424,-3.4167582015654525,-3.3080451460014606,False,False
no exit slippage,imp,238.75368731563424,-3.05355450845327,-2.954303218687291,False,False
no commission,imp,238.75368731563424,-1.6167582015654522,-1.508045146001461,False,False
lifetime plan + stop-limit,imp,238.75368731563424,-2.3168359856981424,-2.213799989612958,False,False
frictionless,imp,238.75368731563424,-1.25355450845327,-1.154303218687291,False,False
full cost today,vol,12.640117994100295,-3.52396945164656,-3.4777356446172067,False,False
no exit slippage,vol,12.640117994100295,-3.1948935688516684,-3.157892302580653,False,False
no commission,vol,12.640117994100295,-1.7239694516465598,-1.6777356446172063,False,False
lifetime plan + stop-limit,vol,12.640117994100295,-2.444523921969624,-2.403829639395273,False,False
frictionless,vol,12.640117994100295,-1.3948935688516688,-1.3578923025806529,False,False
full cost today,vwr,87.78023598820059,-3.4527513154622738,-4.0672966303522635,False,False
no exit slippage,vwr,87.78023598820059,-3.1059726962108196,-3.7159355988336387,False,False
no commission,vwr,87.78023598820059,-1.6527513154622737,-2.2672966303522637,False,False
lifetime plan + stop-limit,vwr,87.78023598820059,-2.3626841439114012,-2.974480011441088,False,False
frictionless,vwr,87.78023598820059,-1.3059726962108196,-1.9159355988336393,False,False
full cost today,sqz,76.0693215339233,-3.1861466311417903,-3.2715390066250447,False,False
no exit slippage,sqz,76.0693215339233,-2.715437219528556,-2.8007776251493777,False,False
no commission,sqz,76.0693215339233,-1.3861466311417916,-1.471539006625045,False,False
lifetime plan + stop-limit,sqz,76.0693215339233,-2.0217209841738493,-2.1070821777396445,False,False
frictionless,sqz,76.0693215339233,-0.915437219528556,-1.0007776251493778,False,False
full cost today,imp,89.2330383480826,-3.053579967208221,-4.391185699818221,False,False
no exit slippage,imp,89.2330383480826,-2.632986886483345,-3.965142294142094,False,False
no commission,imp,89.2330383480826,-1.2535799672082217,-2.591185699818221,False,False
lifetime plan + stop-limit,imp,89.2330383480826,-1.9192241187732952,-3.253559656412544,False,False
frictionless,imp,89.2330383480826,-0.8329868864833454,-2.165142294142094,False,False
full cost today,rev,64.85250737463127,-3.2316484871314155,-3.131891001307734,False,False
no exit slippage,rev,64.85250737463127,-2.872941577825305,-2.785945055361788,False,False
no commission,rev,64.85250737463127,-1.4316484871314155,-1.331891001307734,False,False
lifetime plan + stop-limit,rev,64.85250737463127,-2.134424341547749,-2.0423234337401652,False,False
frictionless,rev,64.85250737463127,-1.072941577825305,-0.9859450553617881,False,False
full cost today,orb,5.051622418879056,-2.5152773550131218,2.941134088893756,False,False
no exit slippage,orb,5.051622418879056,-2.1108948848935998,3.320915509658783,False,False
no commission,orb,5.051622418879056,-0.7152773550131213,4.741134088893755,False,False
lifetime plan + stop-limit,orb,5.051622418879056,-1.390647872941408,4.05100294135277,False,False
frictionless,orb,5.051622418879056,-0.3108948848935994,5.120915509658782,False,False
full cost today,imp,13.591445427728614,-10.101191399037672,-5.250544712996604,False,False
no exit slippage,imp,13.591445427728614,-9.716181132097223,-4.908921676347389,False,False
no commission,imp,13.591445427728614,-8.301191399037672,-3.4505447129966043,False,False
lifetime plan + stop-limit,imp,13.591445427728614,-8.9881852388734,-4.163570891007075,False,False
frictionless,imp,13.591445427728614,-7.91618113209722,-3.1089216763473897,False,False
full cost today,orb,6.039823008849558,-3.3264578102905453,-3.744231886354966,False,False
no exit slippage,orb,6.039823008849558,-2.879562385453944,-3.2901256061617294,False,False
no commission,orb,6.039823008849558,-1.5264578102905448,-1.9442318863549664,False,False
lifetime plan + stop-limit,orb,6.039823008849558,-2.176320555388584,-2.589768118239024,False,False
frictionless,orb,6.039823008849558,-1.0795623854539436,-1.4901256061617296,False,False
full cost today,rev,6.969026548672566,-4.693014892781766,-10.41524783955984,False,False
no exit slippage,rev,6.969026548672566,-4.285390259350681,-9.996996888989496,False,False
no commission,rev,6.969026548672566,-2.893014892781766,-8.61524783955984,False,False
lifetime plan + stop-limit,rev,6.969026548672566,-3.5664401127231145,-9.282297269217636,False,False
frictionless,rev,6.969026548672566,-2.4853902593506807,-8.1969968889895,False,False
full cost today,vol,20.14749262536873,-3.4371739524520164,-4.996884575864654,False,False
no exit slippage,vol,20.14749262536873,-3.0852857719713893,-4.637577216557295,False,False
no commission,vol,20.14749262536873,-1.637173952452017,-3.196884575864654,False,False
lifetime plan + stop-limit,vol,20.14749262536873,-2.3440410441636392,-3.899300160280237,False,False
frictionless,vol,20.14749262536873,-1.2852857719713893,-2.8375772165572943,False,False
full cost today,vwr,37.551622418879056,-4.4519482425225325,-5.415829625748069,False,False
no exit slippage,vwr,37.551622418879056,-4.110690573810876,-5.077270303714171,False,False
no commission,vwr,37.551622418879056,-2.651948242522532,-3.6158296257480687,False,False
lifetime plan + stop-limit,vwr,37.551622418879056,-3.365193641295537,-4.330694032527731,False,False
frictionless,vwr,37.551622418879056,-2.3106905738108754,-3.277270303714171,False,False
full cost today,vol,5.442477876106195,-5.235325871402333,-1.7255084965250391,False,False
no exit slippage,vol,5.442477876106195,-4.873135058681485,-1.3912061709436438,False,False
no commission,vol,5.442477876106195,-3.4353258714023336,0.07449150347496057,False,False
lifetime plan + stop-limit,vol,5.442477876106195,-4.136011383769824,-0.6429271011762011,False,False
frictionless,vol,5.442477876106195,-3.0731350586814856,0.4087938290563559,False,False
full cost today,vol,16.025073746312685,-3.305729217969529,-3.2632010160891527,False,False
no exit slippage,vol,16.025073746312685,-2.9732984117120074,-2.945197102194828,False,False
no commission,vol,16.025073746312685,-1.5057292179695285,-1.4632010160891504,False,False
lifetime plan + stop-limit,vol,16.025073746312685,-2.224270734215016,-2.1903986677525564,False,False
frictionless,vol,16.025073746312685,-1.1732984117120075,-1.1451971021948257,False,False
full cost today,vol,42.60324483775811,-4.519187099333804,-4.603954757705565,False,False
no exit slippage,vol,42.60324483775811,-4.150098287338417,-4.242651012906674,False,False
no commission,vol,42.60324483775811,-2.7191870993338036,-2.803954757705566,False,False
lifetime plan + stop-limit,vol,42.60324483775811,-3.4157338121365712,-3.5051725108262306,False,False
frictionless,vol,42.60324483775811,-2.350098287338417,-2.4426510129066754,False,False
full cost today,orb,3.62094395280236,-2.4593929870072326,-2.1280423406281392,False,False
no exit slippage,orb,3.62094395280236,-2.006354312974083,-1.6939338134963569,False,False
no commission,orb,3.62094395280236,-0.6593929870072334,-0.32804234062814075,False,False
lifetime plan + stop-limit,orb,3.62094395280236,-1.3055697825873431,-0.9855772243490706,False,False
frictionless,orb,3.62094395280236,-0.20635431297408416,0.10606618650364216,False,False
full cost today,vwr,7.610619469026549,-3.71309239207529,-4.014646436530361,False,False
no exit slippage,vwr,7.610619469026549,-3.242622593417572,-3.5355523598753082,False,False
no commission,vwr,7.610619469026549,-1.9130923920752907,-2.2146464365303595,False,False
lifetime plan + stop-limit,vwr,7.610619469026549,-2.5488105128806597,-2.8451899905373286,False,False
frictionless,vwr,7.610619469026549,-1.4426225934175727,-1.7355523598753073,False,False
full cost today,vwr,29.43952802359882,-3.8718017721769833,-7.942693451853658,False,False
no exit slippage,vwr,29.43952802359882,-3.5096972329747826,-7.565387178790926,False,False
no commission,vwr,29.43952802359882,-2.0718017721769835,-6.142693451853657,False,False
lifetime plan + stop-limit,vwr,29.43952802359882,-2.772539048655662,-6.834309688016018,False,False
frictionless,vwr,29.43952802359882,-1.7096972329747826,-5.7653871787909265,False,False
full cost today,vwr,24.542772861356934,-3.7347305946703813,-3.913615875482401,False,False
no exit slippage,vwr,24.542772861356934,-3.3618910884975413,-3.540007857665029,False,False
no commission,vwr,24.542772861356934,-1.9347305946703812,-2.113615875482401,False,False
lifetime plan + stop-limit,vwr,24.542772861356934,-2.629026890966677,-2.807451064791978,False,False
frictionless,vwr,24.542772861356934,-1.5618910884975417,-1.7400078576650293,False,False
full cost today,imp,22.942477876106196,-4.021198479942276,-3.4846020425870017,False,False
no exit slippage,imp,22.942477876106196,-3.6935894971153274,-3.1584115663965258,False,False
no commission,imp,22.942477876106196,-2.221198479942277,-1.6846020425870019,False,False
lifetime plan + stop-limit,imp,22.942477876106196,-2.9426330902461073,-2.4068877568727163,False,False
frictionless,imp,22.942477876106196,-1.8935894971153284,-1.3584115663965257,False,False
full cost today,rev,18.525073746312685,-3.279887346022094,-3.6897555607582326,False,False
no exit slippage,rev,18.525073746312685,-2.897779886449846,-3.3174866531952074,False,False
no commission,rev,18.525073746312685,-1.4798873460220947,-1.8897555607582326,False,False
lifetime plan + stop-limit,rev,18.525073746312685,-2.168622870278746,-2.5843942162204177,False,False
frictionless,rev,18.525073746312685,-1.0977798864498463,-1.5174866531952074,False,False
full cost today,sqz,39.52802359882006,-2.880618506717379,-2.920634955922141,False,False
no exit slippage,sqz,39.52802359882006,-2.5303198506695943,-2.5786081302887576,False,False
no commission,sqz,39.52802359882006,-1.0806185067173797,-1.1206349559221411,False,False
lifetime plan + stop-limit,sqz,39.52802359882006,-1.7884393130887084,-1.8334188605421102,False,False
frictionless,sqz,39.52802359882006,-0.7303198506695948,-0.7786081302887581,False,False
full cost today,vwr,30.02949852507375,-4.288619449223847,-7.228392934843845,False,False
no exit slippage,vwr,30.02949852507375,-3.9361162806560404,-6.872497738337296,False,False
no commission,vwr,30.02949852507375,-2.4886194492238483,-5.4283929348438456,False,False
lifetime plan + stop-limit,vwr,30.02949852507375,-3.1951175480831626,-6.132855816939914,False,False
frictionless,vwr,30.02949852507375,-2.1361162806560405,-5.072497738337295,False,False
full cost today,orb,1.2094395280235988,3.98908691194807,-11.516802966625782,True,False
no exit slippage,orb,1.2094395280235988,4.308317681178839,-11.149155907802253,True,False
no commission,orb,1.2094395280235988,5.789086911948068,-9.716802966625785,True,False
lifetime plan + stop-limit,orb,1.2094395280235988,5.062625373486531,-10.41421473133167,True,False
frictionless,orb,1.2094395280235988,6.108317681178837,-9.349155907802256,True,False
full cost today,orb,1.084070796460177,-3.254224230138232,6.904896172698421,False,False
no exit slippage,orb,1.084070796460177,-2.8964260650006173,7.194369856908946,False,False
no commission,orb,1.084070796460177,-1.4542242301382313,8.704896172698419,False,False
lifetime plan + stop-limit,orb,1.084070796460177,-2.1575453310556623,7.960580383224733,False,False
frictionless,orb,1.084070796460177,-1.0964260650006166,8.994369856908945,False,False
full cost today,sqz,13.989675516224189,-3.334294074514704,-3.5991676053636095,False,False
no exit slippage,sqz,13.989675516224189,-2.977351578021016,-3.24884913402603,False,False
no commission,sqz,13.989675516224189,-1.5342940745147045,-1.7991676053636103,False,False
lifetime plan + stop-limit,sqz,13.989675516224189,-2.2381285766184913,-2.506976522561062,False,False
frictionless,sqz,13.989675516224189,-1.1773515780210158,-1.4488491340260305,False,False
full cost today,vol,67.13864306784662,-3.8589463566505464,-6.006953531801769,False,False
no exit slippage,vol,67.13864306784662,-3.5085245998151775,-5.657088181712003,False,False
no commission,vol,67.13864306784662,-2.0589463566505466,-4.206953531801769,False,False
lifetime plan + stop-limit,vol,67.13864306784662,-2.766693302549325,-4.9150343217479096,False,False
frictionless,vol,67.13864306784662,-1.7085245998151772,-3.857088181712003,False,False
full cost today,vol,36.150442477876105,-5.449676817921224,-4.067169914859547,False,False
no exit slippage,vol,36.150442477876105,-5.047420156692296,-3.672562071722292,False,False
no commission,vol,36.150442477876105,-3.6496768179212244,-2.267169914859547,False,False
lifetime plan + stop-limit,vol,36.150442477876105,-4.326322821183866,-2.9484052089771944,False,False
frictionless,vol,36.150442477876105,-3.2474201566922956,-1.8725620717222922,False,False
full cost today,rev,138.8053097345133,-3.430861854138155,-3.5814858607735287,False,False
no exit slippage,rev,138.8053097345133,-3.025703374975881,-3.188278806560596,False,False
no commission,rev,138.8053097345133,-1.6308618541381557,-1.7814858607735287,False,False
lifetime plan + stop-limit,rev,138.8053097345133,-2.305766766640792,-2.4635616282457695,False,False
frictionless,rev,138.8053097345133,-1.2257033749758814,-1.3882788065605958,False,False
full cost today,imp,51.939528023598825,-3.7872002736184958,-4.66075723084928,False,False
no exit slippage,imp,51.939528023598825,-3.430138878446475,-4.290667444092826,False,False
no commission,imp,51.939528023598825,-1.9872002736184962,-2.8607572308492797,False,False
lifetime plan + stop-limit,imp,51.939528023598825,-2.690963436515283,-3.556703358795407,False,False
frictionless,imp,51.939528023598825,-1.6301388784464756,-2.4906674440928263,False,False
full cost today,imp,36.85840707964602,-3.881496634064173,-4.282359256956831,False,False
no exit slippage,imp,36.85840707964602,-3.469805091775616,-3.8722143294205993,False,False
no commission,imp,36.85840707964602,-2.081496634064174,-2.482359256956832,False,False
lifetime plan + stop-limit,imp,36.85840707964602,-2.7524817086910405,-3.1542723004350925,False,False
frictionless,imp,36.85840707964602,-1.6698050917756169,-2.0722143294206004,False,False
full cost today,vol,31.570796460176993,-3.2869025276059847,-3.4041239694231646,False,False
no exit slippage,vol,31.570796460176993,-2.822616813320271,-2.950890138577394,False,False
no commission,vol,31.570796460176993,-1.4869025276059855,-1.6041239694231655,False,False
lifetime plan + stop-limit,vol,31.570796460176993,-2.1263310990345565,-2.250183670915703,False,False
frictionless,vol,31.570796460176993,-1.022616813320271,-1.1508901385773944,False,False
full cost today,vol,38.89380530973452,-4.295521252970544,-5.057147688403948,False,False
no exit slippage,vol,38.89380530973452,-3.919850412183424,-4.675810436383374,False,False
no commission,vol,38.89380530973452,-2.4955212529705446,-3.257147688403948,False,False
lifetime plan + stop-limit,vol,38.89380530973452,-3.1881187484982716,-3.946345337191602,False,False
frictionless,vol,38.89380530973452,-2.1198504121834247,-2.8758104363833747,False,False
full cost today,vwr,518.4734513274336,-3.0634672229833484,-3.099580312151948,False,False
no exit slippage,vwr,518.4734513274336,-2.5980150569868385,-2.632257634261043,False,False
no commission,vwr,518.4734513274336,-1.2634672229833488,-1.2995803121519482,False,False
lifetime plan + stop-limit,vwr,518.4734513274336,-1.9021959233854422,-1.9371867054174048,False,False
frictionless,vwr,518.4734513274336,-0.7980150569868386,-0.8322576342610433,False,False
full cost today,orb,1.3495575221238938,-4.079849126209713,1.225588171014926,False,False
no exit slippage,orb,1.3495575221238938,-3.7237340182960437,1.5210427164694713,False,False
no commission,orb,1.3495575221238938,-2.2798491262097125,3.0255881710149257,False,False
lifetime plan + stop-limit,orb,1.3495575221238938,-2.98418006146151,2.2848608982876537,False,False
frictionless,orb,1.3495575221238938,-1.9237340182960436,3.321042716469471,False,False
full cost today,sqz,1.5117994100294987,-5.312154749839674,-6.097782980299219,False,False
no exit slippage,sqz,1.5117994100294987,-4.863878887770708,-5.64778298029922,False,False
no commission,sqz,1.5117994100294987,-3.512154749839675,-4.297782980299219,False,False
lifetime plan + stop-limit,sqz,1.5117994100294987,-4.161189232598296,-4.945782980299219,False,False
frictionless,sqz,1.5117994100294987,-3.0638788877707093,-3.8477829802992196,False,False
full cost today,vol,18.679941002949853,-4.0254775413189305,-2.0987639405395884,False,False
no exit slippage,vol,18.679941002949853,-3.6778413645460635,-1.7563448604714456,False,False
no commission,vol,18.679941002949853,-2.2254775413189303,-0.2987639405395891,False,False
lifetime plan + stop-limit,vol,18.679941002949853,-2.9348958352552095,-1.0113124924987043,False,False
frictionless,vol,18.679941002949853,-1.8778413645460628,0.04365513952855398,False,False
full cost today,rev,78.62094395280236,-2.563225542828434,-2.1785126953472282,False,False
no exit slippage,rev,78.62094395280236,-2.2182990905721387,-1.838042820394594,False,False
no commission,rev,78.62094395280236,-0.7632255428284341,-0.3785126953472283,False,False
lifetime plan + stop-limit,rev,78.62094395280236,-1.474269671474656,-1.0922307703756473,False,False
frictionless,rev,78.62094395280236,-0.418299090572139,-0.03804282039459472,False,False
full cost today,vol,10.479351032448378,-3.2284615282841833,-3.758813447006487,False,False
no exit slippage,vol,10.479351032448378,-2.862816803306726,-3.3822108829039226,False,False
no commission,vol,10.479351032448378,-1.428461528284183,-1.958813447006487,False,False
lifetime plan + stop-limit,vol,10.479351032448378,-2.127074693297708,-2.6508519085449476,False,False
frictionless,vol,10.479351032448378,-1.062816803306726,-1.582210882903923,False,False
full cost today,vwr,28.65044247787611,-9.047283960011343,-10.909503118162702,False,False
no exit slippage,vwr,28.65044247787611,-8.649759888484521,-10.513392575685732,False,False
no commission,vwr,28.65044247787611,-7.247283960011345,-9.109503118162701,False,False
lifetime plan + stop-limit,vwr,28.65044247787611,-7.9267695170952495,-9.78983679267652,False,False
frictionless,vwr,28.65044247787611,-6.849759888484521,-8.713392575685731,False,False
full cost today,vwr,13.613569321533923,-3.2359264411660393,-3.4903587470698767,False,False
no exit slippage,vwr,13.613569321533923,-2.8907870289580515,-3.1387209821373134,False,False
no commission,vwr,13.613569321533923,-1.43592644116604,-1.6903587470698762,False,False
lifetime plan + stop-limit,vwr,13.613569321533923,-2.1468427938412455,-2.3973760881103376,False,False
frictionless,vwr,13.613569321533923,-1.090787028958052,-1.3387209821373136,False,False
full cost today,vol,52.08702064896755,-3.6578696006424067,-4.057021772057147,False,False
no exit slippage,vol,52.08702064896755,-3.290294874951903,-3.691236741106106,False,False
no commission,vol,52.08702064896755,-1.8578696006424067,-2.2570217720571475,False,False
lifetime plan + stop-limit,vol,52.08702064896755,-2.5553247652281037,-2.9555507534865213,False,False
frictionless,vol,52.08702064896755,-1.4902948749519036,-1.8912367411061064,False,False
full cost today,imp,13.761061946902656,-2.071112900265558,-5.0390230999942025,False,False
no exit slippage,imp,13.761061946902656,-1.684846805844957,-4.644792330763434,False,False
no commission,imp,13.761061946902656,-0.27111290026555845,-3.2390230999942013,False,False
lifetime plan + stop-limit,imp,13.761061946902656,-0.9573532436131968,-3.9204846384557395,False,False
frictionless,imp,13.761061946902656,0.11515319415504241,-2.844792330763432,True,False
full cost today,rev,34.02654867256637,-3.4952441828839955,-3.5182416332800335,False,False
no exit slippage,rev,34.02654867256637,-3.042435194119951,-3.0628336636405646,False,False
no commission,rev,34.02654867256637,-1.6952441828839964,-1.7182416332800339,False,False
lifetime plan + stop-limit,rev,34.02654867256637,-2.3415587896255685,-2.3629968514963515,False,False
frictionless,rev,34.02654867256637,-1.2424351941199514,-1.2628336636405653,False,False
full cost today,imp,34.5353982300885,-2.5269615589377388,-3.237577226132961,False,False
no exit slippage,imp,34.5353982300885,-2.1830116284787677,-2.8878529614270785,False,False
no commission,imp,34.5353982300885,-0.7269615589377393,-1.4375772261329616,False,False
lifetime plan + stop-limit,imp,34.5353982300885,-1.4385916006623558,-2.145742667309431,False,False
frictionless,imp,34.5353982300885,-0.3830116284787684,-1.0878529614270793,False,False
full cost today,sqz,12.898230088495575,-3.844364376921985,-4.267383968673309,False,False
no exit slippage,sqz,12.898230088495575,-3.4539637722356655,-3.871844062570023,False,False
no commission,sqz,12.898230088495575,-2.044364376921985,-2.46738396867331,False,False
lifetime plan + stop-limit,sqz,12.898230088495575,-2.7281240141101937,-3.1480600250113375,False,False
frictionless,sqz,12.898230088495575,-1.653963772235666,-2.0718440625700234,False,False
full cost today,rev,33.266961651917406,-3.690335203697998,-1.8291131800203004,False,False
no exit slippage,rev,33.266961651917406,-3.2015498847349924,-1.3490575213932132,False,False
