cond,mech,tpw,tr,ho,trpos,both
full cost today,vwr,53.80530973451328,-3.5157161354630215,-4.035595404251289,False,False
no exit slippage,vwr,53.80530973451328,-3.145094459321448,-3.6576789636652873,False,False
no commission,vwr,53.80530973451328,-1.715716135463021,-2.235595404251289,False,False
lifetime plan + stop-limit,vwr,53.80530973451328,-2.4113431297780763,-2.9268455398996873,False,False
frictionless,vwr,53.80530973451328,-1.3450944593214476,-1.857678963665288,False,False
full cost today,orb,0.9660766961651918,-5.160648764775697,-7.832237497821958,False,False
no exit slippage,orb,0.9660766961651918,-4.737968352404563,-7.435178674292548,False,False
no commission,orb,0.9660766961651918,-3.360648764775697,-6.032237497821959,False,False
lifetime plan + stop-limit,orb,0.9660766961651918,-4.025040517353015,-6.71200220370431,False,False
frictionless,orb,0.9660766961651918,-2.937968352404563,-5.635178674292547,False,False
full cost today,rev,13.517699115044248,-3.6908168813782702,-1.7644255099422645,False,False
no exit slippage,rev,13.517699115044248,-3.330422344200729,-1.4032604613985755,False,False
no commission,rev,13.517699115044248,-1.8908168813782706,0.03557449005773608,False,False
lifetime plan + stop-limit,rev,13.517699115044248,-2.5925801590717454,-0.6657264808160499,False,False
frictionless,rev,13.517699115044248,-1.530422344200729,0.3967395386014254,False,False
full cost today,rev,18.25221238938053,-5.298878013020305,-9.13661118041763,False,False
no exit slippage,rev,18.25221238938053,-4.92605375698437,-8.738196194826852,False,False
no commission,rev,18.25221238938053,-3.4988780130203057,-7.33661118041763,False,False
lifetime plan + stop-limit,rev,18.25221238938053,-4.193183459398743,-8.015562189063163,False,False
frictionless,rev,18.25221238938053,-3.1260537569843705,-6.938196194826852,False,False
full cost today,imp,96.82153392330383,-4.707304571650884,-5.556768632954644,False,False
no exit slippage,imp,96.82153392330383,-4.270699877959936,-5.117785066308266,False,False
no commission,imp,96.82153392330383,-2.907304571650884,-3.756768632954645,False,False
lifetime plan + stop-limit,imp,96.82153392330383,-3.5633417554363147,-4.411378492966818,False,False
frictionless,imp,96.82153392330383,-2.470699877959936,-3.317785066308266,False,False
full cost today,vwr,16.135693215339234,-4.517988486728493,-4.117780447447364,False,False
no exit slippage,vwr,16.135693215339234,-4.1815123523737485,-3.793951526877099,False,False
no commission,vwr,16.135693215339234,-2.7179884867284922,-2.3177804474473644,False,False
lifetime plan + stop-limit,vwr,16.135693215339234,-3.4341028061156447,-3.041483095105205,False,False
frictionless,vwr,16.135693215339234,-2.3815123523737483,-1.9939515268770998,False,False
full cost today,imp,48.96755162241888,-3.437259622399579,-3.753709445450658,False,False
no exit slippage,imp,48.96755162241888,-3.0222043737807947,-3.333862117206383,False,False
no commission,imp,48.96755162241888,-1.637259622399579,-1.953709445450658,False,False
lifetime plan + stop-limit,imp,48.96755162241888,-2.3062264732283073,-2.619801048504092,False,False
frictionless,imp,48.96755162241888,-1.2222043737807946,-1.5338621172063833,False,False
full cost today,vwr,6.275811209439528,-2.5430097336978514,-5.268186652610342,False,False
no exit slippage,vwr,6.275811209439528,-2.2170335027980212,-4.9342171869614875,False,False
no commission,vwr,6.275811209439528,-0.7430097336978522,-3.4681866526103433,False,False
lifetime plan + stop-limit,vwr,6.275811209439528,-1.4654239951579533,-4.185804973221031,False,False
frictionless,vwr,6.275811209439528,-0.417033502798022,-3.1342171869614885,False,False
full cost today,vol,25.13274336283186,-3.9945779394661325,-3.5541205860927825,False,False
no exit slippage,vol,25.13274336283186,-3.585765678929734,-3.1524915134110776,False,False
no commission,vol,25.13274336283186,-2.1945779394661327,-1.7541205860927829,False,False
lifetime plan + stop-limit,vol,25.13274336283186,-2.8672905831442934,-2.4311431424837595,False,False
frictionless,vol,25.13274336283186,-1.7857656789297343,-1.3524915134110786,False,False
full cost today,rev,378.69469026548677,-3.737688188383967,-4.0334965356087515,False,False
no exit slippage,rev,378.69469026548677,-3.3640113515221985,-3.6640110979574674,False,False
no commission,rev,378.69469026548677,-1.9376881883839665,-2.233496535608752,False,False
lifetime plan + stop-limit,rev,378.69469026548677,-2.6314820862669057,-2.9298052730179807,False,False
frictionless,rev,378.69469026548677,-1.5640113515221983,-1.8640110979574676,False,False
full cost today,vwr,33.11209439528024,-4.19861638044438,-8.895717832736466,False,False
no exit slippage,vwr,33.11209439528024,-3.8444113466813357,-8.520717832736466,False,False
no commission,vwr,33.11209439528024,-2.3986163804443805,-7.095717832736466,False,False
lifetime plan + stop-limit,vwr,33.11209439528024,-3.1040933601865537,-7.788717832736467,False,False
frictionless,vwr,33.11209439528024,-2.0444113466813354,-6.720717832736466,False,False
full cost today,vol,99.66076696165192,-3.0857457219853077,-1.3040344151347336,False,False
no exit slippage,vol,99.66076696165192,-2.6738869030189547,-0.8975989262250179,False,False
no commission,vol,99.66076696165192,-1.2857457219853083,0.49596558486526604,False,False
lifetime plan + stop-limit,vol,99.66076696165192,-1.9566304306054954,-0.17817312178890382,False,False
frictionless,vol,99.66076696165192,-0.8738869030189553,0.9024010737749817,False,False
full cost today,vol,32.418879056047196,-4.488156856615911,-3.210697117277894,False,False
no exit slippage,vol,32.418879056047196,-4.127996190147598,-2.860455571384174,False,False
no commission,vol,32.418879056047196,-2.6881568566159104,-1.410697117277894,False,False
lifetime plan + stop-limit,vol,32.418879056047196,-3.390060456734921,-2.118552189741661,False,False
frictionless,vol,32.418879056047196,-2.3279961901475974,-1.0604555713841741,False,False
full cost today,vwr,119.9188790560472,-3.827467619283971,-4.203998899659968,False,False
no exit slippage,vwr,119.9188790560472,-3.4585351824194257,-3.8369632293032643,False,False
no commission,vwr,119.9188790560472,-2.0274676192839713,-2.403998899659968,False,False
lifetime plan + stop-limit,vwr,119.9188790560472,-2.724108157165243,-3.101777497445944,False,False
frictionless,vwr,119.9188790560472,-1.6585351824194259,-2.0369632293032645,False,False
full cost today,imp,66.28318584070797,-3.514893596545395,-4.274100734072154,False,False
no exit slippage,imp,66.28318584070797,-3.1671643000182357,-3.921434067405487,False,False
no commission,imp,66.28318584070797,-1.714893596545395,-2.4741007340721537,False,False
lifetime plan + stop-limit,imp,66.28318584070797,-2.424256018629099,-3.180500734072154,False,False
frictionless,imp,66.28318584070797,-1.3671643000182356,-2.1214340674054872,False,False
full cost today,vol,28.089970501474927,-3.406922285834152,-4.104398228839422,False,False
no exit slippage,vol,28.089970501474927,-3.073824940701409,-3.769032375180884,False,False
no commission,vol,28.089970501474927,-1.6069222858341523,-2.304398228839421,False,False
lifetime plan + stop-limit,vol,28.089970501474927,-2.3250638787545053,-3.0211787166442985,False,False
frictionless,vol,28.089970501474927,-1.273824940701409,-1.9690323751808845,False,False
full cost today,orb,0.8480825958702065,-3.743592618812537,-4.537546452321236,False,False
no exit slippage,orb,0.8480825958702065,-3.274080423690586,-4.037546452321236,False,False
no commission,orb,0.8480825958702065,-1.9435926188125368,-2.737546452321236,False,False
lifetime plan + stop-limit,orb,0.8480825958702065,-2.579885301739366,-3.3555464523212364,False,False
frictionless,orb,0.8480825958702065,-1.4740804236905853,-2.237546452321236,False,False
full cost today,vol,60.051622418879056,-4.323396316636633,-3.537712123887934,False,False
no exit slippage,vol,60.051622418879056,-3.9708591479229938,-3.1924435816884453,False,False
no commission,vol,60.051622418879056,-2.523396316636633,-1.737712123887934,False,False
lifetime plan + stop-limit,vol,60.051622418879056,-3.2298740154084484,-2.448550998568241,False,False
frictionless,vol,60.051622418879056,-2.1708591479229935,-1.3924435816884455,False,False
full cost today,rev,6.98377581120944,-4.278130513828073,-6.851696027370712,False,False
no exit slippage,rev,6.98377581120944,-3.9249884373253408,-6.49588207388234,False,False
no commission,rev,6.98377581120944,-2.4781305138280745,-5.051696027370713,False,False
lifetime plan + stop-limit,rev,6.98377581120944,-3.184245267926434,-5.756207655277693,False,False
frictionless,rev,6.98377581120944,-2.124988437325342,-4.695882073882341,False,False
full cost today,vwr,114.25516224188792,-3.6489814235233204,-3.911222634901765,False,False
no exit slippage,vwr,114.25516224188792,-3.2028649600567,-3.460239638089863,False,False
no commission,vwr,114.25516224188792,-1.848981423523321,-2.111222634901765,False,False
lifetime plan + stop-limit,vwr,114.25516224188792,-2.499311545443347,-2.758632836814622,False,False
frictionless,vwr,114.25516224188792,-1.4028649600566998,-1.6602396380898627,False,False
full cost today,imp,2.5,-4.239291175432373,-6.944427319603494,False,False
no exit slippage,imp,2.5,-3.86272213777547,-6.529427319603494,False,False
no commission,imp,2.5,-2.4392911754323756,-5.144427319603497,False,False
lifetime plan + stop-limit,imp,2.5,-3.131349752838233,-5.813427319603497,False,False
frictionless,imp,2.5,-2.062722137775472,-4.729427319603497,False,False
full cost today,vwr,90.57522123893806,-3.8115199909556114,-4.2591647796195975,False,False
no exit slippage,vwr,90.57522123893806,-3.4625122256406855,-3.9131514905830524,False,False
no commission,vwr,90.57522123893806,-2.011519990955612,-2.4591647796195977,False,False
lifetime plan + stop-limit,vwr,90.57522123893806,-2.7201153317666553,-3.16955680619767,False,False
frictionless,vwr,90.57522123893806,-1.6625122256406852,-2.1131514905830526,False,False
full cost today,rev,64.81563421828909,-4.065261217850619,-4.795445063709462,False,False
no exit slippage,rev,64.81563421828909,-3.7043180497732306,-4.4332729514223015,False,False
no commission,rev,64.81563421828909,-2.265261217850619,-2.9954450637094623,False,False
lifetime plan + stop-limit,rev,64.81563421828909,-2.9666953170041848,-3.696141796337164,False,False
frictionless,rev,64.81563421828909,-1.904318049773231,-2.6332729514223017,False,False
full cost today,sqz,7.839233038348083,-2.331517637145632,-5.492634258478996,False,False
no exit slippage,sqz,7.839233038348083,-1.9665176371456323,-5.1314175284409735,False,False
no commission,sqz,7.839233038348083,-0.5315176371456326,-3.692634258478996,False,False
lifetime plan + stop-limit,sqz,7.839233038348083,-1.2305176371456321,-4.393904220456182,False,False
frictionless,sqz,7.839233038348083,-0.16651763714563259,-3.3314175284409733,False,False
full cost today,vol,28.66519174041298,-3.540785969014071,-3.6135359439920705,False,False
no exit slippage,vol,28.66519174041298,-3.152411483417362,-3.2288809491414012,False,False
no commission,vol,28.66519174041298,-1.7407859690140708,-1.8135359439920715,False,False
lifetime plan + stop-limit,vol,28.66519174041298,-2.4257612776560444,-2.500742947081668,False,False
frictionless,vol,28.66519174041298,-1.3524114834173628,-1.428880949141402,False,False
full cost today,sqz,27.07227138643068,-3.368226173857735,-3.788475322549878,False,False
no exit slippage,sqz,27.07227138643068,-2.9325664137704948,-3.3498883660281393,False,False
no commission,sqz,27.07227138643068,-1.5682261738577359,-1.9884753225498788,False,False
lifetime plan + stop-limit,sqz,27.07227138643068,-2.224830317805391,-2.643323148636836,False,False
frictionless,sqz,27.07227138643068,-1.132566413770495,-1.5498883660281397,False,False
full cost today,rev,94.41740412979351,-4.221813942739358,-4.549745392722417,False,False
no exit slippage,rev,94.41740412979351,-3.8123614147376834,-4.1403607773378015,False,False
no commission,rev,94.41740412979351,-2.421813942739359,-2.749745392722418,False,False
lifetime plan + stop-limit,rev,94.41740412979351,-3.0941424259383545,-3.4221146234916495,False,False
frictionless,rev,94.41740412979351,-2.012361414737684,-2.340360777337803,False,False
full cost today,orb,1.0914454277286136,-6.861469803030983,-1.220085217499338,False,False
no exit slippage,orb,1.0914454277286136,-6.512413199257397,-0.8986566460707666,False,False
no commission,orb,1.0914454277286136,-5.061469803030982,0.5799147825006609,False,False
lifetime plan + stop-limit,orb,1.0914454277286136,-5.77003584076683,-0.14522807464219664,False,False
frictionless,orb,1.0914454277286136,-4.712413199257397,0.9013433539292324,False,False
full cost today,orb,1.032448377581121,-1.6652770393854952,1.601041641060425,False,False
no exit slippage,orb,1.032448377581121,-1.23739242400088,2.0315971966159805,False,False
no commission,orb,1.032448377581121,0.13472296061450406,3.4010416410604245,True,True
lifetime plan + stop-limit,orb,1.032448377581121,-0.5265462701547254,2.741374974393759,False,False
frictionless,orb,1.032448377581121,0.5626075759991195,3.83159719661598,True,True
full cost today,imp,81.15781710914455,-3.6580155949474937,-3.5205692772694177,False,False
no exit slippage,imp,81.15781710914455,-3.3344896795884824,-3.2027906424834556,False,False
no commission,imp,81.15781710914455,-1.858015594947494,-1.720569277269418,False,False
lifetime plan + stop-limit,imp,81.15781710914455,-2.581900045732086,-2.4479020963978404,False,False
frictionless,imp,81.15781710914455,-1.5344896795884826,-1.402790642483456,False,False
full cost today,sqz,3.915929203539823,-3.1441238482784564,-1.2627898549472605,False,False
no exit slippage,sqz,3.915929203539823,-2.7857054809315174,-0.9102718693357498,False,False
no commission,sqz,3.915929203539823,-1.3441238482784563,0.5372101450527402,False,False
lifetime plan + stop-limit,sqz,3.915929203539823,-2.047072827870292,-0.1692790635803521,False,False
frictionless,sqz,3.915929203539823,-0.9857054809315177,0.8897281306642509,False,False
full cost today,rev,39.697640117994105,-1.7362025157402579,-1.8816546003330406,False,False
no exit slippage,rev,39.697640117994105,-1.3682896660249817,-1.517443290809231,False,False
no commission,rev,39.697640117994105,0.06379748425974247,-0.08165460033304009,True,False
lifetime plan + stop-limit,rev,39.697640117994105,-0.6334548059110916,-0.7811278146187548,False,False
frictionless,rev,39.697640117994105,0.4317103339750185,0.2825567091907694,True,True
full cost today,sqz,33.95280235988201,-3.523697243449143,-3.2797745705524006,False,False
no exit slippage,sqz,33.95280235988201,-3.153305538380019,-2.9131667967008106,False,False
no commission,sqz,33.95280235988201,-1.7236972434491429,-1.4797745705524017,False,False
lifetime plan + stop-limit,sqz,33.95280235988201,-2.419462220407668,-2.177809906241449,False,False
frictionless,sqz,33.95280235988201,-1.3533055383800185,-1.1131667967008114,False,False
full cost today,imp,33.56932153392331,-3.9752970755569175,-5.4325016926642435,False,False
no exit slippage,imp,33.56932153392331,-3.6194670062589362,-5.059833403937561,False,False
no commission,imp,33.56932153392331,-2.175297075556917,-3.632501692664244,False,False
lifetime plan + stop-limit,imp,33.56932153392331,-2.879799033978127,-4.326900719428233,False,False
frictionless,imp,33.56932153392331,-1.819467006258936,-3.259833403937561,False,False
full cost today,orb,1.6887905604719764,-4.126740514920622,-2.2072423295376455,False,False
no exit slippage,orb,1.6887905604719764,-3.7560508597482083,-1.8890605113558274,False,False
no commission,orb,1.6887905604719764,-2.3267405149206217,-0.40724232953764594,False,False
lifetime plan + stop-limit,orb,1.6887905604719764,-3.022326721817173,-1.1343332386285547,False,False
frictionless,orb,1.6887905604719764,-1.956050859748208,-0.08906051135582774,False,False
full cost today,vol,44.50589970501475,-3.7623473805422267,-3.9785613501938264,False,False
no exit slippage,vol,44.50589970501475,-3.412292735733484,-3.640890117317114,False,False
no commission,vol,44.50589970501475,-1.9623473805422273,-2.178561350193827,False,False
lifetime plan + stop-limit,vol,44.50589970501475,-2.6703145936569803,-2.8939586104677986,False,False
frictionless,vol,44.50589970501475,-1.6122927357334844,-1.8408901173171148,False,False
full cost today,vwr,758.4882005899706,-3.4727341831204037,-3.7786073754649596,False,False
no exit slippage,vwr,758.4882005899706,-3.0416909526053586,-3.3510750478787528,False,False
no commission,vwr,758.4882005899706,-1.6727341831204041,-1.9786073754649607,False,False
lifetime plan + stop-limit,vwr,758.4882005899706,-2.3321082448113772,-2.640087978913237,False,False
frictionless,vwr,758.4882005899706,-1.2416909526053588,-1.5510750478787538,False,False
full cost today,imp,505.2802359882006,-3.344348218681249,-3.5851900409242456,False,False
no exit slippage,imp,505.2802359882006,-2.941987557851524,-3.189012446099194,False,False
no commission,imp,505.2802359882006,-1.5443482186812498,-1.785190040924246,False,False
lifetime plan + stop-limit,imp,505.2802359882006,-2.220931822183415,-2.4654834840292157,False,False
frictionless,imp,505.2802359882006,-1.1419875578515242,-1.3890124460991946,False,False
full cost today,sqz,1.0914454277286136,-5.352646470063666,-5.189288872525592,False,False
no exit slippage,sqz,1.0914454277286136,-4.911469999475434,-4.754506263829939,False,False
no commission,sqz,1.0914454277286136,-3.552646470063669,-3.3892888725255905,False,False
lifetime plan + stop-limit,sqz,1.0914454277286136,-4.205940587710728,-4.0464193073081995,False,False
frictionless,sqz,1.0914454277286136,-3.1114699994754336,-2.954506263829938,False,False
full cost today,vol,20.036873156342185,-6.0141353799076445,-6.207635091425111,False,False
no exit slippage,vol,20.036873156342185,-5.652906065486841,-5.851322799066307,False,False
no commission,vol,20.036873156342185,-4.2141353799076455,-4.407635091425112,False,False
lifetime plan + stop-limit,vol,20.036873156342185,-4.915397791255162,-5.111847716009831,False,False
frictionless,vol,20.036873156342185,-3.8529060654868417,-4.051322799066308,False,False
full cost today,vwr,43.88643067846608,-4.265488572014131,-4.042060397626407,False,False
no exit slippage,vwr,43.88643067846608,-3.842066135554884,-3.614518941245729,False,False
no commission,vwr,43.88643067846608,-2.465488572014131,-2.2420603976264064,False,False
lifetime plan + stop-limit,vwr,43.88643067846608,-3.1294351101385827,-2.9035355237979985,False,False
frictionless,vwr,43.88643067846608,-2.042066135554885,-1.814518941245729,False,False
full cost today,rev,19.0929203539823,-3.282091618062586,-6.316986198344406,False,False
no exit slippage,rev,19.0929203539823,-2.9229741273661483,-5.935630266141013,False,False
no commission,rev,19.0929203539823,-1.4820916180625858,-4.516986198344405,False,False
lifetime plan + stop-limit,rev,19.0929203539823,-2.184621123644722,-5.206172639022371,False,False
frictionless,rev,19.0929203539823,-1.1229741273661478,-4.135630266141015,False,False
full cost today,imp,17.97197640117994,-6.416050709345411,-3.3412298932550173,False,False
no exit slippage,imp,17.97197640117994,-6.044345491486347,-3.001264495331142,False,False
no commission,imp,17.97197640117994,-4.61605070934541,-1.541229893255018,False,False
lifetime plan + stop-limit,imp,17.97197640117994,-5.311027578629971,-2.255250654500692,False,False
frictionless,imp,17.97197640117994,-4.244345491486347,-1.2012644953311424,False,False
full cost today,orb,1.047197640117994,-4.072587022817939,-3.742718395628799,False,False
no exit slippage,orb,1.047197640117994,-3.595951508799247,-3.3284326813430845,False,False
no commission,orb,1.047197640117994,-2.2725870228179392,-1.942718395628799,False,False
lifetime plan + stop-limit,orb,1.047197640117994,-2.9046057144067245,-2.6121469670573707,False,False
frictionless,orb,1.047197640117994,-1.7959515087992475,-1.5284326813430849,False,False
full cost today,vwr,98.45870206489676,-3.4474761917774273,-5.783555540278049,False,False
no exit slippage,vwr,98.45870206489676,-3.0984355316720493,-5.428300376244027,False,False
no commission,vwr,98.45870206489676,-1.6474761917774277,-3.983555540278049,False,False
lifetime plan + stop-limit,vwr,98.45870206489676,-2.3560517957141998,-4.688402441857634,False,False
frictionless,vwr,98.45870206489676,-1.2984355316720495,-3.628300376244027,False,False
full cost today,imp,40.4646017699115,-2.589279383425394,-6.731593003679073,False,False
no exit slippage,imp,40.4646017699115,-2.2281476809297183,-6.348606892567962,False,False
no commission,imp,40.4646017699115,-0.7892793834253938,-4.931593003679074,False,False
lifetime plan + stop-limit,imp,40.4646017699115,-1.4906003619279873,-5.619801337012408,False,False
frictionless,imp,40.4646017699115,-0.428147680929718,-4.548606892567964,False,False
full cost today,vol,20.221238938053098,-2.918637610949515,-3.7000575640574285,False,False
no exit slippage,vol,20.221238938053098,-2.59700573239164,-3.3735591413444945,False,False
no commission,vol,20.221238938053098,-1.1186376109495149,-1.9000575640574286,False,False
lifetime plan + stop-limit,vol,20.221238938053098,-1.8436584838147891,-2.622158510429667,False,False
frictionless,vol,20.221238938053098,-0.7970057323916401,-1.573559141344495,False,False
full cost today,vwr,28.842182890855458,-3.915154431861923,-4.774180463802017,False,False
no exit slippage,vwr,28.842182890855458,-3.5625104439872177,-4.42226963577654,False,False
no commission,vwr,28.842182890855458,-2.115154431861923,-2.9741804638020173,False,False
lifetime plan + stop-limit,vwr,28.842182890855458,-2.8215680391370985,-3.681033966986729,False,False
frictionless,vwr,28.842182890855458,-1.762510443987218,-2.6222696357765396,False,False
full cost today,rev,13.067846607669617,-2.4217619318702006,-3.7458696610268816,False,False
no exit slippage,rev,13.067846607669617,-2.106577882790446,-3.4178782080354297,False,False
no commission,rev,13.067846607669617,-0.621761931870201,-1.945869661026882,False,False
lifetime plan + stop-limit,rev,13.067846607669617,-1.350651502422348,-2.667074789232011,False,False
frictionless,rev,13.067846607669617,-0.3065778827904466,-1.617878208035429,False,False
full cost today,orb,1.12094395280236,-3.715390095901322,-5.807266861771471,False,False
no exit slippage,orb,1.12094395280236,-3.352142232653459,-5.421552576057185,False,False
no commission,orb,1.12094395280236,-1.9153900959013221,-4.00726686177147,False,False
lifetime plan + stop-limit,orb,1.12094395280236,-2.6154413779526036,-4.693838290342897,False,False
frictionless,orb,1.12094395280236,-1.5521422326534589,-3.6215525760571836,False,False
full cost today,vwr,28.547197640117997,-3.0110889186102368,-3.8615049019898557,False,False
no exit slippage,vwr,28.547197640117997,-2.6141782403026474,-3.4645284182272578,False,False
no commission,vwr,28.547197640117997,-1.2110889186102372,-2.0615049019898555,False,False
lifetime plan + stop-limit,vwr,28.547197640117997,-1.8909425116256826,-2.7413190117322963,False,False
frictionless,vwr,28.547197640117997,-0.8141782403026483,-1.6645284182272575,False,False
full cost today,rev,3.237463126843658,-4.718978764707303,-4.783478279575658,False,False
no exit slippage,rev,3.237463126843658,-4.381953448251607,-4.433884783640699,False,False
no commission,rev,3.237463126843658,-2.918978764707302,-2.9834782795756594,False,False
lifetime plan + stop-limit,rev,3.237463126843658,-3.634763574833883,-3.691722182014683,False,False
frictionless,rev,3.237463126843658,-2.581953448251606,-2.6338847836407,False,False
full cost today,vwr,44.49115044247788,-3.4975547543833674,-3.736363691349349,False,False
no exit slippage,vwr,44.49115044247788,-3.0583323660048163,-3.3110678333611836,False,False
no commission,vwr,44.49115044247788,-1.6975547543833671,-1.9363636913493498,False,False
lifetime plan + stop-limit,vwr,44.49115044247788,-2.3520213213562364,-2.599186176556451,False,False
frictionless,vwr,44.49115044247788,-1.2583323660048156,-1.511067833361184,False,False
full cost today,vwr,103.42182890855457,-4.069067763822982,-5.109473062977769,False,False
no exit slippage,vwr,103.42182890855457,-3.7233570145132613,-4.762554573912163,False,False
no commission,vwr,103.42182890855457,-2.2690677638229824,-3.3094730629777693,False,False
lifetime plan + stop-limit,vwr,103.42182890855457,-2.9796413142371483,-4.019321969538405,False,False
frictionless,vwr,103.42182890855457,-1.9233570145132608,-2.9625545739121626,False,False
full cost today,vol,45.634218289085545,-2.978071528820229,-4.047204824788679,False,False
no exit slippage,vol,45.634218289085545,-2.657981089543743,-3.7159224413689897,False,False
no commission,vol,45.634218289085545,-1.1780715288202288,-2.247204824788679,False,False
lifetime plan + stop-limit,vol,45.634218289085545,-1.9040172652543361,-2.966435394736864,False,False
frictionless,vol,45.634218289085545,-0.8579810895437431,-1.9159224413689897,False,False
full cost today,sqz,4.682890855457227,-1.4441053742838035,-3.669922455457633,False,False
no exit slippage,sqz,4.682890855457227,-1.0321053742838036,-3.2551076406428185,False,False
no commission,sqz,4.682890855457227,0.3558946257161965,-1.8699224554576344,True,False
lifetime plan + stop-limit,sqz,4.682890855457227,-0.3149053742838029,-2.539033566568745,False,False
frictionless,sqz,4.682890855457227,0.7678946257161965,-1.4551076406428196,True,False
full cost today,vwr,74.50589970501476,-2.2597082762436207,-3.8409972266457606,False,False
no exit slippage,vwr,74.50589970501476,-1.7960336250196145,-3.375727765567916,False,False
no commission,vwr,74.50589970501476,-0.45970827624362137,-2.040997226645761,False,False
lifetime plan + stop-limit,vwr,74.50589970501476,-1.0995034855092163,-2.6798355499990536,False,False
frictionless,vwr,74.50589970501476,0.003966374980384995,-1.5757277655679165,True,False
full cost today,vwr,113.7905604719764,-3.4333141166242287,-3.886932158571722,False,False
no exit slippage,vwr,113.7905604719764,-3.0765027715447264,-3.5305421717469527,False,False
no commission,vwr,113.7905604719764,-1.6333141166242284,-2.0869321585717224,False,False
lifetime plan + stop-limit,vwr,113.7905604719764,-2.3372273095765275,-2.7910981664768606,False,False
frictionless,vwr,113.7905604719764,-1.276502771544727,-1.730542171746953,False,False
full cost today,vol,36.349557522123895,-4.566810416655553,-3.426358601538963,False,False
no exit slippage,vol,36.349557522123895,-4.222305667673191,-3.09436503240713,False,False
no commission,vol,36.349557522123895,-2.766810416655552,-1.626358601538964,False,False
lifetime plan + stop-limit,vol,36.349557522123895,-3.4781075672661346,-2.345162460059865,False,False
frictionless,vol,36.349557522123895,-2.4223056676731907,-1.2943650324071312,False,False
full cost today,imp,75.3023598820059,-3.6426715978937305,-5.180217880292112,False,False
no exit slippage,imp,75.3023598820059,-3.2961117855403295,-4.828818589791521,False,False
no commission,imp,75.3023598820059,-1.8426715978937305,-3.3802178802921117,False,False
lifetime plan + stop-limit,imp,75.3023598820059,-2.5527357104816892,-4.0873783059917566,False,False
frictionless,imp,75.3023598820059,-1.4961117855403294,-3.0288185897915207,False,False
full cost today,vwr,21.895280235988203,-3.6743105181226587,-4.109732502275713,False,False
no exit slippage,vwr,21.895280235988203,-3.212111205407882,-3.656534374350596,False,False
no commission,vwr,21.895280235988203,-1.874310518122658,-2.309732502275713,False,False
lifetime plan + stop-limit,vwr,21.895280235988203,-2.5149909304937923,-2.9558136255206433,False,False
frictionless,vwr,21.895280235988203,-1.4121112054078817,-1.8565343743505958,False,False
full cost today,sqz,109.77138643067848,-3.059637822756175,-3.8015140051605196,False,False
no exit slippage,sqz,109.77138643067848,-2.7249780713477874,-3.4604821304981748,False,False
no commission,sqz,109.77138643067848,-1.259637822756175,-2.001514005160519,False,False
lifetime plan + stop-limit,sqz,109.77138643067848,-1.9768419719111416,-2.714894880363111,False,False
frictionless,sqz,109.77138643067848,-0.9249780713477873,-1.6604821304981743,False,False
full cost today,vol,18.724188790560472,-3.6067709024894197,-2.5187552471377748,False,False
no exit slippage,vol,18.724188790560472,-3.2727249377646737,-2.201389977676697,False,False
no commission,vol,18.724188790560472,-1.8067709024894194,-0.7187552471377757,False,False
lifetime plan + stop-limit,vol,18.724188790560472,-2.5243433236545707,-1.4463360854611285,False,False
frictionless,vol,18.724188790560472,-1.4727249377646734,-0.40138997767669793,False,False
full cost today,imp,2.9793510324483776,-4.503896744931619,-15.533007770796123,False,False
no exit slippage,imp,2.9793510324483776,-4.124702114059136,-15.094328525513104,False,False
no commission,imp,2.9793510324483776,-2.7038967449316194,-13.733007770796124,False,False
lifetime plan + stop-limit,imp,2.9793510324483776,-3.3943799664081284,-14.387800223626313,False,False
frictionless,imp,2.9793510324483776,-2.3247021140591357,-13.294328525513107,False,False
full cost today,sqz,48.6283185840708,-3.2171141280717697,-3.7219878622092293,False,False
no exit slippage,sqz,48.6283185840708,-2.8808967013616718,-3.3881590869416915,False,False
no commission,sqz,48.6283185840708,-1.4171141280717696,-1.9219878622092303,False,False
lifetime plan + stop-limit,sqz,48.6283185840708,-2.133383672045711,-2.6396905970487063,False,False
frictionless,sqz,48.6283185840708,-1.080896701361672,-1.5881590869416917,False,False
full cost today,imp,10.368731563421829,-2.4842631649367704,-3.7751520400120455,False,False
no exit slippage,imp,10.368731563421829,-2.15911865626625,-3.427325953055523,False,False
no commission,imp,10.368731563421829,-0.6842631649367703,-1.9751520400120453,False,False
lifetime plan + stop-limit,imp,10.368731563421829,-1.4071764597344574,-2.6844563878381313,False,False
frictionless,imp,10.368731563421829,-0.35911865626625006,-1.6273259530555235,False,False
full cost today,rev,90.04424778761063,-3.958773138732316,-4.380760436062392,False,False
no exit slippage,rev,90.04424778761063,-3.583908215455895,-4.0115114509473715,False,False
no commission,rev,90.04424778761063,-2.158773138732316,-2.5807604360623917,False,False
lifetime plan + stop-limit,rev,90.04424778761063,-2.8518541847664634,-3.277211044993379,False,False
frictionless,rev,90.04424778761063,-1.783908215455895,-2.2115114509473717,False,False
full cost today,sqz,21.224188790560472,-3.9661873824694363,-3.708472014015954,False,False
no exit slippage,sqz,21.224188790560472,-3.574399723667258,-3.3271663760337584,False,False
no commission,sqz,21.224188790560472,-2.1661873824694364,-1.9084720140159537,False,False
lifetime plan + stop-limit,sqz,21.224188790560472,-2.8491147871881304,-2.5976886312266365,False,False
