mkt,split,mech,n,tr,ho
ZT,0.8,orb,15,-4.691772311578734,-5.131005632444848
ZT,0.8,rev,109,-8.80357771987971,-9.34581350536601
ZT,0.8,rnd,90,2.778713485287274,-29.487041599546124
ZT,0.8,sqz,35,-4.637987495487327,-11.120391752322709
ZT,0.8,vwr,106,-12.587500502536393,-11.54208365693394
ZC,0.5,cal,3,-10.495840876380042,-11.487155902750116
ZC,0.5,gap,30,19.196294308531733,-19.903436460553724
ZC,0.5,imp,59,20.600350187528814,-14.587254761281327
ZC,0.5,rev,55,18.15619270505822,-18.11772684908942
ZC,0.5,rnd,46,27.2408455141869,-19.793051766418277
ZC,0.5,sqz,10,2.8887253219720628,-6.109866866568876
ZC,0.5,vwr,64,36.85775765575928,-43.84601847332115
ZC,0.6,cal,3,-10.896452384881803,-12.640041275791354
ZC,0.6,gap,31,13.433073378573035,-7.75482405732892
ZC,0.6,imp,58,14.932804898800418,-17.320021542134292
ZC,0.6,rev,53,11.007580312039634,-29.44796311937881
ZC,0.6,rnd,47,26.747125732298624,-27.866312931759296
ZC,0.6,sqz,12,-1.0525620556062834,-3.950841446657518
ZC,0.6,vwr,63,37.09629349692022,-60.53321447342021
ZC,0.7,cal,3,-12.96157643018599,-6.102100416785497
ZC,0.7,gap,27,10.162924845982436,-2.956392159448091
ZC,0.7,imp,56,8.582159056288406,-13.860957143066306
ZC,0.7,rev,53,6.373956096729671,-34.74986662367656
ZC,0.7,rnd,46,17.75651355079035,-7.900942159746973
ZC,0.7,sqz,11,-1.768776279229906,-0.8294308842456536
ZC,0.7,vwr,62,26.284275315725807,-56.88926281745188
ZC,0.8,cal,3,-11.535283939717965,-10.49266293119453
ZC,0.8,gap,15,7.075491531624824,-3.8077156061587574
ZC,0.8,imp,54,8.597700651740507,-23.634549408507734
ZC,0.8,rev,50,6.302736729417955,-26.699322065111257
ZC,0.8,rnd,36,13.522606703661731,-14.951753841139658
ZC,0.8,sqz,9,-3.047268933861531,-11.38156132600036
ZC,0.8,vwr,54,14.941834700441413,-30.678326043948527
ZW,0.5,cal,3,-15.156076205341945,-23.688396357664292
ZW,0.5,gap,16,11.489756650500532,-13.591967557051115
ZW,0.5,imp,54,50.94366331845737,-20.957437780825515
ZW,0.5,rev,49,49.355379102922164,-8.624779711259054
ZW,0.5,rnd,36,43.14247304278489,-32.75551547913146
ZW,0.5,sqz,9,14.461379215442415,-10.486099404362736
ZW,0.5,vwr,49,58.12228899561478,-31.90302343950079
ZW,0.6,cal,3,-21.823841617374978,-13.438761192269103
ZW,0.6,gap,18,26.594285923016887,-2.585492469549054
ZW,0.6,imp,54,48.55208757794626,-38.47521578204008
ZW,0.6,rev,52,44.196801531070435,-5.052774689250482
ZW,0.6,rnd,39,19.907908161069923,19.38298373615751
ZW,0.6,sqz,9,9.280084754121525,-23.190727136358845
