n,tr_day,wr,per_day,per_trade,maxDD,sharpe,worst_q,n_folds,pos_folds,name,fam,mode
4026,5.4,33.8,-17.3,-3.22,13148.0,-3.85,-36.2,13,0,ZFADE60z2.0_s14.5-16.0_a50_trailS30.0T0.0B0.0tr15.0,zs,trail
3542,4.7,35.7,-15.5,-3.27,11649.0,-2.96,-36.1,13,1,ZFADE60z2.0_s14.5-16.0_a50_trailS40.0T0.0B0.0tr20.0,zs,trail
4416,5.9,32.4,-21.9,-3.72,16519.0,-5.54,-41.4,13,0,ZFADE60z2.0_s14.5-16.0_a50_trailS30.0T60.0B0.0tr12.0,zs,trail
3426,4.6,22.9,-13.0,-2.84,9871.0,-2.46,-28.4,13,1,ZFADE60z2.0_s14.5-16.0_a50_beS20.0T40.0B10.0tr0.0,zs,be
2777,3.7,29.8,-12.9,-3.46,10002.0,-2.0,-38.9,13,2,ZFADE60z2.0_s14.5-16.0_a50_beS30.0T60.0B15.0tr0.0,zs,be
4041,5.4,32.9,-17.0,-3.15,12872.0,-3.87,-35.0,13,0,ZFADE60z2.0_s14.5-16.0_a50_trailbeS30.0T0.0B12.0tr15.0,zs,trailbe
3579,4.8,34.4,-15.6,-3.27,11765.0,-3.03,-34.3,13,1,ZFADE60z2.0_s14.5-16.0_a50_trailbeS40.0T80.0B15.0tr20.0,zs,trailbe
2923,3.9,39.4,-12.2,-3.13,9354.0,-1.91,-39.3,13,1,ZFADE60z2.0_s14.5-16.0_a50_fixedS20.0T40.0B0.0tr0.0,zs,fixed
2422,3.2,43.7,-10.5,-3.24,8510.0,-1.55,-38.9,13,2,ZFADE60z2.0_s14.5-16.0_a50_fixedS30.0T60.0B0.0tr0.0,zs,fixed
9738,10.6,30.3,-41.4,-3.91,38266.0,-11.36,-53.5,13,0,ZMOM60z3.0_trailS30.0T0.0B0.0tr8.0,zs,trail
8313,9.0,36.2,-30.5,-3.38,28197.0,-5.67,-51.6,13,0,ZMOM60z3.0_trailS30.0T0.0B0.0tr15.0,zs,trail
7789,8.5,38.5,-26.9,-3.18,25086.0,-4.58,-48.8,13,0,ZMOM60z3.0_trailS40.0T0.0B0.0tr20.0,zs,trail
8810,9.6,34.2,-33.3,-3.48,30816.0,-7.07,-59.2,13,0,ZMOM60z3.0_trailS30.0T60.0B0.0tr12.0,zs,trail
7976,8.7,29.7,-24.7,-2.85,23057.0,-4.14,-49.4,13,0,ZMOM60z3.0_beS20.0T40.0B10.0tr0.0,zs,be
7388,8.0,35.1,-20.9,-2.6,20014.0,-2.92,-43.1,13,1,ZMOM60z3.0_beS30.0T60.0B15.0tr0.0,zs,be
8323,9.0,36.0,-29.3,-3.24,27132.0,-5.49,-49.5,13,0,ZMOM60z3.0_trailbeS30.0T0.0B12.0tr15.0,zs,trailbe
7833,8.5,38.0,-26.3,-3.09,24505.0,-4.53,-47.3,13,0,ZMOM60z3.0_trailbeS40.0T80.0B15.0tr20.0,zs,trailbe
7588,8.2,40.5,-22.2,-2.69,20793.0,-3.26,-45.4,13,0,ZMOM60z3.0_fixedS20.0T40.0B0.0tr0.0,zs,fixed
7174,7.8,42.8,-19.4,-2.48,18363.0,-2.34,-48.9,13,2,ZMOM60z3.0_fixedS30.0T60.0B0.0tr0.0,zs,fixed
9738,10.6,30.3,-41.4,-3.91,38266.0,-11.36,-53.5,13,0,ZMOM60z3.0_w50_trailS30.0T0.0B0.0tr8.0,zs,trail
8313,9.0,36.2,-30.5,-3.38,28197.0,-5.67,-51.6,13,0,ZMOM60z3.0_w50_trailS30.0T0.0B0.0tr15.0,zs,trail
7789,8.5,38.5,-26.9,-3.18,25086.0,-4.58,-48.8,13,0,ZMOM60z3.0_w50_trailS40.0T0.0B0.0tr20.0,zs,trail
8810,9.6,34.2,-33.3,-3.48,30816.0,-7.07,-59.2,13,0,ZMOM60z3.0_w50_trailS30.0T60.0B0.0tr12.0,zs,trail
7976,8.7,29.7,-24.7,-2.85,23057.0,-4.14,-49.4,13,0,ZMOM60z3.0_w50_beS20.0T40.0B10.0tr0.0,zs,be
7388,8.0,35.1,-20.9,-2.6,20014.0,-2.92,-43.1,13,1,ZMOM60z3.0_w50_beS30.0T60.0B15.0tr0.0,zs,be
8323,9.0,36.0,-29.3,-3.24,27132.0,-5.49,-49.5,13,0,ZMOM60z3.0_w50_trailbeS30.0T0.0B12.0tr15.0,zs,trailbe
7833,8.5,38.0,-26.3,-3.09,24505.0,-4.53,-47.3,13,0,ZMOM60z3.0_w50_trailbeS40.0T80.0B15.0tr20.0,zs,trailbe
7588,8.2,40.5,-22.2,-2.69,20793.0,-3.26,-45.4,13,0,ZMOM60z3.0_w50_fixedS20.0T40.0B0.0tr0.0,zs,fixed
7174,7.8,42.8,-19.4,-2.48,18363.0,-2.34,-48.9,13,2,ZMOM60z3.0_w50_fixedS30.0T60.0B0.0tr0.0,zs,fixed
2515,3.6,28.8,-13.6,-3.79,9542.0,-6.66,-25.8,13,1,ZMOM60z3.0_s14.5-21.0_trailS30.0T0.0B0.0tr8.0,zs,trail
2098,3.0,34.8,-11.6,-3.88,8414.0,-3.5,-25.0,13,2,ZMOM60z3.0_s14.5-21.0_trailS30.0T0.0B0.0tr15.0,zs,trail
1932,2.8,36.7,-10.8,-3.93,8096.0,-2.61,-31.6,13,2,ZMOM60z3.0_s14.5-21.0_trailS40.0T0.0B0.0tr20.0,zs,trail
2265,3.2,32.5,-12.7,-3.93,9042.0,-4.53,-27.4,13,1,ZMOM60z3.0_s14.5-21.0_trailS30.0T60.0B0.0tr12.0,zs,trail
1981,2.8,24.0,-9.1,-3.22,7057.0,-2.23,-34.5,13,6,ZMOM60z3.0_s14.5-21.0_beS20.0T40.0B10.0tr0.0,zs,be
1798,2.6,29.8,-8.7,-3.37,7032.0,-1.68,-35.9,13,5,ZMOM60z3.0_s14.5-21.0_beS30.0T60.0B15.0tr0.0,zs,be
2107,3.0,33.7,-11.5,-3.81,8337.0,-3.46,-24.9,13,3,ZMOM60z3.0_s14.5-21.0_trailbeS30.0T0.0B12.0tr15.0,zs,trailbe
1944,2.8,35.9,-10.1,-3.65,7711.0,-2.47,-30.4,13,4,ZMOM60z3.0_s14.5-21.0_trailbeS40.0T80.0B15.0tr20.0,zs,trailbe
1841,2.6,40.5,-5.7,-2.17,5047.0,-1.12,-26.9,13,5,ZMOM60z3.0_s14.5-21.0_fixedS20.0T40.0B0.0tr0.0,zs,fixed
1700,2.4,43.0,-6.7,-2.75,5926.0,-1.1,-34.9,13,5,ZMOM60z3.0_s14.5-21.0_fixedS30.0T60.0B0.0tr0.0,zs,fixed
2515,3.6,28.8,-13.6,-3.79,9542.0,-6.66,-25.8,13,1,ZMOM60z3.0_s14.5-21.0_w50_trailS30.0T0.0B0.0tr8.0,zs,trail
2098,3.0,34.8,-11.6,-3.88,8414.0,-3.5,-25.0,13,2,ZMOM60z3.0_s14.5-21.0_w50_trailS30.0T0.0B0.0tr15.0,zs,trail
1932,2.8,36.7,-10.8,-3.93,8096.0,-2.61,-31.6,13,2,ZMOM60z3.0_s14.5-21.0_w50_trailS40.0T0.0B0.0tr20.0,zs,trail
2265,3.2,32.5,-12.7,-3.93,9042.0,-4.53,-27.4,13,1,ZMOM60z3.0_s14.5-21.0_w50_trailS30.0T60.0B0.0tr12.0,zs,trail
1981,2.8,24.0,-9.1,-3.22,7057.0,-2.23,-34.5,13,6,ZMOM60z3.0_s14.5-21.0_w50_beS20.0T40.0B10.0tr0.0,zs,be
1798,2.6,29.8,-8.7,-3.37,7032.0,-1.68,-35.9,13,5,ZMOM60z3.0_s14.5-21.0_w50_beS30.0T60.0B15.0tr0.0,zs,be
2107,3.0,33.7,-11.5,-3.81,8337.0,-3.46,-24.9,13,3,ZMOM60z3.0_s14.5-21.0_w50_trailbeS30.0T0.0B12.0tr15.0,zs,trailbe
1944,2.8,35.9,-10.1,-3.65,7711.0,-2.47,-30.4,13,4,ZMOM60z3.0_s14.5-21.0_w50_trailbeS40.0T80.0B15.0tr20.0,zs,trailbe
1841,2.6,40.5,-5.7,-2.17,5047.0,-1.12,-26.9,13,5,ZMOM60z3.0_s14.5-21.0_w50_fixedS20.0T40.0B0.0tr0.0,zs,fixed
1700,2.4,43.0,-6.7,-2.75,5926.0,-1.1,-34.9,13,5,ZMOM60z3.0_s14.5-21.0_w50_fixedS30.0T60.0B0.0tr0.0,zs,fixed
754,2.2,28.8,-8.0,-3.69,2783.0,-5.24,-16.8,13,1,ZMOM60z3.0_s14.5-16.0_trailS30.0T0.0B0.0tr8.0,zs,trail
646,1.9,31.7,-8.3,-4.45,3051.0,-3.55,-26.6,13,2,ZMOM60z3.0_s14.5-16.0_trailS30.0T0.0B0.0tr15.0,zs,trail
579,1.7,35.6,-5.8,-3.46,2414.0,-1.98,-17.0,13,2,ZMOM60z3.0_s14.5-16.0_trailS40.0T0.0B0.0tr20.0,zs,trail
694,2.0,30.3,-8.9,-4.47,3216.0,-4.49,-22.0,13,2,ZMOM60z3.0_s14.5-16.0_trailS30.0T60.0B0.0tr12.0,zs,trail
599,1.7,20.5,-2.0,-1.14,1434.0,-0.58,-21.5,13,4,ZMOM60z3.0_s14.5-16.0_beS20.0T40.0B10.0tr0.0,zs,be
527,1.5,26.6,-1.7,-1.14,1229.0,-0.37,-22.8,13,5,ZMOM60z3.0_s14.5-16.0_beS30.0T60.0B15.0tr0.0,zs,be
646,1.9,31.7,-7.8,-4.18,2875.0,-3.33,-26.6,13,2,ZMOM60z3.0_s14.5-16.0_trailbeS30.0T0.0B12.0tr15.0,zs,trailbe
583,1.7,34.5,-5.0,-2.98,2093.0,-1.7,-16.5,13,3,ZMOM60z3.0_s14.5-16.0_trailbeS40.0T80.0B15.0tr20.0,zs,trailbe
542,1.6,38.4,-1.5,-0.96,1500.0,-0.34,-15.9,13,5,ZMOM60z3.0_s14.5-16.0_fixedS20.0T40.0B0.0tr0.0,zs,fixed
494,1.4,39.5,-5.2,-3.62,2512.0,-0.99,-23.7,13,4,ZMOM60z3.0_s14.5-16.0_fixedS30.0T60.0B0.0tr0.0,zs,fixed
754,2.2,28.8,-8.0,-3.69,2783.0,-5.24,-16.8,13,1,ZMOM60z3.0_s14.5-16.0_w50_trailS30.0T0.0B0.0tr8.0,zs,trail
646,1.9,31.7,-8.3,-4.45,3051.0,-3.55,-26.6,13,2,ZMOM60z3.0_s14.5-16.0_w50_trailS30.0T0.0B0.0tr15.0,zs,trail
579,1.7,35.6,-5.8,-3.46,2414.0,-1.98,-17.0,13,2,ZMOM60z3.0_s14.5-16.0_w50_trailS40.0T0.0B0.0tr20.0,zs,trail
694,2.0,30.3,-8.9,-4.47,3216.0,-4.49,-22.0,13,2,ZMOM60z3.0_s14.5-16.0_w50_trailS30.0T60.0B0.0tr12.0,zs,trail
599,1.7,20.5,-2.0,-1.14,1434.0,-0.58,-21.5,13,4,ZMOM60z3.0_s14.5-16.0_w50_beS20.0T40.0B10.0tr0.0,zs,be
527,1.5,26.6,-1.7,-1.14,1229.0,-0.37,-22.8,13,5,ZMOM60z3.0_s14.5-16.0_w50_beS30.0T60.0B15.0tr0.0,zs,be
646,1.9,31.7,-7.8,-4.18,2875.0,-3.33,-26.6,13,2,ZMOM60z3.0_s14.5-16.0_w50_trailbeS30.0T0.0B12.0tr15.0,zs,trailbe
583,1.7,34.5,-5.0,-2.98,2093.0,-1.7,-16.5,13,3,ZMOM60z3.0_s14.5-16.0_w50_trailbeS40.0T80.0B15.0tr20.0,zs,trailbe
542,1.6,38.4,-1.5,-0.96,1500.0,-0.34,-15.9,13,5,ZMOM60z3.0_s14.5-16.0_w50_fixedS20.0T40.0B0.0tr0.0,zs,fixed
494,1.4,39.5,-5.2,-3.62,2512.0,-0.99,-23.7,13,4,ZMOM60z3.0_s14.5-16.0_w50_fixedS30.0T60.0B0.0tr0.0,zs,fixed
38592,41.2,33.1,-144.4,-3.5,135222.0,-19.61,-178.8,13,0,MA9x30_trailS30.0T0.0B0.0tr8.0,ma,trail
36272,38.8,39.3,-114.6,-2.96,107300.0,-11.51,-179.3,13,0,MA9x30_trailS30.0T0.0B0.0tr15.0,ma,trail
35209,37.6,41.8,-96.9,-2.58,90937.0,-8.37,-196.8,13,0,MA9x30_trailS40.0T0.0B0.0tr20.0,ma,trail
37079,39.6,37.3,-124.9,-3.15,116956.0,-13.88,-184.9,13,0,MA9x30_trailS30.0T60.0B0.0tr12.0,ma,trail
34873,37.3,36.4,-89.7,-2.41,84073.0,-8.18,-176.9,13,0,MA9x30_beS20.0T40.0B10.0tr0.0,ma,be
33733,36.0,41.0,-75.2,-2.09,70419.0,-5.83,-152.3,13,0,MA9x30_beS30.0T60.0B15.0tr0.0,ma,be
36279,38.8,38.9,-114.2,-2.95,106929.0,-11.48,-175.9,13,0,MA9x30_trailbeS30.0T0.0B12.0tr15.0,ma,trailbe
35209,37.6,41.1,-96.8,-2.57,90801.0,-8.44,-197.2,13,0,MA9x30_trailbeS40.0T80.0B15.0tr20.0,ma,trailbe
34655,37.0,44.0,-78.7,-2.13,73922.0,-6.5,-158.9,13,0,MA9x30_fixedS20.0T40.0B0.0tr0.0,ma,fixed
33623,35.9,45.4,-72.6,-2.02,68086.0,-5.18,-155.1,13,0,MA9x30_fixedS30.0T60.0B0.0tr0.0,ma,fixed
20614,22.4,32.7,-79.8,-3.56,73638.0,-16.23,-105.8,13,0,MA9x30_w50_trailS30.0T0.0B0.0tr8.0,ma,trail
19886,21.6,39.2,-62.5,-2.9,57693.0,-8.8,-98.8,13,0,MA9x30_w50_trailS30.0T0.0B0.0tr15.0,ma,trail
19500,21.2,41.6,-53.3,-2.52,49301.0,-6.52,-114.6,13,0,MA9x30_w50_trailS40.0T0.0B0.0tr20.0,ma,trail
20157,21.9,37.1,-68.2,-3.12,63012.0,-10.9,-99.1,13,0,MA9x30_w50_trailS30.0T60.0B0.0tr12.0,ma,trail
19375,21.0,35.9,-48.6,-2.31,44953.0,-6.26,-96.9,13,0,MA9x30_w50_beS20.0T40.0B10.0tr0.0,ma,be
18964,20.6,40.4,-40.8,-1.98,37930.0,-4.51,-108.2,13,1,MA9x30_w50_beS30.0T60.0B15.0tr0.0,ma,be
19886,21.6,38.7,-62.9,-2.92,58074.0,-8.87,-100.2,13,0,MA9x30_w50_trailbeS30.0T0.0B12.0tr15.0,ma,trailbe
19500,21.2,40.9,-52.8,-2.5,48940.0,-6.57,-113.7,13,0,MA9x30_w50_trailbeS40.0T80.0B15.0tr20.0,ma,trailbe
19304,21.0,43.9,-39.7,-1.89,37034.0,-4.45,-89.8,13,1,MA9x30_w50_fixedS20.0T40.0B0.0tr0.0,ma,fixed
18926,20.5,45.0,-36.2,-1.76,34036.0,-3.67,-91.7,13,1,MA9x30_w50_fixedS30.0T60.0B0.0tr0.0,ma,fixed
20518,22.0,33.9,-73.1,-3.32,68195.0,-15.86,-94.6,13,0,MA9x30_a50_trailS30.0T0.0B0.0tr8.0,ma,trail
20248,21.7,40.1,-61.1,-2.81,56983.0,-8.95,-94.9,13,0,MA9x30_a50_trailS30.0T0.0B0.0tr15.0,ma,trail
20142,21.6,42.3,-54.1,-2.51,50610.0,-6.68,-95.4,13,0,MA9x30_a50_trailS40.0T0.0B0.0tr20.0,ma,trail
20324,21.8,38.0,-66.1,-3.03,61695.0,-10.94,-95.5,13,0,MA9x30_a50_trailS30.0T60.0B0.0tr12.0,ma,trail
20131,21.6,37.5,-50.1,-2.32,46775.0,-6.23,-89.6,13,0,MA9x30_a50_beS20.0T40.0B10.0tr0.0,ma,be
20035,21.5,41.8,-44.8,-2.09,41879.0,-4.62,-74.2,13,0,MA9x30_a50_beS30.0T60.0B15.0tr0.0,ma,be
20251,21.7,39.7,-60.6,-2.79,56593.0,-8.91,-95.2,13,0,MA9x30_a50_trailbeS30.0T0.0B12.0tr15.0,ma,trailbe
20142,21.6,41.8,-53.8,-2.49,50318.0,-6.69,-97.3,13,0,MA9x30_a50_trailbeS40.0T80.0B15.0tr20.0,ma,trailbe
20083,21.5,44.6,-47.2,-2.19,44067.0,-5.34,-82.9,13,0,MA9x30_a50_fixedS20.0T40.0B0.0tr0.0,ma,fixed
20014,21.5,45.8,-44.0,-2.05,41081.0,-4.26,-78.6,13,0,MA9x30_a50_fixedS30.0T60.0B0.0tr0.0,ma,fixed
11191,14.4,30.0,-58.4,-4.05,45359.0,-14.59,-69.4,13,0,MA9x30_s14.5-21.0_trailS30.0T0.0B0.0tr8.0,ma,trail
10686,13.8,35.4,-51.4,-3.73,39956.0,-8.1,-64.4,13,0,MA9x30_s14.5-21.0_trailS30.0T0.0B0.0tr15.0,ma,trail
10339,13.3,38.9,-43.4,-3.26,33838.0,-5.94,-79.9,13,0,MA9x30_s14.5-21.0_trailS40.0T0.0B0.0tr20.0,ma,trail
10903,14.1,33.2,-55.0,-3.91,42740.0,-9.83,-70.4,13,0,MA9x30_s14.5-21.0_trailS30.0T60.0B0.0tr12.0,ma,trail
10215,13.2,29.9,-39.3,-2.99,30607.0,-5.2,-69.0,13,0,MA9x30_s14.5-21.0_beS20.0T40.0B10.0tr0.0,ma,be
9715,12.5,36.9,-29.9,-2.39,23356.0,-3.32,-59.0,13,0,MA9x30_s14.5-21.0_beS30.0T60.0B15.0tr0.0,ma,be
10690,13.8,34.7,-51.5,-3.74,40066.0,-8.26,-65.0,13,0,MA9x30_s14.5-21.0_trailbeS30.0T0.0B12.0tr15.0,ma,trailbe
10344,13.3,37.9,-42.9,-3.22,33423.0,-5.91,-81.5,13,0,MA9x30_s14.5-21.0_trailbeS40.0T80.0B15.0tr20.0,ma,trailbe
10091,13.0,42.7,-33.7,-2.59,26303.0,-3.83,-56.3,13,0,MA9x30_s14.5-21.0_fixedS20.0T40.0B0.0tr0.0,ma,fixed
9656,12.4,44.9,-30.7,-2.47,23981.0,-3.04,-65.3,13,0,MA9x30_s14.5-21.0_fixedS30.0T60.0B0.0tr0.0,ma,fixed
5827,7.5,29.6,-31.2,-4.15,24220.0,-10.86,-43.7,13,0,MA9x30_s14.5-21.0_w50_trailS30.0T0.0B0.0tr8.0,ma,trail
5675,7.3,35.2,-26.5,-3.62,20601.0,-5.42,-46.8,13,0,MA9x30_s14.5-21.0_w50_trailS30.0T0.0B0.0tr15.0,ma,trail
5568,7.2,39.3,-20.0,-2.78,15658.0,-3.58,-34.8,13,0,MA9x30_s14.5-21.0_w50_trailS40.0T0.0B0.0tr20.0,ma,trail
5748,7.4,33.0,-29.2,-3.94,22720.0,-6.93,-43.2,13,0,MA9x30_s14.5-21.0_w50_trailS30.0T60.0B0.0tr12.0,ma,trail
5526,7.1,30.0,-17.2,-2.42,13588.0,-3.08,-35.6,13,1,MA9x30_s14.5-21.0_w50_beS20.0T40.0B10.0tr0.0,ma,be
5361,6.9,37.0,-14.1,-2.04,12336.0,-2.12,-39.5,13,3,MA9x30_s14.5-21.0_w50_beS30.0T60.0B15.0tr0.0,ma,be
5677,7.3,34.4,-27.0,-3.69,21041.0,-5.62,-44.7,13,0,MA9x30_s14.5-21.0_w50_trailbeS30.0T0.0B12.0tr15.0,ma,trailbe
5568,7.2,38.2,-19.6,-2.72,15292.0,-3.51,-34.2,13,1,MA9x30_s14.5-21.0_w50_trailbeS40.0T80.0B15.0tr20.0,ma,trailbe
5479,7.1,43.2,-12.9,-1.83,11609.0,-1.98,-26.1,13,2,MA9x30_s14.5-21.0_w50_fixedS20.0T40.0B0.0tr0.0,ma,fixed
5337,6.9,45.7,-10.2,-1.49,10890.0,-1.37,-34.6,13,3,MA9x30_s14.5-21.0_w50_fixedS30.0T60.0B0.0tr0.0,ma,fixed
5854,7.6,30.3,-29.9,-3.95,23283.0,-11.06,-37.1,13,0,MA9x30_s14.5-21.0_a50_trailS30.0T0.0B0.0tr8.0,ma,trail
5779,7.5,36.3,-27.3,-3.66,21261.0,-6.19,-38.0,13,0,MA9x30_s14.5-21.0_a50_trailS30.0T0.0B0.0tr15.0,ma,trail
5733,7.4,39.0,-25.6,-3.46,19977.0,-4.77,-50.9,13,0,MA9x30_s14.5-21.0_a50_trailS40.0T0.0B0.0tr20.0,ma,trail
5806,7.5,33.7,-28.6,-3.82,22267.0,-7.58,-37.0,13,0,MA9x30_s14.5-21.0_a50_trailS30.0T60.0B0.0tr12.0,ma,trail
5730,7.4,30.9,-22.5,-3.04,17602.0,-4.03,-44.5,13,0,MA9x30_s14.5-21.0_a50_beS20.0T40.0B10.0tr0.0,ma,be
5677,7.3,37.7,-18.9,-2.58,14781.0,-2.74,-30.1,13,0,MA9x30_s14.5-21.0_a50_beS30.0T60.0B15.0tr0.0,ma,be
5779,7.5,35.6,-27.2,-3.65,21201.0,-6.24,-38.7,13,0,MA9x30_s14.5-21.0_a50_trailbeS30.0T0.0B12.0tr15.0,ma,trailbe
5733,7.4,38.2,-24.5,-3.3,19100.0,-4.56,-49.9,13,0,MA9x30_s14.5-21.0_a50_trailbeS40.0T80.0B15.0tr20.0,ma,trailbe
5704,7.4,43.0,-22.0,-2.99,17187.0,-3.38,-41.9,13,0,MA9x30_s14.5-21.0_a50_fixedS20.0T40.0B0.0tr0.0,ma,fixed
5669,7.3,45.3,-21.2,-2.9,16571.0,-2.76,-37.7,13,0,MA9x30_s14.5-21.0_a50_fixedS30.0T60.0B0.0tr0.0,ma,fixed
2656,3.5,28.6,-15.8,-4.51,12115.0,-7.77,-21.7,13,0,MA9x30_s14.5-16.0_trailS30.0T0.0B0.0tr8.0,ma,trail
2583,3.4,33.6,-14.5,-4.26,11074.0,-4.35,-27.5,13,0,MA9x30_s14.5-16.0_trailS30.0T0.0B0.0tr15.0,ma,trail
2507,3.3,36.9,-12.7,-3.84,9662.0,-3.12,-29.4,13,2,MA9x30_s14.5-16.0_trailS40.0T0.0B0.0tr20.0,ma,trail
2622,3.5,31.2,-14.7,-4.26,11248.0,-5.09,-24.4,13,0,MA9x30_s14.5-16.0_trailS30.0T60.0B0.0tr12.0,ma,trail
2490,3.3,24.9,-11.9,-3.64,9147.0,-2.86,-32.2,13,2,MA9x30_s14.5-16.0_beS20.0T40.0B10.0tr0.0,ma,be
2361,3.1,32.6,-9.2,-2.94,6991.0,-1.68,-31.6,13,2,MA9x30_s14.5-16.0_beS30.0T60.0B15.0tr0.0,ma,be
2585,3.4,32.5,-14.4,-4.23,11015.0,-4.35,-27.5,13,0,MA9x30_s14.5-16.0_trailbeS30.0T0.0B12.0tr15.0,ma,trailbe
2508,3.3,35.8,-11.9,-3.6,9081.0,-2.91,-29.8,13,2,MA9x30_s14.5-16.0_trailbeS40.0T80.0B15.0tr20.0,ma,trailbe
2453,3.2,41.4,-8.3,-2.57,6464.0,-1.68,-30.2,13,2,MA9x30_s14.5-16.0_fixedS20.0T40.0B0.0tr0.0,ma,fixed
2343,3.1,43.8,-11.2,-3.62,8488.0,-1.8,-30.3,13,2,MA9x30_s14.5-16.0_fixedS30.0T60.0B0.0tr0.0,ma,fixed
1373,2.1,28.4,-9.3,-4.41,6151.0,-6.06,-12.3,13,0,MA9x30_s14.5-16.0_w50_trailS30.0T0.0B0.0tr8.0,ma,trail
1357,2.1,31.5,-9.2,-4.38,6039.0,-3.38,-17.0,13,0,MA9x30_s14.5-16.0_w50_trailS30.0T0.0B0.0tr15.0,ma,trail
1341,2.1,37.1,-7.5,-3.62,5241.0,-2.27,-17.7,13,4,MA9x30_s14.5-16.0_w50_trailS40.0T0.0B0.0tr20.0,ma,trail
1364,2.1,30.8,-8.8,-4.17,5866.0,-3.73,-15.9,13,0,MA9x30_s14.5-16.0_w50_trailS30.0T60.0B0.0tr12.0,ma,trail
1337,2.1,24.2,-5.9,-2.88,4471.0,-1.79,-20.5,13,4,MA9x30_s14.5-16.0_w50_beS20.0T40.0B10.0tr0.0,ma,be
1301,2.0,33.3,-2.9,-1.47,3644.0,-0.67,-17.4,13,5,MA9x30_s14.5-16.0_w50_beS30.0T60.0B15.0tr0.0,ma,be
1357,2.1,30.7,-9.3,-4.44,6143.0,-3.49,-16.9,13,0,MA9x30_s14.5-16.0_w50_trailbeS30.0T0.0B12.0tr15.0,ma,trailbe
1341,2.1,35.7,-7.2,-3.47,5121.0,-2.17,-17.1,13,3,MA9x30_s14.5-16.0_w50_trailbeS40.0T80.0B15.0tr20.0,ma,trailbe
1326,2.0,41.6,-2.7,-1.34,3055.0,-0.67,-21.0,13,5,MA9x30_s14.5-16.0_w50_fixedS20.0T40.0B0.0tr0.0,ma,fixed
1295,2.0,44.9,-2.4,-1.19,3672.0,-0.48,-16.6,13,5,MA9x30_s14.5-16.0_w50_fixedS30.0T60.0B0.0tr0.0,ma,fixed
1358,1.8,28.0,-8.4,-4.56,6308.0,-6.15,-11.8,13,0,MA9x30_s14.5-16.0_a50_trailS30.0T0.0B0.0tr8.0,ma,trail
1349,1.8,34.7,-8.3,-4.52,6270.0,-3.46,-16.9,13,2,MA9x30_s14.5-16.0_a50_trailS30.0T0.0B0.0tr15.0,ma,trail
1330,1.8,37.2,-7.5,-4.13,5623.0,-2.49,-23.1,13,2,MA9x30_s14.5-16.0_a50_trailS40.0T0.0B0.0tr20.0,ma,trail
1353,1.8,31.1,-8.8,-4.76,6585.0,-4.47,-12.6,13,1,MA9x30_s14.5-16.0_a50_trailS30.0T60.0B0.0tr12.0,ma,trail
1328,1.8,26.4,-6.6,-3.64,5009.0,-2.08,-18.3,13,2,MA9x30_s14.5-16.0_a50_beS20.0T40.0B10.0tr0.0,ma,be
1314,1.8,33.6,-6.5,-3.66,4877.0,-1.63,-18.8,13,2,MA9x30_s14.5-16.0_a50_beS30.0T60.0B15.0tr0.0,ma,be
1349,1.8,34.2,-8.1,-4.4,6113.0,-3.38,-16.4,13,2,MA9x30_s14.5-16.0_a50_trailbeS30.0T0.0B12.0tr15.0,ma,trailbe
1330,1.8,36.2,-7.2,-3.97,5424.0,-2.36,-23.2,13,2,MA9x30_s14.5-16.0_a50_trailbeS40.0T80.0B15.0tr20.0,ma,trailbe
1323,1.8,41.8,-6.3,-3.52,4731.0,-1.67,-23.3,13,2,MA9x30_s14.5-16.0_a50_fixedS20.0T40.0B0.0tr0.0,ma,fixed
1313,1.8,44.2,-8.2,-4.57,6046.0,-1.76,-20.8,13,3,MA9x30_s14.5-16.0_a50_fixedS30.0T60.0B0.0tr0.0,ma,fixed
19870,21.5,33.0,-75.5,-3.52,70073.0,-14.75,-97.9,13,0,MA20x60_trailS30.0T0.0B0.0tr8.0,ma,trail
19336,20.9,39.4,-57.3,-2.74,53344.0,-8.24,-97.9,13,0,MA20x60_trailS30.0T0.0B0.0tr15.0,ma,trail
19148,20.7,41.9,-46.2,-2.23,43235.0,-5.55,-84.7,13,0,MA20x60_trailS40.0T0.0B0.0tr20.0,ma,trail
19524,21.1,36.9,-66.1,-3.13,61286.0,-10.55,-102.6,13,0,MA20x60_trailS30.0T60.0B0.0tr12.0,ma,trail
19089,20.6,36.8,-43.2,-2.1,40386.0,-5.4,-68.3,13,0,MA20x60_beS20.0T40.0B10.0tr0.0,ma,be
18844,20.4,41.2,-34.8,-1.71,34635.0,-3.72,-76.9,13,1,MA20x60_beS30.0T60.0B15.0tr0.0,ma,be
19337,20.9,39.0,-57.1,-2.73,53135.0,-8.18,-96.4,13,0,MA20x60_trailbeS30.0T0.0B12.0tr15.0,ma,trailbe
19154,20.7,41.2,-47.2,-2.28,44140.0,-5.78,-85.6,13,0,MA20x60_trailbeS40.0T80.0B15.0tr20.0,ma,trailbe
19025,20.6,44.1,-36.5,-1.77,34422.0,-4.11,-66.8,13,0,MA20x60_fixedS20.0T40.0B0.0tr0.0,ma,fixed
18806,20.3,45.3,-30.4,-1.5,29605.0,-3.04,-68.5,13,0,MA20x60_fixedS30.0T60.0B0.0tr0.0,ma,fixed
