n,tr_day,wr,per_day,per_trade,maxDD,sharpe,worst_q,n_folds,pos_folds,name,fam,mode
9252,12.0,39.0,-35.6,-2.96,27755.0,-3.27,-82.0,13,1,MOM8w3_s14.5-16.0_fixedS20.0T40.0B0.0tr0.0,imp,fixed
7175,9.3,42.8,-25.2,-2.7,20842.0,-2.27,-85.4,13,3,MOM8w3_s14.5-16.0_fixedS30.0T60.0B0.0tr0.0,imp,fixed
13169,17.1,28.0,-77.0,-4.49,59131.0,-17.12,-111.0,13,0,MOM8w3_s14.5-16.0_w50_trailS30.0T0.0B0.0tr8.0,imp,trail
9802,12.8,32.7,-56.2,-4.41,43194.0,-8.33,-93.6,13,0,MOM8w3_s14.5-16.0_w50_trailS30.0T0.0B0.0tr15.0,imp,trail
8216,10.7,35.2,-39.9,-3.73,30976.0,-4.89,-77.4,13,0,MOM8w3_s14.5-16.0_w50_trailS40.0T0.0B0.0tr20.0,imp,trail
11066,14.4,31.1,-61.9,-4.3,47565.0,-10.21,-104.9,13,0,MOM8w3_s14.5-16.0_w50_trailS30.0T60.0B0.0tr12.0,imp,trail
8425,11.0,22.4,-36.9,-3.36,28832.0,-4.48,-64.1,13,0,MOM8w3_s14.5-16.0_w50_beS20.0T40.0B10.0tr0.0,imp,be
6597,8.6,29.8,-21.7,-2.53,17622.0,-2.31,-73.5,13,1,MOM8w3_s14.5-16.0_w50_beS30.0T60.0B15.0tr0.0,imp,be
9864,12.8,32.0,-56.6,-4.4,43452.0,-8.38,-97.8,13,0,MOM8w3_s14.5-16.0_w50_trailbeS30.0T0.0B12.0tr15.0,imp,trailbe
8324,10.8,34.1,-39.5,-3.64,30515.0,-4.93,-77.1,13,0,MOM8w3_s14.5-16.0_w50_trailbeS40.0T80.0B15.0tr20.0,imp,trailbe
7110,9.3,39.7,-22.3,-2.41,18281.0,-2.43,-52.2,13,1,MOM8w3_s14.5-16.0_w50_fixedS20.0T40.0B0.0tr0.0,imp,fixed
5827,7.6,44.5,-8.2,-1.08,8924.0,-0.81,-41.8,13,3,MOM8w3_s14.5-16.0_w50_fixedS30.0T60.0B0.0tr0.0,imp,fixed
8905,11.7,29.1,-49.9,-4.28,38149.0,-13.6,-85.6,13,0,MOM8w3_s14.5-16.0_a50_trailS30.0T0.0B0.0tr8.0,imp,trail
7040,9.2,31.6,-42.4,-4.6,32744.0,-6.87,-79.4,13,1,MOM8w3_s14.5-16.0_a50_trailS30.0T0.0B0.0tr15.0,imp,trail
6121,8.0,34.3,-35.2,-4.4,27454.0,-4.95,-89.3,13,1,MOM8w3_s14.5-16.0_a50_trailS40.0T0.0B0.0tr20.0,imp,trail
7750,10.1,30.5,-45.2,-4.45,34608.0,-8.83,-87.1,13,0,MOM8w3_s14.5-16.0_a50_trailS30.0T60.0B0.0tr12.0,imp,trail
6197,8.1,21.6,-33.6,-4.14,26353.0,-4.55,-81.2,13,1,MOM8w3_s14.5-16.0_a50_beS20.0T40.0B10.0tr0.0,imp,be
5125,6.7,28.9,-29.1,-4.35,23073.0,-3.39,-99.2,13,1,MOM8w3_s14.5-16.0_a50_beS30.0T60.0B15.0tr0.0,imp,be
7073,9.3,30.9,-42.9,-4.63,33177.0,-7.03,-80.2,13,1,MOM8w3_s14.5-16.0_a50_trailbeS30.0T0.0B12.0tr15.0,imp,trailbe
6170,8.1,33.0,-36.3,-4.5,28279.0,-5.11,-93.6,13,1,MOM8w3_s14.5-16.0_a50_trailbeS40.0T80.0B15.0tr20.0,imp,trailbe
5356,7.0,38.2,-28.7,-4.1,22775.0,-3.58,-87.0,13,2,MOM8w3_s14.5-16.0_a50_fixedS20.0T40.0B0.0tr0.0,imp,fixed
4605,6.0,42.1,-24.6,-4.09,20039.0,-2.74,-82.5,13,1,MOM8w3_s14.5-16.0_a50_fixedS30.0T60.0B0.0tr0.0,imp,fixed
59347,63.3,32.6,-214.0,-3.38,200784.0,-19.81,-279.5,13,0,ZFADE20z2.0_trailS30.0T0.0B0.0tr8.0,zs,trail
50563,53.9,39.7,-149.2,-2.77,140000.0,-11.56,-230.3,13,0,ZFADE20z2.0_trailS30.0T0.0B0.0tr15.0,zs,trail
47305,50.4,42.3,-117.8,-2.34,110474.0,-8.24,-179.8,13,0,ZFADE20z2.0_trailS40.0T0.0B0.0tr20.0,zs,trail
53464,57.0,37.5,-171.5,-3.01,160932.0,-14.23,-242.7,13,0,ZFADE20z2.0_trailS30.0T60.0B0.0tr12.0,zs,trail
47000,50.1,36.5,-108.3,-2.16,101611.0,-7.76,-168.1,13,0,ZFADE20z2.0_beS20.0T40.0B10.0tr0.0,zs,be
43696,46.6,41.8,-83.4,-1.79,78223.0,-5.44,-146.4,13,0,ZFADE20z2.0_beS30.0T60.0B15.0tr0.0,zs,be
50632,54.0,39.1,-149.0,-2.76,139749.0,-11.54,-235.0,13,0,ZFADE20z2.0_trailbeS30.0T0.0B12.0tr15.0,zs,trailbe
47426,50.6,41.6,-117.8,-2.33,110513.0,-8.26,-186.1,13,0,ZFADE20z2.0_trailbeS40.0T80.0B15.0tr20.0,zs,trailbe
45298,48.3,45.0,-93.8,-1.94,87998.0,-6.11,-156.8,13,0,ZFADE20z2.0_fixedS20.0T40.0B0.0tr0.0,zs,fixed
42728,45.6,46.9,-73.5,-1.61,68946.0,-4.52,-118.6,13,0,ZFADE20z2.0_fixedS30.0T60.0B0.0tr0.0,zs,fixed
14105,15.7,33.0,-52.6,-3.34,47236.0,-12.03,-64.6,13,0,ZFADE20z2.0_w50_trailS30.0T0.0B0.0tr8.0,zs,trail
12958,14.4,40.3,-39.2,-2.72,35281.0,-6.64,-64.9,13,0,ZFADE20z2.0_w50_trailS30.0T0.0B0.0tr15.0,zs,trail
12556,14.0,42.9,-32.7,-2.34,29429.0,-5.08,-51.9,13,0,ZFADE20z2.0_w50_trailS40.0T0.0B0.0tr20.0,zs,trail
13329,14.9,38.0,-42.3,-2.85,38033.0,-7.87,-64.4,13,0,ZFADE20z2.0_w50_trailS30.0T60.0B0.0tr12.0,zs,trail
12514,14.0,37.7,-28.1,-2.02,25300.0,-4.28,-53.3,13,0,ZFADE20z2.0_w50_beS20.0T40.0B10.0tr0.0,zs,be
12181,13.6,42.5,-23.0,-1.69,20756.0,-3.13,-43.3,13,0,ZFADE20z2.0_w50_beS30.0T60.0B15.0tr0.0,zs,be
12969,14.5,39.9,-38.9,-2.69,34946.0,-6.62,-64.3,13,0,ZFADE20z2.0_w50_trailbeS30.0T0.0B12.0tr15.0,zs,trailbe
12572,14.0,42.1,-33.4,-2.38,29990.0,-5.28,-54.5,13,0,ZFADE20z2.0_w50_trailbeS40.0T80.0B15.0tr20.0,zs,trailbe
12269,13.7,45.3,-23.7,-1.73,21614.0,-3.23,-47.9,13,0,ZFADE20z2.0_w50_fixedS20.0T40.0B0.0tr0.0,zs,fixed
12047,13.4,47.0,-19.7,-1.46,18005.0,-2.43,-38.5,13,0,ZFADE20z2.0_w50_fixedS30.0T60.0B0.0tr0.0,zs,fixed
48370,51.7,32.7,-173.3,-3.35,162390.0,-19.04,-234.8,13,0,ZFADE20z2.0_a50_trailS30.0T0.0B0.0tr8.0,zs,trail
41638,44.5,39.6,-123.6,-2.78,115704.0,-11.03,-187.8,13,0,ZFADE20z2.0_a50_trailS30.0T0.0B0.0tr15.0,zs,trail
39035,41.7,42.4,-96.4,-2.31,90229.0,-7.55,-154.2,13,0,ZFADE20z2.0_a50_trailS40.0T0.0B0.0tr20.0,zs,trail
43889,46.9,37.5,-141.3,-3.01,132240.0,-13.95,-198.7,13,0,ZFADE20z2.0_a50_trailS30.0T60.0B0.0tr12.0,zs,trail
38704,41.4,36.6,-87.9,-2.13,82713.0,-7.06,-143.3,13,0,ZFADE20z2.0_a50_beS20.0T40.0B10.0tr0.0,zs,be
36070,38.5,41.8,-68.8,-1.79,64648.0,-4.92,-118.5,13,0,ZFADE20z2.0_a50_beS30.0T60.0B15.0tr0.0,zs,be
41676,44.5,39.1,-124.2,-2.79,116257.0,-11.12,-190.5,13,0,ZFADE20z2.0_a50_trailbeS30.0T0.0B12.0tr15.0,zs,trailbe
39117,41.8,41.7,-98.2,-2.35,91967.0,-7.77,-154.8,13,0,ZFADE20z2.0_a50_trailbeS40.0T80.0B15.0tr20.0,zs,trailbe
37359,39.9,45.2,-77.1,-1.93,72376.0,-5.55,-151.2,13,0,ZFADE20z2.0_a50_fixedS20.0T40.0B0.0tr0.0,zs,fixed
35319,37.7,46.9,-61.9,-1.64,58473.0,-4.21,-94.8,13,0,ZFADE20z2.0_a50_fixedS30.0T60.0B0.0tr0.0,zs,fixed
18210,23.2,30.0,-86.8,-3.74,68318.0,-16.13,-105.8,13,0,ZFADE20z2.0_s14.5-21.0_trailS30.0T0.0B0.0tr8.0,zs,trail
15517,19.8,35.9,-66.7,-3.36,52336.0,-8.08,-105.5,13,0,ZFADE20z2.0_s14.5-21.0_trailS30.0T0.0B0.0tr15.0,zs,trail
14207,18.2,39.0,-50.7,-2.79,39908.0,-5.21,-79.6,13,0,ZFADE20z2.0_s14.5-21.0_trailS40.0T0.0B0.0tr20.0,zs,trail
16510,21.1,33.6,-76.1,-3.61,59770.0,-10.55,-115.0,13,0,ZFADE20z2.0_s14.5-21.0_trailS30.0T60.0B0.0tr12.0,zs,trail
14110,18.0,29.9,-43.6,-2.42,34528.0,-4.61,-75.6,13,0,ZFADE20z2.0_s14.5-21.0_beS20.0T40.0B10.0tr0.0,zs,be
12698,16.2,37.5,-29.0,-1.79,23179.0,-2.65,-56.8,13,0,ZFADE20z2.0_s14.5-21.0_beS30.0T60.0B15.0tr0.0,zs,be
15541,19.9,35.4,-65.8,-3.31,51638.0,-8.06,-105.4,13,0,ZFADE20z2.0_s14.5-21.0_trailbeS30.0T0.0B12.0tr15.0,zs,trailbe
14273,18.3,38.0,-50.7,-2.78,39851.0,-5.29,-86.2,13,0,ZFADE20z2.0_s14.5-21.0_trailbeS40.0T80.0B15.0tr20.0,zs,trailbe
13313,17.0,43.2,-39.4,-2.31,31023.0,-3.48,-86.5,13,0,ZFADE20z2.0_s14.5-21.0_fixedS20.0T40.0B0.0tr0.0,zs,fixed
12210,15.6,46.7,-23.9,-1.53,18800.0,-1.98,-53.7,13,1,ZFADE20z2.0_s14.5-21.0_fixedS30.0T60.0B0.0tr0.0,zs,fixed
4458,5.8,29.5,-23.0,-4.0,17800.0,-9.02,-31.6,13,0,ZFADE20z2.0_s14.5-21.0_w50_trailS30.0T0.0B0.0tr8.0,zs,trail
4008,5.2,36.6,-19.7,-3.8,15268.0,-5.17,-36.6,13,0,ZFADE20z2.0_s14.5-21.0_w50_trailS30.0T0.0B0.0tr15.0,zs,trail
3796,4.9,39.7,-17.6,-3.59,13633.0,-3.98,-39.5,13,0,ZFADE20z2.0_s14.5-21.0_w50_trailS40.0T0.0B0.0tr20.0,zs,trail
4178,5.4,33.6,-20.2,-3.75,15641.0,-5.95,-32.3,13,0,ZFADE20z2.0_s14.5-21.0_w50_trailS30.0T60.0B0.0tr12.0,zs,trail
3783,4.9,31.7,-12.9,-2.64,10422.0,-2.76,-35.1,13,0,ZFADE20z2.0_s14.5-21.0_w50_beS20.0T40.0B10.0tr0.0,zs,be
3578,4.6,39.3,-10.2,-2.21,8429.0,-1.86,-33.3,13,1,ZFADE20z2.0_s14.5-21.0_w50_beS30.0T60.0B15.0tr0.0,zs,be
4011,5.2,36.0,-19.4,-3.75,15055.0,-5.12,-35.6,13,0,ZFADE20z2.0_s14.5-21.0_w50_trailbeS30.0T0.0B12.0tr15.0,zs,trailbe
3801,4.9,39.0,-17.2,-3.52,13357.0,-3.94,-37.9,13,0,ZFADE20z2.0_s14.5-21.0_w50_trailbeS40.0T80.0B15.0tr20.0,zs,trailbe
3634,4.7,43.3,-13.7,-2.93,10987.0,-2.62,-38.5,13,0,ZFADE20z2.0_s14.5-21.0_w50_fixedS20.0T40.0B0.0tr0.0,zs,fixed
3499,4.5,47.6,-8.6,-1.9,7084.0,-1.46,-21.4,13,2,ZFADE20z2.0_s14.5-21.0_w50_fixedS30.0T60.0B0.0tr0.0,zs,fixed
14343,18.3,30.2,-66.8,-3.65,52482.0,-14.5,-83.3,13,0,ZFADE20z2.0_s14.5-21.0_a50_trailS30.0T0.0B0.0tr8.0,zs,trail
12415,15.9,35.4,-53.7,-3.39,42325.0,-7.31,-103.4,13,0,ZFADE20z2.0_s14.5-21.0_a50_trailS30.0T0.0B0.0tr15.0,zs,trail
11427,14.6,38.9,-39.4,-2.7,31355.0,-4.51,-70.0,13,0,ZFADE20z2.0_s14.5-21.0_a50_trailS40.0T0.0B0.0tr20.0,zs,trail
13154,16.8,33.5,-60.1,-3.58,47414.0,-9.64,-87.7,13,0,ZFADE20z2.0_s14.5-21.0_a50_trailS30.0T60.0B0.0tr12.0,zs,trail
11298,14.4,29.7,-36.3,-2.52,29166.0,-4.24,-62.1,13,1,ZFADE20z2.0_s14.5-21.0_a50_beS20.0T40.0B10.0tr0.0,zs,be
10241,13.1,37.4,-19.8,-1.52,16179.0,-2.02,-35.6,13,1,ZFADE20z2.0_s14.5-21.0_a50_beS30.0T60.0B15.0tr0.0,zs,be
12429,15.9,34.9,-52.7,-3.32,41562.0,-7.23,-104.1,13,0,ZFADE20z2.0_s14.5-21.0_a50_trailbeS30.0T0.0B12.0tr15.0,zs,trailbe
11475,14.7,37.8,-39.2,-2.68,31007.0,-4.6,-71.2,13,0,ZFADE20z2.0_s14.5-21.0_a50_trailbeS40.0T80.0B15.0tr20.0,zs,trailbe
10707,13.7,43.7,-27.5,-2.01,22163.0,-2.79,-62.4,13,1,ZFADE20z2.0_s14.5-21.0_a50_fixedS20.0T40.0B0.0tr0.0,zs,fixed
9872,12.6,47.0,-17.3,-1.37,14487.0,-1.6,-31.6,13,3,ZFADE20z2.0_s14.5-21.0_a50_fixedS30.0T60.0B0.0tr0.0,zs,fixed
4541,5.9,29.2,-21.8,-3.71,16818.0,-8.16,-34.4,13,0,ZFADE20z2.0_s14.5-16.0_trailS30.0T0.0B0.0tr8.0,zs,trail
4000,5.2,33.4,-18.9,-3.65,14669.0,-4.21,-43.3,13,1,ZFADE20z2.0_s14.5-16.0_trailS30.0T0.0B0.0tr15.0,zs,trail
3676,4.8,36.2,-12.9,-2.72,10158.0,-2.45,-46.5,13,2,ZFADE20z2.0_s14.5-16.0_trailS40.0T0.0B0.0tr20.0,zs,trail
4221,5.5,31.8,-20.4,-3.74,15913.0,-5.67,-38.5,13,1,ZFADE20z2.0_s14.5-16.0_trailS30.0T60.0B0.0tr12.0,zs,trail
3650,4.7,25.8,-10.5,-2.23,8273.0,-2.01,-34.0,13,2,ZFADE20z2.0_s14.5-16.0_beS20.0T40.0B10.0tr0.0,zs,be
3245,4.2,32.6,-9.1,-2.17,7138.0,-1.41,-23.8,13,3,ZFADE20z2.0_s14.5-16.0_beS30.0T60.0B15.0tr0.0,zs,be
4010,5.2,32.8,-18.7,-3.6,14519.0,-4.17,-43.0,13,1,ZFADE20z2.0_s14.5-16.0_trailbeS30.0T0.0B12.0tr15.0,zs,trailbe
3689,4.8,35.0,-12.9,-2.71,10040.0,-2.51,-46.9,13,2,ZFADE20z2.0_s14.5-16.0_trailbeS40.0T80.0B15.0tr20.0,zs,trailbe
3400,4.4,40.8,-12.0,-2.73,9505.0,-1.85,-37.9,13,2,ZFADE20z2.0_s14.5-16.0_fixedS20.0T40.0B0.0tr0.0,zs,fixed
3064,4.0,45.6,-5.3,-1.35,4569.0,-0.73,-22.7,13,3,ZFADE20z2.0_s14.5-16.0_fixedS30.0T60.0B0.0tr0.0,zs,fixed
1067,1.9,28.5,-7.3,-3.78,4022.0,-4.88,-13.8,13,0,ZFADE20z2.0_s14.5-16.0_w50_trailS30.0T0.0B0.0tr8.0,zs,trail
972,1.8,32.1,-7.1,-4.03,3924.0,-2.83,-27.9,13,2,ZFADE20z2.0_s14.5-16.0_w50_trailS30.0T0.0B0.0tr15.0,zs,trail
914,1.6,37.3,-5.3,-3.19,3071.0,-1.81,-28.5,13,5,ZFADE20z2.0_s14.5-16.0_w50_trailS40.0T0.0B0.0tr20.0,zs,trail
1006,1.8,29.8,-7.9,-4.33,4371.0,-3.73,-25.0,13,1,ZFADE20z2.0_s14.5-16.0_w50_trailS30.0T60.0B0.0tr12.0,zs,trail
899,1.6,29.7,-1.9,-1.15,1403.0,-0.6,-28.9,13,7,ZFADE20z2.0_s14.5-16.0_w50_beS20.0T40.0B10.0tr0.0,zs,be
839,1.5,38.4,-0.5,-0.36,1494.0,-0.14,-22.7,13,6,ZFADE20z2.0_s14.5-16.0_w50_beS30.0T60.0B15.0tr0.0,zs,be
974,1.8,32.6,-6.8,-3.87,3774.0,-2.75,-27.4,13,4,ZFADE20z2.0_s14.5-16.0_w50_trailbeS30.0T0.0B12.0tr15.0,zs,trailbe
915,1.6,36.5,-5.2,-3.15,3072.0,-1.79,-28.2,13,5,ZFADE20z2.0_s14.5-16.0_w50_trailbeS40.0T80.0B15.0tr20.0,zs,trailbe
863,1.6,43.5,-0.9,-0.56,1606.0,-0.24,-28.3,13,7,ZFADE20z2.0_s14.5-16.0_w50_fixedS20.0T40.0B0.0tr0.0,zs,fixed
818,1.5,48.9,1.4,0.95,1356.0,0.32,-22.5,13,7,ZFADE20z2.0_s14.5-16.0_w50_fixedS30.0T60.0B0.0tr0.0,zs,fixed
3589,4.7,29.4,-17.0,-3.66,13145.0,-7.28,-25.3,13,0,ZFADE20z2.0_s14.5-16.0_a50_trailS30.0T0.0B0.0tr8.0,zs,trail
3208,4.2,33.0,-15.4,-3.71,11947.0,-3.85,-32.6,13,1,ZFADE20z2.0_s14.5-16.0_a50_trailS30.0T0.0B0.0tr15.0,zs,trail
2984,3.9,35.6,-11.7,-3.01,9131.0,-2.45,-26.8,13,2,ZFADE20z2.0_s14.5-16.0_a50_trailS40.0T0.0B0.0tr20.0,zs,trail
3370,4.4,32.1,-16.0,-3.66,12467.0,-5.03,-26.8,13,1,ZFADE20z2.0_s14.5-16.0_a50_trailS30.0T60.0B0.0tr12.0,zs,trail
2928,3.8,25.2,-9.4,-2.48,7467.0,-2.06,-25.3,13,2,ZFADE20z2.0_s14.5-16.0_a50_beS20.0T40.0B10.0tr0.0,zs,be
2649,3.4,32.0,-6.2,-1.81,5737.0,-1.08,-18.8,13,5,ZFADE20z2.0_s14.5-16.0_a50_beS30.0T60.0B15.0tr0.0,zs,be
3213,4.2,32.6,-15.2,-3.66,11813.0,-3.83,-33.0,13,1,ZFADE20z2.0_s14.5-16.0_a50_trailbeS30.0T0.0B12.0tr15.0,zs,trailbe
2999,3.9,34.7,-11.3,-2.91,8800.0,-2.43,-26.4,13,2,ZFADE20z2.0_s14.5-16.0_a50_trailbeS40.0T80.0B15.0tr20.0,zs,trailbe
2756,3.6,41.1,-8.8,-2.46,7423.0,-1.52,-25.2,13,4,ZFADE20z2.0_s14.5-16.0_a50_fixedS20.0T40.0B0.0tr0.0,zs,fixed
2505,3.2,45.1,-5.6,-1.72,5417.0,-0.85,-21.1,13,6,ZFADE20z2.0_s14.5-16.0_a50_fixedS30.0T60.0B0.0tr0.0,zs,fixed
57133,61.0,32.3,-209.5,-3.44,196491.0,-19.0,-301.0,13,0,ZFADE60z2.0_trailS30.0T0.0B0.0tr8.0,zs,trail
43686,46.6,38.8,-131.0,-2.81,122983.0,-10.3,-223.6,13,0,ZFADE60z2.0_trailS30.0T0.0B0.0tr15.0,zs,trail
38826,41.4,41.5,-105.9,-2.55,99259.0,-7.57,-209.6,13,0,ZFADE60z2.0_trailS40.0T0.0B0.0tr20.0,zs,trail
48100,51.3,36.5,-160.9,-3.13,150885.0,-13.59,-269.0,13,0,ZFADE60z2.0_trailS30.0T60.0B0.0tr12.0,zs,trail
37923,40.5,34.5,-89.7,-2.22,84699.0,-6.79,-186.0,13,0,ZFADE60z2.0_beS20.0T40.0B10.0tr0.0,zs,be
33274,35.5,40.5,-65.0,-1.83,61486.0,-4.43,-119.9,13,0,ZFADE60z2.0_beS30.0T60.0B15.0tr0.0,zs,be
43800,46.7,38.2,-131.2,-2.81,123155.0,-10.36,-228.0,13,0,ZFADE60z2.0_trailbeS30.0T0.0B12.0tr15.0,zs,trailbe
38998,41.6,40.7,-107.0,-2.57,100309.0,-7.72,-204.5,13,0,ZFADE60z2.0_trailbeS40.0T80.0B15.0tr20.0,zs,trailbe
34749,37.1,44.6,-68.9,-1.86,64733.0,-4.74,-123.1,13,0,ZFADE60z2.0_fixedS20.0T40.0B0.0tr0.0,zs,fixed
31525,33.6,47.0,-53.0,-1.57,50739.0,-3.4,-91.6,13,0,ZFADE60z2.0_fixedS30.0T60.0B0.0tr0.0,zs,fixed
57116,61.0,32.4,-209.0,-3.43,196115.0,-18.93,-298.2,13,0,ZFADE60z2.0_a50_trailS30.0T0.0B0.0tr8.0,zs,trail
43679,46.6,38.8,-130.8,-2.81,122768.0,-10.29,-225.6,13,0,ZFADE60z2.0_a50_trailS30.0T0.0B0.0tr15.0,zs,trail
38808,41.4,41.5,-106.1,-2.56,99466.0,-7.55,-214.1,13,0,ZFADE60z2.0_a50_trailS40.0T0.0B0.0tr20.0,zs,trail
48087,51.3,36.5,-159.5,-3.11,149588.0,-13.52,-265.8,13,0,ZFADE60z2.0_a50_trailS30.0T60.0B0.0tr12.0,zs,trail
37923,40.5,34.5,-90.1,-2.23,85054.0,-6.75,-184.4,13,0,ZFADE60z2.0_a50_beS20.0T40.0B10.0tr0.0,zs,be
33270,35.5,40.5,-63.0,-1.77,59557.0,-4.28,-119.6,13,0,ZFADE60z2.0_a50_beS30.0T60.0B15.0tr0.0,zs,be
43800,46.7,38.2,-131.7,-2.82,123655.0,-10.43,-228.1,13,0,ZFADE60z2.0_a50_trailbeS30.0T0.0B12.0tr15.0,zs,trailbe
38984,41.6,40.6,-108.0,-2.6,101311.0,-7.92,-203.5,13,0,ZFADE60z2.0_a50_trailbeS40.0T80.0B15.0tr20.0,zs,trailbe
34749,37.1,44.6,-68.7,-1.85,64611.0,-4.74,-119.0,13,0,ZFADE60z2.0_a50_fixedS20.0T40.0B0.0tr0.0,zs,fixed
31525,33.6,46.9,-54.9,-1.63,52588.0,-3.49,-88.5,13,0,ZFADE60z2.0_a50_fixedS30.0T60.0B0.0tr0.0,zs,fixed
17914,23.0,30.4,-84.4,-3.68,66062.0,-14.34,-114.2,13,0,ZFADE60z2.0_s14.5-21.0_trailS30.0T0.0B0.0tr8.0,zs,trail
13838,17.8,35.1,-57.8,-3.25,45401.0,-6.92,-98.1,13,0,ZFADE60z2.0_s14.5-21.0_trailS30.0T0.0B0.0tr15.0,zs,trail
11948,15.3,38.0,-49.1,-3.2,38459.0,-5.13,-105.1,13,0,ZFADE60z2.0_s14.5-21.0_trailS40.0T0.0B0.0tr20.0,zs,trail
15354,19.7,33.1,-69.8,-3.54,54801.0,-9.39,-97.5,13,0,ZFADE60z2.0_s14.5-21.0_trailS30.0T60.0B0.0tr12.0,zs,trail
11564,14.8,27.6,-39.8,-2.68,31870.0,-4.07,-76.4,13,0,ZFADE60z2.0_s14.5-21.0_beS20.0T40.0B10.0tr0.0,zs,be
9509,12.2,35.1,-26.6,-2.18,21673.0,-2.41,-79.7,13,1,ZFADE60z2.0_s14.5-21.0_beS30.0T60.0B15.0tr0.0,zs,be
13889,17.8,34.4,-57.8,-3.24,45464.0,-6.91,-100.0,13,0,ZFADE60z2.0_s14.5-21.0_trailbeS30.0T0.0B12.0tr15.0,zs,trailbe
12038,15.5,36.8,-49.0,-3.17,38369.0,-5.2,-103.8,13,0,ZFADE60z2.0_s14.5-21.0_trailbeS40.0T80.0B15.0tr20.0,zs,trailbe
10146,13.0,42.4,-31.1,-2.39,25154.0,-2.93,-88.6,13,0,ZFADE60z2.0_s14.5-21.0_fixedS20.0T40.0B0.0tr0.0,zs,fixed
8689,11.1,46.0,-21.7,-1.95,18004.0,-1.89,-48.4,13,2,ZFADE60z2.0_s14.5-21.0_fixedS30.0T60.0B0.0tr0.0,zs,fixed
17909,23.0,30.4,-83.9,-3.65,65702.0,-14.12,-115.7,13,0,ZFADE60z2.0_s14.5-21.0_a50_trailS30.0T0.0B0.0tr8.0,zs,trail
13833,17.8,35.0,-58.2,-3.28,45714.0,-6.97,-99.0,13,0,ZFADE60z2.0_s14.5-21.0_a50_trailS30.0T0.0B0.0tr15.0,zs,trail
11946,15.3,38.0,-49.3,-3.22,38630.0,-5.17,-105.1,13,0,ZFADE60z2.0_s14.5-21.0_a50_trailS40.0T0.0B0.0tr20.0,zs,trail
15347,19.7,33.2,-69.4,-3.52,54480.0,-9.3,-95.9,13,0,ZFADE60z2.0_s14.5-21.0_a50_trailS30.0T60.0B0.0tr12.0,zs,trail
11564,14.8,27.6,-39.7,-2.67,31737.0,-4.06,-76.4,13,0,ZFADE60z2.0_s14.5-21.0_a50_beS20.0T40.0B10.0tr0.0,zs,be
9509,12.2,35.1,-26.4,-2.16,21509.0,-2.38,-79.7,13,1,ZFADE60z2.0_s14.5-21.0_a50_beS30.0T60.0B15.0tr0.0,zs,be
13887,17.8,34.3,-58.6,-3.29,46049.0,-7.02,-100.0,13,0,ZFADE60z2.0_s14.5-21.0_a50_trailbeS30.0T0.0B12.0tr15.0,zs,trailbe
12031,15.4,36.7,-49.6,-3.21,38874.0,-5.27,-109.3,13,0,ZFADE60z2.0_s14.5-21.0_a50_trailbeS40.0T80.0B15.0tr20.0,zs,trailbe
10146,13.0,42.4,-31.1,-2.38,25101.0,-2.92,-88.6,13,0,ZFADE60z2.0_s14.5-21.0_a50_fixedS20.0T40.0B0.0tr0.0,zs,fixed
8689,11.1,46.0,-21.9,-1.96,18146.0,-1.9,-47.0,13,2,ZFADE60z2.0_s14.5-21.0_a50_fixedS30.0T60.0B0.0tr0.0,zs,fixed
4938,6.6,30.3,-24.8,-3.76,18701.0,-8.65,-39.4,13,0,ZFADE60z2.0_s14.5-16.0_trailS30.0T0.0B0.0tr8.0,zs,trail
4026,5.4,33.8,-17.3,-3.22,13158.0,-3.86,-36.2,13,0,ZFADE60z2.0_s14.5-16.0_trailS30.0T0.0B0.0tr15.0,zs,trail
3542,4.7,35.7,-15.5,-3.27,11659.0,-2.96,-36.1,13,1,ZFADE60z2.0_s14.5-16.0_trailS40.0T0.0B0.0tr20.0,zs,trail
4416,5.9,32.3,-21.9,-3.71,16504.0,-5.53,-41.0,13,0,ZFADE60z2.0_s14.5-16.0_trailS30.0T60.0B0.0tr12.0,zs,trail
3426,4.6,22.9,-13.1,-2.86,9929.0,-2.48,-28.4,13,1,ZFADE60z2.0_s14.5-16.0_beS20.0T40.0B10.0tr0.0,zs,be
2777,3.7,29.8,-12.9,-3.48,10040.0,-2.01,-38.9,13,2,ZFADE60z2.0_s14.5-16.0_beS30.0T60.0B15.0tr0.0,zs,be
4041,5.4,32.9,-17.1,-3.16,12889.0,-3.88,-35.0,13,0,ZFADE60z2.0_s14.5-16.0_trailbeS30.0T0.0B12.0tr15.0,zs,trailbe
3579,4.8,34.3,-15.6,-3.27,11774.0,-3.03,-34.3,13,1,ZFADE60z2.0_s14.5-16.0_trailbeS40.0T80.0B15.0tr20.0,zs,trailbe
2923,3.9,39.4,-12.3,-3.14,9390.0,-1.92,-39.3,13,1,ZFADE60z2.0_s14.5-16.0_fixedS20.0T40.0B0.0tr0.0,zs,fixed
2422,3.2,43.7,-10.5,-3.25,8547.0,-1.56,-38.9,13,2,ZFADE60z2.0_s14.5-16.0_fixedS30.0T60.0B0.0tr0.0,zs,fixed
4938,6.6,30.3,-24.6,-3.72,18522.0,-8.52,-39.8,13,0,ZFADE60z2.0_s14.5-16.0_a50_trailS30.0T0.0B0.0tr8.0,zs,trail
