n,tr_day,wr,per_day,per_trade,maxDD,sharpe,worst_q,n_folds,pos_folds,name,fam
99387,106.0,41.4,-265.1,-2.5,248704.0,-10.38,-465.3,13,0,FADE5w3_S15.0T30.0,imp
81165,86.6,40.5,-228.0,-2.63,213849.0,-9.26,-478.0,13,0,FADE8w3_S15.0T30.0,imp
47841,51.0,43.2,-106.6,-2.09,100012.0,-7.5,-192.6,13,0,ZFADE20z2.0_S15.0T30.0,zs
38196,40.8,42.5,-90.0,-2.21,84561.0,-6.76,-165.3,13,0,ZFADE60z2.0_S15.0T30.0,zs
8726,9.5,42.1,-22.1,-2.33,20400.0,-3.37,-44.2,13,0,ZFADE60z3.0_S15.0T30.0,zs
99194,105.8,40.1,-273.1,-2.58,256987.0,-10.68,-474.6,13,0,MOM5w3_S15.0T30.0,imp
81090,86.5,39.3,-245.2,-2.83,230476.0,-9.71,-503.2,13,0,MOM8w3_S15.0T30.0,imp
45448,48.5,40.6,-124.5,-2.57,117222.0,-9.29,-167.6,13,0,ZMOM20z2.0_S15.0T30.0,zs
34634,37.0,39.9,-93.8,-2.54,88276.0,-7.42,-139.6,13,0,ZMOM60z2.0_S15.0T30.0,zs
8031,8.7,38.5,-26.3,-3.01,24465.0,-4.29,-46.7,13,1,ZMOM60z3.0_S15.0T30.0,zs
35565,38.0,42.6,-85.9,-2.26,80754.0,-7.67,-154.0,13,0,MA9x30_S15.0T30.0,ma
19181,20.7,42.4,-43.9,-2.12,41111.0,-5.33,-74.7,13,0,MA20x60_S15.0T30.0,ma
100509,107.2,40.5,-265.7,-2.48,249417.0,-11.62,-420.1,13,0,TF60b5.0_S15.0T30.0,tf
94298,100.5,40.5,-239.2,-2.38,224628.0,-10.91,-367.1,13,0,TF120b8.0_S15.0T30.0,tf
86237,91.9,43.9,-212.4,-2.31,199649.0,-8.24,-420.0,13,0,FADE5w3_S20.0T40.0,imp
69448,74.1,43.3,-171.9,-2.32,161783.0,-6.73,-387.5,13,0,FADE8w3_S20.0T40.0,imp
45298,48.3,45.0,-93.8,-1.94,87998.0,-6.11,-156.8,13,0,ZFADE20z2.0_S20.0T40.0,zs
34749,37.1,44.6,-68.9,-1.86,64733.0,-4.74,-123.1,13,0,ZFADE60z2.0_S20.0T40.0,zs
8231,8.9,44.4,-17.6,-1.97,16539.0,-2.4,-33.1,13,1,ZFADE60z3.0_S20.0T40.0,zs
85904,91.6,42.6,-203.7,-2.22,191878.0,-7.59,-427.1,13,0,MOM5w3_S20.0T40.0,imp
69109,73.8,42.2,-174.9,-2.37,164842.0,-6.43,-399.8,13,0,MOM8w3_S20.0T40.0,imp
43509,46.4,42.4,-103.6,-2.23,97756.0,-6.96,-144.4,13,0,ZMOM20z2.0_S20.0T40.0,zs
32067,34.2,41.7,-76.5,-2.24,72193.0,-5.82,-123.4,13,0,ZMOM60z2.0_S20.0T40.0,zs
7588,8.2,40.5,-22.2,-2.69,20793.0,-3.26,-45.4,13,0,ZMOM60z3.0_S20.0T40.0,zs
34655,37.0,44.0,-78.7,-2.13,73922.0,-6.5,-158.9,13,0,MA9x30_S20.0T40.0,ma
19025,20.6,44.1,-36.5,-1.77,34422.0,-4.11,-66.8,13,0,MA20x60_S20.0T40.0,ma
88967,94.8,42.6,-202.3,-2.13,190170.0,-8.89,-332.4,13,0,TF60b5.0_S20.0T40.0,tf
83122,88.6,42.9,-176.5,-1.99,165830.0,-8.04,-252.3,13,0,TF120b8.0_S20.0T40.0,tf
82718,88.2,43.3,-210.8,-2.39,198075.0,-8.01,-393.4,13,0,FADE5w3_S20.0T60.0,imp
65985,70.4,42.6,-171.9,-2.44,161478.0,-7.13,-368.6,13,0,FADE8w3_S20.0T60.0,imp
44929,47.9,44.5,-94.9,-1.98,89007.0,-5.82,-172.7,13,0,ZFADE20z2.0_S20.0T60.0,zs
34363,36.7,44.0,-70.8,-1.93,66851.0,-4.7,-127.9,13,0,ZFADE60z2.0_S20.0T60.0,zs
8183,8.9,43.6,-18.5,-2.08,17198.0,-2.35,-34.9,13,1,ZFADE60z3.0_S20.0T60.0,zs
82107,87.5,41.9,-207.0,-2.36,194568.0,-7.74,-365.4,13,0,MOM5w3_S20.0T60.0,imp
65468,69.9,41.4,-175.0,-2.5,164597.0,-6.78,-394.8,13,0,MOM8w3_S20.0T60.0,imp
42768,45.6,42.0,-105.4,-2.31,99489.0,-6.97,-156.9,13,0,ZMOM20z2.0_S20.0T60.0,zs
30889,33.0,41.1,-73.6,-2.23,69657.0,-5.54,-121.6,13,0,ZMOM60z2.0_S20.0T60.0,zs
7332,8.0,39.7,-21.1,-2.65,19922.0,-2.88,-42.8,13,0,ZMOM60z3.0_S20.0T60.0,zs
34650,37.0,43.6,-80.6,-2.18,75682.0,-6.2,-182.9,13,0,MA9x30_S20.0T60.0,ma
19025,20.6,43.7,-33.6,-1.64,32047.0,-3.57,-74.5,13,0,MA20x60_S20.0T60.0,ma
85576,91.2,42.0,-195.6,-2.14,183723.0,-8.3,-347.8,13,0,TF60b5.0_S20.0T60.0,tf
79786,85.1,42.3,-169.6,-1.99,159413.0,-7.65,-219.6,13,0,TF120b8.0_S20.0T60.0,tf
75584,80.6,46.4,-168.5,-2.09,158181.0,-6.51,-376.7,13,0,FADE5w3_S30.0T60.0,imp
59483,63.5,46.2,-138.7,-2.19,131306.0,-5.22,-315.7,13,0,FADE8w3_S30.0T60.0,imp
42728,45.6,46.9,-73.5,-1.61,68946.0,-4.52,-118.6,13,0,ZFADE20z2.0_S30.0T60.0,zs
31525,33.6,47.0,-53.0,-1.57,50739.0,-3.4,-91.6,13,0,ZFADE60z2.0_S30.0T60.0,zs
7615,8.3,47.2,-11.9,-1.43,11427.0,-1.42,-29.0,13,2,ZFADE60z3.0_S30.0T60.0,zs
75181,80.2,44.9,-144.1,-1.8,136440.0,-5.57,-268.3,13,0,MOM5w3_S30.0T60.0,imp
59038,63.0,45.0,-120.9,-1.92,115085.0,-4.96,-261.6,13,0,MOM8w3_S30.0T60.0,imp
41747,44.5,43.9,-91.4,-2.05,86553.0,-5.53,-128.8,13,0,ZMOM20z2.0_S30.0T60.0,zs
29970,32.0,43.3,-67.9,-2.12,63945.0,-4.59,-106.9,13,0,ZMOM60z2.0_S30.0T60.0,zs
7174,7.8,42.8,-19.4,-2.48,18363.0,-2.34,-48.9,13,2,ZMOM60z3.0_S30.0T60.0,zs
33623,35.9,45.4,-72.6,-2.02,68086.0,-5.18,-155.1,13,0,MA9x30_S30.0T60.0,ma
18806,20.3,45.3,-30.4,-1.5,29605.0,-3.04,-68.5,13,0,MA20x60_S30.0T60.0,ma
80089,85.4,44.6,-161.0,-1.89,151259.0,-6.9,-270.1,13,0,TF60b5.0_S30.0T60.0,tf
74534,79.5,45.0,-131.1,-1.65,123184.0,-5.42,-186.8,13,0,TF120b8.0_S30.0T60.0,tf
62097,66.5,41.5,-137.5,-2.07,128669.0,-7.89,-225.7,13,0,FADE5w3_with50_S15.0T30.0,imp
45293,49.6,40.6,-108.0,-2.18,99034.0,-6.73,-218.3,13,0,FADE8w3_with50_S15.0T30.0,imp
12522,14.0,43.2,-27.6,-1.98,24795.0,-4.13,-54.4,13,0,ZFADE20z2.0_with50_S15.0T30.0,zs
78453,83.6,40.2,-218.4,-2.61,205473.0,-11.03,-346.8,13,0,MOM5w3_with50_S15.0T30.0,imp
61764,65.9,39.7,-174.7,-2.65,164091.0,-8.91,-313.4,13,0,MOM8w3_with50_S15.0T30.0,imp
37140,39.7,40.8,-97.7,-2.46,91783.0,-8.24,-132.1,13,0,ZMOM20z2.0_with50_S15.0T30.0,zs
34612,36.9,39.9,-94.9,-2.57,89279.0,-7.68,-150.4,13,0,ZMOM60z2.0_with50_S15.0T30.0,zs
8031,8.7,38.5,-26.3,-3.01,24465.0,-4.29,-46.7,13,1,ZMOM60z3.0_with50_S15.0T30.0,zs
19649,21.3,42.3,-45.7,-2.14,42531.0,-5.67,-81.6,13,1,MA9x30_with50_S15.0T30.0,ma
13137,14.4,41.9,-33.2,-2.31,30637.0,-4.73,-61.6,13,0,MA20x60_with50_S15.0T30.0,ma
100509,107.2,40.5,-265.7,-2.48,249417.0,-11.62,-420.1,13,0,TF60b5.0_with60_S15.0T30.0,tf
94298,100.5,40.5,-239.2,-2.38,224628.0,-10.91,-367.1,13,0,TF120b8.0_with120_S15.0T30.0,tf
56087,60.1,43.8,-113.1,-1.88,105831.0,-6.09,-189.3,13,0,FADE5w3_with50_S20.0T40.0,imp
40760,44.6,43.2,-85.3,-1.91,78304.0,-4.94,-181.8,13,0,FADE8w3_with50_S20.0T40.0,imp
12269,13.7,45.3,-23.7,-1.73,21614.0,-3.23,-47.9,13,0,ZFADE20z2.0_with50_S20.0T40.0,zs
70244,74.9,42.3,-181.8,-2.43,171705.0,-8.68,-304.9,13,0,MOM5w3_with50_S20.0T40.0,imp
54791,58.5,42.3,-138.1,-2.36,130383.0,-6.73,-259.9,13,0,MOM8w3_with50_S20.0T40.0,imp
35663,38.1,42.5,-78.5,-2.06,74010.0,-6.03,-111.5,13,0,ZMOM20z2.0_with50_S20.0T40.0,zs
32039,34.2,41.8,-77.3,-2.26,72898.0,-5.99,-129.7,13,0,ZMOM60z2.0_with50_S20.0T40.0,zs
7588,8.2,40.5,-22.2,-2.69,20793.0,-3.26,-45.4,13,0,ZMOM60z3.0_with50_S20.0T40.0,zs
19304,21.0,43.9,-39.7,-1.89,37034.0,-4.45,-89.8,13,1,MA9x30_with50_S20.0T40.0,ma
13056,14.3,43.7,-28.0,-1.96,26143.0,-3.75,-66.9,13,0,MA20x60_with50_S20.0T40.0,ma
88967,94.8,42.6,-202.3,-2.13,190170.0,-8.89,-332.4,13,0,TF60b5.0_with60_S20.0T40.0,tf
83122,88.6,42.9,-176.5,-1.99,165830.0,-8.04,-252.3,13,0,TF120b8.0_with120_S20.0T40.0,tf
54802,58.7,43.1,-109.8,-1.87,103018.0,-5.65,-212.0,13,0,FADE5w3_with50_S20.0T60.0,imp
39672,43.4,42.5,-82.7,-1.9,78211.0,-4.65,-171.4,13,0,FADE8w3_with50_S20.0T60.0,imp
12261,13.7,45.0,-24.4,-1.79,22311.0,-3.15,-56.1,13,0,ZFADE20z2.0_with50_S20.0T60.0,zs
67478,71.9,41.8,-168.2,-2.34,158652.0,-7.67,-285.9,13,0,MOM5w3_with50_S20.0T60.0,imp
52193,55.7,41.6,-134.3,-2.41,126726.0,-6.29,-256.9,13,0,MOM8w3_with50_S20.0T60.0,imp
35060,37.5,41.9,-82.6,-2.2,77702.0,-5.99,-117.3,13,0,ZMOM20z2.0_with50_S20.0T60.0,zs
30883,33.0,41.2,-73.6,-2.23,69665.0,-5.53,-120.1,13,0,ZMOM60z2.0_with50_S20.0T60.0,zs
7332,8.0,39.7,-21.1,-2.65,19922.0,-2.88,-42.8,13,0,ZMOM60z3.0_with50_S20.0T60.0,zs
19304,21.0,43.4,-40.7,-1.94,38046.0,-4.36,-100.0,13,1,MA9x30_with50_S20.0T60.0,ma
13056,14.3,43.3,-26.7,-1.87,24946.0,-3.4,-65.2,13,0,MA20x60_with50_S20.0T60.0,ma
85576,91.2,42.0,-195.6,-2.14,183723.0,-8.3,-347.8,13,0,TF60b5.0_with60_S20.0T60.0,tf
79786,85.1,42.3,-169.6,-1.99,159413.0,-7.65,-219.6,13,0,TF120b8.0_with120_S20.0T60.0,tf
50800,54.4,46.2,-89.5,-1.65,84298.0,-4.56,-175.3,13,0,FADE5w3_with50_S30.0T60.0,imp
36366,39.8,46.2,-69.5,-1.75,64076.0,-3.8,-170.5,13,0,FADE8w3_with50_S30.0T60.0,imp
12047,13.4,47.0,-19.7,-1.46,18005.0,-2.43,-38.5,13,0,ZFADE20z2.0_with50_S30.0T60.0,zs
63209,67.4,44.7,-133.7,-1.98,126318.0,-5.94,-229.4,13,0,MOM5w3_with50_S30.0T60.0,imp
48462,51.7,45.0,-94.8,-1.83,89548.0,-4.45,-174.1,13,0,MOM8w3_with50_S30.0T60.0,imp
34367,36.7,44.0,-71.5,-1.95,67478.0,-4.72,-110.1,13,0,ZMOM20z2.0_with50_S30.0T60.0,zs
29961,32.0,43.3,-68.8,-2.15,64783.0,-4.65,-111.8,13,0,ZMOM60z2.0_with50_S30.0T60.0,zs
7174,7.8,42.8,-19.4,-2.48,18363.0,-2.34,-48.9,13,2,ZMOM60z3.0_with50_S30.0T60.0,zs
18926,20.5,45.0,-36.2,-1.76,34036.0,-3.67,-91.7,13,1,MA9x30_with50_S30.0T60.0,ma
12953,14.2,45.1,-23.3,-1.64,21886.0,-2.7,-55.5,13,0,MA20x60_with50_S30.0T60.0,ma
80089,85.4,44.6,-161.0,-1.89,151259.0,-6.9,-270.1,13,0,TF60b5.0_with60_S30.0T60.0,tf
74534,79.5,45.0,-131.1,-1.65,123184.0,-5.42,-186.8,13,0,TF120b8.0_with120_S30.0T60.0,tf
82540,88.0,41.7,-217.9,-2.48,204431.0,-9.66,-413.9,13,0,FADE5w3_anti50_S15.0T30.0,imp
65426,69.8,40.5,-191.0,-2.74,179009.0,-9.08,-424.3,13,0,FADE8w3_anti50_S15.0T30.0,imp
39370,42.1,43.3,-90.8,-2.16,84990.0,-7.14,-176.8,13,0,ZFADE20z2.0_anti50_S15.0T30.0,zs
38154,40.7,42.4,-90.6,-2.23,85060.0,-6.78,-162.5,13,0,ZFADE60z2.0_anti50_S15.0T30.0,zs
8726,9.5,42.1,-22.1,-2.33,20400.0,-3.37,-44.2,13,0,ZFADE60z3.0_anti50_S15.0T30.0,zs
59300,63.5,40.8,-170.1,-2.68,159204.0,-9.76,-296.9,13,0,MOM5w3_anti50_S15.0T30.0,imp
42996,47.0,39.4,-142.9,-3.04,131045.0,-8.54,-284.9,13,0,MOM8w3_anti50_S15.0T30.0,imp
12283,13.7,41.0,-36.9,-2.69,33146.0,-5.5,-73.7,13,0,ZMOM20z2.0_anti50_S15.0T30.0,zs
20162,21.6,42.9,-50.6,-2.34,47331.0,-6.05,-87.6,13,0,MA9x30_anti50_S15.0T30.0,ma
6781,8.0,43.6,-13.1,-1.64,11844.0,-2.73,-27.2,13,2,MA20x60_anti50_S15.0T30.0,ma
73178,78.0,44.1,-177.8,-2.28,167273.0,-7.57,-392.4,13,0,FADE5w3_anti50_S20.0T40.0,imp
57593,61.5,43.2,-152.2,-2.48,144115.0,-6.95,-352.7,13,0,FADE8w3_anti50_S20.0T40.0,imp
37359,39.9,45.2,-77.1,-1.93,72376.0,-5.55,-151.2,13,0,ZFADE20z2.0_anti50_S20.0T40.0,zs
34749,37.1,44.6,-68.7,-1.85,64611.0,-4.74,-119.0,13,0,ZFADE60z2.0_anti50_S20.0T40.0,zs
8231,8.9,44.4,-17.6,-1.97,16539.0,-2.4,-33.1,13,1,ZFADE60z3.0_anti50_S20.0T40.0,zs
54120,57.9,43.2,-145.0,-2.5,135869.0,-7.83,-298.0,13,0,MOM5w3_anti50_S20.0T40.0,imp
38965,42.6,42.3,-120.9,-2.84,111055.0,-6.86,-280.8,13,0,MOM8w3_anti50_S20.0T40.0,imp
12096,13.5,42.6,-36.2,-2.68,32534.0,-5.02,-74.9,13,0,ZMOM20z2.0_anti50_S20.0T40.0,zs
20083,21.5,44.6,-47.2,-2.19,44067.0,-5.34,-82.9,13,0,MA9x30_anti50_S20.0T40.0,ma
6771,8.0,44.9,-10.6,-1.33,9997.0,-2.01,-27.3,13,2,MA20x60_anti50_S20.0T40.0,ma
70933,75.6,43.6,-175.7,-2.32,165023.0,-7.62,-312.6,13,0,FADE5w3_anti50_S20.0T60.0,imp
55508,59.2,42.4,-156.2,-2.64,147158.0,-6.93,-308.2,13,0,FADE8w3_anti50_S20.0T60.0,imp
37109,39.6,44.6,-78.7,-1.98,73714.0,-5.43,-151.5,13,0,ZFADE20z2.0_anti50_S20.0T60.0,zs
34363,36.7,44.0,-70.2,-1.91,66248.0,-4.63,-124.5,13,0,ZFADE60z2.0_anti50_S20.0T60.0,zs
8183,8.9,43.6,-18.5,-2.08,17198.0,-2.35,-34.9,13,1,ZFADE60z3.0_anti50_S20.0T60.0,zs
52541,56.3,42.7,-140.4,-2.5,131827.0,-7.24,-315.8,13,0,MOM5w3_anti50_S20.0T60.0,imp
37568,41.1,41.5,-119.6,-2.91,110168.0,-6.41,-281.0,13,0,MOM8w3_anti50_S20.0T60.0,imp
12065,13.5,42.1,-36.7,-2.73,33100.0,-4.92,-74.3,13,0,ZMOM20z2.0_anti50_S20.0T60.0,zs
20083,21.5,44.2,-46.6,-2.17,43577.0,-4.92,-83.0,13,0,MA9x30_anti50_S20.0T60.0,ma
6771,8.0,44.7,-9.8,-1.23,9514.0,-1.75,-30.3,13,2,MA20x60_anti50_S20.0T60.0,ma
64662,68.9,46.6,-146.6,-2.13,138650.0,-6.08,-284.3,13,0,FADE5w3_anti50_S30.0T60.0,imp
50027,53.4,46.2,-127.7,-2.39,121468.0,-5.5,-256.5,13,0,FADE8w3_anti50_S30.0T60.0,imp
35319,37.7,46.9,-61.9,-1.64,58473.0,-4.21,-94.8,13,0,ZFADE20z2.0_anti50_S30.0T60.0,zs
31525,33.6,46.9,-54.9,-1.63,52588.0,-3.49,-88.5,13,0,ZFADE60z2.0_anti50_S30.0T60.0,zs
7615,8.3,47.2,-11.9,-1.43,11427.0,-1.42,-29.0,13,2,ZFADE60z3.0_anti50_S30.0T60.0,zs
49802,53.3,45.5,-123.9,-2.32,116170.0,-6.1,-259.5,13,0,MOM5w3_anti50_S30.0T60.0,imp
35437,38.8,45.0,-105.2,-2.71,97101.0,-5.47,-261.2,13,0,MOM8w3_anti50_S30.0T60.0,imp
11963,13.3,43.9,-32.3,-2.42,29201.0,-4.11,-73.9,13,0,ZMOM20z2.0_anti50_S30.0T60.0,zs
20014,21.5,45.8,-44.0,-2.05,41081.0,-4.26,-78.6,13,0,MA9x30_anti50_S30.0T60.0,ma
6757,7.9,46.2,-9.1,-1.14,8905.0,-1.54,-35.5,13,3,MA20x60_anti50_S30.0T60.0,ma
39543,50.3,38.7,-147.3,-2.93,116484.0,-8.3,-247.6,13,0,FADE5w3_s14.5-21.0_S15.0T30.0,imp
36131,46.6,38.1,-146.9,-3.16,114953.0,-8.76,-266.8,13,0,FADE8w3_s14.5-21.0_S15.0T30.0,imp
14369,18.4,40.4,-45.1,-2.46,35769.0,-4.4,-96.4,13,0,ZFADE20z2.0_s14.5-21.0_S15.0T30.0,zs
11508,14.8,39.1,-41.8,-2.83,33000.0,-4.44,-89.2,13,0,ZFADE60z2.0_s14.5-21.0_S15.0T30.0,zs
2211,3.2,37.9,-9.6,-3.04,6742.0,-2.1,-28.4,13,2,ZFADE60z3.0_s14.5-21.0_S15.0T30.0,zs
39593,50.5,38.0,-152.1,-3.01,119636.0,-8.61,-246.8,13,0,MOM5w3_s14.5-21.0_S15.0T30.0,imp
36125,46.7,37.7,-146.2,-3.13,113616.0,-8.42,-273.8,13,0,MOM8w3_s14.5-21.0_S15.0T30.0,imp
13306,17.0,38.4,-56.3,-3.31,44536.0,-5.86,-93.0,13,0,ZMOM20z2.0_s14.5-21.0_S15.0T30.0,zs
10073,12.9,38.0,-38.2,-2.95,29944.0,-4.24,-77.5,13,1,ZMOM60z2.0_s14.5-21.0_S15.0T30.0,zs
1992,2.8,36.4,-9.6,-3.36,7078.0,-2.25,-29.8,13,4,ZMOM60z3.0_s14.5-21.0_S15.0T30.0,zs
10412,13.4,40.1,-38.2,-2.85,29898.0,-4.95,-62.6,13,0,MA9x30_s14.5-21.0_S15.0T30.0,ma
5290,6.8,40.6,-18.2,-2.69,14532.0,-3.27,-37.8,13,1,MA20x60_s14.5-21.0_S15.0T30.0,ma
36923,47.2,38.8,-126.5,-2.68,99300.0,-7.63,-207.6,13,0,TF60b5.0_s14.5-21.0_S15.0T30.0,tf
35841,45.6,38.7,-125.9,-2.76,99000.0,-7.95,-214.1,13,0,TF120b8.0_s14.5-21.0_S15.0T30.0,tf
32692,41.8,41.9,-109.8,-2.63,87381.0,-5.66,-210.2,13,0,FADE5w3_s14.5-21.0_S20.0T40.0,imp
29803,38.5,41.5,-98.0,-2.55,77332.0,-5.18,-165.2,13,0,FADE8w3_s14.5-21.0_S20.0T40.0,imp
13313,17.0,43.2,-39.4,-2.31,31023.0,-3.48,-86.5,13,0,ZFADE20z2.0_s14.5-21.0_S20.0T40.0,zs
10146,13.0,42.4,-31.1,-2.39,25154.0,-2.93,-88.6,13,0,ZFADE60z2.0_s14.5-21.0_S20.0T40.0,zs
2066,2.9,40.5,-10.3,-3.5,7323.0,-1.96,-33.2,13,2,ZFADE60z3.0_s14.5-21.0_S20.0T40.0,zs
32596,41.6,41.6,-97.6,-2.35,77141.0,-5.63,-225.6,13,0,MOM5w3_s14.5-21.0_S20.0T40.0,imp
29704,38.2,41.4,-89.1,-2.33,70125.0,-4.9,-200.5,13,1,MOM8w3_s14.5-21.0_S20.0T40.0,imp
12454,15.9,41.7,-42.0,-2.64,33590.0,-3.96,-64.8,13,1,ZMOM20z2.0_s14.5-21.0_S20.0T40.0,zs
8908,11.4,41.1,-26.9,-2.35,21456.0,-2.83,-50.6,13,1,ZMOM60z2.0_s14.5-21.0_S20.0T40.0,zs
1841,2.6,40.5,-5.7,-2.17,5047.0,-1.12,-26.9,13,5,ZMOM60z3.0_s14.5-21.0_S20.0T40.0,zs
10091,13.0,42.7,-33.7,-2.59,26303.0,-3.83,-56.3,13,0,MA9x30_s14.5-21.0_S20.0T40.0,ma
5238,6.7,43.7,-12.4,-1.84,10079.0,-1.93,-46.1,13,3,MA20x60_s14.5-21.0_S20.0T40.0,ma
30904,39.4,41.9,-92.8,-2.36,73036.0,-5.34,-134.8,13,0,TF60b5.0_s14.5-21.0_S20.0T40.0,tf
29923,38.2,42.1,-82.3,-2.15,64571.0,-4.77,-128.8,13,0,TF120b8.0_s14.5-21.0_S20.0T40.0,tf
30557,39.0,41.1,-95.9,-2.46,76264.0,-4.94,-194.0,13,0,FADE5w3_s14.5-21.0_S20.0T60.0,imp
27788,35.8,40.2,-103.1,-2.88,80583.0,-5.22,-226.8,13,0,FADE8w3_s14.5-21.0_S20.0T60.0,imp
13154,16.8,42.5,-35.6,-2.12,28188.0,-2.96,-67.8,13,0,ZFADE20z2.0_s14.5-21.0_S20.0T60.0,zs
9988,12.8,41.1,-32.1,-2.5,26231.0,-2.83,-84.4,13,0,ZFADE60z2.0_s14.5-21.0_S20.0T60.0,zs
2047,2.9,39.0,-10.7,-3.67,7646.0,-1.88,-37.9,13,2,ZFADE60z3.0_s14.5-21.0_S20.0T60.0,zs
30477,38.9,40.0,-105.4,-2.71,82891.0,-5.78,-199.8,13,0,MOM5w3_s14.5-21.0_S20.0T60.0,imp
27575,35.4,40.1,-95.2,-2.69,74490.0,-5.19,-204.7,13,0,MOM8w3_s14.5-21.0_S20.0T60.0,imp
12093,15.5,40.8,-41.5,-2.68,33198.0,-3.68,-84.8,13,1,ZMOM20z2.0_s14.5-21.0_S20.0T60.0,zs
8324,10.7,39.9,-24.1,-2.25,19407.0,-2.43,-53.4,13,1,ZMOM60z2.0_s14.5-21.0_S20.0T60.0,zs
1753,2.5,37.8,-7.0,-2.81,5640.0,-1.28,-31.7,13,5,ZMOM60z3.0_s14.5-21.0_S20.0T60.0,zs
10082,13.0,41.8,-36.1,-2.78,28096.0,-3.85,-75.7,13,1,MA9x30_s14.5-21.0_S20.0T60.0,ma
5237,6.7,43.2,-11.5,-1.71,9324.0,-1.67,-56.8,13,3,MA20x60_s14.5-21.0_S20.0T60.0,ma
