name,trades,trades_per_day,wr,net,per_day,per_trade,max_dd,worst_day,best_day,sharpe,n_days,pos_d,neg_d
INV_236_s5t10_RTH,12178,229.8,0.1190,-118459.45,-2235.08,-9.727,118459.45,-3662.84,-1092.92,-6.178,42,0,42
INV_236_s8t16_RTH_atr5,10460,197.4,0.1284,-138014.10,-2604.04,-13.194,138014.10,-4741.20,-865.97,-4.183,42,0,42
INV_236_s10t20_RTH,9781,184.5,0.1297,-153516.35,-2896.53,-15.695,153516.35,-5717.92,-1183.29,-3.998,42,0,42
ORIG_pp500_s5t10,19099,360.4,0.1725,-154406.47,-2913.33,-8.085,154410.65,-6946.09,-109.02,-1.829,52,0,52
ORIG_pp500_s8t16,15825,298.6,0.1997,-157241.05,-2966.81,-9.936,157270.64,-8227.14,-147.52,-1.639,52,0,52
ORIG_pp500_s10t20,13854,261.4,0.2109,-157479.74,-2971.32,-11.367,157517.33,-9486.32,-80.47,-1.525,52,0,52
RN_50_s8t8,15605,294.4,0.2486,-182245.53,-3438.59,-11.679,182245.53,-14553.55,-100.65,-1.106,52,0,52
ORIG_pp382_s5t10,23284,439.3,0.1579,-198893.39,-3752.71,-8.542,198897.57,-8031.34,-154.30,-1.890,52,0,52
ORIG_pp382_s10t20,16719,315.5,0.1927,-206720.92,-3900.39,-12.364,206758.51,-11361.74,-58.66,-1.603,52,0,52
ORIG_pp382_s8t16,19198,362.2,0.1807,-208190.45,-3928.12,-10.844,208190.45,-10161.89,-143.52,-1.685,52,0,52
IBBO_s6t12,10920,206.0,0.1788,-210511.82,-3971.92,-19.278,210555.68,-11003.77,-234.96,-1.857,52,0,52
RN_25_s3t3_RTH,26716,504.1,0.1544,-211117.56,-3983.35,-7.902,211120.65,-13229.89,-855.46,-1.816,42,0,42
ORIG_pp236_s5t10,28702,541.5,0.1422,-258933.14,-4885.53,-9.021,258950.73,-9749.56,-295.76,-1.951,52,0,52
ORIG_pp236_s10t20,20549,387.7,0.1752,-274666.14,-5182.38,-13.366,274703.73,-13837.01,-161.58,-1.642,52,0,52
ORIG_pp236_s8t16,23643,446.1,0.1641,-275488.07,-5197.89,-11.652,275517.66,-12722.11,-243.90,-1.771,52,0,52
INV_imp7_s5t10,28039,529.0,0.1157,-275973.53,-5207.05,-9.842,275973.53,-9452.63,-180.32,-1.932,52,0,52
INV_ib2_s10t20,22354,421.8,0.1661,-309569.94,-5840.94,-13.849,309569.94,-11492.43,-205.99,-1.776,52,0,52
INV_236_s10t20_atrmin8,19893,375.3,0.1308,-312264.65,-5891.79,-15.697,312264.65,-14064.53,-48.38,-1.447,52,0,52
INV_imp5_s5t10,32117,606.0,0.1175,-314504.98,-5934.06,-9.792,314504.98,-10077.85,-134.78,-2.044,52,0,52
INV_imp5_s5t5_RR1,32841,619.6,0.1792,-316556.70,-5972.77,-9.639,316556.70,-10252.92,-206.22,-2.046,52,0,52
INV_imp7_s8t16,25085,473.3,0.1368,-324484.16,-6122.34,-12.935,324484.16,-11675.30,-186.65,-1.838,52,0,52
INV_imp7_s10t20,22799,430.2,0.1406,-349865.58,-6601.24,-15.346,349865.58,-13239.15,-130.10,-1.772,52,0,52
INV_imp3_s5t10,36065,680.5,0.1161,-355003.08,-6698.17,-9.843,355003.08,-10722.40,-269.31,-2.157,52,0,52
INV_imp3_s5t5_RR1,37320,704.2,0.1814,-357960.44,-6753.97,-9.592,357960.44,-10693.68,-304.14,-2.166,52,0,52
INV_ib3_s10t20,23954,452.0,0.1472,-358176.42,-6758.05,-14.953,358176.42,-13649.00,-275.48,-1.809,52,0,52
INV_imp7_s12t24,20573,388.2,0.1452,-364430.05,-6876.04,-17.714,364430.05,-14269.95,-14.10,-1.708,52,0,52
INV_imp5_s8t16,27782,524.2,0.1318,-366478.57,-6914.69,-13.191,366478.57,-12530.13,-242.46,-1.934,52,0,52
INV_imp5_s8t8_RR1,29756,561.4,0.2124,-366891.95,-6922.49,-12.330,366891.95,-12080.19,-176.21,-1.973,52,0,52
INV_236_s10t20_atrmin5,24116,455.0,0.1335,-379748.07,-7165.06,-15.747,379748.07,-14204.99,-210.24,-1.779,52,0,52
INV_236_s10t20_atrmin3,24824,468.4,0.1350,-389667.53,-7352.22,-15.697,389667.53,-14204.99,-210.24,-1.841,52,0,52
CANON_INV_236_s10t20,24856,469.0,0.1350,-390019.77,-7358.86,-15.691,390019.77,-14204.99,-233.11,-1.845,52,0,52
INV_imp5_s10t20,24856,469.0,0.1350,-390019.77,-7358.86,-15.691,390019.77,-14204.99,-233.11,-1.845,52,0,52
INV_imp5_s10t10_RR1,27184,512.9,0.2145,-393735.40,-7428.97,-14.484,393735.40,-13542.98,-170.76,-1.903,52,0,52
RN_25_s5t5,41483,782.7,0.2057,-397713.81,-7504.03,-9.587,397713.81,-26938.90,-294.84,-1.232,52,0,52
INV_imp5_s12t24,22237,419.6,0.1395,-403401.48,-7611.35,-18.141,403401.48,-15096.98,-137.11,-1.776,52,0,52
INV_imp3_s8t16,30307,571.8,0.1259,-408613.56,-7709.69,-13.482,408613.56,-13165.91,-352.10,-2.030,52,0,52
INV_imp3_s8t8_RR1,32810,619.1,0.2040,-413910.26,-7809.63,-12.615,413910.26,-12713.07,-324.11,-2.090,52,0,52
INV_ib6_s10t20,25551,482.1,0.1226,-419632.38,-7917.59,-16.423,419632.38,-14319.31,-212.62,-1.911,52,0,52
INV_imp3_s10t20,26781,505.3,0.1279,-431251.38,-8136.82,-16.103,431251.38,-14962.67,-405.74,-1.942,52,0,52
INV_ib8_s10t20,25717,485.2,0.1134,-435442.77,-8215.90,-16.932,435442.77,-14514.47,-159.05,-1.950,52,0,52
INV_imp3_s12t24,23709,447.3,0.1327,-440922.39,-8319.29,-18.597,440922.39,-16001.51,-289.65,-1.859,52,0,52
INV_imp3_s10t10_RR1,29608,558.6,0.2047,-441085.47,-8322.37,-14.898,441085.47,-14437.94,-358.18,-2.013,52,0,52
INV_pp382_s10t20,28068,529.6,0.0960,-504111.77,-9511.54,-17.960,504111.77,-19443.66,-348.78,-1.863,52,0,52
INV_pp500_s10t20,30003,566.1,0.0713,-581885.73,-10978.98,-19.394,581885.73,-20985.01,-574.13,-1.912,52,0,52
INV30s_imp3_s4t4,68980,1301.5,0.1610,-594036.71,-11208.24,-8.612,594036.71,-19363.11,-813.29,-2.093,52,0,52
INV30s_imp3_s5t10,64076,1209.0,0.1182,-632466.40,-11933.33,-9.871,632466.40,-20809.56,-726.59,-2.085,52,0,52
INV30s_imp3_s5t5,66301,1251.0,0.1756,-636051.84,-12000.98,-9.593,636051.84,-20939.01,-790.11,-2.081,52,0,52
INV_pp618_s10t20,31589,596.0,0.0550,-642334.55,-12119.52,-20.334,642334.55,-23496.55,-584.91,-1.936,52,0,52
INV30s_imp3_s6t6,63202,1192.5,0.1796,-675618.97,-12747.53,-10.690,675618.97,-22742.22,-765.49,-2.059,52,0,52
TV_3pt_5s_RTH_s4t3,68381,1290.2,0.0755,-703179.71,-13267.54,-10.283,703179.71,-24440.87,-1704.78,-3.432,42,0,42
RN_10_s3t3,111105,2096.3,0.1437,-893528.89,-16859.04,-8.042,893528.89,-48240.92,-634.35,-1.539,52,0,52
TV_5pt_10s_FOLLOW_s4t6,107004,2018.9,0.1026,-991379.95,-18705.28,-9.265,991379.95,-60144.07,-446.32,-1.316,52,0,52
INV15s_imp2_s3t6,131076,2473.1,0.0760,-1043629.37,-19691.12,-7.962,1043629.37,-34086.83,-1489.57,-2.124,52,0,52
INV15s_imp2_s3t3,134794,2543.3,0.1191,-1054973.33,-19905.16,-7.827,1054976.92,-34425.85,-1532.66,-2.135,52,0,52
INV15s_imp2_s4t4,126399,2384.9,0.1312,-1147992.88,-21660.24,-9.082,1147998.47,-38370.11,-1545.93,-2.100,52,0,52
INV15s_imp2_s5t5,118164,2229.5,0.1304,-1239472.15,-23386.27,-10.489,1239472.15,-41941.46,-1590.01,-2.083,52,0,52
TV_5pt_15s_s7t5,94157,1776.5,0.1478,-1291745.64,-24372.56,-13.719,1291745.64,-80273.90,-558.85,-1.308,52,0,52
TV_3pt_5s_s4t3,155232,2928.9,0.0995,-1541061.97,-29076.64,-9.927,1541061.97,-73863.55,-857.86,-1.564,52,0,52
TV_3pt_10s_s5t3,149278,2816.6,0.1216,-1694862.18,-31978.53,-11.354,1694862.18,-79995.57,-992.54,-1.605,52,0,52
