name,mode,imp,W,stop,tgt,htf,n,tr_day,wr,per_day,per_trade,maxDD,sharpe
MOM_i3.0_w6_s25.0_t12.0_htf30,momentum,3.0,6,25.0,12.0,30,8868,128.5,56.5,-341.4,-2.66,23601.0,-14.28
MOM_i3.0_w6_s25.0_t12.0_htf60,momentum,3.0,6,25.0,12.0,60,8397,121.7,56.9,-299.8,-2.46,21035.0,-12.82
MOM_i3.0_w6_s25.0_t20.0_htf0,momentum,3.0,6,25.0,20.0,0,8835,128.0,49.7,-308.7,-2.41,21813.0,-11.66
MOM_i3.0_w6_s25.0_t20.0_htf30,momentum,3.0,6,25.0,20.0,30,7533,109.2,49.1,-274.9,-2.52,19184.0,-11.89
MOM_i3.0_w6_s25.0_t20.0_htf60,momentum,3.0,6,25.0,20.0,60,7141,103.5,49.7,-231.9,-2.24,16824.0,-10.14
MOM_i3.0_w6_s25.0_t35.0_htf0,momentum,3.0,6,25.0,35.0,0,7774,112.7,45.1,-260.9,-2.32,19099.0,-10.65
MOM_i3.0_w6_s25.0_t35.0_htf30,momentum,3.0,6,25.0,35.0,30,6654,96.4,44.2,-277.3,-2.88,19424.0,-11.18
MOM_i3.0_w6_s25.0_t35.0_htf60,momentum,3.0,6,25.0,35.0,60,6312,91.5,45.5,-162.1,-1.77,12171.0,-7.09
MOM_i3.0_w6_s25.0_t50.0_htf0,momentum,3.0,6,25.0,50.0,0,7370,106.8,43.7,-253.0,-2.37,18989.0,-9.88
MOM_i3.0_w6_s25.0_t50.0_htf30,momentum,3.0,6,25.0,50.0,30,6351,92.0,43.3,-233.0,-2.53,17160.0,-8.76
MOM_i3.0_w6_s25.0_t50.0_htf60,momentum,3.0,6,25.0,50.0,60,6000,87.0,44.4,-159.6,-1.84,12533.0,-6.32
FADE_i5.0_w3_s8.0_t12.0_htf0,fade,5.0,3,8.0,12.0,0,14313,207.4,38.6,-696.1,-3.36,48058.0,-21.55
FADE_i5.0_w3_s8.0_t12.0_htf30,fade,5.0,3,8.0,12.0,30,7207,104.4,37.8,-377.6,-3.61,26037.0,-18.7
FADE_i5.0_w3_s8.0_t12.0_htf60,fade,5.0,3,8.0,12.0,60,7626,110.5,38.4,-370.6,-3.35,25637.0,-18.77
FADE_i5.0_w3_s8.0_t20.0_htf0,fade,5.0,3,8.0,20.0,0,12325,178.6,31.9,-589.5,-3.3,40702.0,-20.28
FADE_i5.0_w3_s8.0_t20.0_htf30,fade,5.0,3,8.0,20.0,30,6740,97.7,31.1,-368.1,-3.77,25386.0,-16.2
FADE_i5.0_w3_s8.0_t20.0_htf60,fade,5.0,3,8.0,20.0,60,7112,103.1,32.0,-333.9,-3.24,23141.0,-16.56
FADE_i5.0_w3_s8.0_t35.0_htf0,fade,5.0,3,8.0,35.0,0,10865,157.5,28.3,-554.7,-3.52,38507.0,-17.31
FADE_i5.0_w3_s8.0_t35.0_htf30,fade,5.0,3,8.0,35.0,30,6351,92.0,27.7,-364.2,-3.96,25120.0,-15.68
FADE_i5.0_w3_s8.0_t35.0_htf60,fade,5.0,3,8.0,35.0,60,6717,97.3,28.6,-321.8,-3.31,22200.0,-15.29
FADE_i5.0_w3_s8.0_t50.0_htf0,fade,5.0,3,8.0,50.0,0,10300,149.3,28.0,-509.5,-3.41,35521.0,-16.36
FADE_i5.0_w3_s8.0_t50.0_htf30,fade,5.0,3,8.0,50.0,30,6196,89.8,26.9,-364.9,-4.06,25168.0,-13.75
FADE_i5.0_w3_s8.0_t50.0_htf60,fade,5.0,3,8.0,50.0,60,6543,94.8,27.7,-337.2,-3.56,23293.0,-15.25
FADE_i5.0_w3_s12.0_t12.0_htf0,fade,5.0,3,12.0,12.0,0,12304,178.3,48.1,-491.7,-2.76,33932.0,-17.66
FADE_i5.0_w3_s12.0_t12.0_htf30,fade,5.0,3,12.0,12.0,30,6452,93.5,46.7,-315.2,-3.37,21770.0,-15.1
FADE_i5.0_w3_s12.0_t12.0_htf60,fade,5.0,3,12.0,12.0,60,6797,98.5,47.2,-299.5,-3.04,20744.0,-16.07
FADE_i5.0_w3_s12.0_t20.0_htf0,fade,5.0,3,12.0,20.0,0,10469,151.7,40.6,-409.5,-2.7,28323.0,-15.11
FADE_i5.0_w3_s12.0_t20.0_htf30,fade,5.0,3,12.0,20.0,30,5969,86.5,39.2,-300.7,-3.48,20800.0,-12.91
FADE_i5.0_w3_s12.0_t20.0_htf60,fade,5.0,3,12.0,20.0,60,6275,90.9,40.0,-263.2,-2.89,18220.0,-13.3
FADE_i5.0_w3_s12.0_t35.0_htf0,fade,5.0,3,12.0,35.0,0,9116,132.1,36.3,-375.5,-2.84,26098.0,-12.74
FADE_i5.0_w3_s12.0_t35.0_htf30,fade,5.0,3,12.0,35.0,30,5573,80.8,35.3,-288.9,-3.58,19958.0,-12.35
FADE_i5.0_w3_s12.0_t35.0_htf60,fade,5.0,3,12.0,35.0,60,5863,85.0,36.2,-247.3,-2.91,17067.0,-12.28
FADE_i5.0_w3_s12.0_t50.0_htf0,fade,5.0,3,12.0,50.0,0,8611,124.8,36.0,-329.9,-2.64,23155.0,-10.18
FADE_i5.0_w3_s12.0_t50.0_htf30,fade,5.0,3,12.0,50.0,30,5408,78.4,34.6,-274.8,-3.51,19016.0,-10.3
FADE_i5.0_w3_s12.0_t50.0_htf60,fade,5.0,3,12.0,50.0,60,5688,82.4,35.5,-231.7,-2.81,16050.0,-11.23
FADE_i5.0_w3_s18.0_t12.0_htf0,fade,5.0,3,18.0,12.0,0,10651,154.4,55.3,-373.6,-2.42,25821.0,-13.2
FADE_i5.0_w3_s18.0_t12.0_htf30,fade,5.0,3,18.0,12.0,30,5791,83.9,54.0,-235.3,-2.8,16278.0,-11.95
FADE_i5.0_w3_s18.0_t12.0_htf60,fade,5.0,3,18.0,12.0,60,6037,87.5,54.4,-216.4,-2.47,15037.0,-11.79
FADE_i5.0_w3_s18.0_t20.0_htf0,fade,5.0,3,18.0,20.0,0,8927,129.4,47.6,-293.7,-2.27,20380.0,-9.88
FADE_i5.0_w3_s18.0_t20.0_htf30,fade,5.0,3,18.0,20.0,30,5291,76.7,46.3,-234.0,-3.05,16208.0,-9.81
FADE_i5.0_w3_s18.0_t20.0_htf60,fade,5.0,3,18.0,20.0,60,5541,80.3,47.3,-185.6,-2.31,12813.0,-9.17
FADE_i5.0_w3_s18.0_t35.0_htf0,fade,5.0,3,18.0,35.0,0,7764,112.5,42.9,-269.3,-2.39,18857.0,-11.29
FADE_i5.0_w3_s18.0_t35.0_htf30,fade,5.0,3,18.0,35.0,30,4920,71.3,42.2,-207.4,-2.91,14293.0,-8.35
FADE_i5.0_w3_s18.0_t35.0_htf60,fade,5.0,3,18.0,35.0,60,5157,74.7,42.8,-176.7,-2.36,12339.0,-8.57
FADE_i5.0_w3_s18.0_t50.0_htf0,fade,5.0,3,18.0,50.0,0,7356,106.6,42.3,-228.9,-2.15,16208.0,-8.66
FADE_i5.0_w3_s18.0_t50.0_htf30,fade,5.0,3,18.0,50.0,30,4771,69.1,41.1,-202.7,-2.93,14046.0,-7.67
FADE_i5.0_w3_s18.0_t50.0_htf60,fade,5.0,3,18.0,50.0,60,4998,72.4,41.7,-169.4,-2.34,12227.0,-8.11
FADE_i5.0_w3_s25.0_t12.0_htf0,fade,5.0,3,25.0,12.0,0,9599,139.1,59.7,-278.1,-2.0,19194.0,-10.36
FADE_i5.0_w3_s25.0_t12.0_htf30,fade,5.0,3,25.0,12.0,30,5390,78.1,57.5,-206.9,-2.65,14301.0,-9.63
FADE_i5.0_w3_s25.0_t12.0_htf60,fade,5.0,3,25.0,12.0,60,5614,81.4,58.3,-166.9,-2.05,11669.0,-9.28
FADE_i5.0_w3_s25.0_t20.0_htf0,fade,5.0,3,25.0,20.0,0,8074,117.0,51.7,-241.9,-2.07,16789.0,-8.91
FADE_i5.0_w3_s25.0_t20.0_htf30,fade,5.0,3,25.0,20.0,30,4907,71.1,50.0,-197.2,-2.77,13646.0,-7.49
FADE_i5.0_w3_s25.0_t20.0_htf60,fade,5.0,3,25.0,20.0,60,5145,74.6,51.0,-150.9,-2.02,10389.0,-7.64
FADE_i5.0_w3_s25.0_t35.0_htf0,fade,5.0,3,25.0,35.0,0,7059,102.3,46.7,-237.1,-2.32,16668.0,-10.26
FADE_i5.0_w3_s25.0_t35.0_htf30,fade,5.0,3,25.0,35.0,30,4557,66.0,45.9,-172.4,-2.61,11839.0,-5.97
FADE_i5.0_w3_s25.0_t35.0_htf60,fade,5.0,3,25.0,35.0,60,4777,69.2,46.3,-150.2,-2.17,10483.0,-7.07
FADE_i5.0_w3_s25.0_t50.0_htf0,fade,5.0,3,25.0,50.0,0,6712,97.3,46.1,-200.8,-2.06,14524.0,-7.51
FADE_i5.0_w3_s25.0_t50.0_htf30,fade,5.0,3,25.0,50.0,30,4426,64.1,44.6,-179.3,-2.79,12371.0,-5.86
FADE_i5.0_w3_s25.0_t50.0_htf60,fade,5.0,3,25.0,50.0,60,4640,67.2,45.0,-148.4,-2.21,10480.0,-6.64
MOM_i5.0_w3_s8.0_t12.0_htf0,momentum,5.0,3,8.0,12.0,0,14254,206.6,37.5,-763.3,-3.7,52799.0,-21.38
MOM_i5.0_w3_s8.0_t12.0_htf30,momentum,5.0,3,8.0,12.0,30,10497,152.1,37.4,-563.7,-3.71,38960.0,-22.17
MOM_i5.0_w3_s8.0_t12.0_htf60,momentum,5.0,3,8.0,12.0,60,9959,144.3,37.2,-555.7,-3.85,38384.0,-21.83
MOM_i5.0_w3_s8.0_t20.0_htf0,momentum,5.0,3,8.0,20.0,0,12295,178.2,30.6,-653.5,-3.67,45304.0,-20.03
MOM_i5.0_w3_s8.0_t20.0_htf30,momentum,5.0,3,8.0,20.0,30,9242,133.9,30.5,-502.3,-3.75,35032.0,-20.21
MOM_i5.0_w3_s8.0_t20.0_htf60,momentum,5.0,3,8.0,20.0,60,8795,127.5,30.8,-472.7,-3.71,32639.0,-19.79
MOM_i5.0_w3_s8.0_t35.0_htf0,momentum,5.0,3,8.0,35.0,0,10801,156.5,27.1,-582.9,-3.72,41353.0,-15.65
MOM_i5.0_w3_s8.0_t35.0_htf30,momentum,5.0,3,8.0,35.0,30,8299,120.3,26.9,-464.4,-3.86,32652.0,-16.68
MOM_i5.0_w3_s8.0_t35.0_htf60,momentum,5.0,3,8.0,35.0,60,7867,114.0,27.6,-406.4,-3.56,28497.0,-16.33
MOM_i5.0_w3_s8.0_t50.0_htf0,momentum,5.0,3,8.0,50.0,0,10277,148.9,26.3,-561.3,-3.77,39711.0,-15.42
MOM_i5.0_w3_s8.0_t50.0_htf30,momentum,5.0,3,8.0,50.0,30,7979,115.6,26.3,-441.6,-3.82,31344.0,-16.06
MOM_i5.0_w3_s8.0_t50.0_htf60,momentum,5.0,3,8.0,50.0,60,7564,109.6,26.9,-385.4,-3.52,27295.0,-15.77
MOM_i5.0_w3_s12.0_t12.0_htf0,momentum,5.0,3,12.0,12.0,0,12364,179.2,45.8,-672.4,-3.75,46500.0,-19.28
MOM_i5.0_w3_s12.0_t12.0_htf30,momentum,5.0,3,12.0,12.0,30,9472,137.3,45.9,-499.5,-3.64,34510.0,-20.43
MOM_i5.0_w3_s12.0_t12.0_htf60,momentum,5.0,3,12.0,12.0,60,9020,130.7,46.3,-458.8,-3.51,31672.0,-19.79
MOM_i5.0_w3_s12.0_t20.0_htf0,momentum,5.0,3,12.0,20.0,0,10526,152.6,38.2,-555.3,-3.64,38633.0,-18.09
MOM_i5.0_w3_s12.0_t20.0_htf30,momentum,5.0,3,12.0,20.0,30,8216,119.1,38.7,-415.0,-3.49,28803.0,-16.89
MOM_i5.0_w3_s12.0_t20.0_htf60,momentum,5.0,3,12.0,20.0,60,7847,113.7,39.2,-378.4,-3.33,26235.0,-18.23
MOM_i5.0_w3_s12.0_t35.0_htf0,momentum,5.0,3,12.0,35.0,0,9154,132.7,34.3,-485.8,-3.66,34380.0,-13.77
MOM_i5.0_w3_s12.0_t35.0_htf30,momentum,5.0,3,12.0,35.0,30,7309,105.9,34.5,-395.3,-3.73,27798.0,-14.95
MOM_i5.0_w3_s12.0_t35.0_htf60,momentum,5.0,3,12.0,35.0,60,6955,100.8,35.3,-318.9,-3.16,22704.0,-13.92
MOM_i5.0_w3_s12.0_t50.0_htf0,momentum,5.0,3,12.0,50.0,0,8682,125.8,33.4,-458.3,-3.64,32498.0,-12.69
MOM_i5.0_w3_s12.0_t50.0_htf30,momentum,5.0,3,12.0,50.0,30,6988,101.3,33.7,-383.0,-3.78,27207.0,-13.76
MOM_i5.0_w3_s12.0_t50.0_htf60,momentum,5.0,3,12.0,50.0,60,6627,96.0,34.4,-298.9,-3.11,21362.0,-13.13
MOM_i5.0_w3_s18.0_t12.0_htf0,momentum,5.0,3,18.0,12.0,0,10632,154.1,52.9,-565.4,-3.67,39250.0,-17.3
MOM_i5.0_w3_s18.0_t12.0_htf30,momentum,5.0,3,18.0,12.0,30,8570,124.2,52.7,-438.6,-3.53,30285.0,-17.64
MOM_i5.0_w3_s18.0_t12.0_htf60,momentum,5.0,3,18.0,12.0,60,8188,118.7,53.7,-373.0,-3.14,25737.0,-18.05
MOM_i5.0_w3_s18.0_t20.0_htf0,momentum,5.0,3,18.0,20.0,0,9003,130.5,45.2,-433.8,-3.32,30356.0,-15.59
MOM_i5.0_w3_s18.0_t20.0_htf30,momentum,5.0,3,18.0,20.0,30,7382,107.0,45.2,-356.7,-3.33,24653.0,-15.1
MOM_i5.0_w3_s18.0_t20.0_htf60,momentum,5.0,3,18.0,20.0,60,7093,102.8,46.2,-286.4,-2.79,19827.0,-16.01
MOM_i5.0_w3_s18.0_t35.0_htf0,momentum,5.0,3,18.0,35.0,0,7825,113.4,40.7,-376.3,-3.32,26354.0,-12.54
MOM_i5.0_w3_s18.0_t35.0_htf30,momentum,5.0,3,18.0,35.0,30,6523,94.5,40.3,-353.6,-3.74,24566.0,-13.28
MOM_i5.0_w3_s18.0_t35.0_htf60,momentum,5.0,3,18.0,35.0,60,6218,90.1,41.9,-235.9,-2.62,16687.0,-11.99
MOM_i5.0_w3_s18.0_t50.0_htf0,momentum,5.0,3,18.0,50.0,0,7402,107.3,39.5,-358.2,-3.34,25767.0,-11.83
MOM_i5.0_w3_s18.0_t50.0_htf30,momentum,5.0,3,18.0,50.0,30,6215,90.1,39.4,-327.9,-3.64,23105.0,-11.97
MOM_i5.0_w3_s18.0_t50.0_htf60,momentum,5.0,3,18.0,50.0,60,5906,85.6,41.0,-216.5,-2.53,15610.0,-10.33
MOM_i5.0_w3_s25.0_t12.0_htf0,momentum,5.0,3,25.0,12.0,0,9505,137.8,57.1,-434.5,-3.15,30196.0,-14.81
MOM_i5.0_w3_s25.0_t12.0_htf30,momentum,5.0,3,25.0,12.0,30,7935,115.0,56.7,-352.3,-3.06,24454.0,-15.35
MOM_i5.0_w3_s25.0_t12.0_htf60,momentum,5.0,3,25.0,12.0,60,7643,110.8,57.2,-319.3,-2.88,22097.0,-15.45
MOM_i5.0_w3_s25.0_t20.0_htf0,momentum,5.0,3,25.0,20.0,0,8059,116.8,49.5,-306.3,-2.62,21499.0,-13.41
MOM_i5.0_w3_s25.0_t20.0_htf30,momentum,5.0,3,25.0,20.0,30,6810,98.7,49.3,-252.6,-2.56,17653.0,-10.75
MOM_i5.0_w3_s25.0_t20.0_htf60,momentum,5.0,3,25.0,20.0,60,6588,95.5,49.8,-231.1,-2.42,16305.0,-11.8
MOM_i5.0_w3_s25.0_t35.0_htf0,momentum,5.0,3,25.0,35.0,0,7078,102.6,43.9,-334.5,-3.26,23482.0,-11.2
MOM_i5.0_w3_s25.0_t35.0_htf30,momentum,5.0,3,25.0,35.0,30,6024,87.3,44.1,-255.7,-2.93,18075.0,-9.74
MOM_i5.0_w3_s25.0_t35.0_htf60,momentum,5.0,3,25.0,35.0,60,5793,84.0,45.3,-189.4,-2.26,14091.0,-8.12
MOM_i5.0_w3_s25.0_t50.0_htf0,momentum,5.0,3,25.0,50.0,0,6698,97.1,43.1,-285.2,-2.94,20895.0,-9.16
MOM_i5.0_w3_s25.0_t50.0_htf30,momentum,5.0,3,25.0,50.0,30,5747,83.3,42.9,-241.9,-2.9,17718.0,-9.18
MOM_i5.0_w3_s25.0_t50.0_htf60,momentum,5.0,3,25.0,50.0,60,5513,79.9,44.2,-170.1,-2.13,12904.0,-7.5
FADE_i5.0_w4_s8.0_t12.0_htf0,fade,5.0,4,8.0,12.0,0,14678,212.7,38.2,-751.7,-3.53,51859.0,-21.38
FADE_i5.0_w4_s8.0_t12.0_htf30,fade,5.0,4,8.0,12.0,30,6939,100.6,37.1,-398.7,-3.96,27513.0,-18.48
FADE_i5.0_w4_s8.0_t12.0_htf60,fade,5.0,4,8.0,12.0,60,7419,107.5,37.4,-417.4,-3.88,28876.0,-18.55
FADE_i5.0_w4_s8.0_t20.0_htf0,fade,5.0,4,8.0,20.0,0,12702,184.1,31.2,-698.8,-3.8,48244.0,-20.65
FADE_i5.0_w4_s8.0_t20.0_htf30,fade,5.0,4,8.0,20.0,30,6535,94.7,30.8,-385.2,-4.07,26589.0,-16.84
FADE_i5.0_w4_s8.0_t20.0_htf60,fade,5.0,4,8.0,20.0,60,6960,100.9,31.3,-382.1,-3.79,26372.0,-17.8
FADE_i5.0_w4_s8.0_t35.0_htf0,fade,5.0,4,8.0,35.0,0,11230,162.8,28.1,-606.0,-3.72,42036.0,-18.14
FADE_i5.0_w4_s8.0_t35.0_htf30,fade,5.0,4,8.0,35.0,30,6218,90.1,27.8,-356.6,-3.96,24613.0,-15.98
FADE_i5.0_w4_s8.0_t35.0_htf60,fade,5.0,4,8.0,35.0,60,6621,96.0,28.3,-364.0,-3.79,25299.0,-16.24
FADE_i5.0_w4_s8.0_t50.0_htf0,fade,5.0,4,8.0,50.0,0,10703,155.1,27.8,-545.4,-3.52,37966.0,-16.54
FADE_i5.0_w4_s8.0_t50.0_htf30,fade,5.0,4,8.0,50.0,30,6087,88.2,27.3,-343.6,-3.9,23719.0,-13.99
FADE_i5.0_w4_s8.0_t50.0_htf60,fade,5.0,4,8.0,50.0,60,6494,94.1,27.7,-357.2,-3.8,24916.0,-14.74
FADE_i5.0_w4_s12.0_t12.0_htf0,fade,5.0,4,12.0,12.0,0,12572,182.2,46.8,-615.0,-3.38,42485.0,-18.68
FADE_i5.0_w4_s12.0_t12.0_htf30,fade,5.0,4,12.0,12.0,30,6169,89.4,45.8,-334.8,-3.74,23125.0,-15.94
FADE_i5.0_w4_s12.0_t12.0_htf60,fade,5.0,4,12.0,12.0,60,6538,94.8,46.4,-319.5,-3.37,22082.0,-15.35
FADE_i5.0_w4_s12.0_t20.0_htf0,fade,5.0,4,12.0,20.0,0,10720,155.4,39.6,-515.0,-3.32,35694.0,-16.21
FADE_i5.0_w4_s12.0_t20.0_htf30,fade,5.0,4,12.0,20.0,30,5734,83.1,38.6,-320.3,-3.85,22140.0,-14.45
FADE_i5.0_w4_s12.0_t20.0_htf60,fade,5.0,4,12.0,20.0,60,6055,87.8,39.6,-281.3,-3.21,19446.0,-13.03
FADE_i5.0_w4_s12.0_t35.0_htf0,fade,5.0,4,12.0,35.0,0,9386,136.0,35.6,-440.6,-3.24,30893.0,-13.85
FADE_i5.0_w4_s12.0_t35.0_htf30,fade,5.0,4,12.0,35.0,30,5412,78.4,34.7,-310.9,-3.96,21471.0,-13.02
FADE_i5.0_w4_s12.0_t35.0_htf60,fade,5.0,4,12.0,35.0,60,5701,82.6,35.8,-268.1,-3.24,18640.0,-11.93
FADE_i5.0_w4_s12.0_t50.0_htf0,fade,5.0,4,12.0,50.0,0,8874,128.6,35.1,-388.9,-3.02,27567.0,-12.8
FADE_i5.0_w4_s12.0_t50.0_htf30,fade,5.0,4,12.0,50.0,30,5293,76.7,34.0,-300.0,-3.91,20874.0,-12.37
FADE_i5.0_w4_s12.0_t50.0_htf60,fade,5.0,4,12.0,50.0,60,5592,81.0,35.0,-249.3,-3.08,17557.0,-11.64
FADE_i5.0_w4_s18.0_t12.0_htf0,fade,5.0,4,18.0,12.0,0,10828,156.9,54.2,-464.0,-2.96,32061.0,-15.55
FADE_i5.0_w4_s18.0_t12.0_htf30,fade,5.0,4,18.0,12.0,30,5519,80.0,53.1,-262.1,-3.28,18122.0,-13.45
FADE_i5.0_w4_s18.0_t12.0_htf60,fade,5.0,4,18.0,12.0,60,5807,84.2,53.2,-258.9,-3.08,17936.0,-12.87
FADE_i5.0_w4_s18.0_t20.0_htf0,fade,5.0,4,18.0,20.0,0,9150,132.6,46.8,-374.1,-2.82,26053.0,-12.04
FADE_i5.0_w4_s18.0_t20.0_htf30,fade,5.0,4,18.0,20.0,30,5073,73.5,45.9,-252.0,-3.43,17440.0,-11.92
FADE_i5.0_w4_s18.0_t20.0_htf60,fade,5.0,4,18.0,20.0,60,5344,77.4,46.6,-216.3,-2.79,14968.0,-10.29
FADE_i5.0_w4_s18.0_t35.0_htf0,fade,5.0,4,18.0,35.0,0,7989,115.8,42.7,-282.3,-2.44,20224.0,-10.82
FADE_i5.0_w4_s18.0_t35.0_htf30,fade,5.0,4,18.0,35.0,30,4773,69.2,42.0,-217.1,-3.14,14963.0,-9.6
FADE_i5.0_w4_s18.0_t35.0_htf60,fade,5.0,4,18.0,35.0,60,5015,72.7,42.6,-187.2,-2.58,13133.0,-8.6
FADE_i5.0_w4_s18.0_t50.0_htf0,fade,5.0,4,18.0,50.0,0,7564,109.6,41.7,-285.7,-2.61,20387.0,-10.42
FADE_i5.0_w4_s18.0_t50.0_htf30,fade,5.0,4,18.0,50.0,30,4654,67.4,41.0,-212.9,-3.16,14857.0,-9.18
FADE_i5.0_w4_s18.0_t50.0_htf60,fade,5.0,4,18.0,50.0,60,4903,71.1,41.7,-169.7,-2.39,12339.0,-7.32
FADE_i5.0_w4_s25.0_t12.0_htf0,fade,5.0,4,25.0,12.0,0,9710,140.7,58.4,-350.4,-2.49,24169.0,-11.82
FADE_i5.0_w4_s25.0_t12.0_htf30,fade,5.0,4,25.0,12.0,30,5126,74.3,57.0,-212.2,-2.86,14662.0,-10.56
FADE_i5.0_w4_s25.0_t12.0_htf60,fade,5.0,4,25.0,12.0,60,5329,77.2,57.3,-200.7,-2.6,14001.0,-10.16
FADE_i5.0_w4_s25.0_t20.0_htf0,fade,5.0,4,25.0,20.0,0,8211,119.0,50.8,-275.7,-2.32,19122.0,-10.48
FADE_i5.0_w4_s25.0_t20.0_htf30,fade,5.0,4,25.0,20.0,30,4695,68.0,49.8,-199.0,-2.92,13772.0,-8.69
FADE_i5.0_w4_s25.0_t20.0_htf60,fade,5.0,4,25.0,20.0,60,4897,71.0,50.3,-178.7,-2.52,12423.0,-8.53
FADE_i5.0_w4_s25.0_t35.0_htf0,fade,5.0,4,25.0,35.0,0,7223,104.7,47.2,-193.4,-1.85,13859.0,-6.92
FADE_i5.0_w4_s25.0_t35.0_htf30,fade,5.0,4,25.0,35.0,30,4407,63.9,46.0,-163.2,-2.56,11392.0,-6.72
FADE_i5.0_w4_s25.0_t35.0_htf60,fade,5.0,4,25.0,35.0,60,4582,66.4,46.2,-154.7,-2.33,11037.0,-6.88
FADE_i5.0_w4_s25.0_t50.0_htf0,fade,5.0,4,25.0,50.0,0,6865,99.5,46.5,-173.5,-1.74,13083.0,-6.47
FADE_i5.0_w4_s25.0_t50.0_htf30,fade,5.0,4,25.0,50.0,30,4308,62.4,44.9,-170.2,-2.73,12005.0,-6.4
FADE_i5.0_w4_s25.0_t50.0_htf60,fade,5.0,4,25.0,50.0,60,4491,65.1,45.0,-158.9,-2.44,11489.0,-6.82
MOM_i5.0_w4_s8.0_t12.0_htf0,momentum,5.0,4,8.0,12.0,0,14572,211.2,37.6,-767.0,-3.63,53004.0,-21.83
MOM_i5.0_w4_s8.0_t12.0_htf30,momentum,5.0,4,8.0,12.0,30,10762,156.0,37.8,-550.1,-3.53,38057.0,-23.05
MOM_i5.0_w4_s8.0_t12.0_htf60,momentum,5.0,4,8.0,12.0,60,10136,146.9,37.6,-531.2,-3.62,36728.0,-21.86
MOM_i5.0_w4_s8.0_t20.0_htf0,momentum,5.0,4,8.0,20.0,0,12532,181.6,31.0,-635.5,-3.5,44043.0,-19.21
MOM_i5.0_w4_s8.0_t20.0_htf30,momentum,5.0,4,8.0,20.0,30,9378,135.9,31.1,-472.5,-3.48,32860.0,-19.81
MOM_i5.0_w4_s8.0_t20.0_htf60,momentum,5.0,4,8.0,20.0,60,8873,128.6,31.0,-451.3,-3.51,31221.0,-20.58
MOM_i5.0_w4_s8.0_t35.0_htf0,momentum,5.0,4,8.0,35.0,0,11025,159.8,27.0,-595.3,-3.73,41776.0,-16.1
MOM_i5.0_w4_s8.0_t35.0_htf30,momentum,5.0,4,8.0,35.0,30,8342,120.9,27.3,-436.3,-3.61,30704.0,-16.24
MOM_i5.0_w4_s8.0_t35.0_htf60,momentum,5.0,4,8.0,35.0,60,7871,114.1,27.8,-373.9,-3.28,26455.0,-16.72
MOM_i5.0_w4_s8.0_t50.0_htf0,momentum,5.0,4,8.0,50.0,0,10403,150.8,26.5,-571.7,-3.79,40896.0,-14.93
MOM_i5.0_w4_s8.0_t50.0_htf30,momentum,5.0,4,8.0,50.0,30,7993,115.8,26.8,-416.5,-3.6,29579.0,-15.7
MOM_i5.0_w4_s8.0_t50.0_htf60,momentum,5.0,4,8.0,50.0,60,7530,109.1,27.1,-360.2,-3.3,25824.0,-15.52
MOM_i5.0_w4_s12.0_t12.0_htf0,momentum,5.0,4,12.0,12.0,0,12607,182.7,46.7,-610.1,-3.34,42150.0,-18.38
MOM_i5.0_w4_s12.0_t12.0_htf30,momentum,5.0,4,12.0,12.0,30,9684,140.3,46.3,-478.1,-3.41,33062.0,-19.11
MOM_i5.0_w4_s12.0_t12.0_htf60,momentum,5.0,4,12.0,12.0,60,9145,132.5,46.2,-454.2,-3.43,31438.0,-18.98
MOM_i5.0_w4_s12.0_t20.0_htf0,momentum,5.0,4,12.0,20.0,0,10695,155.0,39.2,-500.8,-3.23,34855.0,-15.81
MOM_i5.0_w4_s12.0_t20.0_htf30,momentum,5.0,4,12.0,20.0,30,8345,120.9,39.0,-402.1,-3.33,28081.0,-16.2
MOM_i5.0_w4_s12.0_t20.0_htf60,momentum,5.0,4,12.0,20.0,60,7894,114.4,39.3,-350.4,-3.06,24475.0,-16.76
MOM_i5.0_w4_s12.0_t35.0_htf0,momentum,5.0,4,12.0,35.0,0,9272,134.4,34.7,-458.2,-3.41,31856.0,-13.1
MOM_i5.0_w4_s12.0_t35.0_htf30,momentum,5.0,4,12.0,35.0,30,7365,106.7,34.8,-369.1,-3.46,25990.0,-14.84
MOM_i5.0_w4_s12.0_t35.0_htf60,momentum,5.0,4,12.0,35.0,60,6960,100.9,35.2,-300.2,-2.98,21322.0,-12.88
MOM_i5.0_w4_s12.0_t50.0_htf0,momentum,5.0,4,12.0,50.0,0,8717,126.3,34.0,-449.2,-3.56,32107.0,-11.97
MOM_i5.0_w4_s12.0_t50.0_htf30,momentum,5.0,4,12.0,50.0,30,7012,101.6,34.0,-365.8,-3.6,26022.0,-12.83
MOM_i5.0_w4_s12.0_t50.0_htf60,momentum,5.0,4,12.0,50.0,60,6611,95.8,34.2,-302.3,-3.15,21653.0,-12.0
MOM_i5.0_w4_s18.0_t12.0_htf0,momentum,5.0,4,18.0,12.0,0,10853,157.3,53.7,-490.9,-3.12,34266.0,-15.19
MOM_i5.0_w4_s18.0_t12.0_htf30,momentum,5.0,4,18.0,12.0,30,8744,126.7,53.1,-407.0,-3.21,28130.0,-15.68
MOM_i5.0_w4_s18.0_t12.0_htf60,momentum,5.0,4,18.0,12.0,60,8292,120.2,53.4,-359.5,-2.99,24924.0,-15.18
