name,imp,W,pull,stop,tgt,htf,n,tr_day,wr,to%,net,per_day,per_trade,maxDD,worst_month,months
i3.0_w3_p0.118_s10.0_t60.0_htf0,3.0,3,0.118,10.0,60.0,0,9668,140.1,36.2,37.8,20911.0,303.1,2.16,4401.0,86.0,"{'2025-12': 95.0, '2026-01': 86.0, '2026-02': 703.0}"
i3.0_w3_p0.118_s10.0_t60.0_htf30,3.0,3,0.118,10.0,60.0,30,7194,104.3,33.8,38.2,-8504.0,-123.3,-1.18,12849.0,-231.0,"{'2025-12': -185.0, '2026-01': -231.0, '2026-02': 42.0}"
i3.0_w3_p0.118_s10.0_t60.0_htf60,3.0,3,0.118,10.0,60.0,60,7435,107.8,33.5,37.8,-9012.0,-130.6,-1.21,12736.0,-318.0,"{'2025-12': -318.0, '2026-01': -169.0, '2026-02': 60.0}"
i3.0_w3_p0.118_s14.0_t24.0_htf0,3.0,3,0.118,14.0,24.0,0,10514,152.4,44.2,27.6,-7003.0,-101.5,-0.67,12390.0,-324.0,"{'2025-12': -324.0, '2026-01': -197.0, '2026-02': 178.0}"
i3.0_w3_p0.118_s14.0_t24.0_htf30,3.0,3,0.118,14.0,24.0,30,7222,104.7,45.5,32.5,-935.0,-13.5,-0.13,7445.0,-152.0,"{'2025-12': -82.0, '2026-01': -152.0, '2026-02': 191.0}"
i3.0_w3_p0.118_s14.0_t24.0_htf60,3.0,3,0.118,14.0,24.0,60,7403,107.3,46.3,32.6,4194.0,60.8,0.57,6410.0,-109.0,"{'2025-12': -109.0, '2026-01': -99.0, '2026-02': 369.0}"
i3.0_w3_p0.118_s14.0_t40.0_htf0,3.0,3,0.118,14.0,40.0,0,9818,142.3,38.9,37.4,-7156.0,-103.7,-0.73,11277.0,-389.0,"{'2025-12': -389.0, '2026-01': -80.0, '2026-02': 96.0}"
i3.0_w3_p0.118_s14.0_t40.0_htf30,3.0,3,0.118,14.0,40.0,30,6889,99.8,40.1,42.4,-5338.0,-77.4,-0.77,10374.0,-209.0,"{'2025-12': -209.0, '2026-01': -148.0, '2026-02': 104.0}"
i3.0_w3_p0.118_s14.0_t40.0_htf60,3.0,3,0.118,14.0,40.0,60,7068,102.4,40.4,43.1,-4479.0,-64.9,-0.63,10043.0,-292.0,"{'2025-12': -292.0, '2026-01': -108.0, '2026-02': 162.0}"
i3.0_w3_p0.118_s14.0_t60.0_htf0,3.0,3,0.118,14.0,60.0,0,9255,134.1,38.5,44.8,3314.0,48.0,0.36,7772.0,-252.0,"{'2025-12': -252.0, '2026-01': 26.0, '2026-02': 309.0}"
i3.0_w3_p0.118_s14.0_t60.0_htf30,3.0,3,0.118,14.0,60.0,30,6738,97.7,38.0,47.4,-11538.0,-167.2,-1.71,13696.0,-242.0,"{'2025-12': -230.0, '2026-01': -242.0, '2026-02': -37.0}"
i3.0_w3_p0.118_s14.0_t60.0_htf60,3.0,3,0.118,14.0,60.0,60,6928,100.4,38.2,47.8,-9856.0,-142.8,-1.42,12654.0,-361.0,"{'2025-12': -361.0, '2026-01': -145.0, '2026-02': 32.0}"
i3.0_w3_p0.236_s5.0_t24.0_htf0,3.0,3,0.236,5.0,24.0,0,11191,162.2,31.1,13.5,9725.0,140.9,0.87,6040.0,-71.0,"{'2025-12': 104.0, '2026-01': -71.0, '2026-02': 400.0}"
i3.0_w3_p0.236_s5.0_t24.0_htf30,3.0,3,0.236,5.0,24.0,30,7954,115.3,27.5,14.7,-12146.0,-176.0,-1.53,13607.0,-240.0,"{'2025-12': -240.0, '2026-01': -240.0, '2026-02': -55.0}"
i3.0_w3_p0.236_s5.0_t24.0_htf60,3.0,3,0.236,5.0,24.0,60,8247,119.5,28.4,14.5,-8575.0,-124.3,-1.04,12895.0,-278.0,"{'2025-12': -202.0, '2026-01': -278.0, '2026-02': 104.0}"
i3.0_w3_p0.236_s5.0_t40.0_htf0,3.0,3,0.236,5.0,40.0,0,10571,153.2,28.4,20.2,23253.0,337.0,2.2,3618.0,101.0,"{'2025-12': 319.0, '2026-01': 101.0, '2026-02': 608.0}"
i3.0_w3_p0.236_s5.0_t40.0_htf30,3.0,3,0.236,5.0,40.0,30,7807,113.1,24.4,20.4,-12669.0,-183.6,-1.62,14657.0,-288.0,"{'2025-12': -288.0, '2026-01': -245.0, '2026-02': -35.0}"
i3.0_w3_p0.236_s5.0_t40.0_htf60,3.0,3,0.236,5.0,40.0,60,8072,117.0,24.9,20.4,-9789.0,-141.9,-1.21,13851.0,-267.0,"{'2025-12': -267.0, '2026-01': -249.0, '2026-02': 73.0}"
i3.0_w3_p0.236_s5.0_t60.0_htf0,3.0,3,0.236,5.0,60.0,0,10247,148.5,27.6,25.0,24528.0,355.5,2.39,4511.0,114.0,"{'2025-12': 315.0, '2026-01': 114.0, '2026-02': 649.0}"
i3.0_w3_p0.236_s5.0_t60.0_htf30,3.0,3,0.236,5.0,60.0,30,7739,112.2,23.4,23.1,-13168.0,-190.8,-1.7,15725.0,-288.0,"{'2025-12': -288.0, '2026-01': -239.0, '2026-02': -62.0}"
i3.0_w3_p0.236_s5.0_t60.0_htf60,3.0,3,0.236,5.0,60.0,60,8007,116.0,23.7,23.1,-10945.0,-158.6,-1.37,14698.0,-300.0,"{'2025-12': -300.0, '2026-01': -227.0, '2026-02': 27.0}"
i3.0_w3_p0.236_s8.0_t24.0_htf0,3.0,3,0.236,8.0,24.0,0,10873,157.6,36.3,19.2,-1076.0,-15.6,-0.1,9553.0,-162.0,"{'2025-12': -118.0, '2026-01': -162.0, '2026-02': 225.0}"
i3.0_w3_p0.236_s8.0_t24.0_htf30,3.0,3,0.236,8.0,24.0,30,7598,110.1,34.2,21.5,-13984.0,-202.7,-1.84,15100.0,-295.0,"{'2025-12': -295.0, '2026-01': -267.0, '2026-02': -60.0}"
i3.0_w3_p0.236_s8.0_t24.0_htf60,3.0,3,0.236,8.0,24.0,60,7857,113.9,35.1,21.2,-10243.0,-148.5,-1.3,14030.0,-285.0,"{'2025-12': -285.0, '2026-01': -274.0, '2026-02': 96.0}"
i3.0_w3_p0.236_s8.0_t40.0_htf0,3.0,3,0.236,8.0,40.0,0,10230,148.3,32.5,27.3,4652.0,67.4,0.45,7069.0,-94.0,"{'2025-12': 9.0, '2026-01': -94.0, '2026-02': 288.0}"
i3.0_w3_p0.236_s8.0_t40.0_htf30,3.0,3,0.236,8.0,40.0,30,7376,106.9,30.5,28.4,-15284.0,-221.5,-2.07,17214.0,-345.0,"{'2025-12': -345.0, '2026-01': -282.0, '2026-02': -58.0}"
i3.0_w3_p0.236_s8.0_t40.0_htf60,3.0,3,0.236,8.0,40.0,60,7623,110.5,31.1,28.8,-13095.0,-189.8,-1.72,16019.0,-356.0,"{'2025-12': -356.0, '2026-01': -273.0, '2026-02': 32.0}"
i3.0_w3_p0.236_s8.0_t60.0_htf0,3.0,3,0.236,8.0,60.0,0,9767,141.6,32.3,33.0,12282.0,178.0,1.26,6045.0,-38.0,"{'2025-12': 106.0, '2026-01': -38.0, '2026-02': 469.0}"
i3.0_w3_p0.236_s8.0_t60.0_htf30,3.0,3,0.236,8.0,60.0,30,7271,105.4,29.2,32.0,-18284.0,-265.0,-2.51,20246.0,-371.0,"{'2025-12': -371.0, '2026-01': -297.0, '2026-02': -147.0}"
i3.0_w3_p0.236_s8.0_t60.0_htf60,3.0,3,0.236,8.0,60.0,60,7535,109.2,29.6,32.2,-15555.0,-225.4,-2.06,17953.0,-405.0,"{'2025-12': -405.0, '2026-01': -260.0, '2026-02': -47.0}"
i3.0_w3_p0.236_s10.0_t24.0_htf0,3.0,3,0.236,10.0,24.0,0,10701,155.1,38.5,22.0,-8171.0,-118.4,-0.76,12087.0,-237.0,"{'2025-12': -237.0, '2026-01': -216.0, '2026-02': 81.0}"
i3.0_w3_p0.236_s10.0_t24.0_htf30,3.0,3,0.236,10.0,24.0,30,7352,106.6,37.6,25.6,-15024.0,-217.7,-2.04,16032.0,-304.0,"{'2025-12': -304.0, '2026-01': -302.0, '2026-02': -58.0}"
i3.0_w3_p0.236_s10.0_t24.0_htf60,3.0,3,0.236,10.0,24.0,60,7612,110.3,38.8,25.6,-10404.0,-150.8,-1.37,14639.0,-304.0,"{'2025-12': -278.0, '2026-01': -304.0, '2026-02': 117.0}"
i3.0_w3_p0.236_s10.0_t40.0_htf0,3.0,3,0.236,10.0,40.0,0,9988,144.8,35.0,30.9,613.0,8.9,0.06,7172.0,-93.0,"{'2025-12': -59.0, '2026-01': -93.0, '2026-02': 173.0}"
i3.0_w3_p0.236_s10.0_t40.0_htf30,3.0,3,0.236,10.0,40.0,30,7132,103.4,33.4,33.2,-18100.0,-262.3,-2.54,19802.0,-392.0,"{'2025-12': -392.0, '2026-01': -326.0, '2026-02': -91.0}"
i3.0_w3_p0.236_s10.0_t40.0_htf60,3.0,3,0.236,10.0,40.0,60,7346,106.5,34.3,33.9,-14966.0,-216.9,-2.04,17191.0,-361.0,"{'2025-12': -361.0, '2026-01': -319.0, '2026-02': 8.0}"
i3.0_w3_p0.236_s10.0_t60.0_htf0,3.0,3,0.236,10.0,60.0,0,9544,138.3,34.2,37.0,5532.0,80.2,0.58,7133.0,-75.0,"{'2025-12': -75.0, '2026-01': -18.0, '2026-02': 310.0}"
i3.0_w3_p0.236_s10.0_t60.0_htf30,3.0,3,0.236,10.0,60.0,30,7017,101.7,32.0,37.2,-21522.0,-311.9,-3.07,23245.0,-408.0,"{'2025-12': -408.0, '2026-01': -346.0, '2026-02': -198.0}"
i3.0_w3_p0.236_s10.0_t60.0_htf60,3.0,3,0.236,10.0,60.0,60,7246,105.0,32.6,37.5,-18341.0,-265.8,-2.53,20377.0,-433.0,"{'2025-12': -433.0, '2026-01': -308.0, '2026-02': -89.0}"
i3.0_w3_p0.236_s14.0_t24.0_htf0,3.0,3,0.236,14.0,24.0,0,10304,149.3,42.1,28.2,-19688.0,-285.3,-1.91,20756.0,-399.0,"{'2025-12': -399.0, '2026-01': -320.0, '2026-02': -157.0}"
i3.0_w3_p0.236_s14.0_t24.0_htf30,3.0,3,0.236,14.0,24.0,30,6972,101.0,42.4,32.8,-16102.0,-233.4,-2.31,16993.0,-319.0,"{'2025-12': -308.0, '2026-01': -319.0, '2026-02': -81.0}"
i3.0_w3_p0.236_s14.0_t24.0_htf60,3.0,3,0.236,14.0,24.0,60,7185,104.1,43.7,33.0,-10598.0,-153.6,-1.47,13708.0,-321.0,"{'2025-12': -234.0, '2026-01': -321.0, '2026-02': 92.0}"
i3.0_w3_p0.236_s14.0_t40.0_htf0,3.0,3,0.236,14.0,40.0,0,9552,138.4,38.3,38.1,-11083.0,-160.6,-1.16,12900.0,-284.0,"{'2025-12': -284.0, '2026-01': -181.0, '2026-02': -41.0}"
i3.0_w3_p0.236_s14.0_t40.0_htf30,3.0,3,0.236,14.0,40.0,30,6682,96.8,37.9,42.6,-19803.0,-287.0,-2.96,21322.0,-409.0,"{'2025-12': -409.0, '2026-01': -359.0, '2026-02': -112.0}"
i3.0_w3_p0.236_s14.0_t40.0_htf60,3.0,3,0.236,14.0,40.0,60,6891,99.9,38.8,42.7,-16310.0,-236.4,-2.37,17464.0,-356.0,"{'2025-12': -351.0, '2026-01': -356.0, '2026-02': -16.0}"
i3.0_w3_p0.236_s14.0_t60.0_htf0,3.0,3,0.236,14.0,60.0,0,9075,131.5,37.4,45.1,-4866.0,-70.5,-0.54,11031.0,-195.0,"{'2025-12': -195.0, '2026-01': -169.0, '2026-02': 135.0}"
i3.0_w3_p0.236_s14.0_t60.0_htf30,3.0,3,0.236,14.0,60.0,30,6538,94.8,36.5,47.4,-23202.0,-336.3,-3.55,25085.0,-416.0,"{'2025-12': -416.0, '2026-01': -390.0, '2026-02': -215.0}"
i3.0_w3_p0.236_s14.0_t60.0_htf60,3.0,3,0.236,14.0,60.0,60,6765,98.0,37.0,47.1,-19561.0,-283.5,-2.89,21324.0,-400.0,"{'2025-12': -400.0, '2026-01': -361.0, '2026-02': -107.0}"
i3.0_w3_p0.382_s5.0_t24.0_htf0,3.0,3,0.382,5.0,24.0,0,10700,155.1,29.4,13.9,-1550.0,-22.5,-0.14,9179.0,-136.0,"{'2025-12': -100.0, '2026-01': -136.0, '2026-02': 162.0}"
i3.0_w3_p0.382_s5.0_t24.0_htf30,3.0,3,0.382,5.0,24.0,30,7419,107.5,26.9,14.7,-14788.0,-214.3,-1.99,15848.0,-285.0,"{'2025-12': -285.0, '2026-01': -258.0, '2026-02': -111.0}"
i3.0_w3_p0.382_s5.0_t24.0_htf60,3.0,3,0.382,5.0,24.0,60,7698,111.6,27.2,14.6,-13225.0,-191.7,-1.72,14237.0,-285.0,"{'2025-12': -285.0, '2026-01': -242.0, '2026-02': -63.0}"
i3.0_w3_p0.382_s5.0_t40.0_htf0,3.0,3,0.382,5.0,40.0,0,10178,147.5,26.5,20.8,2190.0,31.7,0.22,9516.0,-131.0,"{'2025-12': -0.0, '2026-01': -131.0, '2026-02': 233.0}"
i3.0_w3_p0.382_s5.0_t40.0_htf30,3.0,3,0.382,5.0,40.0,30,7273,105.4,23.4,20.1,-18720.0,-271.3,-2.57,19916.0,-347.0,"{'2025-12': -347.0, '2026-01': -249.0, '2026-02': -236.0}"
i3.0_w3_p0.382_s5.0_t40.0_htf60,3.0,3,0.382,5.0,40.0,60,7556,109.5,24.0,20.4,-15508.0,-224.8,-2.05,16615.0,-383.0,"{'2025-12': -383.0, '2026-01': -230.0, '2026-02': -93.0}"
i3.0_w3_p0.382_s5.0_t60.0_htf0,3.0,3,0.382,5.0,60.0,0,9873,143.1,26.1,24.7,8594.0,124.5,0.87,8057.0,-97.0,"{'2025-12': 73.0, '2026-01': -97.0, '2026-02': 406.0}"
i3.0_w3_p0.382_s5.0_t60.0_htf30,3.0,3,0.382,5.0,60.0,30,7228,104.8,22.6,22.7,-17868.0,-259.0,-2.47,19323.0,-313.0,"{'2025-12': -313.0, '2026-01': -264.0, '2026-02': -210.0}"
i3.0_w3_p0.382_s5.0_t60.0_htf60,3.0,3,0.382,5.0,60.0,60,7493,108.6,23.2,23.1,-15298.0,-221.7,-2.04,16852.0,-374.0,"{'2025-12': -374.0, '2026-01': -226.0, '2026-02': -96.0}"
i3.0_w3_p0.382_s8.0_t24.0_htf0,3.0,3,0.382,8.0,24.0,0,10332,149.7,35.2,19.9,-8754.0,-126.9,-0.85,11507.0,-239.0,"{'2025-12': -239.0, '2026-01': -167.0, '2026-02': 5.0}"
i3.0_w3_p0.382_s8.0_t24.0_htf30,3.0,3,0.382,8.0,24.0,30,7040,102.0,33.5,21.8,-16988.0,-246.2,-2.41,17981.0,-351.0,"{'2025-12': -351.0, '2026-01': -267.0, '2026-02': -141.0}"
i3.0_w3_p0.382_s8.0_t24.0_htf60,3.0,3,0.382,8.0,24.0,60,7346,106.5,33.8,21.6,-16025.0,-232.3,-2.18,16710.0,-322.0,"{'2025-12': -322.0, '2026-01': -284.0, '2026-02': -105.0}"
i3.0_w3_p0.382_s8.0_t40.0_htf0,3.0,3,0.382,8.0,40.0,0,9731,141.0,32.2,28.2,-2434.0,-35.3,-0.25,9956.0,-117.0,"{'2025-12': -102.0, '2026-01': -117.0, '2026-02': 106.0}"
i3.0_w3_p0.382_s8.0_t40.0_htf30,3.0,3,0.382,8.0,40.0,30,6849,99.3,29.3,28.7,-22317.0,-323.4,-3.26,23531.0,-409.0,"{'2025-12': -409.0, '2026-01': -272.0, '2026-02': -311.0}"
i3.0_w3_p0.382_s8.0_t40.0_htf60,3.0,3,0.382,8.0,40.0,60,7154,103.7,29.8,28.8,-20591.0,-298.4,-2.88,21696.0,-435.0,"{'2025-12': -435.0, '2026-01': -277.0, '2026-02': -213.0}"
i3.0_w3_p0.382_s8.0_t60.0_htf0,3.0,3,0.382,8.0,60.0,0,9366,135.7,31.8,33.5,4123.0,59.8,0.44,8440.0,-64.0,"{'2025-12': -44.0, '2026-01': -64.0, '2026-02': 276.0}"
i3.0_w3_p0.382_s8.0_t60.0_htf30,3.0,3,0.382,8.0,60.0,30,6780,98.3,28.3,31.9,-22560.0,-327.0,-3.33,23913.0,-409.0,"{'2025-12': -409.0, '2026-01': -304.0, '2026-02': -287.0}"
i3.0_w3_p0.382_s8.0_t60.0_htf60,3.0,3,0.382,8.0,60.0,60,7077,102.6,28.8,32.0,-20317.0,-294.5,-2.87,21614.0,-433.0,"{'2025-12': -433.0, '2026-01': -264.0, '2026-02': -218.0}"
i3.0_w3_p0.382_s10.0_t24.0_htf0,3.0,3,0.382,10.0,24.0,0,10122,146.7,38.2,23.6,-12627.0,-183.0,-1.25,14899.0,-274.0,"{'2025-12': -199.0, '2026-01': -274.0, '2026-02': -72.0}"
i3.0_w3_p0.382_s10.0_t24.0_htf30,3.0,3,0.382,10.0,24.0,30,6820,98.8,36.9,26.2,-17745.0,-257.2,-2.6,18705.0,-345.0,"{'2025-12': -345.0, '2026-01': -291.0, '2026-02': -151.0}"
i3.0_w3_p0.382_s10.0_t24.0_htf60,3.0,3,0.382,10.0,24.0,60,7118,103.2,37.3,26.0,-16157.0,-234.2,-2.27,16638.0,-331.0,"{'2025-12': -331.0, '2026-01': -279.0, '2026-02': -109.0}"
i3.0_w3_p0.382_s10.0_t40.0_htf0,3.0,3,0.382,10.0,40.0,0,9461,137.1,35.0,32.2,-5090.0,-73.8,-0.54,10191.0,-154.0,"{'2025-12': -111.0, '2026-01': -154.0, '2026-02': 43.0}"
i3.0_w3_p0.382_s10.0_t40.0_htf30,3.0,3,0.382,10.0,40.0,30,6606,95.7,32.9,33.9,-20944.0,-303.5,-3.17,22188.0,-372.0,"{'2025-12': -372.0, '2026-01': -292.0, '2026-02': -261.0}"
i3.0_w3_p0.382_s10.0_t40.0_htf60,3.0,3,0.382,10.0,40.0,60,6906,100.1,33.1,34.3,-19913.0,-288.6,-2.88,20998.0,-425.0,"{'2025-12': -425.0, '2026-01': -271.0, '2026-02': -200.0}"
i3.0_w3_p0.382_s10.0_t60.0_htf0,3.0,3,0.382,10.0,60.0,0,9062,131.3,34.5,38.2,324.0,4.7,0.04,9722.0,-101.0,"{'2025-12': -62.0, '2026-01': -101.0, '2026-02': 172.0}"
i3.0_w3_p0.382_s10.0_t60.0_htf30,3.0,3,0.382,10.0,60.0,30,6521,94.5,31.6,37.6,-22401.0,-324.7,-3.44,23381.0,-393.0,"{'2025-12': -393.0, '2026-01': -328.0, '2026-02': -268.0}"
i3.0_w3_p0.382_s10.0_t60.0_htf60,3.0,3,0.382,10.0,60.0,60,6818,98.8,31.7,37.8,-21968.0,-318.4,-3.22,23111.0,-439.0,"{'2025-12': -439.0, '2026-01': -278.0, '2026-02': -266.0}"
i3.0_w3_p0.382_s14.0_t24.0_htf0,3.0,3,0.382,14.0,24.0,0,9718,140.8,41.8,29.7,-22970.0,-332.9,-2.36,24266.0,-359.0,"{'2025-12': -359.0, '2026-01': -348.0, '2026-02': -296.0}"
i3.0_w3_p0.382_s14.0_t24.0_htf30,3.0,3,0.382,14.0,24.0,30,6426,93.1,41.8,34.1,-18538.0,-268.7,-2.88,19273.0,-315.0,"{'2025-12': -315.0, '2026-01': -313.0, '2026-02': -184.0}"
i3.0_w3_p0.382_s14.0_t24.0_htf60,3.0,3,0.382,14.0,24.0,60,6727,97.5,42.3,33.4,-16967.0,-245.9,-2.52,17432.0,-322.0,"{'2025-12': -322.0, '2026-01': -303.0, '2026-02': -124.0}"
i3.0_w3_p0.382_s14.0_t40.0_htf0,3.0,3,0.382,14.0,40.0,0,8994,130.3,38.0,39.6,-14738.0,-213.6,-1.64,16898.0,-274.0,"{'2025-12': -274.0, '2026-01': -252.0, '2026-02': -125.0}"
i3.0_w3_p0.382_s14.0_t40.0_htf30,3.0,3,0.382,14.0,40.0,30,6194,89.8,37.3,43.0,-22881.0,-331.6,-3.69,23866.0,-377.0,"{'2025-12': -377.0, '2026-01': -324.0, '2026-02': -305.0}"
i3.0_w3_p0.382_s14.0_t40.0_htf60,3.0,3,0.382,14.0,40.0,60,6470,93.8,37.8,43.2,-21622.0,-313.4,-3.34,22346.0,-431.0,"{'2025-12': -431.0, '2026-01': -312.0, '2026-02': -221.0}"
i3.0_w3_p0.382_s14.0_t60.0_htf0,3.0,3,0.382,14.0,60.0,0,8556,124.0,37.6,46.5,-8138.0,-117.9,-0.95,12166.0,-250.0,"{'2025-12': -250.0, '2026-01': -164.0, '2026-02': 37.0}"
i3.0_w3_p0.382_s14.0_t60.0_htf30,3.0,3,0.382,14.0,60.0,30,6094,88.3,35.9,47.7,-25121.0,-364.1,-4.12,26079.0,-393.0,"{'2025-12': -393.0, '2026-01': -371.0, '2026-02': -334.0}"
i3.0_w3_p0.382_s14.0_t60.0_htf60,3.0,3,0.382,14.0,60.0,60,6364,92.2,36.1,47.7,-25029.0,-362.7,-3.93,25990.0,-493.0,"{'2025-12': -493.0, '2026-01': -327.0, '2026-02': -298.0}"
i3.0_w3_p0.5_s5.0_t24.0_htf0,3.0,3,0.5,5.0,24.0,0,10199,147.8,28.2,13.9,-9981.0,-144.7,-0.98,13486.0,-240.0,"{'2025-12': -111.0, '2026-01': -240.0, '2026-02': -68.0}"
i3.0_w3_p0.5_s5.0_t24.0_htf30,3.0,3,0.5,5.0,24.0,30,6882,99.7,25.3,14.4,-19659.0,-284.9,-2.86,20782.0,-335.0,"{'2025-12': -275.0, '2026-01': -335.0, '2026-02': -239.0}"
i3.0_w3_p0.5_s5.0_t24.0_htf60,3.0,3,0.5,5.0,24.0,60,7151,103.6,25.2,14.3,-20380.0,-295.4,-2.85,21279.0,-328.0,"{'2025-12': -278.0, '2026-01': -328.0, '2026-02': -274.0}"
i3.0_w3_p0.5_s5.0_t40.0_htf0,3.0,3,0.5,5.0,40.0,0,9763,141.5,26.1,20.4,-305.0,-4.4,-0.03,8546.0,-86.0,"{'2025-12': -1.0, '2026-01': -86.0, '2026-02': 81.0}"
i3.0_w3_p0.5_s5.0_t40.0_htf30,3.0,3,0.5,5.0,40.0,30,6753,97.9,22.4,19.3,-21809.0,-316.1,-3.23,23074.0,-351.0,"{'2025-12': -321.0, '2026-01': -351.0, '2026-02': -275.0}"
i3.0_w3_p0.5_s5.0_t40.0_htf60,3.0,3,0.5,5.0,40.0,60,7022,101.8,22.1,19.5,-22874.0,-331.5,-3.26,23920.0,-379.0,"{'2025-12': -379.0, '2026-01': -325.0, '2026-02': -302.0}"
i3.0_w3_p0.5_s5.0_t60.0_htf0,3.0,3,0.5,5.0,60.0,0,9498,137.7,25.5,24.5,1269.0,18.4,0.13,7611.0,-82.0,"{'2025-12': 71.0, '2026-01': -82.0, '2026-02': 85.0}"
i3.0_w3_p0.5_s5.0_t60.0_htf30,3.0,3,0.5,5.0,60.0,30,6711,97.3,21.7,21.8,-21451.0,-310.9,-3.2,23077.0,-359.0,"{'2025-12': -290.0, '2026-01': -359.0, '2026-02': -275.0}"
i3.0_w3_p0.5_s5.0_t60.0_htf60,3.0,3,0.5,5.0,60.0,60,6986,101.2,21.2,21.8,-23532.0,-341.0,-3.37,25131.0,-368.0,"{'2025-12': -368.0, '2026-01': -322.0, '2026-02': -340.0}"
i3.0_w3_p0.5_s8.0_t24.0_htf0,3.0,3,0.5,8.0,24.0,0,9746,141.2,35.1,20.4,-10414.0,-150.9,-1.07,12839.0,-196.0,"{'2025-12': -196.0, '2026-01': -186.0, '2026-02': -77.0}"
i3.0_w3_p0.5_s8.0_t24.0_htf30,3.0,3,0.5,8.0,24.0,30,6517,94.4,32.5,21.9,-19560.0,-283.5,-3.0,20747.0,-343.0,"{'2025-12': -283.0, '2026-01': -343.0, '2026-02': -220.0}"
i3.0_w3_p0.5_s8.0_t24.0_htf60,3.0,3,0.5,8.0,24.0,60,6773,98.2,32.6,22.1,-19709.0,-285.6,-2.91,20562.0,-328.0,"{'2025-12': -312.0, '2026-01': -328.0, '2026-02': -219.0}"
i3.0_w3_p0.5_s8.0_t40.0_htf0,3.0,3,0.5,8.0,40.0,0,9237,133.9,32.5,28.7,-2590.0,-37.5,-0.28,8840.0,-66.0,"{'2025-12': -60.0, '2026-01': -66.0, '2026-02': 11.0}"
i3.0_w3_p0.5_s8.0_t40.0_htf30,3.0,3,0.5,8.0,40.0,30,6348,92.0,29.0,28.7,-22410.0,-324.8,-3.53,23566.0,-368.0,"{'2025-12': -368.0, '2026-01': -357.0, '2026-02': -255.0}"
i3.0_w3_p0.5_s8.0_t40.0_htf60,3.0,3,0.5,8.0,40.0,60,6602,95.7,29.1,29.2,-22857.0,-331.3,-3.46,23796.0,-422.0,"{'2025-12': -422.0, '2026-01': -329.0, '2026-02': -262.0}"
i3.0_w3_p0.5_s8.0_t60.0_htf0,3.0,3,0.5,8.0,60.0,0,8901,129.0,32.0,34.0,1227.0,17.8,0.14,6534.0,-54.0,"{'2025-12': 38.0, '2026-01': -54.0, '2026-02': 80.0}"
i3.0_w3_p0.5_s8.0_t60.0_htf30,3.0,3,0.5,8.0,60.0,30,6289,91.1,28.1,31.9,-22838.0,-331.0,-3.63,24512.0,-376.0,"{'2025-12': -334.0, '2026-01': -376.0, '2026-02': -280.0}"
i3.0_w3_p0.5_s8.0_t60.0_htf60,3.0,3,0.5,8.0,60.0,60,6542,94.8,28.0,32.2,-23835.0,-345.4,-3.64,25395.0,-402.0,"{'2025-12': -402.0, '2026-01': -321.0, '2026-02': -328.0}"
i3.0_w3_p0.5_s10.0_t24.0_htf0,3.0,3,0.5,10.0,24.0,0,9500,137.7,38.2,24.1,-14103.0,-204.4,-1.48,16577.0,-255.0,"{'2025-12': -255.0, '2026-01': -244.0, '2026-02': -121.0}"
i3.0_w3_p0.5_s10.0_t24.0_htf30,3.0,3,0.5,10.0,24.0,30,6293,91.2,35.9,26.7,-20397.0,-295.6,-3.24,21777.0,-338.0,"{'2025-12': -292.0, '2026-01': -338.0, '2026-02': -253.0}"
i3.0_w3_p0.5_s10.0_t24.0_htf60,3.0,3,0.5,10.0,24.0,60,6524,94.6,36.3,26.8,-18988.0,-275.2,-2.91,20089.0,-340.0,"{'2025-12': -340.0, '2026-01': -298.0, '2026-02': -199.0}"
i3.0_w3_p0.5_s10.0_t40.0_htf0,3.0,3,0.5,10.0,40.0,0,8936,129.5,35.0,33.2,-6696.0,-97.0,-0.75,11376.0,-162.0,"{'2025-12': -162.0, '2026-01': -143.0, '2026-02': 5.0}"
i3.0_w3_p0.5_s10.0_t40.0_htf30,3.0,3,0.5,10.0,40.0,30,6111,88.6,32.2,34.0,-22875.0,-331.5,-3.74,24567.0,-370.0,"{'2025-12': -370.0, '2026-01': -344.0, '2026-02': -288.0}"
i3.0_w3_p0.5_s10.0_t40.0_htf60,3.0,3,0.5,10.0,40.0,60,6337,91.8,32.3,34.6,-22908.0,-332.0,-3.61,24196.0,-450.0,"{'2025-12': -450.0, '2026-01': -305.0, '2026-02': -268.0}"
i3.0_w3_p0.5_s10.0_t60.0_htf0,3.0,3,0.5,10.0,60.0,0,8578,124.3,34.4,39.0,-3162.0,-45.8,-0.37,9029.0,-109.0,"{'2025-12': -68.0, '2026-01': -109.0, '2026-02': 41.0}"
i3.0_w3_p0.5_s10.0_t60.0_htf30,3.0,3,0.5,10.0,60.0,30,6050,87.7,31.1,37.5,-23848.0,-345.6,-3.94,25939.0,-359.0,"{'2025-12': -346.0, '2026-01': -359.0, '2026-02': -331.0}"
i3.0_w3_p0.5_s10.0_t60.0_htf60,3.0,3,0.5,10.0,60.0,60,6273,90.9,31.1,38.0,-23367.0,-338.6,-3.72,25130.0,-435.0,"{'2025-12': -435.0, '2026-01': -288.0, '2026-02': -317.0}"
