name,imp,W,pull,stop,tgt,htf,n,tr_day,wr,to%,net,per_day,per_trade,maxDD,worst_month,months
i3.0_w4_p0.118_s5.0_t24.0_htf60,3.0,4,0.118,5.0,24.0,60,8293,120.2,33.4,16.2,14073.0,204.0,1.7,4506.0,-6.0,"{'2025-12': 8.0, '2026-01': -6.0, '2026-02': 587.0}"
i3.0_w4_p0.118_s5.0_t40.0_htf0,3.0,4,0.118,5.0,40.0,0,10843,157.1,30.4,21.5,37535.0,544.0,3.46,2157.0,204.0,"{'2025-12': 579.0, '2026-01': 204.0, '2026-02': 884.0}"
i3.0_w4_p0.118_s5.0_t40.0_htf30,3.0,4,0.118,5.0,40.0,30,7700,111.6,28.3,22.5,5891.0,85.4,0.77,7234.0,-78.0,"{'2025-12': -59.0, '2026-01': -78.0, '2026-02': 377.0}"
i3.0_w4_p0.118_s5.0_t40.0_htf60,3.0,4,0.118,5.0,40.0,60,8080,117.1,28.5,22.7,8830.0,128.0,1.09,6647.0,-112.0,"{'2025-12': -112.0, '2026-01': -26.0, '2026-02': 484.0}"
i3.0_w4_p0.118_s5.0_t60.0_htf0,3.0,4,0.118,5.0,60.0,0,10428,151.1,29.7,26.4,41478.0,601.1,3.98,2121.0,158.0,"{'2025-12': 630.0, '2026-01': 158.0, '2026-02': 1058.0}"
i3.0_w4_p0.118_s5.0_t60.0_htf30,3.0,4,0.118,5.0,60.0,30,7609,110.3,27.1,25.8,5181.0,75.1,0.68,8486.0,-93.0,"{'2025-12': -71.0, '2026-01': -93.0, '2026-02': 373.0}"
i3.0_w4_p0.118_s5.0_t60.0_htf60,3.0,4,0.118,5.0,60.0,60,7997,115.9,27.2,26.2,8100.0,117.4,1.01,6856.0,-140.0,"{'2025-12': -140.0, '2026-01': -2.0, '2026-02': 451.0}"
i3.0_w4_p0.118_s8.0_t24.0_htf0,3.0,4,0.118,8.0,24.0,0,11075,160.5,38.7,18.7,16453.0,238.4,1.49,4466.0,-4.0,"{'2025-12': 134.0, '2026-01': -4.0, '2026-02': 583.0}"
i3.0_w4_p0.118_s8.0_t24.0_htf30,3.0,4,0.118,8.0,24.0,30,7518,109.0,39.0,22.0,8009.0,116.1,1.07,6264.0,-68.0,"{'2025-12': -3.0, '2026-01': -68.0, '2026-02': 410.0}"
i3.0_w4_p0.118_s8.0_t24.0_htf60,3.0,4,0.118,8.0,24.0,60,7896,114.4,39.2,21.9,9462.0,137.1,1.2,5969.0,-48.0,"{'2025-12': -36.0, '2026-01': -48.0, '2026-02': 474.0}"
i3.0_w4_p0.118_s8.0_t40.0_htf0,3.0,4,0.118,8.0,40.0,0,10459,151.6,34.1,27.1,20542.0,297.7,1.96,4669.0,61.0,"{'2025-12': 61.0, '2026-01': 177.0, '2026-02': 617.0}"
i3.0_w4_p0.118_s8.0_t40.0_htf30,3.0,4,0.118,8.0,40.0,30,7256,105.2,33.8,30.3,922.0,13.4,0.13,9891.0,-155.0,"{'2025-12': -108.0, '2026-01': -155.0, '2026-02': 292.0}"
i3.0_w4_p0.118_s8.0_t40.0_htf60,3.0,4,0.118,8.0,40.0,60,7635,110.7,33.5,29.9,1010.0,14.6,0.13,9834.0,-184.0,"{'2025-12': -184.0, '2026-01': -128.0, '2026-02': 326.0}"
i3.0_w4_p0.118_s8.0_t60.0_htf0,3.0,4,0.118,8.0,60.0,0,10023,145.3,33.1,32.9,23472.0,340.2,2.34,4463.0,30.0,"{'2025-12': 191.0, '2026-01': 30.0, '2026-02': 795.0}"
i3.0_w4_p0.118_s8.0_t60.0_htf30,3.0,4,0.118,8.0,60.0,30,7146,103.6,32.3,34.0,-1958.0,-28.4,-0.27,11361.0,-185.0,"{'2025-12': -118.0, '2026-01': -185.0, '2026-02': 212.0}"
i3.0_w4_p0.118_s8.0_t60.0_htf60,3.0,4,0.118,8.0,60.0,60,7536,109.2,32.0,33.8,-1131.0,-16.4,-0.15,10294.0,-201.0,"{'2025-12': -201.0, '2026-01': -121.0, '2026-02': 243.0}"
i3.0_w4_p0.118_s10.0_t24.0_htf0,3.0,4,0.118,10.0,24.0,0,10847,157.2,41.1,21.8,10050.0,145.6,0.93,7075.0,-85.0,"{'2025-12': -3.0, '2026-01': -85.0, '2026-02': 513.0}"
i3.0_w4_p0.118_s10.0_t24.0_htf30,3.0,4,0.118,10.0,24.0,30,7307,105.9,41.8,26.0,5123.0,74.2,0.7,7370.0,-125.0,"{'2025-12': -27.0, '2026-01': -125.0, '2026-02': 370.0}"
i3.0_w4_p0.118_s10.0_t24.0_htf60,3.0,4,0.118,10.0,24.0,60,7648,110.8,42.4,25.8,9237.0,133.9,1.21,5774.0,-51.0,"{'2025-12': -21.0, '2026-01': -51.0, '2026-02': 457.0}"
i3.0_w4_p0.118_s10.0_t40.0_htf0,3.0,4,0.118,10.0,40.0,0,10192,147.7,36.7,31.1,14902.0,216.0,1.46,4641.0,15.0,"{'2025-12': 15.0, '2026-01': 82.0, '2026-02': 521.0}"
i3.0_w4_p0.118_s10.0_t40.0_htf30,3.0,4,0.118,10.0,40.0,30,7005,101.5,36.4,35.1,-2234.0,-32.4,-0.32,10503.0,-174.0,"{'2025-12': -143.0, '2026-01': -174.0, '2026-02': 209.0}"
i3.0_w4_p0.118_s10.0_t40.0_htf60,3.0,4,0.118,10.0,40.0,60,7349,106.5,36.4,34.9,-769.0,-11.1,-0.1,9848.0,-192.0,"{'2025-12': -192.0, '2026-01': -136.0, '2026-02': 268.0}"
i3.0_w4_p0.118_s10.0_t60.0_htf0,3.0,4,0.118,10.0,60.0,0,9718,140.8,35.6,37.2,17021.0,246.7,1.75,5625.0,-57.0,"{'2025-12': 147.0, '2026-01': -57.0, '2026-02': 655.0}"
i3.0_w4_p0.118_s10.0_t60.0_htf30,3.0,4,0.118,10.0,60.0,30,6885,99.8,34.6,39.1,-5906.0,-85.6,-0.86,12435.0,-214.0,"{'2025-12': -169.0, '2026-01': -214.0, '2026-02': 119.0}"
i3.0_w4_p0.118_s10.0_t60.0_htf60,3.0,4,0.118,10.0,60.0,60,7228,104.8,34.8,39.0,-2837.0,-41.1,-0.39,10475.0,-224.0,"{'2025-12': -224.0, '2026-01': -118.0, '2026-02': 187.0}"
i3.0_w4_p0.118_s14.0_t24.0_htf0,3.0,4,0.118,14.0,24.0,0,10430,151.2,44.6,27.7,-2946.0,-42.7,-0.28,9929.0,-264.0,"{'2025-12': -264.0, '2026-01': -159.0, '2026-02': 258.0}"
i3.0_w4_p0.118_s14.0_t24.0_htf30,3.0,4,0.118,14.0,24.0,30,6919,100.3,46.9,33.6,5600.0,81.2,0.81,6213.0,-84.0,"{'2025-12': -28.0, '2026-01': -84.0, '2026-02': 347.0}"
i3.0_w4_p0.118_s14.0_t24.0_htf60,3.0,4,0.118,14.0,24.0,60,7211,104.5,47.2,33.4,8303.0,120.3,1.15,5545.0,-55.0,"{'2025-12': -55.0, '2026-01': -37.0, '2026-02': 429.0}"
i3.0_w4_p0.118_s14.0_t40.0_htf0,3.0,4,0.118,14.0,40.0,0,9764,141.5,40.0,37.7,1629.0,23.6,0.17,5896.0,-221.0,"{'2025-12': -221.0, '2026-01': 28.0, '2026-02': 213.0}"
i3.0_w4_p0.118_s14.0_t40.0_htf30,3.0,4,0.118,14.0,40.0,30,6576,95.3,41.2,44.2,-2318.0,-33.6,-0.35,9231.0,-173.0,"{'2025-12': -173.0, '2026-01': -121.0, '2026-02': 171.0}"
i3.0_w4_p0.118_s14.0_t40.0_htf60,3.0,4,0.118,14.0,40.0,60,6872,99.6,41.3,43.9,-691.0,-10.0,-0.1,8983.0,-237.0,"{'2025-12': -237.0, '2026-01': -83.0, '2026-02': 249.0}"
i3.0_w4_p0.118_s14.0_t60.0_htf0,3.0,4,0.118,14.0,60.0,0,9283,134.5,38.1,44.6,1466.0,21.2,0.16,10095.0,-124.0,"{'2025-12': -111.0, '2026-01': -124.0, '2026-02': 283.0}"
i3.0_w4_p0.118_s14.0_t60.0_htf30,3.0,4,0.118,14.0,60.0,30,6438,93.3,39.5,49.3,-6107.0,-88.5,-0.95,10978.0,-188.0,"{'2025-12': -188.0, '2026-01': -148.0, '2026-02': 55.0}"
i3.0_w4_p0.118_s14.0_t60.0_htf60,3.0,4,0.118,14.0,60.0,60,6731,97.6,39.5,48.7,-3998.0,-57.9,-0.59,10395.0,-289.0,"{'2025-12': -289.0, '2026-01': -78.0, '2026-02': 147.0}"
i3.0_w4_p0.236_s5.0_t24.0_htf0,3.0,4,0.236,5.0,24.0,0,11135,161.4,30.8,14.0,7061.0,102.3,0.63,8048.0,-108.0,"{'2025-12': 66.0, '2026-01': -108.0, '2026-02': 358.0}"
i3.0_w4_p0.236_s5.0_t24.0_htf30,3.0,4,0.236,5.0,24.0,30,7723,111.9,28.4,15.1,-9204.0,-133.4,-1.19,11732.0,-225.0,"{'2025-12': -205.0, '2026-01': -225.0, '2026-02': 23.0}"
i3.0_w4_p0.236_s5.0_t24.0_htf60,3.0,4,0.236,5.0,24.0,60,8048,116.6,28.7,14.8,-7260.0,-105.2,-0.9,11928.0,-274.0,"{'2025-12': -274.0, '2026-01': -180.0, '2026-02': 110.0}"
i3.0_w4_p0.236_s5.0_t40.0_htf0,3.0,4,0.236,5.0,40.0,0,10597,153.6,28.1,20.9,16417.0,237.9,1.55,6602.0,-39.0,"{'2025-12': 245.0, '2026-01': -39.0, '2026-02': 532.0}"
i3.0_w4_p0.236_s5.0_t40.0_htf30,3.0,4,0.236,5.0,40.0,30,7587,110.0,24.8,20.8,-11833.0,-171.5,-1.56,14069.0,-259.0,"{'2025-12': -259.0, '2026-01': -250.0, '2026-02': -18.0}"
i3.0_w4_p0.236_s5.0_t40.0_htf60,3.0,4,0.236,5.0,40.0,60,7907,114.6,24.8,20.5,-10384.0,-150.5,-1.31,13713.0,-352.0,"{'2025-12': -352.0, '2026-01': -171.0, '2026-02': 32.0}"
i3.0_w4_p0.236_s5.0_t60.0_htf0,3.0,4,0.236,5.0,60.0,0,10271,148.9,27.1,25.4,18811.0,272.6,1.83,5031.0,5.0,"{'2025-12': 294.0, '2026-01': 5.0, '2026-02': 546.0}"
i3.0_w4_p0.236_s5.0_t60.0_htf30,3.0,4,0.236,5.0,60.0,30,7518,109.0,23.9,23.6,-12621.0,-182.9,-1.68,15453.0,-289.0,"{'2025-12': -238.0, '2026-01': -289.0, '2026-02': -24.0}"
i3.0_w4_p0.236_s5.0_t60.0_htf60,3.0,4,0.236,5.0,60.0,60,7851,113.8,23.7,23.3,-11809.0,-171.2,-1.5,14771.0,-366.0,"{'2025-12': -366.0, '2026-01': -185.0, '2026-02': -2.0}"
i3.0_w4_p0.236_s8.0_t24.0_htf0,3.0,4,0.236,8.0,24.0,0,10813,156.7,36.1,19.3,-3305.0,-47.9,-0.31,11185.0,-211.0,"{'2025-12': -182.0, '2026-01': -211.0, '2026-02': 235.0}"
i3.0_w4_p0.236_s8.0_t24.0_htf30,3.0,4,0.236,8.0,24.0,30,7334,106.3,35.0,21.8,-9588.0,-139.0,-1.31,12639.0,-238.0,"{'2025-12': -235.0, '2026-01': -238.0, '2026-02': 44.0}"
i3.0_w4_p0.236_s8.0_t24.0_htf60,3.0,4,0.236,8.0,24.0,60,7600,110.1,35.9,21.9,-7660.0,-111.0,-1.01,12295.0,-283.0,"{'2025-12': -283.0, '2026-01': -195.0, '2026-02': 116.0}"
i3.0_w4_p0.236_s8.0_t40.0_htf0,3.0,4,0.236,8.0,40.0,0,10227,148.2,32.8,27.6,4668.0,67.6,0.46,7869.0,-87.0,"{'2025-12': -63.0, '2026-01': -87.0, '2026-02': 339.0}"
i3.0_w4_p0.236_s8.0_t40.0_htf30,3.0,4,0.236,8.0,40.0,30,7136,103.4,30.9,29.2,-12953.0,-187.7,-1.82,15059.0,-304.0,"{'2025-12': -304.0, '2026-01': -252.0, '2026-02': -27.0}"
i3.0_w4_p0.236_s8.0_t40.0_htf60,3.0,4,0.236,8.0,40.0,60,7404,107.3,31.5,29.2,-11589.0,-168.0,-1.57,14558.0,-403.0,"{'2025-12': -403.0, '2026-01': -175.0, '2026-02': 25.0}"
i3.0_w4_p0.236_s8.0_t60.0_htf0,3.0,4,0.236,8.0,60.0,0,9842,142.6,32.0,32.8,8522.0,123.5,0.87,7616.0,-61.0,"{'2025-12': 36.0, '2026-01': -61.0, '2026-02': 393.0}"
i3.0_w4_p0.236_s8.0_t60.0_htf30,3.0,4,0.236,8.0,60.0,30,7047,102.1,29.4,32.7,-17122.0,-248.1,-2.43,19970.0,-311.0,"{'2025-12': -302.0, '2026-01': -311.0, '2026-02': -137.0}"
i3.0_w4_p0.236_s8.0_t60.0_htf60,3.0,4,0.236,8.0,60.0,60,7336,106.3,30.0,32.7,-13864.0,-200.9,-1.89,16237.0,-398.0,"{'2025-12': -398.0, '2026-01': -211.0, '2026-02': -34.0}"
i3.0_w4_p0.236_s10.0_t24.0_htf0,3.0,4,0.236,10.0,24.0,0,10584,153.4,38.6,22.6,-7505.0,-108.8,-0.71,12787.0,-267.0,"{'2025-12': -267.0, '2026-01': -221.0, '2026-02': 139.0}"
i3.0_w4_p0.236_s10.0_t24.0_htf30,3.0,4,0.236,10.0,24.0,30,7093,102.8,38.5,26.0,-9831.0,-142.5,-1.39,13021.0,-249.0,"{'2025-12': -235.0, '2026-01': -249.0, '2026-02': 46.0}"
i3.0_w4_p0.236_s10.0_t24.0_htf60,3.0,4,0.236,10.0,24.0,60,7341,106.4,39.3,26.3,-7155.0,-103.7,-0.97,11590.0,-268.0,"{'2025-12': -268.0, '2026-01': -189.0, '2026-02': 119.0}"
i3.0_w4_p0.236_s10.0_t40.0_htf0,3.0,4,0.236,10.0,40.0,0,10004,145.0,34.9,31.2,-240.0,-3.5,-0.02,9376.0,-159.0,"{'2025-12': -81.0, '2026-01': -159.0, '2026-02': 226.0}"
i3.0_w4_p0.236_s10.0_t40.0_htf30,3.0,4,0.236,10.0,40.0,30,6866,99.5,34.1,34.2,-12562.0,-182.1,-1.83,14858.0,-297.0,"{'2025-12': -297.0, '2026-01': -249.0, '2026-02': -18.0}"
i3.0_w4_p0.236_s10.0_t40.0_htf60,3.0,4,0.236,10.0,40.0,60,7112,103.1,34.5,34.4,-12704.0,-184.1,-1.79,14469.0,-392.0,"{'2025-12': -392.0, '2026-01': -173.0, '2026-02': -32.0}"
i3.0_w4_p0.236_s10.0_t60.0_htf0,3.0,4,0.236,10.0,60.0,0,9596,139.1,34.2,37.2,2151.0,31.2,0.22,8597.0,-100.0,"{'2025-12': -23.0, '2026-01': -100.0, '2026-02': 216.0}"
i3.0_w4_p0.236_s10.0_t60.0_htf30,3.0,4,0.236,10.0,60.0,30,6759,98.0,32.4,38.3,-17149.0,-248.5,-2.54,19867.0,-324.0,"{'2025-12': -285.0, '2026-01': -324.0, '2026-02': -139.0}"
i3.0_w4_p0.236_s10.0_t60.0_htf60,3.0,4,0.236,10.0,60.0,60,7034,101.9,33.0,38.2,-14819.0,-214.8,-2.11,17099.0,-396.0,"{'2025-12': -396.0, '2026-01': -199.0, '2026-02': -88.0}"
i3.0_w4_p0.236_s14.0_t24.0_htf0,3.0,4,0.236,14.0,24.0,0,10159,147.2,42.5,28.5,-17506.0,-253.7,-1.72,18265.0,-402.0,"{'2025-12': -402.0, '2026-01': -273.0, '2026-02': -115.0}"
i3.0_w4_p0.236_s14.0_t24.0_htf30,3.0,4,0.236,14.0,24.0,30,6707,97.2,43.0,33.6,-11122.0,-161.2,-1.66,12840.0,-265.0,"{'2025-12': -228.0, '2026-01': -265.0, '2026-02': 4.0}"
i3.0_w4_p0.236_s14.0_t24.0_htf60,3.0,4,0.236,14.0,24.0,60,6936,100.5,44.6,33.6,-5190.0,-75.2,-0.75,9929.0,-228.0,"{'2025-12': -228.0, '2026-01': -157.0, '2026-02': 135.0}"
i3.0_w4_p0.236_s14.0_t40.0_htf0,3.0,4,0.236,14.0,40.0,0,9543,138.3,38.8,38.6,-11542.0,-167.3,-1.21,13233.0,-291.0,"{'2025-12': -291.0, '2026-01': -167.0, '2026-02': -70.0}"
i3.0_w4_p0.236_s14.0_t40.0_htf30,3.0,4,0.236,14.0,40.0,30,6429,93.2,38.2,43.5,-15633.0,-226.6,-2.43,17402.0,-311.0,"{'2025-12': -311.0, '2026-01': -298.0, '2026-02': -83.0}"
i3.0_w4_p0.236_s14.0_t40.0_htf60,3.0,4,0.236,14.0,40.0,60,6657,96.5,39.2,43.7,-12907.0,-187.1,-1.94,14350.0,-340.0,"{'2025-12': -340.0, '2026-01': -201.0, '2026-02': -52.0}"
i3.0_w4_p0.236_s14.0_t60.0_htf0,3.0,4,0.236,14.0,60.0,0,9065,131.4,37.8,45.2,-8636.0,-125.2,-0.95,12454.0,-201.0,"{'2025-12': -129.0, '2026-01': -201.0, '2026-02': -40.0}"
i3.0_w4_p0.236_s14.0_t60.0_htf30,3.0,4,0.236,14.0,60.0,30,6311,91.5,36.4,48.2,-20494.0,-297.0,-3.25,22609.0,-336.0,"{'2025-12': -317.0, '2026-01': -336.0, '2026-02': -239.0}"
i3.0_w4_p0.236_s14.0_t60.0_htf60,3.0,4,0.236,14.0,60.0,60,6556,95.0,37.4,48.3,-16664.0,-241.5,-2.54,18461.0,-378.0,"{'2025-12': -378.0, '2026-01': -221.0, '2026-02': -156.0}"
i3.0_w4_p0.382_s5.0_t24.0_htf0,3.0,4,0.382,5.0,24.0,0,10584,153.4,29.5,14.6,-4169.0,-60.4,-0.39,9268.0,-155.0,"{'2025-12': -47.0, '2026-01': -155.0, '2026-02': 32.0}"
i3.0_w4_p0.382_s5.0_t24.0_htf30,3.0,4,0.382,5.0,24.0,30,7068,102.4,26.3,15.0,-16102.0,-233.4,-2.28,17508.0,-289.0,"{'2025-12': -274.0, '2026-01': -289.0, '2026-02': -142.0}"
i3.0_w4_p0.382_s5.0_t24.0_htf60,3.0,4,0.382,5.0,24.0,60,7460,108.1,26.9,15.1,-14939.0,-216.5,-2.0,16133.0,-290.0,"{'2025-12': -290.0, '2026-01': -227.0, '2026-02': -147.0}"
i3.0_w4_p0.382_s5.0_t40.0_htf0,3.0,4,0.382,5.0,40.0,0,10037,145.5,26.9,21.3,2585.0,37.5,0.26,8717.0,-127.0,"{'2025-12': 88.0, '2026-01': -127.0, '2026-02': 175.0}"
i3.0_w4_p0.382_s5.0_t40.0_htf30,3.0,4,0.382,5.0,40.0,30,6942,100.6,23.1,20.1,-19372.0,-280.8,-2.79,21233.0,-323.0,"{'2025-12': -323.0, '2026-01': -285.0, '2026-02': -243.0}"
i3.0_w4_p0.382_s5.0_t40.0_htf60,3.0,4,0.382,5.0,40.0,60,7328,106.2,23.6,20.3,-17560.0,-254.5,-2.4,19092.0,-346.0,"{'2025-12': -346.0, '2026-01': -237.0, '2026-02': -201.0}"
i3.0_w4_p0.382_s5.0_t60.0_htf0,3.0,4,0.382,5.0,60.0,0,9780,141.7,26.4,25.1,6597.0,95.6,0.67,7893.0,-80.0,"{'2025-12': 85.0, '2026-01': -80.0, '2026-02': 294.0}"
i3.0_w4_p0.382_s5.0_t60.0_htf30,3.0,4,0.382,5.0,60.0,30,6904,100.1,22.4,22.6,-18468.0,-267.6,-2.67,20678.0,-307.0,"{'2025-12': -297.0, '2026-01': -307.0, '2026-02': -201.0}"
i3.0_w4_p0.382_s5.0_t60.0_htf60,3.0,4,0.382,5.0,60.0,60,7290,105.7,22.8,22.9,-17062.0,-247.3,-2.34,18889.0,-344.0,"{'2025-12': -344.0, '2026-01': -224.0, '2026-02': -195.0}"
i3.0_w4_p0.382_s8.0_t24.0_htf0,3.0,4,0.382,8.0,24.0,0,10196,147.8,35.2,20.6,-10159.0,-147.2,-1.0,12768.0,-187.0,"{'2025-12': -145.0, '2026-01': -187.0, '2026-02': -106.0}"
i3.0_w4_p0.382_s8.0_t24.0_htf30,3.0,4,0.382,8.0,24.0,30,6687,96.9,32.7,22.3,-18148.0,-263.0,-2.71,19329.0,-321.0,"{'2025-12': -321.0, '2026-01': -299.0, '2026-02': -179.0}"
i3.0_w4_p0.382_s8.0_t24.0_htf60,3.0,4,0.382,8.0,24.0,60,7059,102.3,33.6,22.4,-16586.0,-240.4,-2.35,17404.0,-356.0,"{'2025-12': -356.0, '2026-01': -251.0, '2026-02': -137.0}"
i3.0_w4_p0.382_s8.0_t40.0_htf0,3.0,4,0.382,8.0,40.0,0,9617,139.4,32.2,28.6,-2844.0,-41.2,-0.3,10153.0,-142.0,"{'2025-12': 1.0, '2026-01': -142.0, '2026-02': 35.0}"
i3.0_w4_p0.382_s8.0_t40.0_htf30,3.0,4,0.382,8.0,40.0,30,6545,94.9,29.0,29.0,-21808.0,-316.1,-3.33,23589.0,-366.0,"{'2025-12': -366.0, '2026-01': -286.0, '2026-02': -309.0}"
i3.0_w4_p0.382_s8.0_t40.0_htf60,3.0,4,0.382,8.0,40.0,60,6878,99.7,29.7,29.1,-20659.0,-299.4,-3.0,21864.0,-399.0,"{'2025-12': -399.0, '2026-01': -261.0, '2026-02': -262.0}"
i3.0_w4_p0.382_s8.0_t60.0_htf0,3.0,4,0.382,8.0,60.0,0,9305,134.9,31.6,33.7,3553.0,51.5,0.38,9060.0,-128.0,"{'2025-12': 40.0, '2026-01': -128.0, '2026-02': 255.0}"
i3.0_w4_p0.382_s8.0_t60.0_htf30,3.0,4,0.382,8.0,60.0,30,6487,94.0,28.0,32.1,-21934.0,-317.9,-3.38,23949.0,-335.0,"{'2025-12': -335.0, '2026-01': -328.0, '2026-02': -294.0}"
i3.0_w4_p0.382_s8.0_t60.0_htf60,3.0,4,0.382,8.0,60.0,60,6826,98.9,28.6,32.2,-21281.0,-308.4,-3.12,22775.0,-390.0,"{'2025-12': -390.0, '2026-01': -258.0, '2026-02': -298.0}"
i3.0_w4_p0.382_s10.0_t24.0_htf0,3.0,4,0.382,10.0,24.0,0,9983,144.7,37.9,24.2,-15555.0,-225.4,-1.56,17323.0,-270.0,"{'2025-12': -270.0, '2026-01': -247.0, '2026-02': -167.0}"
i3.0_w4_p0.382_s10.0_t24.0_htf30,3.0,4,0.382,10.0,24.0,30,6449,93.5,36.2,26.7,-17985.0,-260.7,-2.79,19358.0,-295.0,"{'2025-12': -270.0, '2026-01': -295.0, '2026-02': -216.0}"
i3.0_w4_p0.382_s10.0_t24.0_htf60,3.0,4,0.382,10.0,24.0,60,6813,98.7,37.4,26.7,-15985.0,-231.7,-2.35,16953.0,-342.0,"{'2025-12': -342.0, '2026-01': -227.0, '2026-02': -150.0}"
i3.0_w4_p0.382_s10.0_t40.0_htf0,3.0,4,0.382,10.0,40.0,0,9371,135.8,34.7,32.9,-8643.0,-125.3,-0.92,13400.0,-238.0,"{'2025-12': -154.0, '2026-01': -238.0, '2026-02': 20.0}"
i3.0_w4_p0.382_s10.0_t40.0_htf30,3.0,4,0.382,10.0,40.0,30,6267,90.8,32.2,34.2,-22316.0,-323.4,-3.56,24118.0,-342.0,"{'2025-12': -312.0, '2026-01': -314.0, '2026-02': -342.0}"
i3.0_w4_p0.382_s10.0_t40.0_htf60,3.0,4,0.382,10.0,40.0,60,6612,95.8,33.2,34.4,-20691.0,-299.9,-3.13,21881.0,-394.0,"{'2025-12': -394.0, '2026-01': -257.0, '2026-02': -272.0}"
i3.0_w4_p0.382_s10.0_t60.0_htf0,3.0,4,0.382,10.0,60.0,0,8978,130.1,34.6,39.1,-1248.0,-18.1,-0.14,11622.0,-191.0,"{'2025-12': -88.0, '2026-01': -191.0, '2026-02': 225.0}"
i3.0_w4_p0.382_s10.0_t60.0_htf30,3.0,4,0.382,10.0,60.0,30,6187,89.7,31.0,37.9,-23415.0,-339.3,-3.78,25319.0,-350.0,"{'2025-12': -319.0, '2026-01': -345.0, '2026-02': -350.0}"
i3.0_w4_p0.382_s10.0_t60.0_htf60,3.0,4,0.382,10.0,60.0,60,6541,94.8,32.0,38.1,-21283.0,-308.5,-3.25,22621.0,-400.0,"{'2025-12': -400.0, '2026-01': -242.0, '2026-02': -308.0}"
i3.0_w4_p0.382_s14.0_t24.0_htf0,3.0,4,0.382,14.0,24.0,0,9517,137.9,41.6,31.0,-25144.0,-364.4,-2.64,25945.0,-450.0,"{'2025-12': -450.0, '2026-01': -281.0, '2026-02': -387.0}"
i3.0_w4_p0.382_s14.0_t24.0_htf30,3.0,4,0.382,14.0,24.0,30,6072,88.0,41.3,35.3,-17379.0,-251.9,-2.86,18541.0,-283.0,"{'2025-12': -256.0, '2026-01': -283.0, '2026-02': -215.0}"
i3.0_w4_p0.382_s14.0_t24.0_htf60,3.0,4,0.382,14.0,24.0,60,6382,92.5,42.5,35.1,-15097.0,-218.8,-2.37,15778.0,-340.0,"{'2025-12': -340.0, '2026-01': -202.0, '2026-02': -141.0}"
i3.0_w4_p0.382_s14.0_t40.0_htf0,3.0,4,0.382,14.0,40.0,0,8880,128.7,37.6,40.8,-21093.0,-305.7,-2.38,23044.0,-369.0,"{'2025-12': -369.0, '2026-01': -310.0, '2026-02': -251.0}"
i3.0_w4_p0.382_s14.0_t40.0_htf30,3.0,4,0.382,14.0,40.0,30,5843,84.7,37.1,44.6,-21987.0,-318.7,-3.76,23797.0,-336.0,"{'2025-12': -315.0, '2026-01': -306.0, '2026-02': -336.0}"
i3.0_w4_p0.382_s14.0_t40.0_htf60,3.0,4,0.382,14.0,40.0,60,6137,88.9,38.0,44.1,-19321.0,-280.0,-3.15,20456.0,-385.0,"{'2025-12': -385.0, '2026-01': -222.0, '2026-02': -260.0}"
i3.0_w4_p0.382_s14.0_t60.0_htf0,3.0,4,0.382,14.0,60.0,0,8487,123.0,37.6,47.7,-10588.0,-153.4,-1.25,14068.0,-215.0,"{'2025-12': -166.0, '2026-01': -215.0, '2026-02': -77.0}"
i3.0_w4_p0.382_s14.0_t60.0_htf30,3.0,4,0.382,14.0,60.0,30,5756,83.4,35.8,48.9,-23298.0,-337.7,-4.05,25212.0,-343.0,"{'2025-12': -332.0, '2026-01': -336.0, '2026-02': -343.0}"
i3.0_w4_p0.382_s14.0_t60.0_htf60,3.0,4,0.382,14.0,60.0,60,6042,87.6,36.6,48.7,-21463.0,-311.1,-3.55,22783.0,-415.0,"{'2025-12': -415.0, '2026-01': -237.0, '2026-02': -309.0}"
i3.0_w4_p0.5_s5.0_t24.0_htf0,3.0,4,0.5,5.0,24.0,0,9989,144.8,28.2,15.0,-11881.0,-172.2,-1.19,15058.0,-247.0,"{'2025-12': -110.0, '2026-01': -247.0, '2026-02': -140.0}"
i3.0_w4_p0.5_s5.0_t24.0_htf30,3.0,4,0.5,5.0,24.0,30,6438,93.3,24.9,15.0,-19469.0,-282.2,-3.02,20712.0,-304.0,"{'2025-12': -255.0, '2026-01': -282.0, '2026-02': -304.0}"
i3.0_w4_p0.5_s5.0_t24.0_htf60,3.0,4,0.5,5.0,24.0,60,6833,99.0,25.4,14.7,-18910.0,-274.1,-2.77,20113.0,-312.0,"{'2025-12': -263.0, '2026-01': -247.0, '2026-02': -312.0}"
i3.0_w4_p0.5_s5.0_t40.0_htf0,3.0,4,0.5,5.0,40.0,0,9602,139.2,25.8,21.2,-4844.0,-70.2,-0.5,12012.0,-175.0,"{'2025-12': -45.0, '2026-01': -175.0, '2026-02': 23.0}"
i3.0_w4_p0.5_s5.0_t40.0_htf30,3.0,4,0.5,5.0,40.0,30,6338,91.9,22.1,19.8,-20920.0,-303.2,-3.3,22518.0,-311.0,"{'2025-12': -309.0, '2026-01': -292.0, '2026-02': -311.0}"
i3.0_w4_p0.5_s5.0_t40.0_htf60,3.0,4,0.5,5.0,40.0,60,6712,97.3,22.6,20.0,-20329.0,-294.6,-3.03,21912.0,-354.0,"{'2025-12': -354.0, '2026-01': -243.0, '2026-02': -304.0}"
