name,family,tf,session,trades,trades_wk,usd_wk,usd_total,win_pct,max_dd,pos_years,n_years,yearly
DON_1min_N8_s4t8_all,don,1min,all,107023,682.3,-2459.6,-385808.0,28.0,385836.0,0,4,"{""2023"": -55237.0, ""2024"": -110336.0, ""2025"": -138687.0, ""2026"": -81548.0}"
DON_1min_N8_s4t8_rth,don,1min,rth,42538,271.2,-1109.0,-173953.0,26.0,173971.0,0,4,"{""2023"": -26613.0, ""2024"": -51585.0, ""2025"": -61113.0, ""2026"": -34642.0}"
DON_1min_N8_s6t12_all,don,1min,all,86571,551.9,-1942.0,-304615.0,30.0,304691.0,0,4,"{""2023"": -41530.0, ""2024"": -83360.0, ""2025"": -111127.0, ""2026"": -68598.0}"
DON_1min_N8_s6t12_rth,don,1min,rth,38060,242.6,-927.2,-145445.0,29.1,145522.0,0,4,"{""2023"": -21964.0, ""2024"": -41277.0, ""2025"": -51188.0, ""2026"": -31015.0}"
DON_1min_N8_s8t16_all,don,1min,all,70981,452.5,-1542.8,-242001.0,31.0,242163.0,0,4,"{""2023"": -29379.0, ""2024"": -65516.0, ""2025"": -87740.0, ""2026"": -59366.0}"
DON_1min_N8_s8t16_rth,don,1min,rth,33561,214.0,-763.4,-119741.0,30.7,119769.0,0,4,"{""2023"": -17193.0, ""2024"": -32204.0, ""2025"": -43947.0, ""2026"": -26396.0}"
DON_1min_N8_s10t20_all,don,1min,all,59400,378.7,-1318.5,-206809.0,31.4,207028.0,0,4,"{""2023"": -21297.0, ""2024"": -51621.0, ""2025"": -76992.0, ""2026"": -56899.0}"
DON_1min_N8_s10t20_rth,don,1min,rth,29559,188.4,-657.7,-103163.0,31.4,103242.0,0,4,"{""2023"": -13373.0, ""2024"": -26926.0, ""2025"": -38289.0, ""2026"": -24575.0}"
DON_1min_N8_s10t30_all,don,1min,all,49837,317.7,-1107.8,-173765.0,23.8,174586.0,0,4,"{""2023"": -16254.0, ""2024"": -44673.0, ""2025"": -64285.0, ""2026"": -48552.0}"
DON_1min_N8_s10t30_rth,don,1min,rth,25825,164.6,-557.1,-87379.0,23.8,87767.0,0,4,"{""2023"": -10330.0, ""2024"": -22861.0, ""2025"": -33102.0, ""2026"": -21086.0}"
DON_1min_N8_s12t40_all,don,1min,all,39100,249.3,-762.4,-119586.0,22.9,120024.0,0,4,"{""2023"": -15407.0, ""2024"": -20834.0, ""2025"": -46485.0, ""2026"": -36860.0}"
DON_1min_N8_s12t40_rth,don,1min,rth,21324,135.9,-439.4,-68923.0,22.4,69287.0,0,4,"{""2023"": -9260.0, ""2024"": -14013.0, ""2025"": -26515.0, ""2026"": -19134.0}"
DON_1min_N12_s4t8_all,don,1min,all,88666,565.3,-2073.8,-325285.0,27.7,325300.0,0,4,"{""2023"": -47875.0, ""2024"": -92951.0, ""2025"": -116452.0, ""2026"": -68008.0}"
DON_1min_N12_s4t8_rth,don,1min,rth,34924,222.6,-933.3,-146398.0,25.6,146436.0,0,4,"{""2023"": -23398.0, ""2024"": -42751.0, ""2025"": -51116.0, ""2026"": -29133.0}"
DON_1min_N12_s6t12_all,don,1min,all,73108,466.1,-1658.2,-260104.0,29.9,260148.0,0,4,"{""2023"": -35684.0, ""2024"": -72866.0, ""2025"": -92934.0, ""2026"": -58619.0}"
DON_1min_N12_s6t12_rth,don,1min,rth,31534,201.0,-794.6,-124635.0,28.8,124665.0,0,4,"{""2023"": -19658.0, ""2024"": -35333.0, ""2025"": -43185.0, ""2026"": -26458.0}"
DON_1min_N12_s8t16_all,don,1min,all,61033,389.1,-1354.3,-212438.0,30.9,212572.0,0,4,"{""2023"": -26798.0, ""2024"": -57659.0, ""2025"": -74968.0, ""2026"": -53013.0}"
DON_1min_N12_s8t16_rth,don,1min,rth,28192,179.7,-661.7,-103800.0,30.5,103846.0,0,4,"{""2023"": -15517.0, ""2024"": -28323.0, ""2025"": -36923.0, ""2026"": -23037.0}"
DON_1min_N12_s10t20_all,don,1min,all,51646,329.3,-1171.1,-183694.0,31.3,183974.0,0,4,"{""2023"": -22156.0, ""2024"": -46519.0, ""2025"": -65335.0, ""2026"": -49683.0}"
DON_1min_N12_s10t20_rth,don,1min,rth,25189,160.6,-574.2,-90063.0,31.2,90125.0,0,4,"{""2023"": -13348.0, ""2024"": -23647.0, ""2025"": -31668.0, ""2026"": -21400.0}"
DON_1min_N12_s10t30_all,don,1min,all,43999,280.5,-953.3,-149532.0,23.9,150102.0,0,4,"{""2023"": -15858.0, ""2024"": -39697.0, ""2025"": -54799.0, ""2026"": -39178.0}"
DON_1min_N12_s10t30_rth,don,1min,rth,22340,142.4,-485.4,-76145.0,23.7,76402.0,0,4,"{""2023"": -10756.0, ""2024"": -19879.0, ""2025"": -27187.0, ""2026"": -18323.0}"
DON_1min_N12_s12t40_all,don,1min,all,35153,224.1,-718.1,-112644.0,22.7,112840.0,0,4,"{""2023"": -13921.0, ""2024"": -27697.0, ""2025"": -41286.0, ""2026"": -29739.0}"
DON_1min_N12_s12t40_rth,don,1min,rth,18708,119.3,-383.8,-60207.0,22.4,60433.0,0,4,"{""2023"": -8473.0, ""2024"": -13110.0, ""2025"": -23131.0, ""2026"": -15493.0}"
DON_1min_N20_s4t8_all,don,1min,all,69186,441.1,-1651.3,-259019.0,27.4,259033.0,0,4,"{""2023"": -40178.0, ""2024"": -73790.0, ""2025"": -92034.0, ""2026"": -53017.0}"
DON_1min_N20_s4t8_rth,don,1min,rth,27072,172.6,-740.2,-116108.0,25.2,116143.0,0,4,"{""2023"": -19124.0, ""2024"": -34230.0, ""2025"": -39895.0, ""2026"": -22859.0}"
DON_1min_N20_s6t12_all,don,1min,all,58297,371.7,-1359.3,-213218.0,29.6,213262.0,0,4,"{""2023"": -31009.0, ""2024"": -59829.0, ""2025"": -75716.0, ""2026"": -46663.0}"
DON_1min_N20_s6t12_rth,don,1min,rth,24664,157.2,-639.2,-100265.0,28.5,100325.0,0,4,"{""2023"": -16282.0, ""2024"": -28468.0, ""2025"": -34657.0, ""2026"": -20858.0}"
DON_1min_N20_s8t16_all,don,1min,all,49714,316.9,-1146.3,-179806.0,30.6,179890.0,0,4,"{""2023"": -26160.0, ""2024"": -45552.0, ""2025"": -65257.0, ""2026"": -42838.0}"
DON_1min_N20_s8t16_rth,don,1min,rth,22274,142.0,-534.8,-83888.0,30.3,83999.0,0,4,"{""2023"": -13357.0, ""2024"": -22244.0, ""2025"": -29862.0, ""2026"": -18424.0}"
DON_1min_N20_s10t20_all,don,1min,all,42804,272.9,-1004.8,-157613.0,31.1,157843.0,0,4,"{""2023"": -20406.0, ""2024"": -39519.0, ""2025"": -56984.0, ""2026"": -40704.0}"
DON_1min_N20_s10t20_rth,don,1min,rth,20161,128.5,-483.0,-75767.0,30.9,75916.0,0,4,"{""2023"": -11266.0, ""2024"": -19882.0, ""2025"": -26145.0, ""2026"": -18473.0}"
DON_1min_N20_s10t30_all,don,1min,all,36981,235.8,-832.5,-130586.0,23.7,130921.0,0,4,"{""2023"": -16109.0, ""2024"": -33183.0, ""2025"": -50844.0, ""2026"": -30450.0}"
DON_1min_N20_s10t30_rth,don,1min,rth,18140,115.6,-432.5,-67840.0,23.3,68204.0,0,4,"{""2023"": -10645.0, ""2024"": -18199.0, ""2025"": -25018.0, ""2026"": -13979.0}"
DON_1min_N20_s12t40_all,don,1min,all,30094,191.9,-618.9,-97078.0,22.8,97275.0,0,4,"{""2023"": -13923.0, ""2024"": -24969.0, ""2025"": -32900.0, ""2026"": -25285.0}"
DON_1min_N20_s12t40_rth,don,1min,rth,15490,98.8,-349.4,-54807.0,22.1,55139.0,0,4,"{""2023"": -9389.0, ""2024"": -14123.0, ""2025"": -17493.0, ""2026"": -13802.0}"
DON_1min_N40_s4t8_all,don,1min,all,48628,310.0,-1178.3,-184832.0,27.2,184822.0,0,4,"{""2023"": -29625.0, ""2024"": -53700.0, ""2025"": -64079.0, ""2026"": -37429.0}"
DON_1min_N40_s4t8_rth,don,1min,rth,19007,121.2,-532.6,-83541.0,24.8,83537.0,0,4,"{""2023"": -13660.0, ""2024"": -24932.0, ""2025"": -28738.0, ""2026"": -16210.0}"
DON_1min_N40_s6t12_all,don,1min,all,41865,266.9,-1001.2,-157040.0,29.3,157080.0,0,4,"{""2023"": -23772.0, ""2024"": -44491.0, ""2025"": -55940.0, ""2026"": -32837.0}"
DON_1min_N40_s6t12_rth,don,1min,rth,17419,111.1,-473.0,-74197.0,27.9,74197.0,0,4,"{""2023"": -11796.0, ""2024"": -21544.0, ""2025"": -25509.0, ""2026"": -15348.0}"
DON_1min_N40_s8t16_all,don,1min,all,36342,231.7,-837.4,-131351.0,30.6,131564.0,0,4,"{""2023"": -19302.0, ""2024"": -35314.0, ""2025"": -48415.0, ""2026"": -28320.0}"
DON_1min_N40_s8t16_rth,don,1min,rth,15857,101.1,-400.6,-62834.0,29.9,62871.0,0,4,"{""2023"": -9469.0, ""2024"": -17434.0, ""2025"": -22256.0, ""2026"": -13674.0}"
DON_1min_N40_s10t20_all,don,1min,all,31905,203.4,-714.8,-112129.0,31.4,112321.0,0,4,"{""2023"": -14840.0, ""2024"": -29305.0, ""2025"": -42013.0, ""2026"": -25970.0}"
DON_1min_N40_s10t20_rth,don,1min,rth,14542,92.7,-377.7,-59242.0,30.4,59251.0,0,4,"{""2023"": -8572.0, ""2024"": -15707.0, ""2025"": -22078.0, ""2026"": -12885.0}"
DON_1min_N40_s10t30_all,don,1min,all,27971,178.3,-612.2,-96022.0,23.9,96405.0,0,4,"{""2023"": -11175.0, ""2024"": -24960.0, ""2025"": -39134.0, ""2026"": -20753.0}"
DON_1min_N40_s10t30_rth,don,1min,rth,13232,84.4,-337.2,-52897.0,23.0,53239.0,0,4,"{""2023"": -7459.0, ""2024"": -13990.0, ""2025"": -21476.0, ""2026"": -9972.0}"
DON_1min_N40_s12t40_all,don,1min,all,23537,150.1,-497.7,-78071.0,22.8,78611.0,0,4,"{""2023"": -11843.0, ""2024"": -18903.0, ""2025"": -30052.0, ""2026"": -17273.0}"
DON_1min_N40_s12t40_rth,don,1min,rth,11590,73.9,-279.5,-43842.0,21.9,44539.0,0,4,"{""2023"": -7269.0, ""2024"": -10895.0, ""2025"": -15677.0, ""2026"": -10000.0}"
FADE_1min_e20d8_s5t8_all,fade,1min,all,159317,1015.7,-3761.6,-590041.0,33.0,590032.0,0,4,"{""2023"": -51283.0, ""2024"": -152433.0, ""2025"": -237246.0, ""2026"": -149078.0}"
FADE_1min_e20d8_s5t8_rth,fade,1min,rth,87495,557.8,-2310.1,-362349.0,31.4,362364.0,0,4,"{""2023"": -37901.0, ""2024"": -102745.0, ""2025"": -143467.0, ""2026"": -78236.0}"
FADE_1min_e20d8_s6t12_all,fade,1min,all,140357,894.8,-3077.4,-482706.0,30.2,482714.0,0,4,"{""2023"": -43171.0, ""2024"": -124345.0, ""2025"": -197150.0, ""2026"": -118040.0}"
FADE_1min_e20d8_s6t12_rth,fade,1min,rth,78522,500.6,-1889.6,-296390.0,29.3,296473.0,0,4,"{""2023"": -31997.0, ""2024"": -82451.0, ""2025"": -120738.0, ""2026"": -61203.0}"
FADE_1min_e20d8_s8t16_all,fade,1min,all,116741,744.3,-2453.0,-384771.0,31.3,384806.0,0,4,"{""2023"": -33224.0, ""2024"": -96725.0, ""2025"": -162386.0, ""2026"": -92436.0}"
FADE_1min_e20d8_s8t16_rth,fade,1min,rth,66944,426.8,-1528.3,-239732.0,30.7,239781.0,0,4,"{""2023"": -25061.0, ""2024"": -64941.0, ""2025"": -102035.0, ""2026"": -47695.0}"
FADE_1min_e20d8_s10t20_all,fade,1min,all,96537,615.4,-1995.2,-312958.0,31.8,313184.0,0,4,"{""2023"": -26812.0, ""2024"": -79615.0, ""2025"": -132948.0, ""2026"": -73582.0}"
FADE_1min_e20d8_s10t20_rth,fade,1min,rth,56433,359.8,-1238.8,-194316.0,31.5,194673.0,0,4,"{""2023"": -20687.0, ""2024"": -53444.0, ""2025"": -83194.0, ""2026"": -36990.0}"
FADE_1min_e20d12_s5t8_all,fade,1min,all,110768,706.2,-2752.2,-431696.0,32.3,431711.0,0,4,"{""2023"": -31726.0, ""2024"": -102423.0, ""2025"": -180469.0, ""2026"": -117077.0}"
FADE_1min_e20d12_s5t8_rth,fade,1min,rth,66801,425.9,-1831.9,-287341.0,30.8,287343.0,0,4,"{""2023"": -26156.0, ""2024"": -75281.0, ""2025"": -119662.0, ""2026"": -66243.0}"
FADE_1min_e20d12_s6t12_all,fade,1min,all,100960,643.6,-2279.5,-357556.0,29.9,357585.0,0,4,"{""2023"": -27622.0, ""2024"": -84782.0, ""2025"": -153746.0, ""2026"": -91405.0}"
FADE_1min_e20d12_s6t12_rth,fade,1min,rth,61476,391.9,-1514.9,-237629.0,29.0,237661.0,0,4,"{""2023"": -23196.0, ""2024"": -60369.0, ""2025"": -102697.0, ""2026"": -51367.0}"
FADE_1min_e20d12_s8t16_all,fade,1min,all,88293,562.9,-1902.5,-298423.0,31.1,298488.0,0,4,"{""2023"": -22234.0, ""2024"": -72506.0, ""2025"": -131176.0, ""2026"": -72507.0}"
FADE_1min_e20d12_s8t16_rth,fade,1min,rth,54443,347.1,-1262.3,-197993.0,30.6,198213.0,0,4,"{""2023"": -18010.0, ""2024"": -51537.0, ""2025"": -88807.0, ""2026"": -39639.0}"
FADE_1min_e20d12_s10t20_all,fade,1min,all,76856,490.0,-1626.8,-255175.0,31.7,255377.0,0,4,"{""2023"": -20628.0, ""2024"": -66136.0, ""2025"": -109653.0, ""2026"": -58757.0}"
FADE_1min_e20d12_s10t20_rth,fade,1min,rth,47675,303.9,-1074.8,-168589.0,31.3,168983.0,0,4,"{""2023"": -16985.0, ""2024"": -46209.0, ""2025"": -73733.0, ""2026"": -31663.0}"
FADE_1min_e20d18_s5t8_all,fade,1min,all,66571,424.4,-1813.4,-284449.0,30.9,284451.0,0,4,"{""2023"": -16102.0, ""2024"": -61232.0, ""2025"": -126889.0, ""2026"": -80226.0}"
FADE_1min_e20d18_s5t8_rth,fade,1min,rth,44050,280.8,-1309.4,-205397.0,29.4,205398.0,0,4,"{""2023"": -14385.0, ""2024"": -48626.0, ""2025"": -92258.0, ""2026"": -50128.0}"
FADE_1min_e20d18_s6t12_all,fade,1min,all,62506,398.5,-1485.5,-233009.0,29.4,233017.0,0,4,"{""2023"": -15063.0, ""2024"": -48652.0, ""2025"": -106940.0, ""2026"": -62355.0}"
FADE_1min_e20d18_s6t12_rth,fade,1min,rth,41627,265.4,-1080.0,-169401.0,28.5,169473.0,0,4,"{""2023"": -13249.0, ""2024"": -39051.0, ""2025"": -78868.0, ""2026"": -38232.0}"
FADE_1min_e20d18_s8t16_all,fade,1min,all,56649,361.2,-1257.4,-197231.0,30.9,197289.0,0,4,"{""2023"": -12228.0, ""2024"": -42255.0, ""2025"": -93626.0, ""2026"": -49122.0}"
FADE_1min_e20d18_s8t16_rth,fade,1min,rth,37991,242.2,-922.2,-144658.0,30.2,144742.0,0,4,"{""2023"": -11015.0, ""2024"": -34076.0, ""2025"": -68786.0, ""2026"": -30781.0}"
FADE_1min_e20d18_s10t20_all,fade,1min,all,51283,326.9,-1107.9,-173781.0,31.5,173825.0,0,4,"{""2023"": -12180.0, ""2024"": -39943.0, ""2025"": -80660.0, ""2026"": -40999.0}"
FADE_1min_e20d18_s10t20_rth,fade,1min,rth,34472,219.8,-800.1,-125495.0,31.1,125686.0,0,4,"{""2023"": -11122.0, ""2024"": -32278.0, ""2025"": -58095.0, ""2026"": -24001.0}"
FADE_1min_e20d25_s5t8_all,fade,1min,all,39192,249.9,-1193.5,-187213.0,29.0,187214.0,0,4,"{""2023"": -8636.0, ""2024"": -37129.0, ""2025"": -87708.0, ""2026"": -53739.0}"
FADE_1min_e20d25_s5t8_rth,fade,1min,rth,27530,175.5,-899.7,-141120.0,27.7,141122.0,0,4,"{""2023"": -7880.0, ""2024"": -30130.0, ""2025"": -67873.0, ""2026"": -35238.0}"
FADE_1min_e20d25_s6t12_all,fade,1min,all,37558,239.4,-960.3,-150628.0,28.6,150635.0,0,4,"{""2023"": -7468.0, ""2024"": -28653.0, ""2025"": -73468.0, ""2026"": -41039.0}"
FADE_1min_e20d25_s6t12_rth,fade,1min,rth,26537,169.2,-729.0,-114355.0,27.8,114372.0,0,4,"{""2023"": -6640.0, ""2024"": -22994.0, ""2025"": -57863.0, ""2026"": -26859.0}"
FADE_1min_e20d25_s8t16_all,fade,1min,all,34965,222.9,-829.7,-130149.0,30.4,130160.0,0,4,"{""2023"": -6761.0, ""2024"": -25227.0, ""2025"": -65261.0, ""2026"": -32899.0}"
FADE_1min_e20d25_s8t16_rth,fade,1min,rth,24847,158.4,-623.2,-97756.0,30.0,97843.0,0,4,"{""2023"": -6262.0, ""2024"": -19722.0, ""2025"": -50783.0, ""2026"": -20988.0}"
FADE_1min_e20d25_s10t20_all,fade,1min,all,32380,206.4,-750.3,-117688.0,31.1,117780.0,0,4,"{""2023"": -7487.0, ""2024"": -23286.0, ""2025"": -57988.0, ""2026"": -28926.0}"
FADE_1min_e20d25_s10t20_rth,fade,1min,rth,23043,146.9,-563.7,-88414.0,30.8,88532.0,0,4,"{""2023"": -6776.0, ""2024"": -18962.0, ""2025"": -45080.0, ""2026"": -17596.0}"
FADE_1min_e50d8_s5t8_all,fade,1min,all,194162,1237.8,-4478.2,-702442.0,33.4,702430.0,0,4,"{""2023"": -69548.0, ""2024"": -184478.0, ""2025"": -274787.0, ""2026"": -173628.0}"
FADE_1min_e50d8_s5t8_rth,fade,1min,rth,101520,647.2,-2616.7,-410443.0,31.8,410433.0,0,4,"{""2023"": -48233.0, ""2024"": -117483.0, ""2025"": -157160.0, ""2026"": -87568.0}"
FADE_1min_e50d8_s6t12_all,fade,1min,all,162447,1035.6,-3490.1,-547446.0,30.4,547446.0,0,4,"{""2023"": -55389.0, ""2024"": -142240.0, ""2025"": -215004.0, ""2026"": -134813.0}"
FADE_1min_e50d8_s6t12_rth,fade,1min,rth,87808,559.8,-2070.2,-324732.0,29.5,324770.0,0,4,"{""2023"": -39200.0, ""2024"": -90368.0, ""2025"": -126562.0, ""2026"": -68602.0}"
FADE_1min_e50d8_s8t16_all,fade,1min,all,128748,820.8,-2687.6,-421571.0,31.4,421668.0,0,4,"{""2023"": -39822.0, ""2024"": -106876.0, ""2025"": -171536.0, ""2026"": -103338.0}"
FADE_1min_e50d8_s8t16_rth,fade,1min,rth,72104,459.7,-1617.9,-253777.0,30.8,253818.0,0,4,"{""2023"": -29022.0, ""2024"": -69458.0, ""2025"": -102116.0, ""2026"": -53180.0}"
FADE_1min_e50d8_s10t20_all,fade,1min,all,103153,657.6,-2149.6,-337179.0,31.8,337391.0,0,4,"{""2023"": -31118.0, ""2024"": -87734.0, ""2025"": -134997.0, ""2026"": -83329.0}"
FADE_1min_e50d8_s10t20_rth,fade,1min,rth,59333,378.3,-1319.8,-207026.0,31.4,207126.0,0,4,"{""2023"": -22865.0, ""2024"": -58358.0, ""2025"": -82473.0, ""2026"": -43330.0}"
FADE_1min_e50d12_s5t8_all,fade,1min,all,156682,998.9,-3695.0,-579588.0,33.1,579575.0,0,4,"{""2023"": -50302.0, ""2024"": -148154.0, ""2025"": -229870.0, ""2026"": -151262.0}"
FADE_1min_e50d12_s5t8_rth,fade,1min,rth,87401,557.2,-2293.7,-359778.0,31.5,359782.0,0,4,"{""2023"": -38314.0, ""2024"": -100846.0, ""2025"": -141794.0, ""2026"": -78824.0}"
FADE_1min_e50d12_s6t12_all,fade,1min,all,134488,857.4,-2956.8,-463796.0,30.2,463783.0,0,4,"{""2023"": -42503.0, ""2024"": -116921.0, ""2025"": -184331.0, ""2026"": -120041.0}"
FADE_1min_e50d12_s6t12_rth,fade,1min,rth,76900,490.3,-1838.1,-288325.0,29.3,288394.0,0,4,"{""2023"": -32364.0, ""2024"": -78105.0, ""2025"": -114915.0, ""2026"": -62941.0}"
FADE_1min_e50d12_s8t16_all,fade,1min,all,110232,702.8,-2354.3,-369294.0,31.2,369298.0,0,4,"{""2023"": -31343.0, ""2024"": -90549.0, ""2025"": -154542.0, ""2026"": -92860.0}"
FADE_1min_e50d12_s8t16_rth,fade,1min,rth,64453,410.9,-1467.6,-230207.0,30.7,230293.0,0,4,"{""2023"": -23798.0, ""2024"": -61426.0, ""2025"": -95806.0, ""2026"": -49177.0}"
FADE_1min_e50d12_s10t20_all,fade,1min,all,91501,583.3,-1932.0,-303048.0,31.7,303066.0,0,4,"{""2023"": -24288.0, ""2024"": -77466.0, ""2025"": -122236.0, ""2026"": -79059.0}"
FADE_1min_e50d12_s10t20_rth,fade,1min,rth,54235,345.8,-1229.7,-192882.0,31.3,193035.0,0,4,"{""2023"": -19656.0, ""2024"": -53689.0, ""2025"": -78314.0, ""2026"": -41222.0}"
FADE_1min_e50d18_s5t8_all,fade,1min,all,113062,720.8,-2797.6,-438818.0,32.4,438832.0,0,4,"{""2023"": -34069.0, ""2024"": -103172.0, ""2025"": -179572.0, ""2026"": -122005.0}"
FADE_1min_e50d18_s5t8_rth,fade,1min,rth,68369,435.9,-1855.2,-291005.0,31.0,291008.0,0,4,"{""2023"": -28149.0, ""2024"": -76306.0, ""2025"": -118329.0, ""2026"": -68221.0}"
FADE_1min_e50d18_s6t12_all,fade,1min,all,99788,636.2,-2224.4,-348907.0,30.0,348937.0,0,4,"{""2023"": -29166.0, ""2024"": -81798.0, ""2025"": -142251.0, ""2026"": -95692.0}"
FADE_1min_e50d18_s6t12_rth,fade,1min,rth,61348,391.1,-1487.3,-233299.0,29.2,233423.0,0,4,"{""2023"": -24185.0, ""2024"": -60218.0, ""2025"": -95576.0, ""2026"": -53320.0}"
FADE_1min_e50d18_s8t16_all,fade,1min,all,84194,536.8,-1821.1,-285649.0,31.1,285702.0,0,4,"{""2023"": -22498.0, ""2024"": -65246.0, ""2025"": -122840.0, ""2026"": -75066.0}"
FADE_1min_e50d18_s8t16_rth,fade,1min,rth,52638,335.6,-1210.2,-189824.0,30.6,189894.0,0,4,"{""2023"": -18404.0, ""2024"": -48109.0, ""2025"": -81946.0, ""2026"": -41365.0}"
FADE_1min_e50d18_s10t20_all,fade,1min,all,71767,457.5,-1565.8,-245610.0,31.5,245680.0,0,4,"{""2023"": -20273.0, ""2024"": -61252.0, ""2025"": -101348.0, ""2026"": -62737.0}"
FADE_1min_e50d18_s10t20_rth,fade,1min,rth,45211,288.2,-1053.1,-165192.0,31.1,165397.0,0,4,"{""2023"": -16776.0, ""2024"": -45952.0, ""2025"": -69832.0, ""2026"": -32631.0}"
FADE_1min_e50d25_s5t8_all,fade,1min,all,78536,500.7,-2060.6,-323214.0,31.5,323201.0,0,4,"{""2023"": -21015.0, ""2024"": -71995.0, ""2025"": -137246.0, ""2026"": -92957.0}"
FADE_1min_e50d25_s5t8_rth,fade,1min,rth,50766,323.6,-1435.1,-225107.0,30.3,225096.0,0,4,"{""2023"": -18675.0, ""2024"": -56496.0, ""2025"": -95408.0, ""2026"": -54528.0}"
FADE_1min_e50d25_s6t12_all,fade,1min,all,70964,452.4,-1626.3,-255095.0,29.8,255080.0,0,4,"{""2023"": -18669.0, ""2024"": -54530.0, ""2025"": -109765.0, ""2026"": -72130.0}"
FADE_1min_e50d25_s6t12_rth,fade,1min,rth,46454,296.2,-1150.1,-180398.0,29.0,180498.0,0,4,"{""2023"": -16715.0, ""2024"": -42736.0, ""2025"": -78946.0, ""2026"": -42001.0}"
FADE_1min_e50d25_s8t16_all,fade,1min,all,61504,392.1,-1338.4,-209933.0,31.0,209920.0,0,4,"{""2023"": -13146.0, ""2024"": -45099.0, ""2025"": -95040.0, ""2026"": -56649.0}"
FADE_1min_e50d25_s8t16_rth,fade,1min,rth,40771,259.9,-939.5,-147372.0,30.6,147428.0,0,4,"{""2023"": -12190.0, ""2024"": -34872.0, ""2025"": -67690.0, ""2026"": -32620.0}"
FADE_1min_e50d25_s10t20_all,fade,1min,all,53460,340.8,-1186.2,-186060.0,31.4,186094.0,0,4,"{""2023"": -13121.0, ""2024"": -43934.0, ""2025"": -81638.0, ""2026"": -47367.0}"
FADE_1min_e50d25_s10t20_rth,fade,1min,rth,35637,227.2,-817.7,-128266.0,31.2,128584.0,0,4,"{""2023"": -12288.0, ""2024"": -33296.0, ""2025"": -57236.0, ""2026"": -25445.0}"
IMPF_1min_w2i4_s5t10_all,impfade,1min,all,197198,1257.2,-4221.3,-662137.0,29.8,662125.0,0,4,"{""2023"": -65260.0, ""2024"": -177878.0, ""2025"": -260678.0, ""2026"": -158321.0}"
IMPF_1min_w2i4_s5t10_rth,impfade,1min,rth,100462,640.5,-2365.1,-370978.0,28.7,370983.0,0,4,"{""2023"": -41700.0, ""2024"": -108769.0, ""2025"": -144376.0, ""2026"": -76133.0}"
IMPF_1min_w2i4_s6t15_all,impfade,1min,all,157436,1003.7,-3182.7,-499229.0,26.6,499214.0,0,4,"{""2023"": -48854.0, ""2024"": -132008.0, ""2025"": -203639.0, ""2026"": -114727.0}"
IMPF_1min_w2i4_s6t15_rth,impfade,1min,rth,84326,537.6,-1809.8,-283875.0,26.1,284035.0,0,4,"{""2023"": -31321.0, ""2024"": -82220.0, ""2025"": -115794.0, ""2026"": -54541.0}"
IMPF_1min_w2i4_s8t20_all,impfade,1min,all,119346,760.9,-2397.5,-376060.0,27.2,376180.0,0,4,"{""2023"": -35257.0, ""2024"": -96182.0, ""2025"": -151202.0, ""2026"": -93418.0}"
IMPF_1min_w2i4_s8t20_rth,impfade,1min,rth,67084,427.7,-1367.6,-214512.0,27.0,214644.0,0,4,"{""2023"": -24323.0, ""2024"": -59380.0, ""2025"": -89862.0, ""2026"": -40947.0}"
IMPF_1min_w2i4_s8t30_all,impfade,1min,all,94929,605.2,-1836.6,-288086.0,20.5,288509.0,0,4,"{""2023"": -27239.0, ""2024"": -72978.0, ""2025"": -122383.0, ""2026"": -65487.0}"
IMPF_1min_w2i4_s8t30_rth,impfade,1min,rth,54680,348.6,-1096.7,-172022.0,20.1,172558.0,0,4,"{""2023"": -20006.0, ""2024"": -45856.0, ""2025"": -74338.0, ""2026"": -31822.0}"
IMPF_1min_w2i6_s5t10_all,impfade,1min,all,164314,1047.5,-3653.2,-573035.0,29.4,573044.0,0,4,"{""2023"": -53422.0, ""2024"": -152506.0, ""2025"": -224325.0, ""2026"": -142782.0}"
IMPF_1min_w2i6_s5t10_rth,impfade,1min,rth,88486,564.1,-2186.6,-342992.0,28.1,342997.0,0,4,"{""2023"": -37841.0, ""2024"": -97631.0, ""2025"": -134956.0, ""2026"": -72563.0}"
IMPF_1min_w2i6_s6t15_all,impfade,1min,all,138314,881.8,-2808.2,-440485.0,26.5,440482.0,0,4,"{""2023"": -41894.0, ""2024"": -114195.0, ""2025"": -179358.0, ""2026"": -105037.0}"
IMPF_1min_w2i6_s6t15_rth,impfade,1min,rth,76787,489.5,-1702.1,-266985.0,25.8,267117.0,0,4,"{""2023"": -28961.0, ""2024"": -75432.0, ""2025"": -109623.0, ""2026"": -52969.0}"
IMPF_1min_w2i6_s8t20_all,impfade,1min,all,109414,697.5,-2209.6,-346590.0,27.1,346591.0,0,4,"{""2023"": -31289.0, ""2024"": -86455.0, ""2025"": -144504.0, ""2026"": -84341.0}"
IMPF_1min_w2i6_s8t20_rth,impfade,1min,rth,62823,400.5,-1336.9,-209709.0,26.8,209815.0,0,4,"{""2023"": -21663.0, ""2024"": -55683.0, ""2025"": -90325.0, ""2026"": -42038.0}"
IMPF_1min_w2i6_s8t30_all,impfade,1min,all,88901,566.8,-1752.1,-274837.0,20.4,274993.0,0,4,"{""2023"": -26168.0, ""2024"": -72251.0, ""2025"": -113419.0, ""2026"": -62998.0}"
