name,family,tf,session,trades,trades_wk,usd_wk,usd_total,win_pct,max_dd,pos_years,n_years,yearly
DON_5min_N12_s10t20_all,don,5min,all,17408,111.0,-509.3,-79893.0,29.5,79924.0,0,4,"{""2023"": -10513.0, ""2024"": -24073.0, ""2025"": -29189.0, ""2026"": -16118.0}"
DON_5min_N12_s10t20_rth,don,5min,rth,7122,45.4,-260.3,-40836.0,27.6,40971.0,0,4,"{""2023"": -5097.0, ""2024"": -14204.0, ""2025"": -14052.0, ""2026"": -7482.0}"
DON_5min_N12_s10t30_all,don,5min,all,15866,101.1,-398.1,-62445.0,23.0,62703.0,0,4,"{""2023"": -8669.0, ""2024"": -17831.0, ""2025"": -23863.0, ""2026"": -12082.0}"
DON_5min_N12_s10t30_rth,don,5min,rth,6773,43.2,-204.1,-32016.0,22.0,32591.0,0,4,"{""2023"": -3407.0, ""2024"": -11346.0, ""2025"": -11311.0, ""2026"": -5951.0}"
DON_5min_N12_s12t40_all,don,5min,all,14003,89.3,-366.6,-57505.0,21.4,58276.0,0,4,"{""2023"": -6113.0, ""2024"": -17633.0, ""2025"": -23156.0, ""2026"": -10604.0}"
DON_5min_N12_s12t40_rth,don,5min,rth,6322,40.3,-199.7,-31326.0,20.6,32122.0,0,4,"{""2023"": -3057.0, ""2024"": -10890.0, ""2025"": -11271.0, ""2026"": -6107.0}"
DON_5min_N20_s4t8_all,don,5min,all,17023,108.5,-548.8,-86088.0,22.1,86077.0,0,4,"{""2023"": -13063.0, ""2024"": -27366.0, ""2025"": -29148.0, ""2026"": -16511.0}"
DON_5min_N20_s4t8_rth,don,5min,rth,6130,39.1,-243.7,-38223.0,17.2,38237.0,0,4,"{""2023"": -5748.0, ""2024"": -13276.0, ""2025"": -12731.0, ""2026"": -6468.0}"
DON_5min_N20_s6t12_all,don,5min,all,15877,101.2,-484.2,-75953.0,26.5,75983.0,0,4,"{""2023"": -10164.0, ""2024"": -23799.0, ""2025"": -26746.0, ""2026"": -15244.0}"
DON_5min_N20_s6t12_rth,don,5min,rth,6000,38.3,-232.5,-36463.0,23.0,36485.0,0,4,"{""2023"": -4484.0, ""2024"": -12761.0, ""2025"": -12634.0, ""2026"": -6584.0}"
DON_5min_N20_s8t16_all,don,5min,all,14723,93.9,-422.3,-66244.0,28.8,66318.0,0,4,"{""2023"": -9161.0, ""2024"": -20088.0, ""2025"": -24063.0, ""2026"": -12932.0}"
DON_5min_N20_s8t16_rth,don,5min,rth,5821,37.1,-220.6,-34609.0,25.8,34639.0,0,4,"{""2023"": -4408.0, ""2024"": -11611.0, ""2025"": -12438.0, ""2026"": -6151.0}"
DON_5min_N20_s10t20_all,don,5min,all,13668,87.1,-380.0,-59599.0,29.9,59746.0,0,4,"{""2023"": -7616.0, ""2024"": -18434.0, ""2025"": -22447.0, ""2026"": -11101.0}"
DON_5min_N20_s10t20_rth,don,5min,rth,5623,35.8,-215.4,-33788.0,27.2,33908.0,0,4,"{""2023"": -3446.0, ""2024"": -11702.0, ""2025"": -12601.0, ""2026"": -6040.0}"
DON_5min_N20_s10t30_all,don,5min,all,12566,80.1,-294.6,-46206.0,23.3,46482.0,0,4,"{""2023"": -6576.0, ""2024"": -14773.0, ""2025"": -17446.0, ""2026"": -7411.0}"
DON_5min_N20_s10t30_rth,don,5min,rth,5347,34.1,-164.1,-25748.0,21.9,26203.0,0,4,"{""2023"": -2298.0, ""2024"": -9514.0, ""2025"": -9376.0, ""2026"": -4560.0}"
DON_5min_N20_s12t40_all,don,5min,all,11240,71.7,-260.2,-40811.0,21.9,41129.0,0,4,"{""2023"": -5688.0, ""2024"": -11692.0, ""2025"": -17101.0, ""2026"": -6330.0}"
DON_5min_N20_s12t40_rth,don,5min,rth,5024,32.0,-156.0,-24464.0,20.7,25036.0,0,4,"{""2023"": -1870.0, ""2024"": -8051.0, ""2025"": -9608.0, ""2026"": -4935.0}"
DON_5min_N40_s4t8_all,don,5min,all,12081,77.0,-404.8,-63500.0,21.2,63493.0,0,4,"{""2023"": -9591.0, ""2024"": -20161.0, ""2025"": -21748.0, ""2026"": -12001.0}"
DON_5min_N40_s4t8_rth,don,5min,rth,4602,29.3,-187.1,-29345.0,16.7,29335.0,0,4,"{""2023"": -4625.0, ""2024"": -10136.0, ""2025"": -9681.0, ""2026"": -4903.0}"
DON_5min_N40_s6t12_all,don,5min,all,11324,72.2,-358.2,-56180.0,26.0,56182.0,0,4,"{""2023"": -7890.0, ""2024"": -16908.0, ""2025"": -20275.0, ""2026"": -11107.0}"
DON_5min_N40_s6t12_rth,don,5min,rth,4511,28.8,-179.9,-28218.0,22.5,28211.0,0,4,"{""2023"": -3566.0, ""2024"": -9553.0, ""2025"": -10126.0, ""2026"": -4974.0}"
DON_5min_N40_s8t16_all,don,5min,all,10607,67.6,-322.9,-50645.0,28.2,50721.0,0,4,"{""2023"": -7691.0, ""2024"": -14624.0, ""2025"": -18421.0, ""2026"": -9910.0}"
DON_5min_N40_s8t16_rth,don,5min,rth,4378,27.9,-168.3,-26401.0,25.6,26442.0,0,4,"{""2023"": -3600.0, ""2024"": -8461.0, ""2025"": -9670.0, ""2026"": -4670.0}"
DON_5min_N40_s10t20_all,don,5min,all,9942,63.4,-289.2,-45367.0,29.6,45483.0,0,4,"{""2023"": -5842.0, ""2024"": -13033.0, ""2025"": -17982.0, ""2026"": -8510.0}"
DON_5min_N40_s10t20_rth,don,5min,rth,4220,26.9,-157.6,-24722.0,27.4,24824.0,0,4,"{""2023"": -2194.0, ""2024"": -8442.0, ""2025"": -9652.0, ""2026"": -4435.0}"
DON_5min_N40_s10t30_all,don,5min,all,9243,58.9,-218.0,-34201.0,23.3,34414.0,0,4,"{""2023"": -5074.0, ""2024"": -9851.0, ""2025"": -13120.0, ""2026"": -6156.0}"
DON_5min_N40_s10t30_rth,don,5min,rth,4031,25.7,-120.4,-18891.0,22.1,19159.0,0,4,"{""2023"": -1601.0, ""2024"": -6905.0, ""2025"": -7180.0, ""2026"": -3205.0}"
DON_5min_N40_s12t40_all,don,5min,all,8366,53.3,-197.2,-30929.0,21.8,31321.0,0,4,"{""2023"": -4406.0, ""2024"": -8871.0, ""2025"": -12332.0, ""2026"": -5321.0}"
DON_5min_N40_s12t40_rth,don,5min,rth,3793,24.2,-116.9,-18330.0,20.7,18982.0,0,4,"{""2023"": -1253.0, ""2024"": -6746.0, ""2025"": -7295.0, ""2026"": -3036.0}"
FADE_5min_e20d8_s5t8_all,fade,5min,all,64388,410.5,-2120.0,-332535.0,27.5,332523.0,0,4,"{""2023"": -36508.0, ""2024"": -92208.0, ""2025"": -126169.0, ""2026"": -77651.0}"
FADE_5min_e20d8_s5t8_rth,fade,5min,rth,27654,176.3,-1106.5,-173564.0,23.3,173586.0,0,4,"{""2023"": -24277.0, ""2024"": -51528.0, ""2025"": -62792.0, ""2026"": -34968.0}"
FADE_5min_e20d8_s6t12_all,fade,5min,all,59443,379.0,-1781.6,-279451.0,26.7,279564.0,0,4,"{""2023"": -28435.0, ""2024"": -74700.0, ""2025"": -109199.0, ""2026"": -67118.0}"
FADE_5min_e20d8_s6t12_rth,fade,5min,rth,26574,169.4,-936.8,-146937.0,24.5,146997.0,0,4,"{""2023"": -19028.0, ""2024"": -42128.0, ""2025"": -53754.0, ""2026"": -32028.0}"
FADE_5min_e20d8_s8t16_all,fade,5min,all,52738,336.2,-1524.5,-239122.0,28.7,239288.0,0,4,"{""2023"": -23384.0, ""2024"": -62928.0, ""2025"": -92934.0, ""2026"": -59877.0}"
FADE_5min_e20d8_s8t16_rth,fade,5min,rth,24758,157.8,-828.9,-130012.0,27.2,130102.0,0,4,"{""2023"": -16135.0, ""2024"": -35207.0, ""2025"": -48424.0, ""2026"": -30246.0}"
FADE_5min_e20d8_s10t20_all,fade,5min,all,46607,297.1,-1265.4,-198488.0,30.1,198724.0,0,4,"{""2023"": -19532.0, ""2024"": -52613.0, ""2025"": -78405.0, ""2026"": -47937.0}"
FADE_5min_e20d8_s10t20_rth,fade,5min,rth,22806,145.4,-711.6,-111618.0,29.0,111772.0,0,4,"{""2023"": -13145.0, ""2024"": -28152.0, ""2025"": -43614.0, ""2026"": -26707.0}"
FADE_5min_e20d12_s5t8_all,fade,5min,all,53036,338.1,-1825.3,-286304.0,26.6,286323.0,0,4,"{""2023"": -29185.0, ""2024"": -76577.0, ""2025"": -109538.0, ""2026"": -71004.0}"
FADE_5min_e20d12_s5t8_rth,fade,5min,rth,24719,157.6,-1013.4,-158963.0,22.8,158982.0,0,4,"{""2023"": -20759.0, ""2024"": -46605.0, ""2025"": -57956.0, ""2026"": -33642.0}"
FADE_5min_e20d12_s6t12_all,fade,5min,all,49975,318.6,-1575.4,-247117.0,26.1,247210.0,0,4,"{""2023"": -23212.0, ""2024"": -64516.0, ""2025"": -96846.0, ""2026"": -62543.0}"
FADE_5min_e20d12_s6t12_rth,fade,5min,rth,23939,152.6,-878.6,-137816.0,23.8,137908.0,0,4,"{""2023"": -16576.0, ""2024"": -38742.0, ""2025"": -50853.0, ""2026"": -31645.0}"
FADE_5min_e20d12_s8t16_all,fade,5min,all,45577,290.6,-1384.1,-217108.0,28.2,217297.0,0,4,"{""2023"": -19949.0, ""2024"": -55047.0, ""2025"": -85156.0, ""2026"": -56956.0}"
FADE_5min_e20d12_s8t16_rth,fade,5min,rth,22545,143.7,-773.3,-121301.0,27.0,121431.0,0,4,"{""2023"": -13369.0, ""2024"": -31808.0, ""2025"": -46356.0, ""2026"": -29767.0}"
FADE_5min_e20d12_s10t20_all,fade,5min,all,41206,262.7,-1165.8,-182862.0,29.8,183126.0,0,4,"{""2023"": -16729.0, ""2024"": -46514.0, ""2025"": -73511.0, ""2026"": -46108.0}"
FADE_5min_e20d12_s10t20_rth,fade,5min,rth,20994,133.8,-672.0,-105406.0,28.8,105491.0,0,4,"{""2023"": -10836.0, ""2024"": -25539.0, ""2025"": -43118.0, ""2026"": -25913.0}"
FADE_5min_e20d18_s5t8_all,fade,5min,all,39508,251.9,-1442.1,-226210.0,25.4,226224.0,0,4,"{""2023"": -20505.0, ""2024"": -57795.0, ""2025"": -87290.0, ""2026"": -60620.0}"
FADE_5min_e20d18_s5t8_rth,fade,5min,rth,20539,130.9,-863.8,-135500.0,22.1,135519.0,0,4,"{""2023"": -16467.0, ""2024"": -38912.0, ""2025"": -49967.0, ""2026"": -30155.0}"
FADE_5min_e20d18_s6t12_all,fade,5min,all,37916,241.7,-1257.7,-197281.0,25.4,197303.0,0,4,"{""2023"": -16585.0, ""2024"": -49162.0, ""2025"": -78105.0, ""2026"": -53430.0}"
FADE_5min_e20d18_s6t12_rth,fade,5min,rth,19993,127.5,-762.4,-119593.0,23.2,119638.0,0,4,"{""2023"": -13422.0, ""2024"": -33676.0, ""2025"": -44299.0, ""2026"": -28196.0}"
FADE_5min_e20d18_s8t16_all,fade,5min,all,35400,225.7,-1118.0,-175371.0,27.8,175413.0,0,4,"{""2023"": -15420.0, ""2024"": -41659.0, ""2025"": -69311.0, ""2026"": -48981.0}"
FADE_5min_e20d18_s8t16_rth,fade,5min,rth,19065,121.5,-681.0,-106821.0,26.5,106886.0,0,4,"{""2023"": -11498.0, ""2024"": -28270.0, ""2025"": -40383.0, ""2026"": -26670.0}"
FADE_5min_e20d18_s10t20_all,fade,5min,all,32773,208.9,-976.6,-153184.0,29.4,153367.0,0,4,"{""2023"": -14081.0, ""2024"": -34693.0, ""2025"": -63570.0, ""2026"": -40840.0}"
FADE_5min_e20d18_s10t20_rth,fade,5min,rth,17955,114.5,-600.0,-94114.0,28.5,94211.0,0,4,"{""2023"": -10058.0, ""2024"": -21978.0, ""2025"": -38373.0, ""2026"": -23705.0}"
FADE_5min_e20d25_s5t8_all,fade,5min,all,28598,182.3,-1122.9,-176131.0,23.8,176119.0,0,4,"{""2023"": -14297.0, ""2024"": -41911.0, ""2025"": -70187.0, ""2026"": -49736.0}"
FADE_5min_e20d25_s5t8_rth,fade,5min,rth,16368,104.3,-723.9,-113554.0,20.8,113571.0,0,4,"{""2023"": -12266.0, ""2024"": -30940.0, ""2025"": -43502.0, ""2026"": -26845.0}"
FADE_5min_e20d25_s6t12_all,fade,5min,all,27838,177.5,-965.3,-151417.0,24.7,151403.0,0,4,"{""2023"": -11599.0, ""2024"": -33802.0, ""2025"": -61868.0, ""2026"": -44149.0}"
FADE_5min_e20d25_s6t12_rth,fade,5min,rth,16055,102.4,-640.0,-100390.0,22.5,100430.0,0,4,"{""2023"": -10347.0, ""2024"": -26082.0, ""2025"": -38893.0, ""2026"": -25067.0}"
FADE_5min_e20d25_s8t16_all,fade,5min,all,26459,168.7,-888.6,-139379.0,27.2,139390.0,0,4,"{""2023"": -11475.0, ""2024"": -30244.0, ""2025"": -55805.0, ""2026"": -41855.0}"
FADE_5min_e20d25_s8t16_rth,fade,5min,rth,15482,98.7,-592.3,-92913.0,25.7,92969.0,0,4,"{""2023"": -9973.0, ""2024"": -22854.0, ""2025"": -35265.0, ""2026"": -24822.0}"
FADE_5min_e20d25_s10t20_all,fade,5min,all,24949,159.1,-800.7,-125602.0,28.8,125685.0,0,4,"{""2023"": -10480.0, ""2024"": -27495.0, ""2025"": -50500.0, ""2026"": -37127.0}"
FADE_5min_e20d25_s10t20_rth,fade,5min,rth,14769,94.2,-528.7,-82936.0,27.8,83005.0,0,4,"{""2023"": -9002.0, ""2024"": -19030.0, ""2025"": -31866.0, ""2026"": -23037.0}"
FADE_5min_e50d8_s5t8_all,fade,5min,all,72541,462.5,-2319.1,-363764.0,28.1,363752.0,0,4,"{""2023"": -42717.0, ""2024"": -102963.0, ""2025"": -136308.0, ""2026"": -81777.0}"
FADE_5min_e50d8_s5t8_rth,fade,5min,rth,29663,189.1,-1160.3,-182007.0,23.9,182009.0,0,4,"{""2023"": -25344.0, ""2024"": -54663.0, ""2025"": -65974.0, ""2026"": -36027.0}"
FADE_5min_e50d8_s6t12_all,fade,5min,all,65249,416.0,-1902.7,-298455.0,27.1,298441.0,0,4,"{""2023"": -33340.0, ""2024"": -79301.0, ""2025"": -115596.0, ""2026"": -70218.0}"
FADE_5min_e50d8_s6t12_rth,fade,5min,rth,28291,180.4,-975.0,-152931.0,24.8,152939.0,0,4,"{""2023"": -19892.0, ""2024"": -42903.0, ""2025"": -57119.0, ""2026"": -33017.0}"
FADE_5min_e50d8_s8t16_all,fade,5min,all,56282,358.8,-1608.6,-252316.0,28.8,252297.0,0,4,"{""2023"": -26137.0, ""2024"": -69325.0, ""2025"": -93870.0, ""2026"": -62983.0}"
FADE_5min_e50d8_s8t16_rth,fade,5min,rth,26048,166.1,-848.5,-133101.0,27.5,133294.0,0,4,"{""2023"": -15364.0, ""2024"": -37811.0, ""2025"": -49336.0, ""2026"": -30590.0}"
FADE_5min_e50d8_s10t20_all,fade,5min,all,48784,311.0,-1338.4,-209932.0,30.0,209933.0,0,4,"{""2023"": -20695.0, ""2024"": -56138.0, ""2025"": -80995.0, ""2026"": -52105.0}"
FADE_5min_e50d8_s10t20_rth,fade,5min,rth,23734,151.3,-722.4,-113311.0,29.2,113344.0,0,4,"{""2023"": -12331.0, ""2024"": -30009.0, ""2025"": -43400.0, ""2026"": -27571.0}"
FADE_5min_e50d12_s5t8_all,fade,5min,all,65117,415.1,-2120.0,-332529.0,27.7,332517.0,0,4,"{""2023"": -36684.0, ""2024"": -92827.0, ""2025"": -125650.0, ""2026"": -77369.0}"
FADE_5min_e50d12_s5t8_rth,fade,5min,rth,27921,178.0,-1101.0,-172704.0,23.7,172692.0,0,4,"{""2023"": -23787.0, ""2024"": -51420.0, ""2025"": -62938.0, ""2026"": -34559.0}"
FADE_5min_e50d12_s6t12_all,fade,5min,all,59270,377.9,-1762.6,-276475.0,26.8,276601.0,0,4,"{""2023"": -28568.0, ""2024"": -72543.0, ""2025"": -108382.0, ""2026"": -66983.0}"
FADE_5min_e50d12_s6t12_rth,fade,5min,rth,26708,170.3,-926.1,-145261.0,24.7,145272.0,0,4,"{""2023"": -18633.0, ""2024"": -40104.0, ""2025"": -54581.0, ""2026"": -31943.0}"
FADE_5min_e50d12_s8t16_all,fade,5min,all,51907,330.9,-1480.2,-232178.0,28.8,232243.0,0,4,"{""2023"": -23004.0, ""2024"": -61243.0, ""2025"": -88871.0, ""2026"": -59060.0}"
FADE_5min_e50d12_s8t16_rth,fade,5min,rth,24732,157.7,-796.6,-124958.0,27.6,125185.0,0,4,"{""2023"": -14673.0, ""2024"": -33623.0, ""2025"": -46975.0, ""2026"": -29687.0}"
FADE_5min_e50d12_s10t20_all,fade,5min,all,45593,290.7,-1200.7,-188342.0,30.3,188470.0,0,4,"{""2023"": -18846.0, ""2024"": -49084.0, ""2025"": -73351.0, ""2026"": -47061.0}"
FADE_5min_e50d12_s10t20_rth,fade,5min,rth,22625,144.2,-678.9,-106498.0,29.3,106531.0,0,4,"{""2023"": -11819.0, ""2024"": -27253.0, ""2025"": -41006.0, ""2026"": -26420.0}"
FADE_5min_e50d18_s5t8_all,fade,5min,all,54788,349.3,-1848.0,-289875.0,27.1,289880.0,0,4,"{""2023"": -29124.0, ""2024"": -79142.0, ""2025"": -110497.0, ""2026"": -71113.0}"
FADE_5min_e50d18_s5t8_rth,fade,5min,rth,25211,160.7,-1012.3,-158786.0,23.3,158774.0,0,4,"{""2023"": -20290.0, ""2024"": -46581.0, ""2025"": -58647.0, ""2026"": -33268.0}"
FADE_5min_e50d18_s6t12_all,fade,5min,all,50638,322.8,-1551.8,-243417.0,26.4,243477.0,0,4,"{""2023"": -22414.0, ""2024"": -62826.0, ""2025"": -96105.0, ""2026"": -62071.0}"
FADE_5min_e50d18_s6t12_rth,fade,5min,rth,24221,154.4,-859.7,-134849.0,24.4,134851.0,0,4,"{""2023"": -16055.0, ""2024"": -37002.0, ""2025"": -50684.0, ""2026"": -31108.0}"
FADE_5min_e50d18_s8t16_all,fade,5min,all,45138,287.8,-1321.6,-207306.0,28.6,207358.0,0,4,"{""2023"": -18203.0, ""2024"": -52124.0, ""2025"": -81478.0, ""2026"": -55501.0}"
FADE_5min_e50d18_s8t16_rth,fade,5min,rth,22567,143.9,-752.4,-118021.0,27.3,118164.0,0,4,"{""2023"": -12461.0, ""2024"": -31202.0, ""2025"": -45360.0, ""2026"": -28998.0}"
FADE_5min_e50d18_s10t20_all,fade,5min,all,40255,256.6,-1121.1,-175853.0,29.9,175976.0,0,4,"{""2023"": -15345.0, ""2024"": -42454.0, ""2025"": -72191.0, ""2026"": -45863.0}"
FADE_5min_e50d18_s10t20_rth,fade,5min,rth,20800,132.6,-657.9,-103200.0,28.9,103295.0,0,4,"{""2023"": -10655.0, ""2024"": -24419.0, ""2025"": -42362.0, ""2026"": -25764.0}"
FADE_5min_e50d25_s5t8_all,fade,5min,all,44808,285.7,-1582.7,-248258.0,26.1,248272.0,0,4,"{""2023"": -22647.0, ""2024"": -64586.0, ""2025"": -97104.0, ""2026"": -63920.0}"
FADE_5min_e50d25_s5t8_rth,fade,5min,rth,22243,141.8,-911.9,-143031.0,22.8,143033.0,0,4,"{""2023"": -16867.0, ""2024"": -41573.0, ""2025"": -54031.0, ""2026"": -30561.0}"
FADE_5min_e50d25_s6t12_all,fade,5min,all,41906,267.2,-1336.1,-209571.0,25.9,209601.0,0,4,"{""2023"": -16974.0, ""2024"": -51255.0, ""2025"": -85482.0, ""2026"": -55860.0}"
FADE_5min_e50d25_s6t12_rth,fade,5min,rth,21449,136.7,-775.7,-121667.0,24.1,121674.0,0,4,"{""2023"": -12683.0, ""2024"": -33171.0, ""2025"": -47591.0, ""2026"": -28221.0}"
FADE_5min_e50d25_s8t16_all,fade,5min,all,37999,242.3,-1176.9,-184612.0,28.0,184684.0,0,4,"{""2023"": -14559.0, ""2024"": -43668.0, ""2025"": -75072.0, ""2026"": -51313.0}"
FADE_5min_e50d25_s8t16_rth,fade,5min,rth,20087,128.1,-686.0,-107597.0,27.0,107689.0,0,4,"{""2023"": -9975.0, ""2024"": -27828.0, ""2025"": -42834.0, ""2026"": -26959.0}"
FADE_5min_e50d25_s10t20_all,fade,5min,all,34342,218.9,-979.4,-153626.0,29.7,153749.0,0,4,"{""2023"": -11371.0, ""2024"": -35028.0, ""2025"": -65496.0, ""2026"": -41731.0}"
FADE_5min_e50d25_s10t20_rth,fade,5min,rth,18657,118.9,-586.7,-92034.0,29.0,92205.0,0,4,"{""2023"": -7477.0, ""2024"": -21806.0, ""2025"": -38752.0, ""2026"": -23999.0}"
IMPF_5min_w2i4_s5t10_all,impfade,5min,all,71057,453.0,-2083.4,-326793.0,25.8,326786.0,0,4,"{""2023"": -38075.0, ""2024"": -90205.0, ""2025"": -123272.0, ""2026"": -75240.0}"
IMPF_5min_w2i4_s5t10_rth,impfade,5min,rth,28989,184.8,-1066.7,-167314.0,21.9,167323.0,0,4,"{""2023"": -22708.0, ""2024"": -49721.0, ""2025"": -61222.0, ""2026"": -33663.0}"
IMPF_5min_w2i4_s6t15_all,impfade,5min,all,62773,400.2,-1683.1,-264006.0,24.1,264017.0,0,4,"{""2023"": -29772.0, ""2024"": -71222.0, ""2025"": -100597.0, ""2026"": -62415.0}"
IMPF_5min_w2i4_s6t15_rth,impfade,5min,rth,27396,174.7,-890.1,-139616.0,22.0,139689.0,0,4,"{""2023"": -18811.0, ""2024"": -39870.0, ""2025"": -51692.0, ""2026"": -29244.0}"
IMPF_5min_w2i4_s8t20_all,impfade,5min,all,53216,339.3,-1371.3,-215091.0,25.5,215468.0,0,4,"{""2023"": -20797.0, ""2024"": -56237.0, ""2025"": -84333.0, ""2026"": -53723.0}"
IMPF_5min_w2i4_s8t20_rth,impfade,5min,rth,24899,158.7,-755.1,-118446.0,24.3,118631.0,0,4,"{""2023"": -14464.0, ""2024"": -30865.0, ""2025"": -46365.0, ""2026"": -26752.0}"
IMPF_5min_w2i4_s8t30_all,impfade,5min,all,45574,290.5,-1081.9,-169701.0,19.3,169973.0,0,4,"{""2023"": -16729.0, ""2024"": -43645.0, ""2025"": -67105.0, ""2026"": -42222.0}"
IMPF_5min_w2i4_s8t30_rth,impfade,5min,rth,22461,143.2,-598.8,-93931.0,18.7,94134.0,0,4,"{""2023"": -10560.0, ""2024"": -27586.0, ""2025"": -36706.0, ""2026"": -19078.0}"
IMPF_5min_w2i6_s5t10_all,impfade,5min,all,64340,410.2,-1924.1,-301812.0,25.5,301812.0,0,4,"{""2023"": -32134.0, ""2024"": -81504.0, ""2025"": -116482.0, ""2026"": -71693.0}"
IMPF_5min_w2i6_s5t10_rth,impfade,5min,rth,27256,173.8,-998.4,-156610.0,22.0,156661.0,0,4,"{""2023"": -20330.0, ""2024"": -45028.0, ""2025"": -58611.0, ""2026"": -32640.0}"
IMPF_5min_w2i6_s6t15_all,impfade,5min,all,58303,371.7,-1587.5,-249009.0,24.0,249023.0,0,4,"{""2023"": -27082.0, ""2024"": -64230.0, ""2025"": -98147.0, ""2026"": -59550.0}"
IMPF_5min_w2i6_s6t15_rth,impfade,5min,rth,26016,165.9,-845.2,-132581.0,22.0,132737.0,0,4,"{""2023"": -17071.0, ""2024"": -35898.0, ""2025"": -50684.0, ""2026"": -28928.0}"
IMPF_5min_w2i6_s8t20_all,impfade,5min,all,50476,321.8,-1311.6,-205726.0,25.5,206238.0,0,4,"{""2023"": -20809.0, ""2024"": -51238.0, ""2025"": -81347.0, ""2026"": -52333.0}"
IMPF_5min_w2i6_s8t20_rth,impfade,5min,rth,23891,152.3,-721.8,-113212.0,24.3,113500.0,0,4,"{""2023"": -13823.0, ""2024"": -28362.0, ""2025"": -45088.0, ""2026"": -25939.0}"
IMPF_5min_w2i6_s8t30_all,impfade,5min,all,43757,279.0,-1063.2,-166769.0,19.2,167107.0,0,4,"{""2023"": -17699.0, ""2024"": -40379.0, ""2025"": -67494.0, ""2026"": -41198.0}"
IMPF_5min_w2i6_s8t30_rth,impfade,5min,rth,21692,138.3,-571.9,-89703.0,18.7,89907.0,0,4,"{""2023"": -10970.0, ""2024"": -23936.0, ""2025"": -36029.0, ""2026"": -18768.0}"
IMPF_5min_w2i9_s5t10_all,impfade,5min,all,53253,339.5,-1689.4,-264989.0,24.5,264999.0,0,4,"{""2023"": -25649.0, ""2024"": -70362.0, ""2025"": -103323.0, ""2026"": -65655.0}"
IMPF_5min_w2i9_s5t10_rth,impfade,5min,rth,24388,155.5,-932.6,-146281.0,21.2,146310.0,0,4,"{""2023"": -17520.0, ""2024"": -42364.0, ""2025"": -54990.0, ""2026"": -31407.0}"
IMPF_5min_w2i9_s6t15_all,impfade,5min,all,50069,319.2,-1422.8,-223178.0,23.5,223232.0,0,4,"{""2023"": -21048.0, ""2024"": -57496.0, ""2025"": -89003.0, ""2026"": -55631.0}"
IMPF_5min_w2i9_s6t15_rth,impfade,5min,rth,23580,150.3,-810.6,-127149.0,21.3,127253.0,0,4,"{""2023"": -14875.0, ""2024"": -35390.0, ""2025"": -48947.0, ""2026"": -27937.0}"
IMPF_5min_w2i9_s8t20_all,impfade,5min,all,44961,286.6,-1229.8,-192901.0,25.1,193314.0,0,4,"{""2023"": -17314.0, ""2024"": -48345.0, ""2025"": -78585.0, ""2026"": -48656.0}"
IMPF_5min_w2i9_s8t20_rth,impfade,5min,rth,22034,140.5,-710.1,-111380.0,23.7,111421.0,0,4,"{""2023"": -13195.0, ""2024"": -28826.0, ""2025"": -44274.0, ""2026"": -25084.0}"
IMPF_5min_w2i9_s8t30_all,impfade,5min,all,39965,254.8,-1018.8,-159806.0,18.9,160062.0,0,4,"{""2023"": -15692.0, ""2024"": -38490.0, ""2025"": -66820.0, ""2026"": -38803.0}"
IMPF_5min_w2i9_s8t30_rth,impfade,5min,rth,20263,129.2,-582.4,-91346.0,18.2,91467.0,0,4,"{""2023"": -11607.0, ""2024"": -24166.0, ""2025"": -36865.0, ""2026"": -18708.0}"
IMPF_5min_w2i14_s5t10_all,impfade,5min,all,37598,239.7,-1285.6,-201657.0,23.3,201780.0,0,4,"{""2023"": -18400.0, ""2024"": -48735.0, ""2025"": -78749.0, ""2026"": -55773.0}"
IMPF_5min_w2i14_s5t10_rth,impfade,5min,rth,19547,124.6,-778.1,-122044.0,20.4,122159.0,0,4,"{""2023"": -14765.0, ""2024"": -33176.0, ""2025"": -46319.0, ""2026"": -27784.0}"
IMPF_5min_w2i14_s6t15_all,impfade,5min,all,36642,233.6,-1130.4,-177306.0,22.6,177483.0,0,4,"{""2023"": -16558.0, ""2024"": -41223.0, ""2025"": -71007.0, ""2026"": -48518.0}"
IMPF_5min_w2i14_s6t15_rth,impfade,5min,rth,19224,122.6,-686.0,-107597.0,20.9,107800.0,0,4,"{""2023"": -12756.0, ""2024"": -27902.0, ""2025"": -41551.0, ""2026"": -25387.0}"
IMPF_5min_w2i14_s8t20_all,impfade,5min,all,34650,220.9,-1005.9,-157784.0,24.6,158045.0,0,4,"{""2023"": -14151.0, ""2024"": -38105.0, ""2025"": -62026.0, ""2026"": -43501.0}"
IMPF_5min_w2i14_s8t20_rth,impfade,5min,rth,18461,117.7,-623.1,-97741.0,23.3,97801.0,0,4,"{""2023"": -11013.0, ""2024"": -24374.0, ""2025"": -39376.0, ""2026"": -22978.0}"
IMPF_5min_w2i14_s8t30_all,impfade,5min,all,31970,203.8,-837.1,-131306.0,18.8,131634.0,0,4,"{""2023"": -14208.0, ""2024"": -30436.0, ""2025"": -48848.0, ""2026"": -37814.0}"
IMPF_5min_w2i14_s8t30_rth,impfade,5min,rth,17341,110.6,-506.8,-79489.0,18.2,79629.0,0,4,"{""2023"": -10958.0, ""2024"": -20405.0, ""2025"": -29426.0, ""2026"": -18700.0}"
