per_day,total,sharpe,maxDD,pos_yrs,n_yrs,n,worst_yr,tf,combo,logic,sess,exit
-10.5,-8101.0,-1.09,9185.0,1,4,3682,-3922.0,3min,"bbbreak(50, 2.0)&ema(9, 20)",or,morning,st20/60/0
-23.8,-18409.0,-3.05,19494.0,0,4,4860,-9096.0,3min,"bbbreak(50, 2.0)&ema(9, 20)",or,morning,st30/20/0
-10.6,-8197.0,-1.15,8304.0,0,4,3763,-3782.0,3min,"bbbreak(50, 2.0)&ema(9, 20)",or,morning,st30/40/0
-8.8,-6845.0,-0.86,7223.0,1,4,3158,-3697.0,3min,"bbbreak(50, 2.0)&ema(9, 20)",or,morning,st30/60/0
-28.7,-22190.0,-2.57,23215.0,0,4,2793,-11984.0,3min,"bbbreak(50, 2.0)&ema(9, 20)",or,morning,trail0/0/2.0
2.6,1997.0,0.18,7618.0,1,4,1960,-2283.0,3min,"bbbreak(50, 2.0)&ema(9, 20)",or,morning,trail0/0/3.0
11.8,9157.0,0.74,4202.0,3,4,1176,-695.0,3min,"bbbreak(50, 2.0)&ema(9, 20)",or,morning,trail0/0/5.0
28.8,22109.0,1.36,5245.0,4,4,768,3026.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,rth,eod0/0/0
-35.9,-27706.0,-6.27,27849.0,0,4,7354,-11750.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,rth,st10/20/0
-13.6,-10522.0,-1.92,10908.0,0,4,5693,-3423.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,rth,st10/40/0
-8.7,-6682.0,-1.04,7441.0,0,4,4923,-2645.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,rth,st10/60/0
-33.2,-25627.0,-4.54,25841.0,0,4,6170,-12931.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,rth,st20/20/0
-10.0,-7690.0,-1.15,8353.0,0,4,4521,-3557.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,rth,st20/40/0
-5.2,-4050.0,-0.54,5609.0,1,4,3751,-2594.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,rth,st20/60/0
-28.2,-21774.0,-3.34,21975.0,0,4,5617,-10304.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,rth,st30/20/0
-8.8,-6785.0,-0.88,7448.0,0,4,4016,-3227.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,rth,st30/40/0
-4.6,-3584.0,-0.42,4989.0,1,4,3266,-1943.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,rth,st30/60/0
-28.9,-22302.0,-2.64,23056.0,0,4,2641,-8744.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,rth,trail0/0/2.0
-6.2,-4789.0,-0.4,9953.0,1,4,1930,-3368.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,rth,trail0/0/3.0
9.4,7207.0,0.47,6004.0,3,4,1463,-1054.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,rth,trail0/0/5.0
18.8,12961.0,1.17,3562.0,3,4,690,-347.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,morning,eod0/0/0
-21.9,-15167.0,-4.99,15289.0,0,4,4086,-6954.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,morning,st10/20/0
-7.7,-5350.0,-1.4,5679.0,0,4,3198,-1690.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,morning,st10/40/0
-3.6,-2465.0,-0.56,4691.0,1,4,2762,-1270.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,morning,st10/60/0
-22.2,-15364.0,-3.82,15559.0,0,4,3465,-8743.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,morning,st20/20/0
-6.2,-4255.0,-0.9,4878.0,0,4,2562,-2258.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,morning,st20/40/0
-2.8,-1918.0,-0.35,3683.0,1,4,2125,-1476.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,morning,st20/60/0
-18.8,-12985.0,-2.91,13438.0,0,4,3162,-6391.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,morning,st30/20/0
-4.1,-2862.0,-0.55,3129.0,0,4,2281,-1177.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,morning,st30/40/0
-2.3,-1608.0,-0.28,2851.0,0,4,1851,-861.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,morning,st30/60/0
-13.2,-9097.0,-1.45,10596.0,0,4,1363,-3867.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,morning,trail0/0/2.0
7.1,4892.0,0.55,3593.0,3,4,1018,-1227.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,morning,trail0/0/3.0
17.9,12403.0,1.23,2379.0,3,4,854,-849.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",and,morning,trail0/0/5.0
31.8,24547.0,1.44,5552.0,4,4,771,1623.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,rth,eod0/0/0
-45.7,-35453.0,-7.06,35671.0,0,4,9044,-14741.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,rth,st10/20/0
-22.5,-17468.0,-2.77,17862.0,0,4,7181,-6752.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,rth,st10/40/0
-15.2,-11769.0,-1.62,12127.0,0,4,6294,-6168.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,rth,st10/60/0
-42.1,-32605.0,-5.08,33170.0,0,4,7696,-16732.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,rth,st20/20/0
-19.7,-15271.0,-1.99,16093.0,0,4,5805,-6523.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,rth,st20/40/0
-10.8,-8353.0,-0.96,9694.0,1,4,4906,-5363.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,rth,st20/60/0
-34.9,-27036.0,-3.69,27638.0,0,4,7015,-12599.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,rth,st30/20/0
-17.8,-13757.0,-1.57,14679.0,0,4,5166,-5147.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,rth,st30/40/0
-10.1,-7812.0,-0.79,8623.0,0,4,4255,-2782.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,rth,st30/60/0
-46.2,-35808.0,-3.57,36083.0,0,4,3688,-13146.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,rth,trail0/0/2.0
-17.2,-13319.0,-0.97,14129.0,0,4,2659,-5653.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,rth,trail0/0/3.0
2.6,1984.0,0.11,7360.0,2,4,1826,-3049.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,rth,trail0/0/5.0
13.8,10300.0,0.84,4365.0,3,4,746,-1076.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,morning,eod0/0/0
-25.7,-19229.0,-5.56,19457.0,0,4,4855,-8347.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,morning,st10/20/0
-11.8,-8829.0,-2.02,9179.0,0,4,3896,-3266.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,morning,st10/40/0
-8.5,-6381.0,-1.26,8161.0,1,4,3401,-2706.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,morning,st10/60/0
-24.9,-18606.0,-4.09,19133.0,0,4,4168,-10408.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,morning,st20/20/0
-8.5,-6324.0,-1.18,6755.0,0,4,3171,-3252.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,morning,st20/40/0
-4.5,-3375.0,-0.54,5079.0,1,4,2681,-2324.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,morning,st20/60/0
-19.7,-14716.0,-2.91,15876.0,0,4,3811,-7221.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,morning,st30/20/0
-5.5,-4140.0,-0.68,4714.0,0,4,2837,-1552.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,morning,st30/40/0
-4.3,-3198.0,-0.48,4437.0,0,4,2353,-1036.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,morning,st30/60/0
-18.8,-14010.0,-1.86,14337.0,0,4,1814,-5069.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,morning,trail0/0/2.0
2.1,1536.0,0.15,5359.0,2,4,1361,-2508.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,morning,trail0/0/3.0
12.7,9471.0,0.81,3350.0,3,4,1064,-1405.0,3min,"bbbreak(50, 2.0)&ema(20, 50)",or,morning,trail0/0/5.0
27.8,21354.0,1.3,5744.0,4,4,768,2836.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,rth,eod0/0/0
-39.3,-30320.0,-6.73,30516.0,0,4,7738,-12915.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,rth,st10/20/0
-15.3,-11779.0,-2.09,12167.0,0,4,5992,-3902.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,rth,st10/40/0
-10.4,-8033.0,-1.22,8616.0,1,4,5172,-3240.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,rth,st10/60/0
-36.0,-27764.0,-4.79,27970.0,0,4,6489,-14445.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,rth,st20/20/0
-12.0,-9258.0,-1.36,9969.0,0,4,4742,-4243.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,rth,st20/40/0
-7.1,-5490.0,-0.71,6747.0,1,4,3925,-2777.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,rth,st20/60/0
-31.2,-24059.0,-3.6,24241.0,0,4,5909,-11303.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,rth,st30/20/0
-11.1,-8607.0,-1.09,9346.0,0,4,4209,-3639.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,rth,st30/40/0
-5.7,-4402.0,-0.5,5609.0,1,4,3421,-2486.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,rth,st30/60/0
-34.9,-26901.0,-3.06,27358.0,0,4,2810,-10409.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,rth,trail0/0/2.0
-11.3,-8745.0,-0.71,12062.0,1,4,2036,-4451.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,rth,trail0/0/3.0
3.9,3007.0,0.19,5338.0,2,4,1514,-2018.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,rth,trail0/0/5.0
15.8,11078.0,0.98,4413.0,4,4,701,10.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,morning,eod0/0/0
-23.8,-16679.0,-5.32,16839.0,0,4,4247,-7678.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,morning,st10/20/0
-8.9,-6226.0,-1.58,6563.0,0,4,3335,-2240.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,morning,st10/40/0
-5.0,-3511.0,-0.76,5750.0,1,4,2874,-1876.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,morning,st10/60/0
-23.6,-16574.0,-4.0,16937.0,0,4,3600,-9528.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,morning,st20/20/0
-7.3,-5092.0,-1.05,5554.0,0,4,2668,-2841.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,morning,st20/40/0
-3.9,-2723.0,-0.49,4260.0,1,4,2210,-2128.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,morning,st20/60/0
-19.8,-13921.0,-3.05,14670.0,0,4,3279,-6785.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,morning,st30/20/0
-4.7,-3325.0,-0.62,3690.0,0,4,2364,-1400.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,morning,st30/40/0
-3.5,-2440.0,-0.41,3437.0,0,4,1921,-1169.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,morning,st30/60/0
-15.3,-10738.0,-1.64,12491.0,0,4,1425,-4359.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,morning,trail0/0/2.0
4.3,3000.0,0.33,4653.0,3,4,1061,-1534.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,morning,trail0/0/3.0
12.4,8700.0,0.81,3465.0,3,4,883,-1245.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",and,morning,trail0/0/5.0
38.1,29518.0,1.64,4026.0,4,4,774,2965.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,rth,eod0/0/0
-116.5,-90500.0,-10.36,90350.0,0,4,24154,-36508.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,rth,st10/20/0
-63.0,-48987.0,-5.27,49036.0,0,4,17205,-18338.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,rth,st10/40/0
-46.3,-35997.0,-3.55,35863.0,0,4,14110,-14612.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,rth,st10/60/0
-92.8,-72273.0,-6.84,72242.0,0,4,18514,-32026.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,rth,st20/20/0
-44.6,-34712.0,-3.16,35219.0,0,4,12346,-12976.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,rth,st20/40/0
-25.1,-19553.0,-1.66,19931.0,0,4,9624,-8372.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,rth,st20/60/0
-70.6,-54981.0,-4.62,55017.0,0,4,15711,-24746.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,rth,st30/20/0
-33.6,-26138.0,-2.17,26405.0,0,4,10143,-9527.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,rth,st30/40/0
-17.6,-13681.0,-1.06,15550.0,0,4,7669,-6249.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,rth,st30/60/0
-84.5,-65740.0,-4.91,66172.0,0,4,7342,-25629.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,rth,trail0/0/2.0
-27.6,-21553.0,-1.29,22075.0,0,4,4367,-8324.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,rth,trail0/0/3.0
4.6,3573.0,0.18,6209.0,2,4,2306,-2623.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,rth,trail0/0/5.0
23.8,18443.0,1.37,3508.0,3,4,774,-215.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,morning,eod0/0/0
-65.4,-50707.0,-8.56,50571.0,0,4,13207,-21134.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,morning,st10/20/0
-32.3,-25031.0,-3.75,24999.0,0,4,9595,-10737.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,morning,st10/40/0
-22.6,-17509.0,-2.38,17474.0,0,4,7939,-8764.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,morning,st10/60/0
-55.1,-42708.0,-5.72,42728.0,0,4,10262,-19481.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,morning,st20/20/0
-21.5,-16625.0,-2.05,16956.0,0,4,6953,-7831.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,morning,st20/40/0
-7.2,-5572.0,-0.62,7611.0,1,4,5506,-4516.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,morning,st20/60/0
-40.2,-31129.0,-3.87,31115.0,0,4,8763,-14353.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,morning,st30/20/0
-14.3,-11118.0,-1.28,11307.0,0,4,5784,-4900.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,morning,st30/40/0
-4.7,-3621.0,-0.38,5428.0,1,4,4442,-2606.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,morning,st30/60/0
-37.4,-29000.0,-2.85,30074.0,0,4,3653,-14533.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,morning,trail0/0/2.0
-2.3,-1758.0,-0.14,7447.0,2,4,2279,-2973.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,morning,trail0/0/3.0
15.3,11884.0,0.87,4189.0,3,4,1370,-632.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.0)",or,morning,trail0/0/5.0
29.8,22834.0,1.4,6099.0,4,4,766,3547.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,rth,eod0/0/0
-38.2,-29375.0,-6.7,29578.0,0,4,7543,-12680.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,rth,st10/20/0
-14.7,-11313.0,-2.05,11727.0,0,4,5835,-3897.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,rth,st10/40/0
-10.6,-8163.0,-1.26,8741.0,0,4,5041,-3328.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,rth,st10/60/0
-34.7,-26663.0,-4.66,26875.0,0,4,6316,-14127.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,rth,st20/20/0
-11.5,-8831.0,-1.31,9389.0,0,4,4614,-3953.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,rth,st20/40/0
-6.6,-5109.0,-0.67,6577.0,1,4,3820,-2999.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,rth,st20/60/0
-30.1,-23213.0,-3.54,23421.0,0,4,5746,-11164.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,rth,st30/20/0
-10.8,-8334.0,-1.07,8918.0,0,4,4093,-3462.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,rth,st30/40/0
-5.9,-4535.0,-0.52,5865.0,1,4,3328,-2238.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,rth,st30/60/0
-33.9,-26099.0,-2.99,26754.0,0,4,2743,-10012.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,rth,trail0/0/2.0
-11.1,-8563.0,-0.69,11643.0,1,4,1989,-4566.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,rth,trail0/0/3.0
4.2,3202.0,0.2,5779.0,2,4,1492,-1282.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,rth,trail0/0/5.0
17.9,12487.0,1.12,3678.0,4,4,697,462.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,morning,eod0/0/0
-22.9,-15950.0,-5.22,16132.0,0,4,4109,-7401.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,morning,st10/20/0
-8.4,-5857.0,-1.52,6217.0,0,4,3224,-2162.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,morning,st10/40/0
-5.4,-3801.0,-0.84,5849.0,1,4,2780,-1938.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,morning,st10/60/0
-22.6,-15804.0,-3.89,16141.0,0,4,3480,-9209.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,morning,st20/20/0
-7.0,-4907.0,-1.03,5370.0,0,4,2577,-2725.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,morning,st20/40/0
-4.0,-2764.0,-0.5,4136.0,1,4,2133,-1916.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,morning,st20/60/0
-19.3,-13454.0,-3.01,14217.0,0,4,3168,-6554.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,morning,st30/20/0
-5.2,-3636.0,-0.68,3854.0,0,4,2283,-1339.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,morning,st30/40/0
-4.4,-3084.0,-0.52,3896.0,0,4,1856,-1123.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,morning,st30/60/0
-14.7,-10265.0,-1.58,11793.0,0,4,1386,-3896.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,morning,trail0/0/2.0
4.0,2789.0,0.3,4132.0,2,4,1035,-1252.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,morning,trail0/0/3.0
13.4,9361.0,0.88,3500.0,3,4,866,-494.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",and,morning,trail0/0/5.0
25.2,19453.0,1.07,8931.0,4,4,773,970.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,rth,eod0/0/0
-75.9,-58900.0,-9.12,59143.0,0,4,15194,-25788.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,rth,st10/20/0
-40.5,-31412.0,-4.24,32017.0,0,4,11230,-11651.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,rth,st10/40/0
-28.5,-22162.0,-2.63,22984.0,0,4,9437,-8954.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,rth,st10/60/0
-63.5,-49303.0,-5.87,49640.0,0,4,12283,-24627.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,rth,st20/20/0
-29.8,-23156.0,-2.56,24167.0,0,4,8555,-10217.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,rth,st20/40/0
-21.0,-16359.0,-1.66,17100.0,0,4,6905,-8104.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,rth,st20/60/0
-54.8,-42545.0,-4.4,42917.0,0,4,10932,-21203.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,rth,st30/20/0
-25.2,-19585.0,-1.91,20123.0,0,4,7361,-9442.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,rth,st30/40/0
-16.7,-13006.0,-1.16,13656.0,0,4,5763,-7853.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,rth,st30/60/0
-60.8,-47199.0,-4.3,47313.0,0,4,5091,-17618.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,rth,trail0/0/2.0
-15.7,-12160.0,-0.82,13068.0,0,4,3316,-4591.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,rth,trail0/0/3.0
3.0,2305.0,0.13,6532.0,1,4,2092,-2678.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,rth,trail0/0/5.0
12.2,9416.0,0.7,4201.0,3,4,772,-153.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,morning,eod0/0/0
-44.0,-33981.0,-7.49,34246.0,0,4,8366,-14929.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,morning,st10/20/0
-21.8,-16814.0,-3.12,17091.0,0,4,6290,-6021.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,morning,st10/40/0
-15.1,-11704.0,-1.88,12082.0,0,4,5295,-4068.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,morning,st10/60/0
-37.3,-28841.0,-4.82,29117.0,0,4,6793,-14962.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,morning,st20/20/0
-13.3,-10318.0,-1.56,10760.0,0,4,4780,-5787.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,morning,st20/40/0
-6.2,-4798.0,-0.64,5342.0,2,4,3895,-3873.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,morning,st20/60/0
-28.8,-22241.0,-3.43,22601.0,0,4,6043,-11534.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,morning,st30/20/0
-8.2,-6339.0,-0.88,6598.0,1,4,4141,-3856.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,morning,st30/40/0
-4.1,-3202.0,-0.41,4111.0,2,4,3289,-3175.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,morning,st30/60/0
-24.4,-18824.0,-2.32,18992.0,0,4,2559,-7794.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,morning,trail0/0/2.0
8.0,6146.0,0.57,3824.0,3,4,1727,-1512.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,morning,trail0/0/3.0
13.5,10402.0,0.82,3124.0,3,4,1257,-939.0,3min,"bbbreak(50, 2.0)&keltbreak(20, 1.5)",or,morning,trail0/0/5.0
27.8,21287.0,1.31,5738.0,4,4,767,2770.0,3min,"bbbreak(50, 2.0)&bbbreak(20, 2.0)",and,rth,eod0/0/0
-38.2,-29380.0,-6.68,29599.0,0,4,7465,-12586.0,3min,"bbbreak(50, 2.0)&bbbreak(20, 2.0)",and,rth,st10/20/0
-14.6,-11265.0,-2.04,11676.0,0,4,5783,-3739.0,3min,"bbbreak(50, 2.0)&bbbreak(20, 2.0)",and,rth,st10/40/0
-10.3,-7899.0,-1.22,8253.0,0,4,4991,-2880.0,3min,"bbbreak(50, 2.0)&bbbreak(20, 2.0)",and,rth,st10/60/0
-34.9,-26873.0,-4.73,27175.0,0,4,6252,-14022.0,3min,"bbbreak(50, 2.0)&bbbreak(20, 2.0)",and,rth,st20/20/0
-12.3,-9441.0,-1.4,10246.0,0,4,4574,-4045.0,3min,"bbbreak(50, 2.0)&bbbreak(20, 2.0)",and,rth,st20/40/0
-6.6,-5088.0,-0.67,5875.0,1,4,3789,-2228.0,3min,"bbbreak(50, 2.0)&bbbreak(20, 2.0)",and,rth,st20/60/0
-29.6,-22816.0,-3.5,23061.0,0,4,5687,-11018.0,3min,"bbbreak(50, 2.0)&bbbreak(20, 2.0)",and,rth,st30/20/0
-10.8,-8325.0,-1.08,9136.0,0,4,4049,-3491.0,3min,"bbbreak(50, 2.0)&bbbreak(20, 2.0)",and,rth,st30/40/0
-5.4,-4137.0,-0.48,4923.0,0,4,3293,-1942.0,3min,"bbbreak(50, 2.0)&bbbreak(20, 2.0)",and,rth,st30/60/0
-33.7,-25953.0,-2.98,26451.0,0,4,2694,-10105.0,3min,"bbbreak(50, 2.0)&bbbreak(20, 2.0)",and,rth,trail0/0/2.0
-11.1,-8506.0,-0.69,11495.0,1,4,1950,-3788.0,3min,"bbbreak(50, 2.0)&bbbreak(20, 2.0)",and,rth,trail0/0/3.0
2.7,2081.0,0.13,5512.0,2,4,1467,-2845.0,3min,"bbbreak(50, 2.0)&bbbreak(20, 2.0)",and,rth,trail0/0/5.0
13.1,8987.0,0.81,4563.0,3,4,687,-508.0,3min,"bbbreak(50, 2.0)&bbbreak(20, 2.0)",and,morning,eod0/0/0
-23.4,-16044.0,-5.34,16205.0,0,4,4062,-7365.0,3min,"bbbreak(50, 2.0)&bbbreak(20, 2.0)",and,morning,st10/20/0
-8.8,-6077.0,-1.62,6414.0,0,4,3196,-2173.0,3min,"bbbreak(50, 2.0)&bbbreak(20, 2.0)",and,morning,st10/40/0
-5.2,-3558.0,-0.8,5146.0,1,4,2752,-1693.0,3min,"bbbreak(50, 2.0)&bbbreak(20, 2.0)",and,morning,st10/60/0
-23.5,-16167.0,-4.02,16548.0,0,4,3441,-9138.0,3min,"bbbreak(50, 2.0)&bbbreak(20, 2.0)",and,morning,st20/20/0
-7.6,-5251.0,-1.12,5496.0,0,4,2556,-2692.0,3min,"bbbreak(50, 2.0)&bbbreak(20, 2.0)",and,morning,st20/40/0
