name,trades,trades_per_day,wr,net,per_day,per_trade,max_dd,worst_day,best_day,sharpe,n_days,pos_d,neg_d
INV_pp118_s2t10_imp3,37867,714.5,0.4449,139473.50,2631.58,3.683,434.84,94.32,7927.93,1.503,52,52,0
INV_pp118_s3t9_imp3,37179,701.5,0.5257,137850.26,2600.95,3.708,273.58,106.69,7133.34,1.614,52,52,0
INV_pp118_s3t12_imp5,30815,581.4,0.4442,131995.91,2490.49,4.283,298.64,0.93,8241.29,1.354,52,52,0
INV_pp236_s3t15_imp3,27360,516.2,0.3841,125245.25,2363.12,4.578,286.78,28.48,7525.76,1.505,52,52,0
INV_pp236_s5t20_imp5,19661,371.0,0.4021,123151.38,2323.61,6.264,450.20,-67.31,9662.49,1.223,52,51,1
INV_pp118_s2t12_imp5,32201,607.6,0.3874,121305.47,2288.78,3.767,401.43,46.70,8286.65,1.275,52,52,0
INV_236_s10t20_BE3,22630,427.0,0.2837,114002.65,2150.99,5.038,371.78,-22.15,7922.75,1.289,52,50,2
INV_pp382_s5t20_imp3,17546,331.1,0.4060,110393.81,2082.90,6.292,302.94,-45.11,7295.77,1.379,52,50,2
INV_pp236_s3t12_imp3,30036,566.7,0.4205,106241.20,2004.55,3.537,304.91,80.29,6300.97,1.528,52,52,0
INV_236_s10t20_BE2,23962,452.1,0.2456,104024.75,1962.73,4.341,469.47,-21.23,7650.42,1.249,52,50,2
INV_pp118_s2t10_imp5,33331,628.9,0.4191,101444.66,1914.05,3.044,530.06,-164.76,7095.73,1.230,52,51,1
INV_pp118_s3t9_imp5,32743,617.8,0.4993,99887.99,1884.68,3.051,508.55,-230.02,6361.14,1.331,52,51,1
INV_pp236_s4t16_imp5,23051,434.9,0.3909,99341.86,1874.37,4.310,451.24,-5.76,7933.48,1.222,52,51,1
INV_pp236_s2t12_imp3,31874,601.4,0.3572,91827.38,1732.59,2.881,374.24,37.42,6045.46,1.402,52,52,0
INV_pp382_s4t16_imp3,20733,391.2,0.3909,88123.69,1662.71,4.250,402.62,-109.19,5721.38,1.405,52,51,1
INV_pp236_s3t15_imp5,24949,470.7,0.3510,84291.24,1590.40,3.379,493.27,4.83,6519.46,1.214,52,52,0
INVvol500_imp3_s4t16,22405,422.7,0.4387,80377.31,1516.55,3.587,463.57,-123.00,7501.07,1.097,52,49,3
INV_pp382_s5t20_imp5,16245,306.5,0.3754,78686.60,1484.65,4.844,450.03,-95.88,6294.04,1.184,52,48,4
INV_236_s10t20_SCALE5,20576,388.2,0.7803,76584.10,1444.98,3.722,318.41,-14.60,5497.30,1.275,52,50,2
INV_pp382_s3t15_imp3,22656,427.5,0.3495,74541.30,1406.44,3.290,347.21,-67.78,5461.18,1.347,52,51,1
INV_pp236_s3t9_imp3,32926,621.2,0.4668,73627.60,1389.20,2.236,446.95,76.27,4339.87,1.466,52,52,0
INV_pp236_s2t10_imp3,33639,634.7,0.3824,71229.51,1343.95,2.117,513.65,7.40,4906.41,1.352,52,52,0
INV_pp236_s3t12_imp5,26893,507.4,0.3892,69431.10,1310.02,2.582,545.17,24.93,5518.72,1.169,52,52,0
INV_pp500_s5t20_imp3,15510,292.6,0.3689,66598.15,1256.57,4.294,660.94,-124.27,4525.58,1.197,52,49,3
INVvol500_imp3_s3t12,23059,435.1,0.4296,63251.11,1193.42,2.743,454.94,-86.87,5377.50,1.102,52,48,4
INVvol1000_imp3_s4t16,11726,221.2,0.4777,59407.85,1120.90,5.066,205.60,-14.13,3948.25,1.290,52,51,1
INV_236_s10t20_LONGonly,9640,181.9,0.5025,58572.17,1105.14,6.076,862.40,-352.63,4467.87,1.117,52,48,4
INV_pp236_s2t12_imp5,28223,532.5,0.3287,58354.16,1101.02,2.068,684.82,-133.72,5253.03,1.025,52,50,2
INV_pp382_s3t12_imp3,24590,464.0,0.3830,58270.58,1099.44,2.370,470.99,-89.66,4343.98,1.334,52,51,1
INV_pp382_s4t16_imp5,18748,353.7,0.3611,57616.61,1087.11,3.073,535.08,-139.17,4900.39,1.104,52,48,4
INV_236_s10t20_SCALE3,22630,427.0,0.8481,56447.59,1065.05,2.494,316.26,-52.80,4126.50,1.216,52,50,2
INV_236_s10t20_TRAIL3,31239,589.4,0.4278,52212.59,985.14,1.671,1019.65,-606.34,6256.31,0.711,52,43,9
INVvol500_imp3_s2t10,23435,442.2,0.4055,51139.88,964.90,2.182,369.41,-60.51,4144.99,1.090,52,50,2
INV_236_s10t20_BE2_RTH,9664,182.3,0.2573,50636.43,955.40,5.240,508.31,-258.70,3996.18,1.519,42,41,1
INV_236_s10t20_SHORTonly,9559,180.4,0.4880,49984.26,943.10,5.229,671.79,-494.24,5482.56,0.850,52,44,8
INV_pp500_s4t16_imp3,17991,339.5,0.3556,49952.18,942.49,2.777,485.17,-81.44,3332.13,1.250,52,49,3
INVvol1000_imp3_s3t12,11791,222.5,0.4766,49033.12,925.15,4.159,190.06,6.47,3062.36,1.316,52,52,0
INV_pp382_s3t15_imp5,20193,381.0,0.3218,46722.23,881.55,2.314,535.41,-116.90,4546.42,1.004,52,48,4
INVvol500_imp3_s3t9,23345,440.5,0.4712,46401.14,875.49,1.988,400.40,-139.63,3974.30,1.063,52,47,5
INV_pp236_s3t9_imp5,28857,544.5,0.4391,44621.19,841.91,1.546,656.38,-350.67,3873.85,1.015,52,49,3
INV_pp500_s5t20_imp5,13946,263.1,0.3428,43708.18,824.68,3.134,783.36,-167.90,3677.85,0.963,52,45,7
INV_pp236_s2t10_imp5,29342,553.6,0.3565,43333.67,817.62,1.477,711.64,-283.18,4266.80,0.931,52,46,6
INV_236_s10t20_TRAIL2,31838,600.7,0.4116,42786.62,807.29,1.344,1382.25,-714.91,6134.58,0.574,52,40,12
INVvol1000_imp3_s2t10,11827,223.2,0.4600,42008.22,792.61,3.552,157.47,3.64,2550.75,1.318,52,52,0
INV_236_s5t15_LONGonly,12574,237.2,0.4153,41524.21,783.48,3.302,945.78,-279.94,3521.26,1.053,52,47,5
INV_pp382_s2t12_imp3,26245,495.2,0.3121,41402.06,781.17,1.578,431.79,-113.71,3614.11,1.037,52,49,3
INV_236_s10t20_TRAIL3_RTH,11069,208.8,0.4850,39100.76,737.75,3.532,364.66,-187.03,3760.23,1.090,42,41,1
INVvol1000_imp3_s3t9,11826,223.1,0.5182,37283.27,703.46,3.153,176.12,19.06,2325.75,1.306,52,52,0
INV_pp500_s3t15_imp3,19585,369.5,0.3101,35344.99,666.89,1.805,793.86,-354.19,2546.75,1.038,52,45,7
INV_pp382_s3t9_imp3,26776,505.2,0.4280,33996.65,641.45,1.270,488.73,-227.52,2917.24,1.147,52,50,2
INV_236_s5t15_SHORTonly,12587,237.5,0.3979,32286.77,609.18,2.565,744.05,-443.20,4015.89,0.772,52,42,10
INV_pp382_s3t12_imp5,21537,406.4,0.3531,31475.41,593.88,1.461,513.35,-166.81,3663.04,0.845,52,42,10
INV_pp500_s4t16_imp5,15871,299.5,0.3339,30891.19,582.85,1.946,768.34,-139.75,2824.09,0.910,52,43,9
INV_pp382_s2t10_imp3,27530,519.4,0.3368,27051.42,510.40,0.983,706.91,-280.52,3037.37,0.829,52,43,9
INV_pp500_s3t12_imp3,20880,394.0,0.3466,25809.24,486.97,1.236,939.33,-471.23,2209.64,0.913,52,43,9
INV_pp500_s3t15_imp5,16961,320.0,0.2908,19385.13,365.76,1.143,1510.14,-684.81,2075.71,0.682,52,42,10
INV_pp382_s2t12_imp5,22687,428.1,0.2855,18542.72,349.86,0.817,1021.31,-512.15,2943.17,0.545,52,32,20
INV_pp382_s3t9_imp5,23023,434.4,0.4005,13553.57,255.73,0.589,1456.44,-493.51,2497.71,0.519,52,35,17
INV_pp500_s2t12_imp3,22230,419.4,0.2780,13004.71,245.37,0.585,1874.73,-844.39,1927.36,0.495,52,36,16
INV_pp500_s3t9_imp3,22462,423.8,0.3980,11586.00,218.60,0.516,1732.60,-476.79,1321.67,0.580,52,38,14
INV_pp500_s3t12_imp5,17848,336.8,0.3260,11028.11,208.08,0.618,1565.36,-701.26,1802.06,0.471,52,32,20
INV_236_s5t15_NYO60,1936,36.5,0.4602,10552.18,199.10,5.451,209.94,-139.81,670.63,1.271,42,37,5
INV_pp382_s2t10_imp5,23502,443.4,0.3138,9706.53,183.14,0.413,1880.09,-599.70,2548.66,0.344,52,30,22
INV_236_s10t20_EUOPEN,1177,22.2,0.5302,9107.21,171.83,7.738,271.06,-149.22,1101.35,0.819,43,35,8
INV_236_s10t20_NYO30,923,17.4,0.5439,8987.51,169.58,9.737,386.73,-200.79,686.52,0.992,42,36,6
INV_pp500_s2t10_imp3,23072,435.3,0.3074,5681.16,107.19,0.246,2782.21,-812.69,1532.85,0.263,52,28,24
INV_236_s10t20_NYC30,511,9.6,0.5362,4533.33,85.53,8.871,277.52,-88.69,672.34,0.688,41,29,12
INV_236_s10t20_3BR,631,11.9,0.5166,3817.00,72.02,6.049,330.06,-145.49,315.09,0.670,50,34,16
INV_236_s5t15_3BR,642,12.1,0.4720,3433.95,64.79,5.349,266.66,-145.97,245.54,0.737,50,37,13
INV_pp500_s2t12_imp5,18694,352.7,0.2636,3383.12,63.83,0.181,2862.76,-857.81,1554.19,0.162,52,28,24
INV_236_s10t20_CMEOPEN15,182,3.4,0.4945,1129.05,21.30,6.204,173.10,-75.46,187.95,0.409,43,25,18
INV_pp500_s3t9_imp5,18893,356.5,0.3774,154.98,2.92,0.008,3105.64,-830.42,1046.68,0.009,52,22,30
INV_236_s10t20_SPR025,2,0.0,1.0000,75.18,1.42,37.590,0.00,75.18,75.18,0.000,1,1,0
INV_236_s10t20_SPR05,19,0.4,0.3684,-44.04,-0.83,-2.318,168.15,-133.40,89.36,-0.140,2,1,1
INV_pp500_s2t10_imp5,19284,363.8,0.2928,-2162.99,-40.81,-0.112,3941.13,-1008.51,1260.86,-0.119,52,21,31
NBR5_s4t12_RTH,507,9.6,0.4536,-3937.04,-74.28,-7.765,3937.04,-305.10,64.94,-1.005,42,7,35
NBR4_s4t12_RTH,553,10.4,0.4593,-4028.20,-76.00,-7.284,4058.69,-319.10,64.44,-1.076,42,7,35
NBR3_s4t12_RTH,545,10.3,0.4477,-4491.40,-84.74,-8.241,4562.80,-292.83,145.49,-0.994,42,7,35
NBR5_s5t20,1514,28.6,0.3296,-10280.45,-193.97,-6.790,10333.72,-711.94,65.77,-1.109,52,9,43
NBR5_s3t9,1572,29.7,0.4440,-11389.38,-214.89,-7.245,11404.97,-645.04,29.86,-1.328,52,6,46
NBR5_s4t16,1534,28.9,0.3475,-11507.38,-217.12,-7.502,11544.65,-712.71,71.86,-1.213,52,5,47
NBR5_s2t8,1574,29.7,0.4644,-11534.58,-217.63,-7.328,11554.71,-668.58,23.86,-1.358,52,5,47
NBR4_s5t20,1631,30.8,0.3194,-11694.67,-220.65,-7.170,11785.71,-1063.95,51.45,-1.131,52,5,47
NBR5_s3t12,1556,29.4,0.3830,-11997.47,-226.37,-7.710,12019.06,-726.08,47.86,-1.306,52,6,46
NBR4_s4t16,1648,31.1,0.3392,-12695.69,-239.54,-7.704,12762.73,-991.45,71.86,-1.285,52,4,48
NBR4_s2t8,1699,32.1,0.4509,-12725.78,-240.11,-7.490,12757.96,-714.72,23.86,-1.381,52,3,49
NBR3_s5t20,1702,32.1,0.3090,-12825.98,-242.00,-7.536,13050.68,-655.99,136.82,-1.324,52,5,47
NBR4_s3t9,1695,32.0,0.4283,-12859.82,-242.64,-7.587,12900.95,-777.45,29.86,-1.356,52,4,48
NBR3_s2t8,1788,33.7,0.4558,-13001.11,-245.30,-7.271,13055.47,-554.85,13.59,-1.522,52,1,51
NBR4_s3t12,1673,31.6,0.3748,-13170.85,-248.51,-7.873,13218.71,-976.95,47.86,-1.298,52,4,48
NBR3_s3t9,1780,33.6,0.4292,-13247.90,-249.96,-7.443,13312.39,-544.40,15.59,-1.540,52,1,51
NBR3_s4t16,1718,32.4,0.3300,-13604.86,-256.70,-7.919,13751.81,-689.99,85.11,-1.403,52,4,48
NBR3_s3t12,1748,33.0,0.3719,-13617.18,-256.93,-7.790,13722.50,-589.40,58.67,-1.551,52,3,49
RSI14_75_25_s4t12_RTH,2022,38.2,0.1414,-13670.92,-257.94,-6.761,13670.92,-608.92,-60.74,-2.415,42,0,42
RSI14_80_20_s5t15,2849,53.8,0.1590,-20477.11,-386.36,-7.187,20491.08,-1231.74,29.90,-1.560,52,3,49
RSI14_70_30_s6t10,9923,187.2,0.2328,-76998.55,-1452.80,-7.760,77054.55,-2827.29,20.86,-1.957,52,1,51
ORIG_pp500_s3t12,20186,380.9,0.0773,-142592.44,-2690.42,-7.064,142592.44,-6028.19,-111.25,-1.905,52,0,52
ORIG_pp500_s4t16,19086,360.1,0.0983,-144670.45,-2729.63,-7.580,144688.63,-6514.14,-75.61,-1.785,52,0,52
ORIG_pp500_s5t20,17755,335.0,0.1114,-146742.11,-2768.72,-8.265,146766.29,-6526.13,-77.61,-1.791,52,0,52
ORIG_pp382_s3t12,24685,465.8,0.0715,-178725.24,-3372.17,-7.240,178725.24,-6938.39,-137.81,-1.953,52,0,52
ORIG_pp382_s4t16,23264,438.9,0.0873,-186407.72,-3517.13,-8.013,186407.72,-7806.11,-128.40,-1.891,52,0,52
ORIG_pp382_s5t20,21672,408.9,0.1009,-189752.25,-3580.23,-8.756,189752.25,-8241.78,-169.72,-1.840,52,0,52
ORIG_pp236_s3t12,30238,570.5,0.0631,-226452.17,-4272.68,-7.489,226464.35,-7974.02,-254.76,-2.021,52,0,52
ORIG_pp236_s4t16,28392,535.7,0.0765,-240007.17,-4528.44,-8.453,240036.76,-9068.74,-261.02,-1.952,52,0,52
ORIG_pp236_s5t20,26484,499.7,0.0888,-246768.81,-4656.02,-9.318,246768.81,-9738.00,-288.20,-1.900,52,0,52
PBF_imp3_s2t8,42620,804.2,0.0001,-316223.70,-5966.48,-7.420,316223.70,-8761.44,-505.38,-2.275,52,0,52
PBF_imp5_s3t9,37410,705.8,0.0001,-352376.10,-6648.61,-9.419,352376.10,-10617.80,-508.64,-2.180,52,0,52
PBF_imp7_s4t16,31429,593.0,0.0001,-358805.89,-6769.92,-11.416,358805.89,-11857.22,-434.08,-2.047,52,0,52
PBF_imp5_s4t12,37410,705.8,0.0001,-427114.10,-8058.76,-11.417,427114.10,-12869.80,-616.64,-2.180,52,0,52
