name,family,tf,session,trades,trades_wk,sel_usd_wk,blind_usd_wk,sel_total,blind_total,win_pct
GAP2F_g25_3min_time30h0_all,GAP2F_g25,3min,all,703,4.5,9.5,-23.5,758.0,-1791.0,52.2
GAP2F_g25_3min_time30h0_rth,GAP2F_g25,3min,rth,703,4.5,9.5,-23.5,758.0,-1791.0,52.2
GAP2F_g25_3min_time30h15_all,GAP2F_g25,3min,all,1219,7.8,4.3,-80.9,342.0,-6162.0,11.8
GAP2F_g25_3min_time30h15_rth,GAP2F_g25,3min,rth,1219,7.8,4.3,-80.9,342.0,-6162.0,11.8
GAP2F_g25_3min_time60h0_all,GAP2F_g25,3min,all,703,4.5,4.6,0.5,368.0,39.0,50.6
GAP2F_g25_3min_time60h0_rth,GAP2F_g25,3min,rth,703,4.5,4.6,0.5,368.0,39.0,50.6
GAP2F_g25_3min_time60h15_all,GAP2F_g25,3min,all,1219,7.8,-12.8,-55.8,-1028.0,-4247.0,9.5
GAP2F_g25_3min_time60h15_rth,GAP2F_g25,3min,rth,1219,7.8,-12.8,-55.8,-1028.0,-4247.0,9.5
GAP2F_g25_3min_time120h0_all,GAP2F_g25,3min,all,703,4.5,-53.7,-54.9,-4297.0,-4178.0,51.2
GAP2F_g25_3min_time120h0_rth,GAP2F_g25,3min,rth,703,4.5,-53.7,-54.9,-4297.0,-4178.0,51.2
GAP2F_g25_3min_time120h15_all,GAP2F_g25,3min,all,1219,7.8,14.1,-55.8,1129.0,-4247.0,7.9
GAP2F_g25_3min_time120h15_rth,GAP2F_g25,3min,rth,1219,7.8,14.1,-55.8,1129.0,-4247.0,7.9
GAP2F_g25_3min_trail2.5h0_all,GAP2F_g25,3min,all,1029,6.6,-61.4,-196.7,-4915.0,-14981.0,27.9
GAP2F_g25_3min_trail2.5h0_rth,GAP2F_g25,3min,rth,1029,6.6,-61.4,-196.7,-4915.0,-14981.0,27.9
GAP2F_g25_3min_trail2.5h15_all,GAP2F_g25,3min,all,1309,8.4,-61.5,-135.7,-4918.0,-10334.0,18.0
GAP2F_g25_3min_trail2.5h15_rth,GAP2F_g25,3min,rth,1309,8.4,-61.5,-135.7,-4918.0,-10334.0,18.0
GAP2F_g25_3min_trail4.0h0_all,GAP2F_g25,3min,all,771,4.9,-7.5,-105.6,-598.0,-8038.0,32.9
GAP2F_g25_3min_trail4.0h0_rth,GAP2F_g25,3min,rth,771,4.9,-7.5,-105.6,-598.0,-8038.0,32.9
GAP2F_g25_3min_trail4.0h15_all,GAP2F_g25,3min,all,1233,7.9,-15.4,-120.3,-1231.0,-9160.0,12.0
GAP2F_g25_3min_trail4.0h15_rth,GAP2F_g25,3min,rth,1233,7.9,-15.4,-120.3,-1231.0,-9160.0,12.0
GAP2C_g25_3min_time30h0_all,GAP2C_g25,3min,all,703,4.5,-31.1,0.8,-2490.0,64.0,46.9
GAP2C_g25_3min_time30h0_rth,GAP2C_g25,3min,rth,703,4.5,-31.1,0.8,-2490.0,64.0,46.9
GAP2C_g25_3min_time30h15_all,GAP2C_g25,3min,all,1153,7.4,-15.0,-50.7,-1200.0,-3860.0,10.5
GAP2C_g25_3min_time30h15_rth,GAP2C_g25,3min,rth,1153,7.4,-15.0,-50.7,-1200.0,-3860.0,10.5
GAP2C_g25_3min_time60h0_all,GAP2C_g25,3min,all,703,4.5,-26.2,-23.2,-2099.0,-1766.0,48.9
GAP2C_g25_3min_time60h0_rth,GAP2C_g25,3min,rth,703,4.5,-26.2,-23.2,-2099.0,-1766.0,48.9
GAP2C_g25_3min_time60h15_all,GAP2C_g25,3min,all,1153,7.4,7.6,-34.1,609.0,-2599.0,9.2
GAP2C_g25_3min_time60h15_rth,GAP2C_g25,3min,rth,1153,7.4,7.6,-34.1,609.0,-2599.0,9.2
GAP2C_g25_3min_time120h0_all,GAP2C_g25,3min,all,703,4.5,32.1,32.2,2566.0,2452.0,48.5
GAP2C_g25_3min_time120h0_rth,GAP2C_g25,3min,rth,703,4.5,32.1,32.2,2566.0,2452.0,48.5
GAP2C_g25_3min_time120h15_all,GAP2C_g25,3min,all,1153,7.4,21.3,-23.9,1702.0,-1821.0,7.7
GAP2C_g25_3min_time120h15_rth,GAP2C_g25,3min,rth,1153,7.4,21.3,-23.9,1702.0,-1821.0,7.7
GAP2C_g25_3min_trail2.5h0_all,GAP2C_g25,3min,all,1014,6.5,-108.4,-145.4,-8675.0,-11069.0,27.2
GAP2C_g25_3min_trail2.5h0_rth,GAP2C_g25,3min,rth,1014,6.5,-108.4,-145.4,-8675.0,-11069.0,27.2
GAP2C_g25_3min_trail2.5h15_all,GAP2C_g25,3min,all,1269,8.1,-72.5,-107.9,-5803.0,-8212.0,18.4
GAP2C_g25_3min_trail2.5h15_rth,GAP2C_g25,3min,rth,1269,8.1,-72.5,-107.9,-5803.0,-8212.0,18.4
GAP2C_g25_3min_trail4.0h0_all,GAP2C_g25,3min,all,753,4.8,-38.6,-25.9,-3084.0,-1972.0,32.1
GAP2C_g25_3min_trail4.0h0_rth,GAP2C_g25,3min,rth,753,4.8,-38.6,-25.9,-3084.0,-1972.0,32.1
GAP2C_g25_3min_trail4.0h15_all,GAP2C_g25,3min,all,1160,7.4,-18.4,-32.7,-1471.0,-2494.0,12.6
GAP2C_g25_3min_trail4.0h15_rth,GAP2C_g25,3min,rth,1160,7.4,-18.4,-32.7,-1471.0,-2494.0,12.6
GAP2F_g50_3min_time30h0_all,GAP2F_g50,3min,all,576,3.7,-3.3,-53.6,-265.0,-4083.0,50.3
GAP2F_g50_3min_time30h0_rth,GAP2F_g50,3min,rth,576,3.7,-3.3,-53.6,-265.0,-4083.0,50.3
GAP2F_g50_3min_time30h15_all,GAP2F_g50,3min,all,1002,6.4,-4.4,-82.1,-352.0,-6248.0,11.3
GAP2F_g50_3min_time30h15_rth,GAP2F_g50,3min,rth,1002,6.4,-4.4,-82.1,-352.0,-6248.0,11.3
GAP2F_g50_3min_time60h0_all,GAP2F_g50,3min,all,576,3.7,-3.0,-42.9,-244.0,-3263.0,49.1
GAP2F_g50_3min_time60h0_rth,GAP2F_g50,3min,rth,576,3.7,-3.0,-42.9,-244.0,-3263.0,49.1
GAP2F_g50_3min_time60h15_all,GAP2F_g50,3min,all,1002,6.4,-2.8,-56.3,-221.0,-4288.0,9.4
GAP2F_g50_3min_time60h15_rth,GAP2F_g50,3min,rth,1002,6.4,-2.8,-56.3,-221.0,-4288.0,9.4
GAP2F_g50_3min_time120h0_all,GAP2F_g50,3min,all,576,3.7,-43.9,-67.6,-3512.0,-5149.0,51.2
GAP2F_g50_3min_time120h0_rth,GAP2F_g50,3min,rth,576,3.7,-43.9,-67.6,-3512.0,-5149.0,51.2
GAP2F_g50_3min_time120h15_all,GAP2F_g50,3min,all,1002,6.4,17.8,-42.0,1422.0,-3198.0,7.8
GAP2F_g50_3min_time120h15_rth,GAP2F_g50,3min,rth,1002,6.4,17.8,-42.0,1422.0,-3198.0,7.8
GAP2F_g50_3min_trail2.5h0_all,GAP2F_g50,3min,all,825,5.3,-62.0,-172.6,-4961.0,-13143.0,27.0
GAP2F_g50_3min_trail2.5h0_rth,GAP2F_g50,3min,rth,825,5.3,-62.0,-172.6,-4961.0,-13143.0,27.0
GAP2F_g50_3min_trail2.5h15_all,GAP2F_g50,3min,all,1064,6.8,-57.9,-111.4,-4632.0,-8485.0,17.1
GAP2F_g50_3min_trail2.5h15_rth,GAP2F_g50,3min,rth,1064,6.8,-57.9,-111.4,-4632.0,-8485.0,17.1
GAP2F_g50_3min_trail4.0h0_all,GAP2F_g50,3min,all,627,4.0,-8.4,-125.6,-671.0,-9562.0,31.7
GAP2F_g50_3min_trail4.0h0_rth,GAP2F_g50,3min,rth,627,4.0,-8.4,-125.6,-671.0,-9562.0,31.7
GAP2F_g50_3min_trail4.0h15_all,GAP2F_g50,3min,all,1012,6.5,-7.8,-110.7,-625.0,-8431.0,11.6
GAP2F_g50_3min_trail4.0h15_rth,GAP2F_g50,3min,rth,1012,6.5,-7.8,-110.7,-625.0,-8431.0,11.6
GAP2C_g50_3min_time30h0_all,GAP2C_g50,3min,all,576,3.7,-13.3,33.9,-1064.0,2578.0,49.0
GAP2C_g50_3min_time30h0_rth,GAP2C_g50,3min,rth,576,3.7,-13.3,33.9,-1064.0,2578.0,49.0
GAP2C_g50_3min_time30h15_all,GAP2C_g50,3min,all,918,5.9,4.7,-38.8,376.0,-2953.0,10.9
GAP2C_g50_3min_time30h15_rth,GAP2C_g50,3min,rth,918,5.9,4.7,-38.8,376.0,-2953.0,10.9
GAP2C_g50_3min_time60h0_all,GAP2C_g50,3min,all,576,3.7,-13.6,23.1,-1085.0,1758.0,50.5
GAP2C_g50_3min_time60h0_rth,GAP2C_g50,3min,rth,576,3.7,-13.6,23.1,-1085.0,1758.0,50.5
GAP2C_g50_3min_time60h15_all,GAP2C_g50,3min,all,918,5.9,18.4,-24.5,1474.0,-1867.0,9.7
GAP2C_g50_3min_time60h15_rth,GAP2C_g50,3min,rth,918,5.9,18.4,-24.5,1474.0,-1867.0,9.7
GAP2C_g50_3min_time120h0_all,GAP2C_g50,3min,all,576,3.7,27.3,47.9,2183.0,3644.0,48.6
GAP2C_g50_3min_time120h0_rth,GAP2C_g50,3min,rth,576,3.7,27.3,47.9,2183.0,3644.0,48.6
GAP2C_g50_3min_time120h15_all,GAP2C_g50,3min,all,918,5.9,35.2,-7.6,2812.0,-579.0,8.2
GAP2C_g50_3min_time120h15_rth,GAP2C_g50,3min,rth,918,5.9,35.2,-7.6,2812.0,-579.0,8.2
GAP2C_g50_3min_trail2.5h0_all,GAP2C_g50,3min,all,812,5.2,-73.5,-130.1,-5884.0,-9907.0,27.7
GAP2C_g50_3min_trail2.5h0_rth,GAP2C_g50,3min,rth,812,5.2,-73.5,-130.1,-5884.0,-9907.0,27.7
GAP2C_g50_3min_trail2.5h15_all,GAP2C_g50,3min,all,1007,6.4,-44.1,-85.3,-3526.0,-6498.0,18.7
GAP2C_g50_3min_trail2.5h15_rth,GAP2C_g50,3min,rth,1007,6.4,-44.1,-85.3,-3526.0,-6498.0,18.7
GAP2C_g50_3min_trail4.0h0_all,GAP2C_g50,3min,all,607,3.9,-14.9,-24.2,-1190.0,-1846.0,32.6
GAP2C_g50_3min_trail4.0h0_rth,GAP2C_g50,3min,rth,607,3.9,-14.9,-24.2,-1190.0,-1846.0,32.6
GAP2C_g50_3min_trail4.0h15_all,GAP2C_g50,3min,all,924,5.9,5.9,-16.4,475.0,-1248.0,12.8
GAP2C_g50_3min_trail4.0h15_rth,GAP2C_g50,3min,rth,924,5.9,5.9,-16.4,475.0,-1248.0,12.8
PDHL_3min_time30h0_all,PDHL,3min,all,5275,33.8,-23.2,-172.7,-1853.0,-13152.0,49.4
PDHL_3min_time30h0_rth,PDHL,3min,rth,2450,15.7,-26.4,-117.1,-2111.0,-8918.0,49.6
PDHL_3min_time30h15_all,PDHL,3min,all,10905,69.8,-145.4,-302.3,-11632.0,-23016.0,21.6
PDHL_3min_time30h15_rth,PDHL,3min,rth,6232,39.9,-87.4,-202.7,-6994.0,-15437.0,16.8
PDHL_3min_time60h0_all,PDHL,3min,all,3035,19.4,16.7,-211.8,1335.0,-16124.0,48.6
PDHL_3min_time60h0_rth,PDHL,3min,rth,1531,9.8,18.5,-109.8,1484.0,-8362.0,49.2
PDHL_3min_time60h15_all,PDHL,3min,all,8005,51.3,-74.8,-242.3,-5987.0,-18452.0,15.7
PDHL_3min_time60h15_rth,PDHL,3min,rth,4967,31.8,-57.1,-153.2,-4566.0,-11666.0,12.5
PDHL_3min_time120h0_all,PDHL,3min,all,1765,11.3,43.2,-217.0,3456.0,-16526.0,49.8
PDHL_3min_time120h0_rth,PDHL,3min,rth,1047,6.7,67.6,-165.4,5407.0,-12592.0,48.7
PDHL_3min_time120h15_all,PDHL,3min,all,6080,38.9,-27.3,-225.1,-2183.0,-17138.0,11.6
PDHL_3min_time120h15_rth,PDHL,3min,rth,4100,26.3,-15.4,-160.7,-1229.0,-12236.0,10.0
PDHL_3min_trail2.5h0_all,PDHL,3min,all,9850,63.1,-313.3,-593.3,-25067.0,-45179.0,33.5
PDHL_3min_trail2.5h0_rth,PDHL,3min,rth,4299,27.5,-148.0,-292.9,-11840.0,-22300.0,34.1
PDHL_3min_trail2.5h15_all,PDHL,3min,all,14099,90.3,-438.3,-690.4,-35068.0,-52568.0,23.4
PDHL_3min_trail2.5h15_rth,PDHL,3min,rth,7290,46.7,-224.7,-365.3,-17974.0,-27817.0,19.9
PDHL_3min_trail4.0h0_all,PDHL,3min,all,4517,28.9,-120.2,-312.7,-9617.0,-23811.0,34.7
PDHL_3min_trail4.0h0_rth,PDHL,3min,rth,2113,13.5,-65.4,-132.2,-5228.0,-10066.0,36.8
PDHL_3min_trail4.0h15_all,PDHL,3min,all,8874,56.8,-169.8,-376.7,-13580.0,-28679.0,18.1
PDHL_3min_trail4.0h15_rth,PDHL,3min,rth,5222,33.4,-86.4,-227.0,-6916.0,-17284.0,15.0
FBR_3min_time30h0_all,FBR,3min,all,2249,14.4,-66.3,-12.1,-5302.0,-924.0,49.7
FBR_3min_time30h0_rth,FBR,3min,rth,1022,6.5,-17.6,-25.9,-1409.0,-1970.0,52.1
FBR_3min_time30h15_all,FBR,3min,all,3497,22.4,-158.8,-58.7,-12703.0,-4467.0,21.0
FBR_3min_time30h15_rth,FBR,3min,rth,1883,12.1,-103.8,-66.3,-8304.0,-5050.0,15.0
FBR_3min_time60h0_all,FBR,3min,all,1662,10.6,-64.9,-145.8,-5188.0,-11102.0,49.6
FBR_3min_time60h0_rth,FBR,3min,rth,791,5.1,-0.4,-85.8,-29.0,-6534.0,51.3
FBR_3min_time60h15_all,FBR,3min,all,3241,20.8,-142.2,-69.0,-11376.0,-5255.0,15.6
FBR_3min_time60h15_rth,FBR,3min,rth,1816,11.6,-99.3,-51.8,-7943.0,-3946.0,11.8
FBR_3min_time120h0_all,FBR,3min,all,1190,7.6,-64.8,-101.3,-5188.0,-7711.0,48.6
FBR_3min_time120h0_rth,FBR,3min,rth,603,3.9,-23.2,-87.2,-1860.0,-6641.0,49.6
FBR_3min_time120h15_all,FBR,3min,all,3057,19.6,-112.9,-70.3,-9036.0,-5349.0,11.5
FBR_3min_time120h15_rth,FBR,3min,rth,1783,11.4,-101.7,-50.0,-8134.0,-3806.0,9.6
FBR_3min_trail2.5h0_all,FBR,3min,all,3196,20.5,-173.4,-184.5,-13875.0,-14050.0,34.1
FBR_3min_trail2.5h0_rth,FBR,3min,rth,1449,9.3,-94.5,-111.9,-7557.0,-8523.0,34.5
FBR_3min_trail2.5h15_all,FBR,3min,all,3955,25.3,-205.5,-205.2,-16439.0,-15625.0,23.1
FBR_3min_trail2.5h15_rth,FBR,3min,rth,2012,12.9,-120.7,-136.7,-9660.0,-10406.0,18.5
FBR_3min_trail4.0h0_all,FBR,3min,all,2270,14.5,-117.0,-62.6,-9359.0,-4770.0,35.7
FBR_3min_trail4.0h0_rth,FBR,3min,rth,1039,6.7,-68.1,-31.9,-5451.0,-2426.0,38.3
FBR_3min_trail4.0h15_all,FBR,3min,all,3470,22.2,-164.8,-104.7,-13181.0,-7975.0,18.0
FBR_3min_trail4.0h15_rth,FBR,3min,rth,1879,12.0,-121.8,-93.2,-9746.0,-7098.0,13.6
CONSECC_3min_time30h0_all,CONSECC,3min,all,7856,50.3,11.5,-156.8,920.0,-11937.0,48.9
CONSECC_3min_time30h0_rth,CONSECC,3min,rth,2746,17.6,37.7,-204.0,3015.0,-15531.0,48.7
CONSECC_3min_time30h15_all,CONSECC,3min,all,12699,81.3,-175.1,-154.8,-14005.0,-11789.0,25.0
CONSECC_3min_time30h15_rth,CONSECC,3min,rth,5109,32.7,-69.1,-22.5,-5530.0,-1712.0,18.4
CONSECC_3min_time60h0_all,CONSECC,3min,all,4708,30.2,-126.1,44.4,-10089.0,3384.0,49.2
CONSECC_3min_time60h0_rth,CONSECC,3min,rth,1756,11.2,-137.0,-180.6,-10959.0,-13751.0,47.7
CONSECC_3min_time60h15_all,CONSECC,3min,all,10302,66.0,-164.9,-63.8,-13190.0,-4859.0,18.8
CONSECC_3min_time60h15_rth,CONSECC,3min,rth,4473,28.6,-60.0,35.9,-4804.0,2732.0,14.2
CONSECC_3min_time120h0_all,CONSECC,3min,all,2624,16.8,-17.8,-84.9,-1420.0,-6467.0,50.0
CONSECC_3min_time120h0_rth,CONSECC,3min,rth,1215,7.8,28.5,10.8,2282.0,822.0,50.3
CONSECC_3min_time120h15_all,CONSECC,3min,all,8200,52.5,-1.9,-65.0,-152.0,-4953.0,13.5
CONSECC_3min_time120h15_rth,CONSECC,3min,rth,3971,25.4,-23.7,97.3,-1895.0,7405.0,11.4
CONSECC_3min_trail2.5h0_all,CONSECC,3min,all,13440,86.1,-453.9,-550.3,-36311.0,-41899.0,33.7
CONSECC_3min_trail2.5h0_rth,CONSECC,3min,rth,4341,27.8,-143.7,-162.3,-11492.0,-12360.0,35.9
CONSECC_3min_trail2.5h15_all,CONSECC,3min,all,15338,98.2,-449.3,-601.2,-35946.0,-45780.0,26.2
CONSECC_3min_trail2.5h15_rth,CONSECC,3min,rth,5504,35.2,-130.3,-220.2,-10421.0,-16768.0,21.9
CONSECC_3min_trail4.0h0_all,CONSECC,3min,all,7623,48.8,-205.4,-138.4,-16433.0,-10540.0,34.8
CONSECC_3min_trail4.0h0_rth,CONSECC,3min,rth,2638,16.9,-69.6,69.4,-5566.0,5281.0,37.4
CONSECC_3min_trail4.0h15_all,CONSECC,3min,all,11162,71.5,-238.9,-184.0,-19109.0,-14007.0,21.2
CONSECC_3min_trail4.0h15_rth,CONSECC,3min,rth,4605,29.5,-71.3,-16.5,-5707.0,-1255.0,16.7
CONSECF_3min_time30h0_all,CONSECF,3min,all,7856,50.3,-257.9,-92.0,-20630.0,-7005.0,48.2
CONSECF_3min_time30h0_rth,CONSECF,3min,rth,2746,17.6,-124.8,118.1,-9987.0,8993.0,49.2
CONSECF_3min_time30h15_all,CONSECF,3min,all,13432,86.0,-270.0,-298.4,-21603.0,-22724.0,24.3
CONSECF_3min_time30h15_rth,CONSECF,3min,rth,5573,35.7,-133.7,-125.2,-10695.0,-9534.0,17.6
CONSECF_3min_time60h0_all,CONSECF,3min,all,4708,30.2,-22.3,-192.7,-1788.0,-14670.0,48.9
CONSECF_3min_time60h0_rth,CONSECF,3min,rth,1756,11.2,81.3,125.7,6502.0,9568.0,51.4
CONSECF_3min_time60h15_all,CONSECF,3min,all,10801,69.2,-190.9,-191.4,-15274.0,-14570.0,17.9
CONSECF_3min_time60h15_rth,CONSECF,3min,rth,4865,31.2,-75.3,-56.0,-6022.0,-4264.0,13.7
CONSECF_3min_time120h0_all,CONSECF,3min,all,2624,16.8,-65.2,2.5,-5217.0,193.0,48.6
CONSECF_3min_time120h0_rth,CONSECF,3min,rth,1215,7.8,-66.4,-49.5,-5313.0,-3769.0,48.6
CONSECF_3min_time120h15_all,CONSECF,3min,all,8577,54.9,-146.0,27.2,-11682.0,2068.0,13.1
CONSECF_3min_time120h15_rth,CONSECF,3min,rth,4267,27.3,-95.1,-9.1,-7607.0,-692.0,11.0
CONSECF_3min_trail2.5h0_all,CONSECF,3min,all,13371,85.6,-517.1,-773.8,-41365.0,-58919.0,33.9
CONSECF_3min_trail2.5h0_rth,CONSECF,3min,rth,4414,28.3,-179.1,-487.4,-14330.0,-37115.0,34.9
CONSECF_3min_trail2.5h15_all,CONSECF,3min,all,16024,102.6,-621.2,-673.5,-49694.0,-51281.0,25.3
CONSECF_3min_trail2.5h15_rth,CONSECF,3min,rth,6078,38.9,-235.5,-330.6,-18842.0,-25175.0,20.8
CONSECF_3min_trail4.0h0_all,CONSECF,3min,all,7691,49.3,-245.1,-574.2,-19608.0,-43724.0,34.9
CONSECF_3min_trail4.0h0_rth,CONSECF,3min,rth,2732,17.5,-100.4,-326.6,-8033.0,-24865.0,36.1
CONSECF_3min_trail4.0h15_all,CONSECF,3min,all,11824,75.7,-297.8,-458.6,-23822.0,-34919.0,20.8
CONSECF_3min_trail4.0h15_rth,CONSECF,3min,rth,5100,32.7,-141.3,-221.3,-11304.0,-16851.0,16.6
FHR_3min_time30h0_all,FHR,3min,all,2998,19.2,-102.7,-160.4,-8217.0,-12210.0,47.4
FHR_3min_time30h0_rth,FHR,3min,rth,2423,15.5,-83.1,-74.3,-6649.0,-5660.0,48.0
FHR_3min_time30h15_all,FHR,3min,all,8132,52.1,-135.8,-148.9,-10866.0,-11341.0,19.1
FHR_3min_time30h15_rth,FHR,3min,rth,6924,44.3,-140.9,-157.9,-11272.0,-12022.0,17.2
FHR_3min_time60h0_all,FHR,3min,all,1841,11.8,-95.9,-92.2,-7673.0,-7017.0,48.8
FHR_3min_time60h0_rth,FHR,3min,rth,1353,8.7,-82.3,-86.4,-6580.0,-6579.0,48.6
FHR_3min_time60h15_all,FHR,3min,all,6562,42.0,-118.9,-107.8,-9512.0,-8211.0,14.6
FHR_3min_time60h15_rth,FHR,3min,rth,5757,36.9,-105.4,-97.1,-8433.0,-7392.0,13.6
FHR_3min_time120h0_all,FHR,3min,all,1218,7.8,-157.2,-139.7,-12580.0,-10637.0,46.1
FHR_3min_time120h0_rth,FHR,3min,rth,741,4.7,-112.2,-106.4,-8977.0,-8098.0,44.9
FHR_3min_time120h15_all,FHR,3min,all,5536,35.5,-128.5,-27.5,-10279.0,-2093.0,11.3
FHR_3min_time120h15_rth,FHR,3min,rth,4919,31.5,-125.9,-60.8,-10071.0,-4632.0,10.3
