name,imp,W,pull,stop,tgt,htf,n,tr_day,per_day,maxDD,sharpe,worst_block,trend_pd,chop_pd,blocks
i4.0_w4_p0.236_s8.0_t30.0_htf0,4.0,4,0.236,8.0,30.0,0,10331,149.7,-43.3,11094.0,-1.04,-357.9,-141.0,2.5,"[np.float64(31.0), np.float64(-187.7), np.float64(-172.3), np.float64(-357.9), np.float64(612.9), np.float64(-204.5)]"
i4.0_w4_p0.236_s8.0_t30.0_htf20,4.0,4,0.236,8.0,30.0,20,6182,89.6,-75.5,10276.0,-3.35,-235.3,-90.1,-68.7,"[np.float64(-75.4), np.float64(-235.3), np.float64(-231.4), np.float64(-63.3), np.float64(281.1), np.float64(-115.1)]"
i4.0_w4_p0.236_s8.0_t30.0_htf40,4.0,4,0.236,8.0,30.0,40,6869,99.6,-153.1,12736.0,-5.89,-253.5,-141.4,-158.6,"[np.float64(-253.3), np.float64(-253.5), np.float64(-245.1), np.float64(-179.1), np.float64(223.0), np.float64(-187.2)]"
i4.0_w4_p0.236_s8.0_t44.0_htf0,4.0,4,0.236,8.0,44.0,0,9882,143.2,52.8,8818.0,1.29,-214.8,-17.6,85.8,"[np.float64(96.0), np.float64(-155.3), np.float64(-121.3), np.float64(-214.8), np.float64(776.2), np.float64(-94.9)]"
i4.0_w4_p0.236_s8.0_t44.0_htf20,4.0,4,0.236,8.0,44.0,20,6085,88.2,-95.8,11051.0,-4.06,-255.3,-121.2,-83.9,"[np.float64(-82.6), np.float64(-255.3), np.float64(-251.8), np.float64(-55.2), np.float64(238.5), np.float64(-149.1)]"
i4.0_w4_p0.236_s8.0_t44.0_htf40,4.0,4,0.236,8.0,44.0,40,6770,98.1,-191.5,14783.0,-7.22,-371.7,-190.4,-192.1,"[np.float64(-371.7), np.float64(-254.2), np.float64(-193.5), np.float64(-250.1), np.float64(163.6), np.float64(-216.4)]"
i4.0_w4_p0.236_s12.0_t20.0_htf0,4.0,4,0.236,12.0,20.0,0,10382,150.5,-256.3,18459.0,-7.89,-458.5,-374.8,-200.8,"[np.float64(-426.8), np.float64(-273.3), np.float64(-219.4), np.float64(-458.5), np.float64(22.5), np.float64(-156.4)]"
i4.0_w4_p0.236_s12.0_t20.0_htf20,4.0,4,0.236,12.0,20.0,20,6029,87.4,-48.2,8413.0,-2.14,-184.6,-52.7,-46.0,"[np.float64(-136.9), np.float64(-176.8), np.float64(-184.6), np.float64(-26.5), np.float64(265.2), np.float64(-19.6)]"
i4.0_w4_p0.236_s12.0_t20.0_htf40,4.0,4,0.236,12.0,20.0,40,6642,96.3,-134.6,10715.0,-5.37,-308.0,-147.4,-128.6,"[np.float64(-308.0), np.float64(-223.9), np.float64(-168.5), np.float64(-101.8), np.float64(116.6), np.float64(-96.9)]"
i4.0_w4_p0.236_s12.0_t30.0_htf0,4.0,4,0.236,12.0,30.0,0,9908,143.6,-214.6,16371.0,-5.24,-416.4,-343.5,-154.3,"[np.float64(-242.8), np.float64(-192.6), np.float64(-221.2), np.float64(-416.4), np.float64(126.0), np.float64(-321.8)]"
i4.0_w4_p0.236_s12.0_t30.0_htf20,4.0,4,0.236,12.0,30.0,20,5770,83.6,-62.9,9274.0,-2.67,-223.2,-66.5,-61.2,"[np.float64(-70.3), np.float64(-223.2), np.float64(-213.7), np.float64(-7.0), np.float64(213.4), np.float64(-61.4)]"
i4.0_w4_p0.236_s12.0_t30.0_htf40,4.0,4,0.236,12.0,30.0,40,6430,93.2,-181.5,13872.0,-6.44,-315.9,-128.7,-206.2,"[np.float64(-315.9), np.float64(-260.7), np.float64(-197.2), np.float64(-167.0), np.float64(85.1), np.float64(-202.0)]"
i4.0_w4_p0.236_s12.0_t44.0_htf0,4.0,4,0.236,12.0,44.0,0,9440,136.8,-138.4,12634.0,-3.73,-307.3,-255.8,-83.5,"[np.float64(-66.6), np.float64(-210.8), np.float64(-151.4), np.float64(-307.3), np.float64(221.5), np.float64(-306.9)]"
i4.0_w4_p0.236_s12.0_t44.0_htf20,4.0,4,0.236,12.0,44.0,20,5640,81.7,-95.5,10550.0,-3.9,-250.3,-93.9,-96.2,"[np.float64(-93.0), np.float64(-250.3), np.float64(-218.8), np.float64(-62.5), np.float64(158.0), np.float64(-87.6)]"
i4.0_w4_p0.236_s12.0_t44.0_htf40,4.0,4,0.236,12.0,44.0,40,6288,91.1,-231.7,17544.0,-8.14,-388.1,-173.1,-259.1,"[np.float64(-388.1), np.float64(-272.8), np.float64(-174.7), np.float64(-273.0), np.float64(-18.3), np.float64(-228.1)]"
i4.0_w4_p0.382_s5.0_t20.0_htf0,4.0,4,0.382,5.0,20.0,0,10479,151.9,-161.6,14064.0,-6.34,-302.1,-214.3,-136.9,"[np.float64(40.7), np.float64(-213.8), np.float64(-302.1), np.float64(-251.2), np.float64(58.3), np.float64(-264.2)]"
i4.0_w4_p0.382_s5.0_t20.0_htf20,4.0,4,0.382,5.0,20.0,20,6049,87.7,-167.6,12676.0,-10.17,-230.0,-184.7,-159.6,"[np.float64(-139.8), np.float64(-159.5), np.float64(-210.8), np.float64(-230.0), np.float64(-57.7), np.float64(-185.3)]"
i4.0_w4_p0.382_s5.0_t20.0_htf40,4.0,4,0.382,5.0,20.0,40,6787,98.4,-219.8,16354.0,-11.93,-271.2,-263.8,-199.2,"[np.float64(-257.3), np.float64(-204.1), np.float64(-253.3), np.float64(-271.2), np.float64(-128.7), np.float64(-171.9)]"
i4.0_w4_p0.382_s5.0_t30.0_htf0,4.0,4,0.382,5.0,30.0,0,10088,146.2,-70.9,10714.0,-2.0,-276.0,-256.5,16.0,"[np.float64(114.7), np.float64(-179.7), np.float64(-276.0), np.float64(-122.2), np.float64(326.4), np.float64(-266.2)]"
i4.0_w4_p0.382_s5.0_t30.0_htf20,4.0,4,0.382,5.0,30.0,20,5942,86.1,-179.2,13904.0,-9.65,-293.0,-218.1,-161.0,"[np.float64(-90.7), np.float64(-197.4), np.float64(-225.7), np.float64(-188.3), np.float64(-50.9), np.float64(-293.0)]"
i4.0_w4_p0.382_s5.0_t30.0_htf40,4.0,4,0.382,5.0,30.0,40,6679,96.8,-234.8,17797.0,-11.45,-279.8,-324.1,-193.0,"[np.float64(-279.8), np.float64(-211.5), np.float64(-251.3), np.float64(-239.3), np.float64(-118.6), np.float64(-269.5)]"
i4.0_w4_p0.382_s5.0_t44.0_htf0,4.0,4,0.382,5.0,44.0,0,9736,141.1,4.3,9935.0,0.1,-228.7,-165.3,83.7,"[np.float64(225.7), np.float64(-142.0), np.float64(-228.7), np.float64(-208.6), np.float64(589.9), np.float64(-217.2)]"
i4.0_w4_p0.382_s5.0_t44.0_htf20,4.0,4,0.382,5.0,44.0,20,5869,85.1,-191.8,14860.0,-9.11,-341.7,-247.2,-165.9,"[np.float64(-116.6), np.float64(-191.4), np.float64(-214.1), np.float64(-200.7), np.float64(-55.0), np.float64(-341.7)]"
i4.0_w4_p0.382_s5.0_t44.0_htf40,4.0,4,0.382,5.0,44.0,40,6595,95.6,-267.3,20082.0,-11.79,-350.6,-335.5,-235.3,"[np.float64(-350.6), np.float64(-223.0), np.float64(-290.8), np.float64(-263.7), np.float64(-157.7), np.float64(-273.0)]"
i4.0_w4_p0.382_s8.0_t20.0_htf0,4.0,4,0.382,8.0,20.0,0,10112,146.6,-216.2,16381.0,-8.69,-296.4,-279.0,-186.8,"[np.float64(-106.7), np.float64(-294.1), np.float64(-285.6), np.float64(-249.9), np.float64(-31.4), np.float64(-296.4)]"
i4.0_w4_p0.382_s8.0_t20.0_htf20,4.0,4,0.382,8.0,20.0,20,5784,83.8,-175.9,13111.0,-10.49,-241.4,-155.3,-185.6,"[np.float64(-182.5), np.float64(-180.6), np.float64(-193.1), np.float64(-241.4), np.float64(-88.5), np.float64(-145.4)]"
i4.0_w4_p0.382_s8.0_t20.0_htf40,4.0,4,0.382,8.0,20.0,40,6468,93.7,-237.7,17197.0,-11.83,-318.8,-254.1,-230.0,"[np.float64(-318.8), np.float64(-222.4), np.float64(-261.8), np.float64(-263.2), np.float64(-172.8), np.float64(-149.7)]"
i4.0_w4_p0.382_s8.0_t30.0_htf0,4.0,4,0.382,8.0,30.0,0,9676,140.2,-124.6,11739.0,-4.59,-286.5,-232.0,-74.3,"[np.float64(85.7), np.float64(-258.3), np.float64(-242.3), np.float64(-203.1), np.float64(171.2), np.float64(-286.5)]"
i4.0_w4_p0.382_s8.0_t30.0_htf20,4.0,4,0.382,8.0,30.0,20,5634,81.7,-196.5,14929.0,-9.9,-287.2,-189.5,-199.7,"[np.float64(-142.8), np.float64(-217.6), np.float64(-206.0), np.float64(-221.5), np.float64(-72.9), np.float64(-287.2)]"
i4.0_w4_p0.382_s8.0_t30.0_htf40,4.0,4,0.382,8.0,30.0,40,6301,91.3,-273.8,19974.0,-11.32,-356.7,-299.1,-261.9,"[np.float64(-356.7), np.float64(-246.9), np.float64(-285.4), np.float64(-284.7), np.float64(-116.0), np.float64(-308.2)]"
i4.0_w4_p0.382_s8.0_t44.0_htf0,4.0,4,0.382,8.0,44.0,0,9276,134.4,-44.9,10818.0,-1.19,-267.4,-220.1,37.1,"[np.float64(236.6), np.float64(-212.8), np.float64(-209.1), np.float64(-267.4), np.float64(379.0), np.float64(-206.7)]"
i4.0_w4_p0.382_s8.0_t44.0_htf20,4.0,4,0.382,8.0,44.0,20,5552,80.5,-222.8,16800.0,-10.12,-329.1,-224.1,-222.2,"[np.float64(-180.3), np.float64(-233.5), np.float64(-205.2), np.float64(-224.4), np.float64(-127.3), np.float64(-329.1)]"
i4.0_w4_p0.382_s8.0_t44.0_htf40,4.0,4,0.382,8.0,44.0,40,6205,89.9,-298.1,21667.0,-11.18,-410.9,-315.7,-289.9,"[np.float64(-410.9), np.float64(-273.2), np.float64(-316.7), np.float64(-276.1), np.float64(-143.9), np.float64(-316.3)]"
i4.0_w4_p0.382_s12.0_t20.0_htf0,4.0,4,0.382,12.0,20.0,0,9714,140.8,-393.6,27427.0,-14.65,-428.8,-508.4,-339.8,"[np.float64(-394.4), np.float64(-279.3), np.float64(-409.9), np.float64(-373.5), np.float64(-408.1), np.float64(-428.8)]"
i4.0_w4_p0.382_s12.0_t20.0_htf20,4.0,4,0.382,12.0,20.0,20,5449,79.0,-158.9,11823.0,-8.41,-211.0,-132.2,-171.4,"[np.float64(-163.3), np.float64(-160.8), np.float64(-211.0), np.float64(-157.3), np.float64(-80.3), np.float64(-154.1)]"
i4.0_w4_p0.382_s12.0_t20.0_htf40,4.0,4,0.382,12.0,20.0,40,6045,87.6,-221.5,15844.0,-9.64,-320.3,-224.9,-219.9,"[np.float64(-320.3), np.float64(-198.2), np.float64(-241.4), np.float64(-177.5), np.float64(-158.8), np.float64(-192.4)]"
i4.0_w4_p0.382_s12.0_t30.0_htf0,4.0,4,0.382,12.0,30.0,0,9198,133.3,-328.8,24012.0,-12.34,-442.3,-450.3,-271.9,"[np.float64(-329.0), np.float64(-278.3), np.float64(-296.9), np.float64(-384.6), np.float64(-191.4), np.float64(-442.3)]"
i4.0_w4_p0.382_s12.0_t30.0_htf20,4.0,4,0.382,12.0,30.0,20,5256,76.2,-186.3,14283.0,-8.82,-283.5,-154.4,-201.2,"[np.float64(-115.1), np.float64(-221.4), np.float64(-187.5), np.float64(-181.9), np.float64(-96.7), np.float64(-283.5)]"
i4.0_w4_p0.382_s12.0_t30.0_htf40,4.0,4,0.382,12.0,30.0,40,5847,84.7,-265.5,19514.0,-10.4,-369.2,-280.6,-258.4,"[np.float64(-369.2), np.float64(-231.3), np.float64(-257.0), np.float64(-210.9), np.float64(-166.9), np.float64(-308.8)]"
i4.0_w4_p0.382_s12.0_t44.0_htf0,4.0,4,0.382,12.0,44.0,0,8740,126.7,-196.2,15724.0,-6.42,-413.4,-370.5,-114.7,"[np.float64(-155.1), np.float64(-148.7), np.float64(-214.8), np.float64(-413.4), np.float64(92.1), np.float64(-323.0)]"
i4.0_w4_p0.382_s12.0_t44.0_htf20,4.0,4,0.382,12.0,44.0,20,5135,74.4,-226.1,17149.0,-9.68,-338.7,-201.5,-237.6,"[np.float64(-160.0), np.float64(-222.3), np.float64(-210.4), np.float64(-183.2), np.float64(-200.8), np.float64(-338.7)]"
i4.0_w4_p0.382_s12.0_t44.0_htf40,4.0,4,0.382,12.0,44.0,40,5725,83.0,-317.9,22970.0,-11.43,-450.7,-305.9,-323.6,"[np.float64(-450.7), np.float64(-265.8), np.float64(-286.6), np.float64(-256.8), np.float64(-279.1), np.float64(-310.6)]"
i4.0_w4_p0.5_s5.0_t20.0_htf0,4.0,4,0.5,5.0,20.0,0,9793,141.9,-230.8,18270.0,-11.31,-322.9,-345.1,-177.4,"[np.float64(-69.4), np.float64(-210.5), np.float64(-237.7), np.float64(-322.9), np.float64(-208.3), np.float64(-287.9)]"
i4.0_w4_p0.5_s5.0_t20.0_htf20,4.0,4,0.5,5.0,20.0,20,5458,79.1,-221.9,16266.0,-15.4,-318.3,-254.8,-206.4,"[np.float64(-102.1), np.float64(-107.8), np.float64(-204.5), np.float64(-291.7), np.float64(-275.7), np.float64(-318.3)]"
i4.0_w4_p0.5_s5.0_t20.0_htf40,4.0,4,0.5,5.0,20.0,40,6075,88.0,-264.9,19230.0,-15.55,-306.2,-314.3,-241.7,"[np.float64(-231.1), np.float64(-154.7), np.float64(-274.2), np.float64(-285.8), np.float64(-294.9), np.float64(-306.2)]"
i4.0_w4_p0.5_s5.0_t30.0_htf0,4.0,4,0.5,5.0,30.0,0,9457,137.1,-144.2,12901.0,-5.55,-259.7,-337.2,-53.9,"[np.float64(4.0), np.float64(-186.1), np.float64(-183.0), np.float64(-196.0), np.float64(-9.2), np.float64(-259.7)]"
i4.0_w4_p0.5_s5.0_t30.0_htf20,4.0,4,0.5,5.0,30.0,20,5364,77.7,-238.8,17783.0,-13.43,-379.5,-281.9,-218.7,"[np.float64(-134.3), np.float64(-137.5), np.float64(-216.7), np.float64(-289.5), np.float64(-239.9), np.float64(-379.5)]"
i4.0_w4_p0.5_s5.0_t30.0_htf40,4.0,4,0.5,5.0,30.0,40,5977,86.6,-275.1,20265.0,-14.09,-310.1,-336.7,-246.3,"[np.float64(-286.3), np.float64(-158.7), np.float64(-262.8), np.float64(-282.6), np.float64(-304.9), np.float64(-310.1)]"
i4.0_w4_p0.5_s5.0_t44.0_htf0,4.0,4,0.5,5.0,44.0,0,9206,133.4,-78.7,10379.0,-2.59,-235.0,-224.7,-10.4,"[np.float64(140.9), np.float64(-202.7), np.float64(-132.8), np.float64(-216.6), np.float64(192.5), np.float64(-235.0)]"
i4.0_w4_p0.5_s5.0_t44.0_htf20,4.0,4,0.5,5.0,44.0,20,5312,77.0,-256.4,19168.0,-13.93,-385.3,-275.6,-247.5,"[np.float64(-155.9), np.float64(-129.6), np.float64(-198.5), np.float64(-362.9), np.float64(-272.6), np.float64(-385.3)]"
i4.0_w4_p0.5_s5.0_t44.0_htf40,4.0,4,0.5,5.0,44.0,40,5925,85.9,-290.7,21484.0,-13.92,-339.6,-315.3,-279.1,"[np.float64(-315.2), np.float64(-181.8), np.float64(-235.7), np.float64(-299.8), np.float64(-324.2), np.float64(-339.6)]"
i4.0_w4_p0.5_s8.0_t20.0_htf0,4.0,4,0.5,8.0,20.0,0,9388,136.1,-236.8,18369.0,-11.55,-264.0,-370.3,-174.4,"[np.float64(-153.1), np.float64(-172.0), np.float64(-261.1), np.float64(-264.0), np.float64(-258.8), np.float64(-260.4)]"
i4.0_w4_p0.5_s8.0_t20.0_htf20,4.0,4,0.5,8.0,20.0,20,5186,75.2,-233.4,17079.0,-14.11,-320.4,-270.7,-215.9,"[np.float64(-141.6), np.float64(-123.4), np.float64(-232.5), np.float64(-320.4), np.float64(-297.9), np.float64(-252.6)]"
i4.0_w4_p0.5_s8.0_t20.0_htf40,4.0,4,0.5,8.0,20.0,40,5767,83.6,-272.9,19639.0,-13.15,-311.1,-311.0,-255.1,"[np.float64(-272.5), np.float64(-181.8), np.float64(-256.0), np.float64(-303.1), np.float64(-311.1), np.float64(-270.2)]"
i4.0_w4_p0.5_s8.0_t30.0_htf0,4.0,4,0.5,8.0,30.0,0,8959,129.8,-147.0,12674.0,-5.33,-217.6,-363.6,-45.6,"[np.float64(-82.2), np.float64(-140.3), np.float64(-157.3), np.float64(-204.5), np.float64(-48.6), np.float64(-217.6)]"
i4.0_w4_p0.5_s8.0_t30.0_htf20,4.0,4,0.5,8.0,30.0,20,5076,73.6,-256.4,18990.0,-12.94,-337.2,-287.7,-241.7,"[np.float64(-179.8), np.float64(-148.0), np.float64(-256.1), np.float64(-318.2), np.float64(-261.3), np.float64(-337.2)]"
i4.0_w4_p0.5_s8.0_t30.0_htf40,4.0,4,0.5,8.0,30.0,40,5643,81.8,-290.2,21336.0,-12.48,-330.5,-324.0,-274.4,"[np.float64(-329.0), np.float64(-187.9), np.float64(-243.1), np.float64(-330.5), np.float64(-317.3), np.float64(-288.3)]"
i4.0_w4_p0.5_s8.0_t44.0_htf0,4.0,4,0.5,8.0,44.0,0,8663,125.6,-86.7,9489.0,-2.94,-230.1,-272.7,0.3,"[np.float64(50.9), np.float64(-166.2), np.float64(-79.7), np.float64(-230.1), np.float64(105.9), np.float64(-184.8)]"
i4.0_w4_p0.5_s8.0_t44.0_htf20,4.0,4,0.5,8.0,44.0,20,4995,72.4,-278.5,20865.0,-13.24,-392.2,-300.2,-268.3,"[np.float64(-196.5), np.float64(-149.9), np.float64(-235.2), np.float64(-392.2), np.float64(-331.7), np.float64(-328.4)]"
i4.0_w4_p0.5_s8.0_t44.0_htf40,4.0,4,0.5,8.0,44.0,40,5575,80.8,-303.5,22605.0,-12.18,-353.8,-310.8,-300.0,"[np.float64(-330.9), np.float64(-217.3), np.float64(-230.3), np.float64(-353.8), np.float64(-347.5), np.float64(-294.6)]"
i4.0_w4_p0.5_s12.0_t20.0_htf0,4.0,4,0.5,12.0,20.0,0,9006,130.5,-318.2,22953.0,-14.96,-402.2,-399.0,-280.4,"[np.float64(-339.2), np.float64(-220.9), np.float64(-271.3), np.float64(-316.2), np.float64(-402.2), np.float64(-287.9)]"
i4.0_w4_p0.5_s12.0_t20.0_htf20,4.0,4,0.5,12.0,20.0,20,4937,71.6,-232.3,16807.0,-12.75,-322.8,-228.5,-234.1,"[np.float64(-168.1), np.float64(-129.4), np.float64(-193.5), np.float64(-322.8), np.float64(-260.2), np.float64(-288.9)]"
i4.0_w4_p0.5_s12.0_t20.0_htf40,4.0,4,0.5,12.0,20.0,40,5466,79.2,-282.4,19902.0,-12.39,-358.4,-277.9,-284.5,"[np.float64(-358.4), np.float64(-193.3), np.float64(-234.7), np.float64(-259.0), np.float64(-300.3), np.float64(-299.8)]"
i4.0_w4_p0.5_s12.0_t30.0_htf0,4.0,4,0.5,12.0,30.0,0,8509,123.3,-212.7,16613.0,-8.05,-252.1,-396.8,-126.5,"[np.float64(-234.6), np.float64(-177.1), np.float64(-165.4), np.float64(-252.1), np.float64(-186.3), np.float64(-228.4)]"
i4.0_w4_p0.5_s12.0_t30.0_htf20,4.0,4,0.5,12.0,30.0,20,4778,69.2,-253.2,18549.0,-12.19,-369.3,-245.8,-256.7,"[np.float64(-209.2), np.float64(-156.7), np.float64(-204.2), np.float64(-321.6), np.float64(-221.9), np.float64(-369.3)]"
i4.0_w4_p0.5_s12.0_t30.0_htf40,4.0,4,0.5,12.0,30.0,40,5307,76.9,-309.1,22075.0,-11.66,-447.1,-304.5,-311.3,"[np.float64(-447.1), np.float64(-209.7), np.float64(-195.7), np.float64(-299.7), np.float64(-314.4), np.float64(-335.7)]"
i4.0_w4_p0.5_s12.0_t44.0_htf0,4.0,4,0.5,12.0,44.0,0,8138,117.9,-115.3,11909.0,-3.95,-208.1,-314.6,-22.0,"[np.float64(-40.4), np.float64(-179.4), np.float64(-101.1), np.float64(-208.1), np.float64(-44.2), np.float64(-106.9)]"
i4.0_w4_p0.5_s12.0_t44.0_htf20,4.0,4,0.5,12.0,44.0,20,4690,68.0,-285.1,20988.0,-12.79,-386.0,-283.6,-285.7,"[np.float64(-209.7), np.float64(-154.0), np.float64(-208.0), np.float64(-372.3), np.float64(-340.2), np.float64(-386.0)]"
i4.0_w4_p0.5_s12.0_t44.0_htf40,4.0,4,0.5,12.0,44.0,40,5210,75.5,-329.2,23719.0,-11.73,-428.9,-305.1,-340.5,"[np.float64(-428.9), np.float64(-237.2), np.float64(-211.6), np.float64(-281.5), np.float64(-389.9), np.float64(-367.4)]"
