name,imp,W,pull,stop,tgt,htf,n,tr_day,per_day,maxDD,sharpe,worst_block,trend_pd,chop_pd,blocks
i2.0_w3_p0.5_s8.0_t30.0_htf40,2.0,3,0.5,8.0,30.0,40,7096,102.8,-327.2,23928.0,-12.78,-463.2,-338.0,-322.1,"[np.float64(-463.2), np.float64(-210.4), np.float64(-283.7), np.float64(-331.4), np.float64(-283.9), np.float64(-336.3)]"
i2.0_w3_p0.5_s8.0_t44.0_htf0,2.0,3,0.5,8.0,44.0,0,9467,137.2,-1.2,9840.0,-0.03,-226.9,-90.7,40.7,"[np.float64(227.2), np.float64(-226.9), np.float64(-111.0), np.float64(-114.4), np.float64(193.9), np.float64(14.6)]"
i2.0_w3_p0.5_s8.0_t44.0_htf20,2.0,3,0.5,8.0,44.0,20,6606,95.7,-335.7,24820.0,-13.18,-484.6,-427.0,-293.0,"[np.float64(-296.3), np.float64(-207.6), np.float64(-278.9), np.float64(-332.7), np.float64(-484.6), np.float64(-340.6)]"
i2.0_w3_p0.5_s8.0_t44.0_htf40,2.0,3,0.5,8.0,44.0,40,6989,101.3,-388.9,27900.0,-13.9,-510.5,-368.3,-398.5,"[np.float64(-510.5), np.float64(-200.6), np.float64(-297.7), np.float64(-392.2), np.float64(-444.2), np.float64(-423.6)]"
i2.0_w3_p0.5_s12.0_t20.0_htf0,2.0,3,0.5,12.0,20.0,0,9897,143.4,-330.4,24476.0,-12.58,-438.0,-367.7,-313.0,"[np.float64(-366.7), np.float64(-210.9), np.float64(-262.5), np.float64(-438.0), np.float64(-267.3), np.float64(-391.0)]"
i2.0_w3_p0.5_s12.0_t20.0_htf20,2.0,3,0.5,12.0,20.0,20,6469,93.8,-304.3,22464.0,-13.09,-461.0,-374.4,-271.5,"[np.float64(-245.9), np.float64(-167.4), np.float64(-288.4), np.float64(-376.8), np.float64(-461.0), np.float64(-241.8)]"
i2.0_w3_p0.5_s12.0_t20.0_htf40,2.0,3,0.5,12.0,20.0,40,6873,99.6,-316.6,22509.0,-13.19,-462.2,-348.3,-301.7,"[np.float64(-462.2), np.float64(-207.9), np.float64(-211.1), np.float64(-347.1), np.float64(-352.8), np.float64(-268.1)]"
i2.0_w3_p0.5_s12.0_t30.0_htf0,2.0,3,0.5,12.0,30.0,0,9354,135.6,-165.4,15913.0,-4.4,-334.4,-285.3,-109.3,"[np.float64(-10.4), np.float64(-170.0), np.float64(-160.3), np.float64(-231.4), np.float64(-64.0), np.float64(-334.4)]"
i2.0_w3_p0.5_s12.0_t30.0_htf20,2.0,3,0.5,12.0,30.0,20,6297,91.3,-309.9,23438.0,-11.86,-429.3,-387.8,-273.5,"[np.float64(-288.5), np.float64(-193.0), np.float64(-233.5), np.float64(-361.1), np.float64(-429.3), np.float64(-306.7)]"
i2.0_w3_p0.5_s12.0_t30.0_htf40,2.0,3,0.5,12.0,30.0,40,6674,96.7,-343.1,25351.0,-11.67,-483.7,-365.4,-332.7,"[np.float64(-483.7), np.float64(-241.4), np.float64(-271.3), np.float64(-355.5), np.float64(-310.4), np.float64(-340.3)]"
i2.0_w3_p0.5_s12.0_t44.0_htf0,2.0,3,0.5,12.0,44.0,0,8909,129.1,-146.5,15315.0,-3.45,-344.7,-292.4,-78.2,"[np.float64(118.3), np.float64(-146.1), np.float64(-128.0), np.float64(-344.7), np.float64(-114.0), np.float64(-256.6)]"
i2.0_w3_p0.5_s12.0_t44.0_htf20,2.0,3,0.5,12.0,44.0,20,6150,89.1,-324.4,24868.0,-11.08,-580.1,-403.8,-287.2,"[np.float64(-272.7), np.float64(-195.2), np.float64(-242.7), np.float64(-316.3), np.float64(-580.1), np.float64(-284.5)]"
i2.0_w3_p0.5_s12.0_t44.0_htf40,2.0,3,0.5,12.0,44.0,40,6520,94.5,-400.9,29395.0,-13.09,-494.8,-361.5,-419.4,"[np.float64(-487.4), np.float64(-238.9), np.float64(-276.7), np.float64(-399.0), np.float64(-494.8), np.float64(-441.8)]"
i2.0_w4_p0.118_s5.0_t20.0_htf0,2.0,4,0.118,5.0,20.0,0,11752,170.3,408.8,1977.0,7.16,-3.9,410.2,408.1,"[np.float64(725.2), np.float64(-3.9), np.float64(40.4), np.float64(22.8), np.float64(1242.2), np.float64(325.6)]"
i2.0_w4_p0.118_s5.0_t20.0_htf20,2.0,4,0.118,5.0,20.0,20,8065,116.9,224.6,2871.0,6.93,-111.3,284.5,196.6,"[np.float64(241.9), np.float64(-111.3), np.float64(57.2), np.float64(59.1), np.float64(746.6), np.float64(303.0)]"
i2.0_w4_p0.118_s5.0_t20.0_htf40,2.0,4,0.118,5.0,20.0,40,8610,124.8,187.2,3724.0,5.54,-86.9,216.5,173.5,"[np.float64(148.5), np.float64(-86.9), np.float64(-49.6), np.float64(39.4), np.float64(779.6), np.float64(248.8)]"
i2.0_w4_p0.118_s5.0_t30.0_htf0,2.0,4,0.118,5.0,30.0,0,11293,163.7,530.3,1797.0,7.7,52.5,454.2,566.0,"[np.float64(1040.6), np.float64(52.5), np.float64(85.9), np.float64(160.2), np.float64(1472.2), np.float64(251.4)]"
i2.0_w4_p0.118_s5.0_t30.0_htf20,2.0,4,0.118,5.0,30.0,20,7811,113.2,188.8,4149.0,5.3,-126.1,217.5,175.4,"[np.float64(253.4), np.float64(-126.1), np.float64(29.2), np.float64(-93.3), np.float64(772.5), np.float64(242.1)]"
i2.0_w4_p0.118_s5.0_t30.0_htf40,2.0,4,0.118,5.0,30.0,40,8406,121.8,157.2,5563.0,4.09,-122.3,201.3,136.6,"[np.float64(155.1), np.float64(-122.3), np.float64(-105.0), np.float64(-37.8), np.float64(828.1), np.float64(182.9)]"
i2.0_w4_p0.118_s5.0_t44.0_htf0,2.0,4,0.118,5.0,44.0,0,10886,157.8,539.5,2503.0,7.19,62.5,375.9,616.0,"[np.float64(989.2), np.float64(62.5), np.float64(146.0), np.float64(136.1), np.float64(1412.4), np.float64(367.0)]"
i2.0_w4_p0.118_s5.0_t44.0_htf20,2.0,4,0.118,5.0,44.0,20,7683,111.3,165.8,4554.0,4.64,-162.7,178.9,159.7,"[np.float64(203.5), np.float64(-162.7), np.float64(40.0), np.float64(-70.8), np.float64(749.1), np.float64(188.5)]"
i2.0_w4_p0.118_s5.0_t44.0_htf40,2.0,4,0.118,5.0,44.0,40,8261,119.7,108.3,6726.0,2.83,-155.3,123.7,101.1,"[np.float64(33.1), np.float64(-155.3), np.float64(-84.2), np.float64(-60.2), np.float64(739.4), np.float64(145.1)]"
i2.0_w4_p0.118_s8.0_t20.0_htf0,2.0,4,0.118,8.0,20.0,0,11419,165.5,226.8,3904.0,5.14,-158.9,212.3,233.6,"[np.float64(337.0), np.float64(-158.9), np.float64(117.1), np.float64(-122.2), np.float64(879.7), np.float64(241.2)]"
i2.0_w4_p0.118_s8.0_t20.0_htf20,2.0,4,0.118,8.0,20.0,20,7702,111.6,181.9,3426.0,5.87,-64.5,251.1,149.5,"[np.float64(163.4), np.float64(-64.5), np.float64(17.6), np.float64(-2.3), np.float64(689.6), np.float64(242.1)]"
i2.0_w4_p0.118_s8.0_t20.0_htf40,2.0,4,0.118,8.0,20.0,40,8196,118.8,152.3,4550.0,4.48,-99.6,238.4,111.9,"[np.float64(101.4), np.float64(-99.6), np.float64(-55.8), np.float64(-13.5), np.float64(699.9), np.float64(242.1)]"
i2.0_w4_p0.118_s8.0_t30.0_htf0,2.0,4,0.118,8.0,30.0,0,10936,158.5,303.1,3779.0,5.61,-91.0,178.2,361.5,"[np.float64(402.4), np.float64(-91.0), np.float64(108.6), np.float64(25.7), np.float64(1174.1), np.float64(124.9)]"
i2.0_w4_p0.118_s8.0_t30.0_htf20,2.0,4,0.118,8.0,30.0,20,7430,107.7,135.0,5180.0,4.19,-93.8,168.1,119.5,"[np.float64(179.7), np.float64(-93.8), np.float64(-3.8), np.float64(-82.6), np.float64(640.8), np.float64(129.3)]"
i2.0_w4_p0.118_s8.0_t30.0_htf40,2.0,4,0.118,8.0,30.0,40,7946,115.2,98.4,6590.0,2.62,-122.3,158.6,70.3,"[np.float64(11.7), np.float64(-122.3), np.float64(-95.3), np.float64(-106.0), np.float64(766.0), np.float64(103.1)]"
i2.0_w4_p0.118_s8.0_t44.0_htf0,2.0,4,0.118,8.0,44.0,0,10470,151.7,380.9,5442.0,5.98,-134.2,190.2,470.2,"[np.float64(470.5), np.float64(-134.2), np.float64(218.0), np.float64(152.3), np.float64(1232.3), np.float64(264.0)]"
i2.0_w4_p0.118_s8.0_t44.0_htf20,2.0,4,0.118,8.0,44.0,20,7269,105.3,83.4,6390.0,2.56,-145.1,114.1,69.1,"[np.float64(131.8), np.float64(-145.1), np.float64(-14.8), np.float64(-108.0), np.float64(613.7), np.float64(-6.9)]"
i2.0_w4_p0.118_s8.0_t44.0_htf40,2.0,4,0.118,8.0,44.0,40,7783,112.8,12.3,9732.0,0.34,-179.3,46.5,-3.7,"[np.float64(-131.7), np.float64(-178.5), np.float64(-82.7), np.float64(-179.3), np.float64(579.3), np.float64(48.5)]"
i2.0_w4_p0.118_s12.0_t20.0_htf0,2.0,4,0.118,12.0,20.0,0,11001,159.4,79.6,6213.0,2.12,-203.8,35.9,100.1,"[np.float64(-129.0), np.float64(-203.8), np.float64(78.9), np.float64(-193.3), np.float64(629.3), np.float64(259.8)]"
i2.0_w4_p0.118_s12.0_t20.0_htf20,2.0,4,0.118,12.0,20.0,20,7284,105.6,169.9,3151.0,5.66,-112.8,244.8,134.9,"[np.float64(150.4), np.float64(-112.8), np.float64(64.8), np.float64(-7.1), np.float64(687.5), np.float64(193.8)]"
i2.0_w4_p0.118_s12.0_t20.0_htf40,2.0,4,0.118,12.0,20.0,40,7776,112.7,142.4,4570.0,4.24,-140.3,249.4,92.4,"[np.float64(63.1), np.float64(-140.3), np.float64(-14.5), np.float64(80.1), np.float64(642.2), np.float64(195.0)]"
i2.0_w4_p0.118_s12.0_t30.0_htf0,2.0,4,0.118,12.0,30.0,0,10509,152.3,87.0,4358.0,2.06,-137.0,40.1,109.0,"[np.float64(20.9), np.float64(-113.4), np.float64(93.2), np.float64(-137.0), np.float64(639.8), np.float64(-14.5)]"
i2.0_w4_p0.118_s12.0_t30.0_htf20,2.0,4,0.118,12.0,30.0,20,6958,100.8,131.9,4775.0,4.23,-138.4,208.6,96.0,"[np.float64(184.8), np.float64(-127.0), np.float64(49.3), np.float64(-138.4), np.float64(681.5), np.float64(96.7)]"
i2.0_w4_p0.118_s12.0_t30.0_htf40,2.0,4,0.118,12.0,30.0,40,7464,108.2,94.6,5430.0,2.58,-155.1,197.5,46.4,"[np.float64(-26.3), np.float64(-155.1), np.float64(-58.9), np.float64(48.5), np.float64(670.9), np.float64(68.8)]"
i2.0_w4_p0.118_s12.0_t44.0_htf0,2.0,4,0.118,12.0,44.0,0,9977,144.6,186.1,5808.0,3.75,-154.4,65.9,242.4,"[np.float64(142.6), np.float64(-154.4), np.float64(185.4), np.float64(-7.2), np.float64(792.6), np.float64(110.8)]"
i2.0_w4_p0.118_s12.0_t44.0_htf20,2.0,4,0.118,12.0,44.0,20,6772,98.1,63.4,5399.0,2.18,-176.8,121.1,36.3,"[np.float64(135.6), np.float64(-176.8), np.float64(28.1), np.float64(-94.0), np.float64(546.1), np.float64(-82.6)]"
i2.0_w4_p0.118_s12.0_t44.0_htf40,2.0,4,0.118,12.0,44.0,40,7254,105.1,-27.6,8534.0,-0.82,-227.4,20.2,-50.1,"[np.float64(-191.7), np.float64(-227.4), np.float64(-76.8), np.float64(7.0), np.float64(368.7), np.float64(-38.1)]"
i2.0_w4_p0.236_s5.0_t20.0_htf0,2.0,4,0.236,5.0,20.0,0,11514,166.9,61.7,8521.0,1.6,-288.8,-54.5,116.2,"[np.float64(302.8), np.float64(-288.8), np.float64(-147.0), np.float64(-77.7), np.float64(560.8), np.float64(-1.7)]"
i2.0_w4_p0.236_s5.0_t20.0_htf20,2.0,4,0.236,5.0,20.0,20,7814,113.2,-30.2,8370.0,-1.38,-215.9,-39.0,-26.1,"[np.float64(-32.5), np.float64(-215.9), np.float64(-125.9), np.float64(-131.3), np.float64(375.5), np.float64(-54.4)]"
i2.0_w4_p0.236_s5.0_t20.0_htf40,2.0,4,0.236,5.0,20.0,40,8412,121.9,-82.4,10671.0,-3.08,-295.0,-155.3,-48.3,"[np.float64(-185.9), np.float64(-295.0), np.float64(-118.9), np.float64(-135.5), np.float64(294.9), np.float64(-44.7)]"
i2.0_w4_p0.236_s5.0_t30.0_htf0,2.0,4,0.236,5.0,30.0,0,11079,160.6,188.4,6644.0,3.61,-265.2,37.1,259.2,"[np.float64(556.0), np.float64(-265.2), np.float64(-82.5), np.float64(-7.3), np.float64(956.0), np.float64(-74.5)]"
i2.0_w4_p0.236_s5.0_t30.0_htf20,2.0,4,0.236,5.0,30.0,20,7645,110.8,-56.4,9872.0,-2.3,-213.9,-71.7,-49.3,"[np.float64(-83.8), np.float64(-213.9), np.float64(-152.7), np.float64(-207.5), np.float64(407.0), np.float64(-90.8)]"
i2.0_w4_p0.236_s5.0_t30.0_htf40,2.0,4,0.236,5.0,30.0,40,8257,119.7,-110.4,12496.0,-3.7,-300.5,-153.4,-90.2,"[np.float64(-223.7), np.float64(-300.5), np.float64(-152.6), np.float64(-188.0), np.float64(324.1), np.float64(-109.5)]"
i2.0_w4_p0.236_s5.0_t44.0_htf0,2.0,4,0.236,5.0,44.0,0,10650,154.3,309.1,4816.0,4.88,-257.2,128.3,393.8,"[np.float64(891.3), np.float64(-257.2), np.float64(43.1), np.float64(87.6), np.float64(1126.5), np.float64(-106.4)]"
i2.0_w4_p0.236_s5.0_t44.0_htf20,2.0,4,0.236,5.0,44.0,20,7546,109.4,-91.1,10956.0,-3.44,-253.3,-121.9,-76.7,"[np.float64(-69.2), np.float64(-253.3), np.float64(-178.0), np.float64(-204.8), np.float64(347.4), np.float64(-183.1)]"
i2.0_w4_p0.236_s5.0_t44.0_htf40,2.0,4,0.236,5.0,44.0,40,8168,118.4,-138.0,13736.0,-4.23,-318.0,-211.8,-103.5,"[np.float64(-318.0), np.float64(-302.2), np.float64(-160.4), np.float64(-163.9), np.float64(257.4), np.float64(-119.9)]"
i2.0_w4_p0.236_s8.0_t20.0_htf0,2.0,4,0.236,8.0,20.0,0,11181,162.0,-70.0,11578.0,-2.06,-284.6,-175.7,-20.5,"[np.float64(-49.2), np.float64(-270.1), np.float64(-191.6), np.float64(-284.6), np.float64(430.0), np.float64(-60.9)]"
i2.0_w4_p0.236_s8.0_t20.0_htf20,2.0,4,0.236,8.0,20.0,20,7430,107.7,-49.4,9123.0,-2.25,-203.5,-70.0,-39.8,"[np.float64(-68.6), np.float64(-203.5), np.float64(-187.1), np.float64(-74.0), np.float64(304.0), np.float64(-61.0)]"
i2.0_w4_p0.236_s8.0_t20.0_htf40,2.0,4,0.236,8.0,20.0,40,7988,115.8,-113.9,11809.0,-4.1,-303.5,-170.1,-87.6,"[np.float64(-254.1), np.float64(-303.5), np.float64(-182.1), np.float64(-142.1), np.float64(282.8), np.float64(-67.7)]"
i2.0_w4_p0.236_s8.0_t30.0_htf0,2.0,4,0.236,8.0,30.0,0,10699,155.1,23.0,8760.0,0.51,-282.4,-115.8,88.0,"[np.float64(157.6), np.float64(-215.2), np.float64(-65.1), np.float64(-282.4), np.float64(683.5), np.float64(-169.7)]"
i2.0_w4_p0.236_s8.0_t30.0_htf20,2.0,4,0.236,8.0,30.0,20,7206,104.4,-90.5,10576.0,-3.92,-219.9,-138.3,-68.2,"[np.float64(-126.9), np.float64(-216.8), np.float64(-219.9), np.float64(-145.7), np.float64(270.0), np.float64(-93.4)]"
i2.0_w4_p0.236_s8.0_t30.0_htf40,2.0,4,0.236,8.0,30.0,40,7785,112.8,-157.9,14236.0,-4.86,-336.8,-186.3,-144.6,"[np.float64(-336.8), np.float64(-311.2), np.float64(-219.6), np.float64(-199.7), np.float64(309.8), np.float64(-167.1)]"
i2.0_w4_p0.236_s8.0_t44.0_htf0,2.0,4,0.236,8.0,44.0,0,10257,148.7,158.5,5891.0,3.49,-213.6,35.0,216.4,"[np.float64(389.2), np.float64(-213.6), np.float64(1.5), np.float64(-102.8), np.float64(851.9), np.float64(-23.1)]"
i2.0_w4_p0.236_s8.0_t44.0_htf20,2.0,4,0.236,8.0,44.0,20,7081,102.6,-138.4,12169.0,-5.8,-262.4,-202.6,-108.3,"[np.float64(-136.1), np.float64(-255.4), np.float64(-262.4), np.float64(-147.0), np.float64(183.2), np.float64(-190.3)]"
i2.0_w4_p0.236_s8.0_t44.0_htf40,2.0,4,0.236,8.0,44.0,40,7663,111.1,-218.0,17020.0,-6.64,-462.3,-259.8,-198.5,"[np.float64(-462.3), np.float64(-319.9), np.float64(-194.0), np.float64(-250.3), np.float64(179.7), np.float64(-227.8)]"
i2.0_w4_p0.236_s12.0_t20.0_htf0,2.0,4,0.236,12.0,20.0,0,10768,156.1,-239.8,17457.0,-7.18,-424.6,-391.3,-168.9,"[np.float64(-424.6), np.float64(-315.6), np.float64(-164.4), np.float64(-393.0), np.float64(65.7), np.float64(-179.8)]"
i2.0_w4_p0.236_s12.0_t20.0_htf20,2.0,4,0.236,12.0,20.0,20,6991,101.3,-30.2,8302.0,-1.29,-170.1,-47.1,-22.3,"[np.float64(-134.5), np.float64(-170.1), np.float64(-129.1), np.float64(-56.7), np.float64(337.8), np.float64(-25.9)]"
i2.0_w4_p0.236_s12.0_t20.0_htf40,2.0,4,0.236,12.0,20.0,40,7511,108.9,-118.6,11866.0,-4.19,-315.3,-164.3,-97.1,"[np.float64(-315.3), np.float64(-273.3), np.float64(-170.2), np.float64(-100.0), np.float64(230.6), np.float64(-61.8)]"
i2.0_w4_p0.236_s12.0_t30.0_htf0,2.0,4,0.236,12.0,30.0,0,10287,149.1,-112.6,12423.0,-2.5,-318.1,-256.7,-45.1,"[np.float64(-168.6), np.float64(-238.3), np.float64(-136.4), np.float64(-318.1), np.float64(436.0), np.float64(-228.4)]"
i2.0_w4_p0.236_s12.0_t30.0_htf20,2.0,4,0.236,12.0,30.0,20,6710,97.2,-84.8,9651.0,-3.61,-225.7,-76.6,-88.7,"[np.float64(-95.6), np.float64(-225.7), np.float64(-177.8), np.float64(-87.2), np.float64(212.8), np.float64(-121.5)]"
i2.0_w4_p0.236_s12.0_t30.0_htf40,2.0,4,0.236,12.0,30.0,40,7272,105.4,-187.8,14725.0,-5.59,-354.2,-164.7,-198.6,"[np.float64(-354.2), np.float64(-305.6), np.float64(-197.8), np.float64(-238.8), np.float64(207.7), np.float64(-210.9)]"
i2.0_w4_p0.236_s12.0_t44.0_htf0,2.0,4,0.236,12.0,44.0,0,9754,141.4,-4.8,9237.0,-0.12,-300.3,-152.1,64.1,"[np.float64(294.0), np.float64(-203.0), np.float64(-54.6), np.float64(-300.3), np.float64(505.3), np.float64(-294.4)]"
i2.0_w4_p0.236_s12.0_t44.0_htf20,2.0,4,0.236,12.0,44.0,20,6557,95.0,-123.6,11328.0,-5.11,-264.2,-130.6,-120.3,"[np.float64(-113.9), np.float64(-264.2), np.float64(-205.5), np.float64(-97.1), np.float64(100.7), np.float64(-138.8)]"
i2.0_w4_p0.236_s12.0_t44.0_htf40,2.0,4,0.236,12.0,44.0,40,7107,103.0,-243.9,18853.0,-7.56,-437.6,-234.0,-248.6,"[np.float64(-437.6), np.float64(-326.7), np.float64(-183.7), np.float64(-278.6), np.float64(64.3), np.float64(-263.5)]"
i2.0_w4_p0.382_s5.0_t20.0_htf0,2.0,4,0.382,5.0,20.0,0,10981,159.1,-91.7,10656.0,-3.27,-251.2,-190.6,-45.4,"[np.float64(70.8), np.float64(-215.8), np.float64(-251.2), np.float64(-140.5), np.float64(183.7), np.float64(-167.9)]"
i2.0_w4_p0.382_s5.0_t20.0_htf20,2.0,4,0.382,5.0,20.0,20,7263,105.3,-195.6,14444.0,-10.29,-277.2,-262.0,-164.5,"[np.float64(-188.3), np.float64(-209.5), np.float64(-267.1), np.float64(-277.2), np.float64(-26.1), np.float64(-162.1)]"
i2.0_w4_p0.382_s5.0_t20.0_htf40,2.0,4,0.382,5.0,20.0,40,7858,113.9,-221.2,16403.0,-10.12,-304.2,-302.5,-183.2,"[np.float64(-304.2), np.float64(-253.8), np.float64(-229.3), np.float64(-274.3), np.float64(-0.8), np.float64(-232.6)]"
i2.0_w4_p0.382_s5.0_t30.0_htf0,2.0,4,0.382,5.0,30.0,0,10515,152.4,54.2,8900.0,1.31,-252.1,-182.7,165.1,"[np.float64(256.8), np.float64(-179.3), np.float64(-252.1), np.float64(24.6), np.float64(553.0), np.float64(-89.4)]"
i2.0_w4_p0.382_s5.0_t30.0_htf20,2.0,4,0.382,5.0,30.0,20,7135,103.4,-228.2,17256.0,-10.96,-317.8,-307.1,-191.3,"[np.float64(-188.9), np.float64(-226.6), np.float64(-317.8), np.float64(-247.5), np.float64(-61.2), np.float64(-272.1)]"
i2.0_w4_p0.382_s5.0_t30.0_htf40,2.0,4,0.382,5.0,30.0,40,7727,112.0,-241.7,18449.0,-9.48,-353.0,-366.3,-183.4,"[np.float64(-341.8), np.float64(-245.9), np.float64(-227.6), np.float64(-226.2), np.float64(-14.2), np.float64(-353.0)]"
i2.0_w4_p0.382_s5.0_t44.0_htf0,2.0,4,0.382,5.0,44.0,0,10101,146.4,134.5,7700.0,2.52,-217.0,-129.2,257.9,"[np.float64(504.1), np.float64(-117.6), np.float64(-217.0), np.float64(-43.2), np.float64(775.7), np.float64(-132.2)]"
i2.0_w4_p0.382_s5.0_t44.0_htf20,2.0,4,0.382,5.0,44.0,20,7050,102.2,-243.1,18465.0,-10.29,-340.5,-339.9,-197.8,"[np.float64(-200.7), np.float64(-223.7), np.float64(-326.4), np.float64(-262.0), np.float64(-47.9), np.float64(-340.5)]"
i2.0_w4_p0.382_s5.0_t44.0_htf40,2.0,4,0.382,5.0,44.0,40,7636,110.7,-274.6,20587.0,-10.13,-398.0,-381.4,-224.6,"[np.float64(-398.0), np.float64(-257.5), np.float64(-258.4), np.float64(-239.3), np.float64(-49.2), np.float64(-396.4)]"
i2.0_w4_p0.382_s8.0_t20.0_htf0,2.0,4,0.382,8.0,20.0,0,10645,154.3,-178.4,13986.0,-6.98,-291.1,-267.6,-136.6,"[np.float64(-88.7), np.float64(-291.1), np.float64(-262.7), np.float64(-172.2), np.float64(34.1), np.float64(-259.5)]"
i2.0_w4_p0.382_s8.0_t20.0_htf20,2.0,4,0.382,8.0,20.0,20,6879,99.7,-220.5,16233.0,-11.97,-311.7,-254.3,-204.7,"[np.float64(-257.0), np.float64(-189.9), np.float64(-258.9), np.float64(-311.7), np.float64(-119.7), np.float64(-140.8)]"
i2.0_w4_p0.382_s8.0_t20.0_htf40,2.0,4,0.382,8.0,20.0,40,7453,108.0,-248.9,18018.0,-10.46,-399.7,-321.4,-215.0,"[np.float64(-399.7), np.float64(-257.3), np.float64(-245.8), np.float64(-283.3), np.float64(-39.3), np.float64(-207.8)]"
i2.0_w4_p0.382_s8.0_t30.0_htf0,2.0,4,0.382,8.0,30.0,0,10137,146.9,-50.8,9799.0,-1.59,-273.1,-205.8,21.7,"[np.float64(134.8), np.float64(-273.1), np.float64(-217.6), np.float64(-39.6), np.float64(323.5), np.float64(-223.5)]"
i2.0_w4_p0.382_s8.0_t30.0_htf20,2.0,4,0.382,8.0,30.0,20,6691,97.0,-255.5,19028.0,-11.75,-324.4,-293.2,-237.9,"[np.float64(-250.8), np.float64(-211.8), np.float64(-324.4), np.float64(-290.4), np.float64(-131.5), np.float64(-266.9)]"
i2.0_w4_p0.382_s8.0_t30.0_htf40,2.0,4,0.382,8.0,30.0,40,7262,105.2,-302.9,22221.0,-10.65,-447.4,-376.9,-268.3,"[np.float64(-447.4), np.float64(-264.1), np.float64(-280.3), np.float64(-336.7), np.float64(-36.0), np.float64(-383.4)]"
i2.0_w4_p0.382_s8.0_t44.0_htf0,2.0,4,0.382,8.0,44.0,0,9687,140.4,29.8,7447.0,0.71,-214.1,-166.2,121.5,"[np.float64(382.9), np.float64(-135.0), np.float64(-125.9), np.float64(-214.1), np.float64(435.2), np.float64(-178.4)]"
i2.0_w4_p0.382_s8.0_t44.0_htf20,2.0,4,0.382,8.0,44.0,20,6594,95.6,-275.9,20529.0,-11.61,-327.1,-329.7,-250.7,"[np.float64(-268.6), np.float64(-208.1), np.float64(-317.2), np.float64(-273.0), np.float64(-197.5), np.float64(-327.1)]"
i2.0_w4_p0.382_s8.0_t44.0_htf40,2.0,4,0.382,8.0,44.0,40,7144,103.5,-341.9,24788.0,-11.45,-481.4,-408.5,-310.7,"[np.float64(-481.4), np.float64(-287.2), np.float64(-309.7), np.float64(-325.5), np.float64(-102.1), np.float64(-463.2)]"
i2.0_w4_p0.382_s12.0_t20.0_htf0,2.0,4,0.382,12.0,20.0,0,10214,148.0,-402.5,28195.0,-13.13,-571.1,-544.4,-336.1,"[np.float64(-571.1), np.float64(-331.4), np.float64(-354.8), np.float64(-331.0), np.float64(-326.5), np.float64(-427.0)]"
i2.0_w4_p0.382_s12.0_t20.0_htf20,2.0,4,0.382,12.0,20.0,20,6461,93.6,-215.5,15741.0,-10.94,-279.4,-244.9,-201.7,"[np.float64(-218.7), np.float64(-180.3), np.float64(-231.1), np.float64(-279.4), np.float64(-180.3), np.float64(-157.4)]"
i2.0_w4_p0.382_s12.0_t20.0_htf40,2.0,4,0.382,12.0,20.0,40,6977,101.1,-244.8,17502.0,-9.43,-375.7,-316.1,-211.4,"[np.float64(-375.7), np.float64(-229.7), np.float64(-193.3), np.float64(-301.3), np.float64(-104.3), np.float64(-209.1)]"
i2.0_w4_p0.382_s12.0_t30.0_htf0,2.0,4,0.382,12.0,30.0,0,9684,140.3,-302.8,22714.0,-10.0,-377.6,-390.4,-261.8,"[np.float64(-377.6), np.float64(-337.6), np.float64(-340.3), np.float64(-293.3), np.float64(-40.7), np.float64(-376.3)]"
i2.0_w4_p0.382_s12.0_t30.0_htf20,2.0,4,0.382,12.0,30.0,20,6223,90.2,-251.5,18810.0,-11.39,-304.0,-253.8,-250.4,"[np.float64(-182.7), np.float64(-226.4), np.float64(-245.1), np.float64(-304.0), np.float64(-200.0), np.float64(-294.6)]"
i2.0_w4_p0.382_s12.0_t30.0_htf40,2.0,4,0.382,12.0,30.0,40,6754,97.9,-305.1,22520.0,-10.2,-431.1,-337.7,-289.8,"[np.float64(-431.1), np.float64(-254.9), np.float64(-217.4), np.float64(-364.9), np.float64(-107.3), np.float64(-387.8)]"
i2.0_w4_p0.382_s12.0_t44.0_htf0,2.0,4,0.382,12.0,44.0,0,9173,132.9,-176.9,15159.0,-5.16,-280.4,-374.3,-84.5,"[np.float64(-72.0), np.float64(-254.7), np.float64(-260.1), np.float64(-280.4), np.float64(-9.0), np.float64(-164.4)]"
i2.0_w4_p0.382_s12.0_t44.0_htf20,2.0,4,0.382,12.0,44.0,20,6096,88.3,-292.0,21890.0,-12.2,-366.6,-313.1,-282.0,"[np.float64(-232.4), np.float64(-228.4), np.float64(-237.4), np.float64(-301.1), np.float64(-318.9), np.float64(-366.6)]"
i2.0_w4_p0.382_s12.0_t44.0_htf40,2.0,4,0.382,12.0,44.0,40,6606,95.7,-366.1,26538.0,-11.45,-514.0,-396.4,-351.9,"[np.float64(-514.0), np.float64(-280.5), np.float64(-252.0), np.float64(-370.7), np.float64(-275.4), np.float64(-419.8)]"
i2.0_w4_p0.5_s5.0_t20.0_htf0,2.0,4,0.5,5.0,20.0,0,10458,151.6,-153.3,13059.0,-6.73,-245.4,-274.8,-96.5,"[np.float64(-2.3), np.float64(-223.0), np.float64(-230.5), np.float64(-245.4), np.float64(-17.3), np.float64(-183.8)]"
