n,tr_day,wr,per_day,per_trade,total,maxDD,sharpe,worst_q,pos_yrs,n_yrs,worst_yr,name
362,1.0,52.2,8.4,8.4,3051.0,3477.0,0.43,-1167.0,3,4,-524.0,30min_N16_w17_v0.5_re0
362,1.0,52.2,8.4,8.4,3051.0,3477.0,0.43,-1167.0,3,4,-524.0,30min_N16_w17_v0.5_re1
407,1.0,53.6,10.8,10.8,4413.0,5171.0,0.54,-2927.0,3,4,-1795.0,30min_N16_w16_v0_re0
407,1.0,53.6,10.8,10.8,4413.0,5171.0,0.54,-2927.0,3,4,-1795.0,30min_N16_w16_v0_re1
293,1.0,53.2,5.6,5.6,1633.0,5555.0,0.29,-3065.0,2,4,-969.0,30min_N16_w16_v0.5_re0
293,1.0,53.2,5.6,5.6,1633.0,5555.0,0.29,-3065.0,2,4,-969.0,30min_N16_w16_v0.5_re1
603,1.0,52.6,16.8,16.8,10151.0,5531.0,0.87,-2051.0,4,4,103.0,30min_N20_w21_v0_re0
603,1.0,52.6,16.8,16.8,10151.0,5531.0,0.87,-2051.0,4,4,103.0,30min_N20_w21_v0_re1
522,1.0,50.6,14.4,14.4,7512.0,3427.0,0.76,-1373.0,4,4,318.0,30min_N20_w21_v0.5_re0
522,1.0,50.6,14.4,14.4,7512.0,3427.0,0.76,-1373.0,4,4,318.0,30min_N20_w21_v0.5_re1
452,1.0,52.9,8.7,8.7,3921.0,4804.0,0.45,-1706.0,3,4,-1124.0,30min_N20_w17_v0_re0
452,1.0,52.9,8.7,8.7,3921.0,4804.0,0.45,-1706.0,3,4,-1124.0,30min_N20_w17_v0_re1
348,1.0,51.4,6.6,6.6,2285.0,3717.0,0.33,-1682.0,3,4,-912.0,30min_N20_w17_v0.5_re0
348,1.0,51.4,6.6,6.6,2285.0,3717.0,0.33,-1682.0,3,4,-912.0,30min_N20_w17_v0.5_re1
395,1.0,53.7,9.7,9.7,3828.0,5305.0,0.49,-2927.0,3,4,-2749.0,30min_N20_w16_v0_re0
395,1.0,53.7,9.7,9.7,3828.0,5305.0,0.49,-2927.0,3,4,-2749.0,30min_N20_w16_v0_re1
284,1.0,53.5,8.1,8.1,2287.0,5335.0,0.42,-3065.0,3,4,-666.0,30min_N20_w16_v0.5_re0
284,1.0,53.5,8.1,8.1,2287.0,5335.0,0.42,-3065.0,3,4,-666.0,30min_N20_w16_v0.5_re1
597,1.0,52.8,17.7,17.7,10557.0,5240.0,0.92,-1410.0,3,4,-36.0,30min_N24_w21_v0_re0
597,1.0,52.8,17.7,17.7,10557.0,5240.0,0.92,-1410.0,3,4,-36.0,30min_N24_w21_v0_re1
517,1.0,50.5,14.2,14.2,7316.0,3273.0,0.75,-1586.0,4,4,56.0,30min_N24_w21_v0.5_re0
517,1.0,50.5,14.2,14.2,7316.0,3273.0,0.75,-1586.0,4,4,56.0,30min_N24_w21_v0.5_re1
445,1.0,53.3,10.1,10.1,4513.0,4598.0,0.53,-1839.0,3,4,-603.0,30min_N24_w17_v0_re0
445,1.0,53.3,10.1,10.1,4513.0,4598.0,0.53,-1839.0,3,4,-603.0,30min_N24_w17_v0_re1
343,1.0,51.6,6.9,6.9,2353.0,4063.0,0.35,-1815.0,3,4,-1211.0,30min_N24_w17_v0.5_re0
343,1.0,51.6,6.9,6.9,2353.0,4063.0,0.35,-1815.0,3,4,-1211.0,30min_N24_w17_v0.5_re1
388,1.0,54.1,11.3,11.3,4373.0,4493.0,0.58,-2973.0,3,4,-1783.0,30min_N24_w16_v0_re0
388,1.0,54.1,11.3,11.3,4373.0,4493.0,0.58,-2973.0,3,4,-1783.0,30min_N24_w16_v0_re1
280,1.0,53.6,7.8,7.8,2182.0,4826.0,0.41,-3111.0,2,4,-132.0,30min_N24_w16_v0.5_re0
280,1.0,53.6,7.8,7.8,2182.0,4826.0,0.41,-3111.0,2,4,-132.0,30min_N24_w16_v0.5_re1
579,1.0,51.1,10.1,10.1,5869.0,6875.0,0.53,-2311.0,3,4,-433.0,30min_N32_w21_v0_re0
579,1.0,51.1,10.1,10.1,5869.0,6875.0,0.53,-2311.0,3,4,-433.0,30min_N32_w21_v0_re1
509,1.0,48.9,9.2,9.2,4697.0,3765.0,0.49,-1646.0,2,4,-367.0,30min_N32_w21_v0.5_re0
509,1.0,48.9,9.2,9.2,4697.0,3765.0,0.49,-1646.0,2,4,-367.0,30min_N32_w21_v0.5_re1
421,1.0,51.3,0.6,0.6,253.0,5925.0,0.03,-3221.0,3,4,-3514.0,30min_N32_w17_v0_re0
421,1.0,51.3,0.6,0.6,253.0,5925.0,0.03,-3221.0,3,4,-3514.0,30min_N32_w17_v0_re1
331,1.0,49.5,-0.5,-0.5,-165.0,5135.0,-0.03,-2964.0,2,4,-823.0,30min_N32_w17_v0.5_re0
331,1.0,49.5,-0.5,-0.5,-165.0,5135.0,-0.03,-2964.0,2,4,-823.0,30min_N32_w17_v0.5_re1
363,1.0,52.3,5.6,5.6,2018.0,5864.0,0.28,-3109.0,3,4,-3252.0,30min_N32_w16_v0_re0
363,1.0,52.3,5.6,5.6,2018.0,5864.0,0.28,-3109.0,3,4,-3252.0,30min_N32_w16_v0_re1
266,1.0,51.9,5.3,5.3,1407.0,5187.0,0.27,-3014.0,1,4,-423.0,30min_N32_w16_v0.5_re0
266,1.0,51.9,5.3,5.3,1407.0,5187.0,0.27,-3014.0,1,4,-423.0,30min_N32_w16_v0.5_re1
